id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw27Pts,gw28Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
77,Norberto,Murara Neto,GKP,BOU,82,~,"Neto (GKP, ~)",3.6,2.4,3.1416,5.061466666666667,4.886933333333333,0.0,4.9742,2,1,0,3,9.4248,0,0,0,0,?
83,Marcos,Senesi,DEF,BOU,68,~,"Senesi (DEF, ~)",3.1,2.4,2.8326,4.563633333333333,4.406266666666666,0.0,4.48495,2,1,0,3,8.4978,0,0,0,0,?
705,Luis,Sinisterra,MID,BOU,40,vv,"Sinisterra (MID, vv)",2.4,2.2,2.3236,3.743577777777778,0.0,4.1308444444444445,3.93721,2,0,5,3,6.9708,0,0,0,0,?
72,Justin,Kluivert,MID,BOU,51,v,"Kluivert (MID, v)",2.5,2.0,2.309,3.720055555555556,0.0,4.1048888888888895,3.91247,2,0,5,3,6.927,0,0,0,0,?
86,Marcus,Tavernier,MID,BOU,71,~,"Tavernier (MID, ~)",3.2,1.8,2.6652,4.293933333333333,0.0,4.738133333333334,4.51603,2,0,5,3,7.9956,0,0,0,0,?
66,Lewis,Cook,MID,BOU,39,~,"L.Cook (MID, ~)",1.9,1.6,1.7854,2.876477777777778,0.0,3.174044444444445,3.02526,2,0,5,3,5.3562,0,0,0,0,?
84,Adam,Smith,DEF,BOU,40,v,"Smith (DEF, v)",2.5,1.4,2.0798,3.3507888888888893,3.2352444444444446,0.0,3.29302,2,1,0,3,6.2394,0,0,0,0,?
65,Ryan,Christie,MID,BOU,56,~,"Christie (MID, ~)",2.2,1.4,1.8944,3.052088888888889,0.0,3.3678222222222223,3.20996,2,0,5,3,5.6832,0,0,0,0,?
644,Alex,Scott,MID,BOU,26,~,"Scott (MID, ~)",2.2,1.4,1.8944,3.052088888888889,0.0,3.3678222222222223,3.20996,2,0,5,3,5.6832,0,0,0,0,?
89,Illia,Zabarnyi,DEF,BOU,49,v,"Zabarnyi (DEF, v)",2.0,1.4,1.7708,2.8529555555555555,2.7545777777777776,0.0,2.80377,2,1,0,3,5.3124,0,0,0,0,?
595,Milos,Kerkez,DEF,BOU,36,~,"Kerkez (DEF, ~)",1.9,1.0,1.5562,2.5072111111111113,2.4207555555555555,0.0,2.46398,2,1,0,3,4.6686,0,0,0,0,?
70,Lloyd,Kelly,DEF,BOU,25,vv,"Kelly (DEF, vv)",1.8,1.0,1.4944,2.4076444444444443,2.324622222222222,0.0,2.36613,2,1,0,3,4.4832,0,0,0,0,?
78,Dango,Ouattara,MID,BOU,20,~,"O.Dango (MID, ~)",1.2,0.8,1.0472,1.6871555555555555,0.0,1.8616888888888887,1.77442,2,0,5,3,3.1416,0,0,0,0,?
804,Enes,Ünal,FWD,BOU,3,^^^,"Enes Ünal (FWD, ^^^)",1.0,0.8,0.9236,1.4880222222222221,0.0,1.6419555555555556,1.56499,2,0,5,3,2.7708,0,0,0,0,?
799,Romain,Faivre,MID,BOU,2,^^^,"Faivre (MID, ^^^)",0.7,0.4,0.5854,0.9431444444444446,0.0,1.0407111111111111,0.99193,2,0,5,3,1.7562,0,0,0,0,?
64,David,Brooks,MID,BOU,23,vv,"Brooks (MID, vv)",1.8,0.0,1.1124,1.7922000000000002,0.0,1.9776000000000002,1.8849,2,0,5,3,3.3372,0,0,0,0,?
