team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
ARS,15,"Saka (MID, ^^^) ==> (8.863, 16.248)","Ødegaard (MID, ^^^) ==> (5.764, 10.567)","Havertz (MID, ^^^) ==> (5.357, 9.822)","Rice (MID, ^^^) ==> (5.07, 9.294)","Trossard (MID, ^) ==> (5.022, 9.208)"
AVL,8,"Watkins (FWD, ~) ==> (8.028, 11.596)","Douglas Luiz (MID, ^^^) ==> (6.27, 9.056)","Bailey (MID, ^) ==> (5.264, 7.604)","McGinn (MID, ~) ==> (3.953, 5.71)","Martinez (GKP, v) ==> (3.324, 4.801)"
LIV,6,"Bradley (DEF, vv) ==> (6.978, 9.303)","Luis Díaz (MID, ^) ==> (5.313, 7.085)","Diogo J. (MID, v) ==> (4.756, 6.342)","Virgil (DEF, ~) ==> (3.494, 4.659)","Mac Allister (MID, ^^^) ==> (3.488, 4.65)"
BHA,5,"Gross (MID, ^^) ==> (6.59, 8.42)","Dunk (DEF, ^^^) ==> (4.648, 5.939)","Adingra (MID, ^^^) ==> (3.953, 5.051)","Mitoma (MID, ^) ==> (3.48, 4.446)","Welbeck (FWD, ^^) ==> (3.258, 4.164)"
TOT,3,"Richarlison (MID, vv) ==> (5.511, 6.43)","Maddison (MID, vv) ==> (4.665, 5.443)","Kulusevski (MID, ^^^) ==> (3.694, 4.31)","Johnson (MID, ~) ==> (3.644, 4.251)","Udogie (DEF, vv) ==> (3.382, 3.946)"
NEW,3,"Gordon (MID, ~) ==> (4.494, 5.243)","Bruno G. (MID, ^^) ==> (4.331, 5.053)","Trippier (DEF, vv) ==> (4.118, 4.804)","Longstaff (MID, v) ==> (3.749, 4.374)","Schär (DEF, ~) ==> (2.933, 3.421)"
MUN,2,"Højlund (FWD, ~) ==> (5.237, 5.819)","Garnacho (MID, ~) ==> (4.149, 4.61)","Maguire (DEF, ^) ==> (3.691, 4.101)","B.Fernandes (MID, ~) ==> (3.676, 4.085)","McTominay (MID, ~) ==> (3.6, 4.0)"
WHU,2,"Bowen (MID, ^^^) ==> (5.524, 6.137)","Ward-Prowse (MID, vv) ==> (4.094, 4.549)","Kudus (MID, ~) ==> (3.727, 4.141)","Areola (GKP, v) ==> (2.974, 3.305)","Emerson (DEF, ^^^) ==> (2.953, 3.281)"
BOU,2,"Solanke (FWD, ~) ==> (5.291, 8.524)","Neto (GKP, ~) ==> (3.142, 5.061)","Semenyo (FWD, ^^) ==> (2.862, 4.611)","Senesi (DEF, ~) ==> (2.833, 4.564)","Tavernier (MID, ~) ==> (2.665, 4.294)"
MCI,1,"Haaland (FWD, ^) ==> (6.503, 6.865)","Foden (MID, ~) ==> (6.264, 6.612)","Rodrigo (MID, ~) ==> (4.644, 4.902)","J.Alvarez (FWD, v) ==> (4.571, 4.825)","Ederson M. (GKP, ^^^) ==> (4.011, 4.234)"
WOL,-1,"Neto (MID, v) ==> (5.091, 4.808)","Cunha (FWD, vv) ==> (4.462, 4.214)","Sarabia (MID, ^) ==> (4.32, 4.08)","João Gomes (MID, ^^^) ==> (3.517, 3.321)","José Sá (GKP, ~) ==> (2.985, 2.82)"
CHE,-1,"Palmer (MID, ~) ==> (5.562, 5.253)","Gallagher (MID, ^^^) ==> (3.888, 3.672)","Sterling (MID, ~) ==> (3.88, 3.664)","Enzo (MID, ^^^) ==> (2.891, 2.73)","Petrović (GKP, ~) ==> (2.88, 2.72)"
FUL,-2,"Muniz (FWD, ^^^) ==> (4.895, 4.351)","De Cordova-Reid (MID, ^^) ==> (3.506, 3.116)","Iwobi (MID, ^^^) ==> (3.047, 2.709)","Robinson (DEF, ~) ==> (3.006, 2.672)","Andreas (MID, ~) ==> (2.871, 2.552)"
CRY,-2,"J.Ayew (MID, ^^^) ==> (4.379, 3.892)","Mateta (FWD, ^) ==> (3.749, 3.333)","Andersen (DEF, ~) ==> (3.124, 2.777)","Johnstone (GKP, ^) ==> (3.065, 2.725)","C.Richards (DEF, ^^^) ==> (2.717, 2.415)"
BUR,-3,"D.D.Fofana (FWD, vv) ==> (4.2, 3.5)","Odobert (MID, v) ==> (2.909, 2.424)","Trafford (GKP, ~) ==> (2.294, 1.912)","Amdouni (FWD, v) ==> (2.265, 1.888)","Brownhill (MID, v) ==> (2.094, 1.745)"
EVE,-4,"Branthwaite (DEF, ~) ==> (3.949, 3.072)","Harrison (MID, vv) ==> (3.624, 2.818)","McNeil (MID, ^) ==> (3.5, 2.722)","Pickford (GKP, v) ==> (3.242, 2.521)","Calvert-Lewin (FWD, ~) ==> (2.738, 2.13)"
BRE,-7,"Toney (FWD, v) ==> (4.809, 2.939)","Flekken (GKP, ~) ==> (3.32, 2.029)","Maupay (FWD, ~) ==> (3.306, 2.02)","Nørgaard (MID, ^^^) ==> (2.691, 1.644)","Reguilón (DEF, ^^^) ==> (2.553, 1.56)"
NFO,-8,"Hudson-Odoi (MID, ^^) ==> (5.404, 3.002)","Awoniyi (FWD, ~) ==> (3.985, 2.214)","Elanga (MID, ^^) ==> (3.953, 2.196)","Gibbs-White (MID, ^^) ==> (3.491, 1.939)","Dominguez (MID, ^) ==> (3.491, 1.939)"
LUT,-9,"Morris (FWD, ~) ==> (4.955, 4.955)","Barkley (MID, vv) ==> (3.82, 3.82)","Ogbene (FWD, ~) ==> (3.388, 3.388)","Adebayo (FWD, vv) ==> (3.233, 3.233)","Kaminski (GKP, ~) ==> (2.309, 2.309)"
SHU,-10,"Vini Souza (MID, ^^^) ==> (3.255, 1.447)","McAtee (MID, ~) ==> (3.015, 1.34)","Archer (FWD, ~) ==> (2.618, 1.164)","Hamer (MID, v) ==> (2.065, 0.918)","Foderingham (GKP, ~) ==> (1.994, 0.886)"
