team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
WHU,0,"Bowen (MID, ^^^) ==> (5.524, 5.524)","Ward-Prowse (MID, vv) ==> (4.094, 4.094)","Kudus (MID, ~) ==> (3.727, 3.727)","Souček (MID, v) ==> (2.651, 2.651)","Álvarez (MID, v) ==> (1.785, 1.785)"
FUL,-3,"Muniz (FWD, ^^^) ==> (4.895, 4.08)","De Cordova-Reid (MID, ^^) ==> (3.506, 2.921)","Iwobi (MID, ^^^) ==> (3.047, 2.539)","Andreas (MID, ~) ==> (2.871, 2.392)","J.Palhinha (MID, vv) ==> (2.862, 2.385)"
BUR,-3,"D.D.Fofana (FWD, vv) ==> (4.2, 3.5)","Odobert (MID, v) ==> (2.909, 2.424)","Amdouni (FWD, v) ==> (2.265, 1.888)","Brownhill (MID, v) ==> (2.094, 1.745)","Berge (MID, ~) ==> (1.924, 1.603)"
CRY,-5,"J.Ayew (MID, ^^^) ==> (4.379, 3.162)","Mateta (FWD, ^) ==> (3.749, 2.708)","Lerma (MID, ^) ==> (2.629, 1.899)","Wharton (MID, ~) ==> (2.2, 1.589)","Matheus França (MID, ^^^) ==> (1.891, 1.366)"
BRE,-6,"Toney (FWD, v) ==> (4.809, 3.206)","Maupay (FWD, ~) ==> (3.306, 2.204)","Nørgaard (MID, ^^^) ==> (2.691, 1.794)","Janelt (MID, ~) ==> (2.3, 1.533)","Lewis-Potter (MID, ~) ==> (2.171, 1.447)"
MUN,-7,"Højlund (FWD, ~) ==> (5.237, 3.2)","Garnacho (MID, ~) ==> (4.149, 2.536)","B.Fernandes (MID, ~) ==> (3.676, 2.247)","McTominay (MID, ~) ==> (3.6, 2.2)","Mainoo (MID, vv) ==> (2.906, 1.776)"
NFO,-7,"Hudson-Odoi (MID, ^^) ==> (5.404, 3.303)","Awoniyi (FWD, ~) ==> (3.985, 2.436)","Elanga (MID, ^^) ==> (3.953, 2.416)","Gibbs-White (MID, ^^) ==> (3.491, 2.133)","Dominguez (MID, ^) ==> (3.491, 2.133)"
LUT,-7,"Morris (FWD, ~) ==> (4.955, 5.506)","Barkley (MID, vv) ==> (3.82, 4.245)","Ogbene (FWD, ~) ==> (3.388, 3.764)","Adebayo (FWD, vv) ==> (3.233, 3.592)","Chong (MID, ^^^) ==> (2.182, 2.424)"
EVE,-7,"Harrison (MID, vv) ==> (3.624, 2.214)","McNeil (MID, ^) ==> (3.5, 2.139)","Calvert-Lewin (FWD, ~) ==> (2.738, 1.673)","Onana (MID, ^) ==> (2.385, 1.458)","Garner (MID, ~) ==> (2.233, 1.364)"
SHU,-10,"Vini Souza (MID, ^^^) ==> (3.255, 1.447)","McAtee (MID, ~) ==> (3.015, 1.34)","Archer (FWD, ~) ==> (2.618, 1.164)","Hamer (MID, v) ==> (2.065, 0.918)","Osborn (MID, ^^^) ==> (1.706, 0.758)"
