team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
LIV,8,"Salah (MID, ?) ==> (7.6, 7.178)","Darwin (FWD, ?) ==> (3.767, 3.557)","Diogo J. (MID, ?) ==> (3.467, 3.274)","Szoboszlai (MID, ?) ==> (3.433, 3.243)","Mac Allister (MID, ?) ==> (2.533, 2.393)"
ARS,6,"Saka (MID, ?) ==> (6.8, 5.667)","Ødegaard (MID, ?) ==> (5.1, 4.25)","Trossard (MID, ?) ==> (4.667, 3.889)","Rice (MID, ?) ==> (3.167, 2.639)","Havertz (MID, ?) ==> (2.433, 2.028)"
MCI,5,"Haaland (FWD, ?) ==> (8.6, 6.689)","J.Alvarez (FWD, ?) ==> (4.8, 3.733)","Foden (MID, ?) ==> (4.567, 3.552)","Bernardo (MID, ?) ==> (4.233, 3.293)","Rodrigo (MID, ?) ==> (3.667, 2.852)"
BRE,4,"Mbeumo (MID, ?) ==> (4.867, 3.515)","Wissa (FWD, ?) ==> (3.133, 2.263)","Maupay (FWD, ?) ==> (2.967, 2.143)","Baptiste (MID, ?) ==> (2.567, 1.854)","Yarmoliuk (MID, ?) ==> (1.9, 1.372)"
WOL,4,"Cunha (FWD, ?) ==> (4.3, 3.106)","Hee Chan (MID, ?) ==> (4.167, 3.009)","Sarabia (MID, ?) ==> (3.333, 2.407)","Lemina (MID, ?) ==> (3.033, 2.191)","Bellegarde (MID, ?) ==> (2.8, 2.022)"
NEW,3,"Gordon (MID, ?) ==> (6.833, 4.556)","Isak (FWD, ?) ==> (4.7, 3.133)","Miley (MID, ?) ==> (3.7, 2.467)","Almirón (MID, ?) ==> (3.167, 2.111)","Joelinton (MID, ?) ==> (2.9, 1.933)"
TOT,3,"Son (MID, ?) ==> (5.8, 3.867)","Kulusevski (MID, ?) ==> (4.8, 3.2)","Lo Celso (MID, ?) ==> (4.167, 2.778)","Johnson (MID, ?) ==> (3.2, 2.133)","Sarr (MID, ?) ==> (2.6, 1.733)"
AVL,2,"Watkins (FWD, ?) ==> (6.6, 4.033)","Diaby (MID, ?) ==> (4.4, 2.689)","Douglas Luiz (MID, ?) ==> (4.333, 2.648)","McGinn (MID, ?) ==> (3.867, 2.363)","Bailey (MID, ?) ==> (3.6, 2.2)"
BHA,1,"João Pedro (FWD, ?) ==> (4.2, 2.333)","Gross (MID, ?) ==> (4.133, 2.296)","Adingra (MID, ?) ==> (3.467, 1.926)","Ferguson (FWD, ?) ==> (3.233, 1.796)","Buonanotte (MID, ?) ==> (2.567, 1.426)"
BUR,0,"Brownhill (MID, ?) ==> (3.833, 1.917)","Rodriguez (FWD, ?) ==> (3.7, 1.85)","Koleosho (MID, ?) ==> (3.633, 1.817)","Amdouni (FWD, ?) ==> (3.533, 1.767)","Bruun Larsen (MID, ?) ==> (2.333, 1.167)"
