team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
WHU,-1,"Bowen (MID, ?) ==> (5.033, 2.237)","Kudus (MID, ?) ==> (4.9, 2.178)","Ward-Prowse (MID, ?) ==> (4.5, 2.0)","Souček (MID, ?) ==> (4.433, 1.97)","L.Paquetá (MID, ?) ==> (3.433, 1.526)"
MUN,-1,"B.Fernandes (MID, ?) ==> (4.233, 1.881)","Rashford (MID, ?) ==> (3.767, 1.674)","McTominay (MID, ?) ==> (3.367, 1.496)","Garnacho (MID, ?) ==> (2.9, 1.289)","Martial (FWD, ?) ==> (2.9, 1.289)"
FUL,-1,"Willian (MID, ?) ==> (4.467, 1.985)","Wilson (MID, ?) ==> (2.933, 1.304)","Iwobi (MID, ?) ==> (2.733, 1.215)","Raúl (FWD, ?) ==> (2.6, 1.156)","Cairney (MID, ?) ==> (2.3, 1.022)"
NFO,-1,"Gibbs-White (MID, ?) ==> (4.1, 1.822)","Elanga (MID, ?) ==> (3.767, 1.674)","Awoniyi (FWD, ?) ==> (3.467, 1.541)","Mangala (MID, ?) ==> (2.7, 1.2)","Sangaré (MID, ?) ==> (1.933, 0.859)"
CRY,-1,"Edouard (FWD, ?) ==> (4.833, 2.148)","Olise (MID, ?) ==> (4.3, 1.911)","Eze (MID, ?) ==> (3.167, 1.407)","Lerma (MID, ?) ==> (2.967, 1.319)","J.Ayew (MID, ?) ==> (2.5, 1.111)"
CHE,-2,"Sterling (MID, ?) ==> (4.867, 1.893)","N.Jackson (FWD, ?) ==> (4.867, 1.893)","Palmer (MID, ?) ==> (4.533, 1.763)","Enzo (MID, ?) ==> (3.833, 1.491)","Gallagher (MID, ?) ==> (3.467, 1.348)"
BOU,-4,"Solanke (FWD, ?) ==> (5.4, 1.5)","Tavernier (MID, ?) ==> (4.667, 1.296)","Semenyo (FWD, ?) ==> (3.6, 1.0)","Kluivert (MID, ?) ==> (3.033, 0.843)","Christie (MID, ?) ==> (3.0, 0.833)"
EVE,-8,"A.Doucoure (MID, ?) ==> (4.333, 0.241)","Harrison (MID, ?) ==> (3.9, 0.217)","McNeil (MID, ?) ==> (3.2, 0.178)","Gana (MID, ?) ==> (2.8, 0.156)","Garner (MID, ?) ==> (2.467, 0.137)"
SHU,-8,"Archer (FWD, ?) ==> (2.567, 0.143)","Hamer (MID, ?) ==> (2.433, 0.135)","Norwood (MID, ?) ==> (2.033, 0.113)","McAtee (MID, ?) ==> (2.033, 0.113)","McBurnie (FWD, ?) ==> (1.733, 0.096)"
LUT,-9,"Morris (FWD, ?) ==> (3.4, 0.0)","Brown (FWD, ?) ==> (2.767, 0.0)","Ogbene (FWD, ?) ==> (2.367, 0.0)","Townsend (MID, ?) ==> (2.267, 0.0)","Barkley (MID, ?) ==> (2.167, 0.0)"
