id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw15Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
31,Oleksandr,Zinchenko,DEF,ARS,58,?,"Zinchenko (DEF, ?)",4.5,8.0,5.66667,5.66667,5.66667,0.0,5.66667,9,9,6,1,5.66667,1,1,0.17647,vv
19,Bukayo,Saka,MID,ARS,87,?,"Saka (MID, ?)",6.7,7.0,6.8,6.8,0.0,5.666666666666667,6.23333,9,9,6,1,6.8,5,5,0.73529,~
25,Takehiro,Tomiyasu,DEF,ARS,38,?,"Tomiyasu (DEF, ?)",3.2,6.7,4.36667,4.36667,4.36667,0.0,4.36667,9,9,6,1,4.36667,0,0,0.0,vv
26,Leandro,Trossard,MID,ARS,40,?,"Trossard (MID, ?)",4.0,6.0,4.66667,4.66667,0.0,3.888891666666667,4.27778,9,9,6,1,4.66667,1,1,0.21429,vv
20,William,Saliba,DEF,ARS,62,?,"Saliba (DEF, ?)",4.4,5.3,4.7,4.7,4.7,0.0,4.7,9,9,6,1,4.7,1,1,0.21277,vv
14,Martin,Ødegaard,MID,ARS,61,?,"Ødegaard (MID, ?)",5.5,4.3,5.1,5.1,0.0,4.25,4.675,9,9,6,1,5.1,5,5,0.98039,~
5,Gabriel,dos Santos Magalhães,DEF,ARS,37,?,"Gabriel (DEF, ?)",3.1,3.3,3.16667,3.16667,3.16667,0.0,3.16667,9,9,6,1,3.16667,1,1,0.31579,vv
6,Kai,Havertz,MID,ARS,32,?,"Havertz (MID, ?)",2.3,2.7,2.43333,2.43333,0.0,2.027775,2.23055,9,9,6,1,2.43333,7,7,2.87672,^^^
540,Declan,Rice,MID,ARS,51,?,"Rice (MID, ?)",3.6,2.3,3.16667,3.16667,0.0,2.638891666666667,2.90278,9,9,6,1,3.16667,9,9,2.8421,^^^
12,Gabriel,Martinelli Silva,MID,ARS,36,?,"Martinelli (MID, ?)",3.0,2.3,2.76667,2.76667,0.0,2.3055583333333334,2.53611,9,9,6,1,2.76667,7,7,2.53012,^^^
17,Aaron,Ramsdale,GKP,ARS,17,?,"Ramsdale (GKP, ?)",3.4,2.0,2.93333,2.93333,2.93333,0.0,2.93333,9,9,6,1,2.93333,0,0,0.0,vv
113,David,Raya Martin,GKP,ARS,37,?,"Raya (GKP, ?)",4.1,1.7,3.3,3.3,3.3,0.0,3.3,9,9,6,1,3.3,1,1,0.30303,vv
8,Gabriel,Fernando de Jesus,FWD,ARS,22,?,"G.Jesus (FWD, ?)",2.4,1.3,2.03333,2.03333,0.0,1.6944416666666666,1.86389,9,9,6,1,2.03333,11,11,5.40984,^^^
9,Jorge Luiz,Frello Filho,MID,ARS,15,?,"Jorginho (MID, ?)",1.4,1.3,1.36667,1.36667,0.0,1.1388916666666669,1.25278,9,9,6,1,1.36667,0,0,0.0,vv
13,Eddie,Nketiah,FWD,ARS,52,?,"Nketiah (FWD, ?)",3.7,1.0,2.8,2.8,0.0,2.333333333333333,2.56667,9,9,6,1,2.8,0,0,0.0,vv
29,Benjamin,White,DEF,ARS,55,?,"White (DEF, ?)",4.2,0.7,3.03333,3.03333,3.03333,0.0,3.03333,9,9,6,1,3.03333,4,4,1.31868,~
10,Jakub,Kiwior,DEF,ARS,10,?,"Kiwior (DEF, ?)",2.0,0.7,1.56667,1.56667,1.56667,0.0,1.56667,9,9,6,1,1.56667,1,1,0.6383,~
578,Reiss,Nelson,MID,ARS,5,?,"Nelson (MID, ?)",1.0,0.3,0.76667,0.76667,0.0,0.6388916666666666,0.70278,9,9,6,1,0.76667,0,0,0.0,vv
3,Mohamed,Elneny,MID,ARS,4,?,"M.Elneny (MID, ?)",4.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
22,Emile,Smith Rowe,MID,ARS,9,?,"Smith Rowe (MID, ?)",2.2,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
15,Thomas,Partey,MID,ARS,7,?,"Thomas (MID, ?)",1.8,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
1,Folarin,Balogun,FWD,ARS,0,?,"Balogun (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
2,Cédric,Alves Soares,DEF,ARS,0,?,"Cédric (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
11,Marcus,Oliveira Alencar,MID,ARS,0,?,"Marquinhos (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
16,Nicolas,Pépé,MID,ARS,0,?,"Pepe (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
18,Rúnar Alex,Rúnarsson,GKP,ARS,0,?,"Rúnarsson (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
24,Kieran,Tierney,DEF,ARS,0,?,"Tierney (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
30,Granit,Xhaka,MID,ARS,0,?,"Xhaka (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
585,Jurriën,Timber,DEF,ARS,0,?,"J.Timber (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
646,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
735,Charles,Sagoe,MID,ARS,0,?,"Sagoe (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
736,Reuell,Walters,DEF,ARS,0,?,"Walters (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
737,Bradley,Ibrahim,MID,ARS,0,?,"Ibrahim (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
4,Fábio,Ferreira Vieira,MID,ARS,21,?,"Fábio Vieira (MID, ?)",2.6,-0.7,0.0,0.0,0.0,0.0,0.0,9,9,6,1,0.0,0,0,,?
60,Ollie,Watkins,FWD,AVL,96,?,"Watkins (FWD, ?)",6.9,6.0,6.6,2.933333333333333,0.0,4.033333333333333,3.48333,-1,-5,2,1,6.6,1,1,0.15152,vv
50,John,McGinn,MID,AVL,54,?,"McGinn (MID, ?)",3.9,3.8,3.86667,1.7185199999999998,0.0,2.3629650000000004,2.04074,-1,-5,2,1,3.86667,3,3,0.77586,~
