team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
LIV,8,"M.Salah (MID, 5↓) ==> (10.0, 9.889)","A.Becker (GKP, 4↑) ==> (1.0, 2.63)","Mac Allister (MID, ~) ==> (3.0, 2.0)","Gakpo (FWD, ~) ==> (2.0, 1.95)","Virgil (DEF, 3↑) ==> (5.0, 1.944)"
ARS,7,"Raya (GKP, 1↓) ==> (2.5, 2.815)","Ødegaard (MID, ~) ==> (2.0, 2.03)","Thomas (MID, ~) ==> (2.0, 2.0)","Rice (MID, ~) ==> (2.0, 2.0)","Martinelli (MID, 4↑) ==> (3.0, 1.951)"
NEW,7,"Isak (FWD, 4↓) ==> (6.5, 10.0)","Gordon (MID, ~) ==> (4.0, 2.156)","Bruno G. (MID, 5↑) ==> (3.0, 2.0)","Tonali (MID, ~) ==> (1.5, 1.932)","Hall (DEF, 2↑) ==> (2.0, 1.889)"
NFO,4,"Wood (FWD, 4↑) ==> (7.5, 8.155)","Sels (GKP, 3↓) ==> (3.0, 3.019)","N.Williams (DEF, 1↓) ==> (1.0, 1.933)","Gibbs-White (MID, 3↑) ==> (2.0, 1.913)","Milenković (DEF, ~) ==> (5.5, 1.722)"
AVL,3,"Martinez (GKP, ~) ==> (2.0, 2.444)","Rogers (MID, ~) ==> (2.0, 2.0)","Tielemans (MID, 4↑) ==> (2.0, 2.0)","Watkins (FWD, 4↑) ==> (2.0, 1.914)","Cash (DEF, 2↑) ==> (1.0, 1.643)"
FUL,2,"Leno (GKP, 4↑) ==> (3.0, 2.63)","Iwobi (MID, ~) ==> (2.5, 2.0)","Lukić (MID, 3↑) ==> (1.5, 1.95)","Raúl (FWD, ~) ==> (2.0, 1.704)","Robinson (DEF, 4↑) ==> (3.0, 1.556)"
BHA,2,"Verbruggen (GKP, ~) ==> (2.0, 2.352)","Mitoma (MID, 5↑) ==> (2.0, 2.062)","João Pedro (FWD, ~) ==> (2.0, 1.748)","Ayari (MID, ~) ==> (2.0, 1.684)","Van Hecke (DEF, ~) ==> (1.0, 1.611)"
CRY,2,"Henderson (GKP, 3↑) ==> (2.0, 2.722)","Mateta (FWD, 5↑) ==> (2.0, 2.0)","Eze (MID, 3↑) ==> (2.0, 1.983)","Guéhi (DEF, 4↑) ==> (2.0, 1.611)","Muñoz (DEF, 4↑) ==> (2.0, 1.611)"
TOT,2,"Kulusevski (MID, 5↑) ==> (2.0, 2.0)","Solanke (FWD, 2↓) ==> (2.0, 2.0)","Son (MID, ~) ==> (2.0, 1.836)","Pedro Porro (DEF, ~) ==> (2.0, 1.611)","Gray (MID, ~) ==> (1.0, 0.526)"
CHE,1,"Palmer (MID, 1↓) ==> (6.0, 3.111)","Sánchez (GKP, ~) ==> (2.0, 2.593)","Enzo (MID, 2↓) ==> (2.0, 2.0)","Caicedo (MID, ~) ==> (2.0, 2.0)","Chalobah (DEF, 4↑) ==> (1.0, 1.927)"
MCI,-1,"Haaland (FWD, 3↑) ==> (5.0, 3.778)","Foden (MID, 6↑) ==> (2.0, 1.53)","Savinho (MID, 2↓) ==> (1.0, 1.53)","Gvardiol (DEF, 3↑) ==> (2.0, 1.444)","Akanji (DEF, 3↑) ==> (1.0, 1.444)"
MUN,-2,"B.Fernandes (MID, 4↑) ==> (3.0, 2.0)","Amad (MID, ~) ==> (2.5, 1.903)","Onana (GKP, 1↓) ==> (2.0, 1.731)","Mainoo (MID, ~) ==> (1.5, 1.392)","Dalot (DEF, ~) ==> (1.0, 1.083)"
EVE,-2,"Pickford (GKP, ~) ==> (2.0, 2.315)","Ndiaye (FWD, 4↑) ==> (2.0, 2.0)","Gana (MID, 5↑) ==> (2.0, 2.0)","A.Doucoure (MID, ~) ==> (2.0, 2.0)","Mangala (MID, ~) ==> (1.0, 1.722)"
BRE,-2,"Flekken (GKP, 1↑) ==> (3.0, 2.444)","Mbeumo (MID, ~) ==> (4.0, 2.0)","Lewis-Potter (MID, ~) ==> (2.0, 2.0)","Nørgaard (MID, ~) ==> (2.0, 1.817)","Damsgaard (MID, 1↑) ==> (3.0, 1.688)"
LEI,-2,"Vardy (FWD, ~) ==> (2.0, 2.0)","Winks (MID, ~) ==> (2.0, 1.552)","Mavididi (MID, ~) ==> (1.5, 1.455)","Kristiansen (DEF, ~) ==> (1.0, 0.889)","El Khannouss (MID, 1↑) ==> (1.0, 0.772)"
WHU,-3,"Souček (MID, ~) ==> (2.0, 2.0)","Kudus (MID, ~) ==> (2.0, 1.688)","L.Paquetá (MID, ~) ==> (2.0, 1.524)","Mavropanos (DEF, 3↓) ==> (1.0, 1.333)","Emerson (DEF, ~) ==> (1.0, 0.871)"
BOU,-4,"Semenyo (MID, 3↑) ==> (3.0, 2.0)","Cook (MID, ~) ==> (2.0, 2.0)","Kluivert (MID, 7↑) ==> (3.0, 1.382)","Kerkez (DEF, 4↑) ==> (2.0, 1.278)","Zabarnyi (DEF, ~) ==> (2.0, 1.278)"
WOL,-7,"Cunha (FWD, ~) ==> (2.0, 2.0)","Strand Larsen (FWD, ~) ==> (2.0, 2.0)","J.Gomes (MID, 2↑) ==> (2.0, 1.69)","André (MID, ~) ==> (1.0, 1.038)","José Sá (GKP, ~) ==> (1.0, 0.815)"
SOU,-7,"M.Fernandes (MID, 4↑) ==> (2.0, 1.57)","Ramsdale (GKP, ~) ==> (1.5, 1.296)","Bednarek (DEF, 4↑) ==> (1.0, 1.111)","Aribo (MID, ~) ==> (1.0, 1.033)","Armstrong (FWD, ~) ==> (1.0, 0.988)"
IPS,-8,"Hutchinson (MID, ~) ==> (2.0, 2.0)","Greaves (DEF, 2↓) ==> (0.0, 2.0)","Delap (FWD, ~) ==> (2.0, 1.399)","Cajuste (MID, ~) ==> (2.0, 0.957)","Walton (GKP, ~) ==> (0.0, 0.0)"
