att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
2,1,TOT,28.275602981277807,27.854101966249683,2.0454545454545454,2.0,0.8662720393287242,0.9108098191168732,9
1,1,LIV,34.50814061995514,32.42705098312484,2.380952380952381,2.0,1.7482943727482994,1.2439967787737714,7
4,2,ARS,30.78081033582403,28.954915028125264,1.9545454545454546,2.0,0.9120694902706288,0.9910155148039126,7
8,4,NEW,30.494221622869617,29.10081306187558,1.7272727272727273,1.5,0.5818091570900543,0.4488593014776499,6
3,2,FUL,28.780696131307195,28.881966011250103,1.5454545454545454,2.0,0.21681193224421494,0.9857004192131771,5
5,3,AVL,26.005435763579886,27.5,1.5,2.0,-0.03380322783867197,0.8850098031735153,5
6,3,MCI,37.47642967341113,32.72949016875158,2.0,2.0,1.4288983563424111,1.2660326231202947,3
17,9,CRY,21.9883290412224,21.982779073125684,1.1363636363636365,1.0,-0.803865672908092,-0.6225500079979189,0
7,4,BHA,27.8369952438922,26.52786404500042,1.5909090909090908,2.0,0.21488938704096894,0.8141795747972423,-1
10,5,CHE,27.258953076987655,24.73606797749979,2.0,1.5,0.7350760988753297,0.13084216659027792,-1
12,6,NFO,30.252261063722614,30.538507163126525,1.5,1.0,0.25457931837896075,0.0008238847410683703,-1
14,7,LEI,19.92727939215851,19.517220926874316,1.0454545454545454,1.0,-1.0681419189701915,-0.8021915958615551,-1
16,8,WHU,21.191211414658717,19.399186938124423,1.2272727272727273,1.0,-0.7336745370574325,-0.8107916011772809,-1
9,5,BOU,29.58971312568214,27.454915028125264,1.6363636363636365,1.5,0.3960683483436471,0.3289384889446111,-3
13,7,MUN,23.685433037528334,23.0,1.2272727272727273,1.0,-0.5643033170024431,-0.5484348698966555,-4
11,6,BRE,30.68520462849467,25.881966011250107,1.8181818181818181,1.0,0.7190977024314509,-0.33845363249778637,-5
20,10,EVE,18.42047650810975,15.899186938124423,0.8571428571428571,0.0,-1.4279815367848894,-2.1713758600092534,-5
15,8,WOL,20.70265396440265,19.135254915624213,1.4545454545454546,1.0,-0.45605084616874086,-0.8300217976668381,-6
19,10,SOU,16.336995243892204,16.02786404500042,0.6818181818181818,1.0,-1.8092207887781486,-1.0564275836982988,-6
18,9,IPS,21.072949016875157,19.190983005625053,0.9090909090909091,1.0,-1.176824357588441,-0.8259614259429875,-8
