def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
2,1,LIV,21.800563145431795,18.81966011250105,0.9523809523809523,1.0,1.4349640226687457,1.144145124951135,8
4,2,ARS,13.837680470993199,10.97213595499958,0.9545454545454546,1.0,0.7479656405997612,0.3860958293048089,6
7,4,NEW,19.162776347074136,15.128677106875998,1.1818181818181819,1.0,0.8781995472914046,0.7876062967154822,6
1,1,CRY,22.14555542019982,19.201626123751154,1.2727272727272727,1.0,1.0035297734460458,1.1810419933130791,5
10,5,BHA,15.387515979346821,11.0,1.3636363636363635,1.0,0.29228092168512043,0.38878741957456114,5
5,3,FUL,14.690983005625052,11.23606797749979,1.3636363636363635,1.0,0.23245998239900273,0.41159093830141574,4
3,2,NFO,22.696532973721773,18.31966011250105,1.0,1.0,1.4433768997998826,1.0958464972314934,3
6,3,EVE,14.201942686472288,11.045084971874736,1.3333333333333333,1.0,0.23407342934558842,0.3931425041223536,1
8,4,MCI,16.690754596591386,14.937694101250946,1.3181818181818181,1.0,0.4696292572376406,0.76915786253642,1
9,5,BOU,16.646012238267147,11.690983005625053,1.1818181818181819,1.0,0.6620501349569186,0.45553448147708475,1
12,6,TOT,10.185775651078835,7.354101966249685,1.5909090909090908,1.0,-0.48157048155467896,0.036603675886700715,1
13,7,AVL,15.123355547812947,12.145898033750315,1.5454545454545454,1.5,0.007909105807981619,-0.1627234768754318,1
17,9,BRE,11.662890551590966,9.045084971874736,1.7727272727272727,2.0,-0.6163948533893631,-1.1244550098255026,0
11,6,CHE,14.674104692301235,10.072949016875157,1.2272727272727273,1.0,0.42727393181136125,0.29923683894900266,-3
14,7,MUN,12.21386810511292,9.427050983124843,1.4545454545454546,1.5,-0.11112655233462669,-0.42535663994155337,-5
15,8,WHU,9.38253703383427,6.899186938124422,1.9545454545454546,1.5,-1.0739251107833234,-0.6695413688247932,-5
20,10,SOU,9.814909576022163,9.545084971874736,2.272727272727273,2.5,-1.4947395114585018,-1.7383578836278661,-6
16,8,IPS,9.752832086306775,6.97213595499958,1.9545454545454546,1.5,-1.0421227429310418,-0.6624946940072485,-7
18,9,WOL,11.196761382755437,8.618033988749895,2.3181818181818183,2.0,-1.4414819212574448,-1.1657069627314192,-7
19,10,LEI,7.387744388380488,6.1909830056250525,2.1818181818181817,2.0,-1.5723514733481123,-1.4001534265235422,-9
