fpl_rank,fpl_tier,team,fpl_xPts,avg_GD/match,fpl_potential,fplAdv_nxtGWs
5,3,MCI,44.453559925,1.28571428571,0.79747577578,7
3,2,ARS,49.51304676286,1.28571428571,1.15389830343,6
4,2,TOT,49.88937465232,0.85714285714,1.00888525933,4
13,7,LEI,38.94886149018,-0.42857142857,-0.27640622181,3
14,7,NFO,35.11250472161,0.14285714286,-0.31796502327,2
6,3,AVL,44.69421748268,0.42857142857,0.47138126681,1
8,4,BHA,40.99353104589,0.42857142857,0.21068130729,1
10,5,BRE,40.96931689411,0.0,0.03745152672,1
16,8,EVE,36.90795068232,-1.14285714286,-0.7060543003,1
1,1,LIV,62.34293457732,1.57142857143,2.17206676458,0
2,1,CHE,51.55666777696,1.14285714286,1.24068934363,0
7,4,FUL,45.24253693161,0.28571428571,0.45283372614,-1
9,5,NEW,40.38384538518,0.14285714286,0.05338183928,-1
11,6,MUN,40.1989159175,-0.42857142857,-0.18834441377,-1
18,9,IPS,30.04925913589,-1.14285714286,-1.18922428486,-1
17,9,CRY,32.42934577321,-0.71428571429,-0.85003181815,-2
20,10,SOU,25.89125402625,-1.57142857143,-1.65366467021,-3
12,6,WHU,37.35316227929,-0.14285714286,-0.27446813245,-4
15,8,BOU,33.31413084536,-0.28571428571,-0.61617793231,-6
19,10,WOL,28.509288015,-1.71428571429,-1.52640831586,-7
