id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fixtures_played,fixtures_not_played,form,avg_pts/fixture,avg_pts/fixture_played,MeanAbsDev(form),MeanAbsDev(avg_pts/fixture),MeanAbsDev(avg_pts/fixture_played),xPts,fplAdv_nxtGWs,^fplAdv*xPts,defAdv_nxtGWs,^defAdv*xPts,attAdv_nxtGWs,^attAdv*xPts,^avgAdv*xPts,#OfMatches_nxtGWs,gw8Pts,tot_aPts,(tot_aPts)-(^avgAdv*xPts),nxtGWsPtsTrend
187,Tosin,Adarabioyo,DEF,CHE,~,"Tosin (DEF, ~)",8,3,4,2.333333333333333,1.14285714286,2.6666666666666665,2.44444444444,1.38775510204,2.22222222222,1.87861189137,0,2.333333333333333,-3,1.51851851852,0,0.0,1.92592592593,1,-1,-1,-2.9259259259299997,3↓
163,Marc,Cucurella Saseta,DEF,CHE,~,"Cucurella (DEF, ~)",15,7,0,2.0,2.14285714286,2.142857142857143,2.0,1.63265306122,1.63265306122,2.05456657304,0,2.0,-3,1.3333333333333337,0,0.0,1.66666666667,1,0,0,-1.66666666667,2↓
168,Enzo,Fernández,MID,CHE,~,"Enzo (MID, ~)",12,6,1,2.0,1.71428571429,2.0,0.66666666667,0.69387755102,0.33333333333,1.89086685393,0,2.0,0,0.0,0,2.0,2.0,1,1,1,-1.0,~
181,Christopher,Nkunku,MID,CHE,~,"Nkunku (MID, ~)",13,7,0,1.0,1.85714285714,1.8571428571428568,0.0,1.4693877551,1.4693877551,1.32739943821,0,1.0,0,0.0,0,1.0,1.0,1,1,1,0.0,~
171,Malo,Gusto,DEF,CHE,2↑,"Gusto (DEF, 2↑)",6,5,2,1.0,0.85714285714,1.2,0.66666666667,0.73469387755,0.64,0.94543342696,0,1.0,-3,0.7777777777766667,0,0.0,0.88888888889,1,1,1,0.11111111111000005,~
621,João,Félix Sequeira,MID,CHE,~,"João Félix (MID, ~)",9,5,2,0.6666666666666666,1.28571428571,1.8,0.44444444444,1.34693877551,1.68,0.90312181649,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0.66666666667,1,0,0,-0.66666666667,~
560,Pedro,Lomba Neto,MID,CHE,~,"Neto (MID, ~)",8,7,0,0.6666666666666666,1.14285714286,1.1428571428571428,0.44444444444,0.81632653061,0.81632653061,0.84855524345,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0.66666666667,1,1,1,0.33333333333000004,~
179,Mykhailo,Mudryk,MID,CHE,~,"Mudryk (MID, ~)",4,4,3,0.6666666666666666,0.57142857143,1.0,0.44444444444,0.48979591837,0.0,0.63028895131,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0.66666666667,1,0,0,-0.66666666667,~
189,Wesley,Fofana,DEF,CHE,~,"W.Fofana (DEF, ~)",11,7,0,0.3333333333333333,1.57142857143,1.5714285714285714,0.44444444444,1.55102040816,1.55102040816,0.80624363298,0,0.3333333333333333,-3,0.1851851851866666,0,0.0,0.25925925926,1,0,0,-0.25925925926,~
167,Axel,Disasi,DEF,CHE,1↓,"Disasi (DEF, 1↓)",7,2,5,0.3333333333333333,1.0,3.5,0.44444444444,1.42857142857,2.5,0.58797734083,0,0.3333333333333333,-3,0.1851851851866666,0,0.0,0.25925925926,1,0,0,-0.25925925926,~
184,Renato,Palma Veiga,MID,CHE,~,"Renato Veiga (MID, ~)",5,4,3,0.3333333333333333,0.71428571429,1.25,0.44444444444,0.61224489796,0.375,0.47884419476,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0.33333333333,1,0,0,-0.33333333333,~
166,Kiernan,Dewsbury-Hall,MID,CHE,~,"Dewsbury-Hall (MID, ~)",3,3,4,0.3333333333333333,0.42857142857,1.0,0.44444444444,0.48979591837,0.0,0.36971104869,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0.33333333333,1,0,0,-0.33333333333,~
174,Roméo,Lavia,MID,CHE,~,"Lavia (MID, ~)",3,2,5,0.3333333333333333,0.42857142857,1.5,0.44444444444,0.61224489796,0.5,0.36971104869,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0.33333333333,1,1,1,0.6666666666700001,~
178,Marc,Guiu Paz,FWD,CHE,~,"Marc Guiu (FWD, ~)",1,1,6,0.0,0.14285714286,1.0,0.0,0.24489795918,0.0,0.05456657304,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
150,Andrey,Nascimento dos Santos,MID,CHE,~,"Andrey Santos (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
151,Ângelo Gabriel,Borges Damaceno,MID,CHE,~,"Ângelo (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
153,Benoît,Badiashile,DEF,CHE,~,"B.Badiashile (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,1,1,1.0,~
154,Lucas,Bergström,GKP,CHE,~,"Bergström (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
155,Marcus,Bettinelli,GKP,CHE,~,"Bettinelli (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
158,Cesare,Casadei,MID,CHE,~,"Casadei (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
160,Ben,Chilwell,DEF,CHE,~,"Chilwell (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
161,Carney,Chukwuemeka,MID,CHE,~,"Chukwuemeka (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
164,David Datro,Fofana,FWD,CHE,~,"D.D.Fofana (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
165,Deivid Washington,de Souza Eugênio,FWD,CHE,~,"Deivid (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
169,Conor,Gallagher,MID,CHE,~,"Gallagher (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
170,Alfie,Gilchrist,DEF,CHE,~,"Gilchrist (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
172,Reece,James,DEF,CHE,~,"James (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
173,Omari,Kellyman,MID,CHE,~,"Kellyman (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
175,Romelu,Lukaku Bolingoli,FWD,CHE,~,"Lukaku (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
176,Malang,Sarr,DEF,CHE,~,"M.Sarr (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
183,Đorđe,Petrović,GKP,CHE,~,"Petrović (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
575,Caleb,Wiley,DEF,CHE,~,"Wiley (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
581,Filip,Jørgensen,GKP,CHE,~,"Jørgensen (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3,0.0,0,0.0,0.0,1,0,0,0.0,~
230,Dwight,McNeil,MID,EVE,1↓,"McNeil (MID, 1↓)",41,7,0,6.333333333333333,5.85714285714,5.857142857142857,5.77777777778,4.40816326531,4.40816326531,6.15144475655,1,6.9753086419755554,0,0.0,2,7.617283950617777,7.2962962963,1,6,6,-1.2962962963000004,1↓
235,Jordan,Pickford,GKP,EVE,6↑,"Pickford (GKP, 6↑)",25,7,0,6.333333333333333,3.57142857143,3.571428571428572,5.77777777778,3.26530612245,3.26530612245,5.27837958798,1,6.9753086419755554,2,7.617283950617777,0,0.0,7.2962962963,1,6,6,-1.2962962963000004,1↓
238,Ashley,Young,DEF,EVE,4↑,"Young (DEF, 4↑)",15,5,2,5.666666666666667,2.14285714286,3.0,0.44444444444,3.02040816327,3.2,4.32069119845,1,5.716049382715556,2,5.765432098764444,0,0.0,5.74074074074,1,6,6,0.25925925926000026,~
232,Iliman,Ndiaye,FWD,EVE,~,"Ndiaye (FWD, ~)",18,7,0,4.333333333333333,2.57142857143,2.571428571428572,2.44444444444,1.67346938776,1.67346938776,3.66034559923,1,4.6049382716044445,0,0.0,2,4.876543209875555,4.74074074074,1,9,9,4.25925925926,4↑
236,James,Tarkowski,DEF,EVE,5↑,"Tarkowski (DEF, 5↑)",14,7,0,4.0,2.0,2.0,2.66666666667,1.71428571429,1.71428571429,3.2360679775,1,4.296296296296667,2,4.592592592593333,0,0.0,4.44444444445,1,6,6,1.5555555555499998,1↑
224,Jack,Harrison,MID,EVE,2↑,"Harrison (MID, 2↑)",15,7,0,2.6666666666666665,2.14285714286,2.142857142857143,1.11111111111,0.77551020408,0.77551020408,2.4665892322,1,2.79012345679,0,0.0,2,2.913580246913333,2.85185185185,1,3,3,0.14814814815000021,~
228,Michael,Keane,DEF,EVE,4↑,"Keane (DEF, 4↑)",15,6,1,2.333333333333333,2.14285714286,2.5,2.44444444444,2.20408163265,2.33333333333,2.26057790262,1,2.6049382716044445,2,2.876543209875556,0,0.0,2.74074074074,1,14,14,11.25925925926,6↑
217,Abdoulaye,Doucouré,MID,EVE,2↑,"A.Doucoure (MID, 2↑)",11,6,1,2.333333333333333,1.57142857143,1.8333333333333333,0.44444444444,0.77551020408,0.55555555556,2.04231161048,1,2.382716049382222,0,0.0,2,2.4320987654311117,2.40740740741,1,3,3,0.59259259259,~
220,Dominic,Calvert-Lewin,FWD,EVE,~,"Calvert-Lewin (FWD, ~)",27,7,0,1.6666666666666667,3.85714285714,3.857142857142857,0.44444444444,2.9387755102,2.9387755102,2.50335411988,1,1.7160493827155556,0,0.0,2,1.7654320987644443,1.74074074074,1,2,2,0.25925925926000004,~
223,James,Garner,MID,EVE,3↑,"Garner (MID, 3↑)",7,4,3,1.6666666666666667,1.0,1.75,0.88888888889,0.85714285714,0.75,1.41202265917,1,1.7654320987655556,0,0.0,2,1.8641975308644445,1.81481481482,1,0,0,-1.81481481482,2↓
651,Orel,Mangala,MID,EVE,~,"Mangala (MID, ~)",6,4,3,1.6666666666666667,0.85714285714,1.5,0.44444444444,0.73469387755,0.5,1.35745608613,1,1.7160493827155556,0,0.0,2,1.7654320987644443,1.74074074074,1,1,1,-0.74074074074,~
577,Jesper,Lindstrøm,MID,EVE,~,"Lindstrøm (MID, ~)",6,4,3,1.3333333333333333,0.85714285714,1.5,1.11111111111,0.73469387755,0.75,1.15144475655,1,1.4567901234566665,0,0.0,2,1.58024691358,1.51851851852,1,0,0,-1.51851851852,1↓
222,Idrissa,Gueye,MID,EVE,~,"Gana (MID, ~)",10,6,1,0.6666666666666666,1.42857142857,1.6666666666666667,0.44444444444,0.65306122449,0.44444444444,0.95768838952,1,0.7160493827155555,0,0.0,2,0.7654320987644444,0.74074074074,1,3,3,2.2592592592600003,2↑
226,Tim,Iroegbunam,MID,EVE,~,"Iroegbunam (MID, ~)",8,6,1,0.6666666666666666,1.14285714286,1.3333333333333333,0.44444444444,0.48979591837,0.44444444444,0.84855524345,1,0.7160493827155555,0,0.0,2,0.7654320987644444,0.74074074074,1,0,0,-0.74074074074,~
231,Vitalii,Mykolenko,DEF,EVE,~,"Mykolenko (DEF, ~)",5,5,2,0.6666666666666666,0.71428571429,1.0,0.88888888889,0.61224489796,0.4,0.68485552435,1,0.7654320987655555,2,0.8641975308644444,0,0.0,0.81481481482,1,7,7,6.18518518518,4↑
219,Jarrad,Branthwaite,DEF,EVE,~,"Branthwaite (DEF, ~)",2,1,6,0.6666666666666666,0.28571428571,2.0,0.88888888889,0.48979591837,0.0,0.52115580524,1,0.7654320987655555,2,0.8641975308644444,0,0.0,0.81481481482,1,0,0,-0.81481481482,~
218,Norberto Bercique,Gomes Betuncal,FWD,EVE,~,"Beto (FWD, ~)",4,4,3,0.0,0.57142857143,1.0,0.0,0.48979591837,0.0,0.21826629214,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
221,Séamus,Coleman,DEF,EVE,~,"Coleman (DEF, ~)",1,1,6,0.0,0.14285714286,1.0,0.0,0.24489795918,0.0,0.05456657304,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
225,Mason,Holgate,DEF,EVE,~,"Holgate (DEF, ~)",1,1,6,0.0,0.14285714286,1.0,0.0,0.24489795918,0.0,0.05456657304,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
603,Harrison,Armstrong,MID,EVE,~,"Armstrong (MID, ~)",1,1,6,0.0,0.14285714286,1.0,0.0,0.24489795918,0.0,0.05456657304,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
156,Armando,Broja,FWD,EVE,~,"Broja (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
227,João,Neves Virgínia,GKP,EVE,~,"J.Virginia (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
229,Neal,Maupay,FWD,EVE,~,"Maupay (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
234,Nathan,Patterson,DEF,EVE,~,"Patterson (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
237,Youssef,Ramalho Chermiti,FWD,EVE,~,"Y. Chermiti (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
582,Jake,O'Brien,DEF,EVE,~,"O'Brien (DEF, ~)",0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
614,Jenson,Metcalfe,MID,EVE,~,"Metcalfe (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
624,Asmir,Begovic,GKP,EVE,~,"Begovic (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
627,Roman,Dixon,DEF,EVE,~,"Dixon (DEF, ~)",0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
252,Raúl,Jiménez,FWD,FUL,2↑,"Raúl (FWD, 2↑)",32,7,0,6.666666666666667,4.57142857143,4.571428571428571,1.55555555556,3.0612244898,3.0612244898,5.86635692881,-1,6.493827160493334,0,0.0,-1,6.493827160493334,6.49382716049,1,7,7,0.5061728395099996,~
240,Andreas,Hoelgebaum Pereira,MID,FUL,4↑,"Andreas (MID, 4↑)",23,7,0,5.0,3.28571428571,3.2857142857142856,2.66666666667,2.12244897959,2.12244897959,4.34520112357,-1,4.703703703703333,0,0.0,-1,4.703703703703333,4.7037037037,1,0,0,-4.7037037037,4↓
19,Emile,Smith Rowe,MID,FUL,2↓,"Smith Rowe (MID, 2↓)",34,7,0,4.0,4.85714285714,4.857142857142857,2.66666666667,2.97959183673,2.97959183673,4.32739943821,-1,3.703703703703333,0,0.0,-1,3.703703703703333,3.7037037037,1,1,1,-2.7037037037,3↓
247,Alex,Iwobi,MID,FUL,~,"Iwobi (MID, ~)",27,7,0,4.0,3.85714285714,3.857142857142857,2.0,2.08163265306,2.08163265306,3.94543342696,-1,3.7777777777777777,0,0.0,-1,3.7777777777777777,3.77777777778,1,2,2,-1.77777777778,2↓
10,Reiss,Nelson,MID,FUL,3↑,"Nelson (MID, 3↑)",13,5,2,4.0,1.85714285714,2.6,2.0,2.08163265306,2.32,3.18150140446,-1,3.7777777777777777,0,0.0,-1,3.7777777777777777,3.77777777778,1,1,1,-2.77777777778,3↓
251,Rodrigo,Muniz Carvalho,FWD,FUL,4↑,"Muniz (FWD, 4↑)",18,7,0,3.6666666666666665,2.57142857143,2.571428571428572,1.77777777778,1.38775510204,1.38775510204,3.24832294006,-1,3.4691358024688888,0,0.0,-1,3.4691358024688888,3.46913580247,1,0,0,-3.46913580247,3↓
191,Joachim,Andersen,DEF,FUL,~,"Andersen (DEF, ~)",13,5,2,3.6666666666666665,1.85714285714,2.6,2.88888888889,1.83673469388,2.16,2.97549007488,-1,3.3456790123455558,0,3.6666666666666665,0,0.0,3.50617283951,1,-2,-2,-5.5061728395100005,4↓
255,Antonee,Robinson,DEF,FUL,~,"Robinson (DEF, ~)",25,7,0,3.333333333333333,3.57142857143,3.571428571428572,2.44444444444,2.08163265306,2.08163265306,3.42427762173,-1,3.0617283950622225,0,3.333333333333333,0,0.0,3.1975308642,1,1,1,-2.1975308642,2↓
239,Adama,Traoré,MID,FUL,~,"Adama (MID, ~)",28,7,0,3.0,4.0,4.0,0.66666666667,1.71428571429,1.71428571429,3.38196601125,-1,2.925925925925556,0,0.0,-1,2.925925925925556,2.92592592593,1,2,2,-0.9259259259300001,~
248,Bernd,Leno,GKP,FUL,~,"Leno (GKP, ~)",20,7,0,3.0,2.85714285714,2.857142857142857,1.33333333333,0.73469387755,0.73469387755,2.94543342696,-1,2.8518518518522225,0,3.0,0,0.0,2.92592592593,1,5,5,2.07407407407,2↑
241,Calvin,Bassey,DEF,FUL,1↓,"Bassey (DEF, 1↓)",15,7,0,2.6666666666666665,2.14285714286,2.142857142857143,2.22222222222,1.10204081633,1.10204081633,2.4665892322,-1,2.41975308642,0,2.6666666666666665,0,0.0,2.54320987654,1,0,0,-2.54320987654,2↓
257,Kenny,Tete,DEF,FUL,~,"Tete (DEF, ~)",15,7,0,2.333333333333333,2.14285714286,2.142857142857143,1.77777777778,0.81632653061,0.81632653061,2.26057790262,-1,2.135802469135556,0,2.333333333333333,0,0.0,2.23456790123,1,1,1,-1.2345679012300002,1↓
249,Saša,Lukić,MID,FUL,1↑,"Lukić (MID, 1↑)",11,7,0,1.3333333333333333,1.57142857143,1.5714285714285714,0.88888888889,0.61224489796,0.61224489796,1.42427762173,-1,1.2345679012344444,0,0.0,-1,1.2345679012344444,1.23456790123,1,0,0,-1.23456790123,1↓
622,Sander,Berge,MID,FUL,1↑,"Berge (MID, 1↑)",6,5,2,1.3333333333333333,0.85714285714,1.2,0.44444444444,0.48979591837,0.32,1.15144475655,-1,1.2839506172844444,0,0.0,-1,1.2839506172844444,1.28395061728,1,2,2,0.7160493827200001,~
245,Issa,Diop,DEF,FUL,~,"Diop (DEF, ~)",8,5,2,0.6666666666666666,1.14285714286,1.6,0.44444444444,0.73469387755,0.48,0.84855524345,-1,0.6172839506177777,0,0.6666666666666666,0,0.0,0.64197530864,1,-2,-2,-2.64197530864,3↓
243,Tom,Cairney,MID,FUL,~,"Cairney (MID, ~)",3,5,2,0.3333333333333333,0.42857142857,0.6,0.44444444444,0.48979591837,0.48,0.36971104869,-1,0.2839506172844444,0,0.0,-1,0.2839506172844444,0.28395061728,1,1,1,0.7160493827200001,~
244,Timothy,Castagne,DEF,FUL,~,"Castagne (DEF, ~)",1,1,6,0.3333333333333333,0.14285714286,1.0,0.44444444444,0.24489795918,0.0,0.26057790262,-1,0.2839506172844444,0,0.3333333333333333,0,0.0,0.30864197531,1,0,0,-0.30864197531,~
254,Harrison,Reed,MID,FUL,~,"Reed (MID, ~)",4,6,1,0.0,0.57142857143,0.6666666666666666,0.0,0.48979591837,0.44444444444,0.21826629214,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
259,Harry,Wilson,MID,FUL,~,"Wilson (MID, ~)",2,3,4,0.0,0.28571428571,0.6666666666666666,0.0,0.40816326531,0.44444444444,0.10913314607,-1,0.0,0,0.0,-1,0.0,0.0,1,1,1,1.0,~
256,Jay,Stansfield,FWD,FUL,~,"Stansfield (FWD, ~)",1,1,6,0.0,0.14285714286,1.0,0.0,0.24489795918,0.0,0.05456657304,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
242,Steven,Benda,GKP,FUL,~,"Benda (GKP, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
246,Luke,Harris,MID,FUL,~,"Harris (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
250,Kevin,Mbabu,DEF,FUL,~,"Mbabu (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
253,Tim,Ream,DEF,FUL,~,"Ream (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
258,Carlos Vinícius,Alves Morais,FWD,FUL,~,"Vinicius (FWD, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
579,Ryan,Sessegnon,DEF,FUL,~,"Sessegnon (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
586,Jorge,Cuenca Barreno,DEF,FUL,~,"J.Cuenca (DEF, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
604,Josh,King,MID,FUL,~,"King (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
605,Martial,Godo,MID,FUL,~,"Godo (MID, ~)",0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
268,Liam,Delap,FWD,IPS,3↑,"Delap (FWD, 3↑)",31,7,0,6.333333333333333,4.42857142857,4.428571428571429,3.77777777778,3.34693877551,3.34693877551,5.60577902619,-1,5.913580246913333,0,0.0,-2,5.493827160493333,5.7037037037,1,2,2,-3.7037037036999996,3↓
278,Sam,Morsy,MID,IPS,~,"Morsy (MID, ~)",18,7,0,4.0,2.57142857143,2.571428571428572,3.33333333333,1.83673469388,1.83673469388,3.45433426964,-1,3.62962962963,0,0.0,-2,3.2592592592600003,3.44444444444,1,2,2,-1.4444444444400002,1↓
274,Omari,Giraud-Hutchinson,MID,IPS,~,"Hutchinson (MID, ~)",16,7,0,3.0,2.28571428571,2.2857142857142856,2.0,1.0612244898,1.0612244898,2.72716713482,-1,2.7777777777777777,0,0.0,-2,2.555555555555556,2.66666666667,1,2,2,-0.6666666666699999,~
631,Jack,Clarke,MID,IPS,~,"J.Clarke (MID, ~)",9,5,2,2.333333333333333,1.28571428571,1.8,1.77777777778,1.0612244898,1.28,1.9331784644,-1,2.135802469135556,0,0.0,-2,1.938271604937778,2.03703703704,1,2,2,-0.037037037040000165,~
568,Arijanet,Muric,GKP,IPS,~,"Muric (GKP, ~)",19,6,1,1.6666666666666667,2.71428571429,3.1666666666666665,0.44444444444,2.44897959184,2.61111111111,2.0668215356,-1,1.617283950617778,-2,1.567901234568889,0,0.0,1.59259259259,1,3,3,1.40740740741,1↑
264,Wes,Burns,MID,IPS,1↑,"Burns (MID, 1↑)",6,5,2,1.6666666666666667,0.85714285714,1.2,0.44444444444,0.73469387755,0.64,1.35745608613,-1,1.617283950617778,0,0.0,-2,1.567901234568889,1.59259259259,1,2,2,0.40740740741000003,~
267,Leif,Davis,DEF,IPS,2↓,"Davis (DEF, 2↓)",18,7,0,1.3333333333333333,2.57142857143,2.571428571428572,0.88888888889,2.24489795918,2.24489795918,1.80624363298,-1,1.2345679012344444,-2,1.1358024691355555,0,0.0,1.18518518518,1,1,1,-0.18518518517999993,~
611,Sam,Szmodics,MID,IPS,~,"Szmodics (MID, ~)",14,7,0,1.3333333333333333,2.0,2.0,0.44444444444,1.14285714286,1.14285714286,1.58797734083,-1,1.2839506172844444,0,0.0,-2,1.2345679012355557,1.25925925926,1,1,1,-0.25925925926000004,~
359,Kalvin,Phillips,MID,IPS,1↑,"Phillips (MID, 1↑)",8,4,3,1.3333333333333333,1.14285714286,2.0,0.88888888889,0.97959183673,0.0,1.26057790262,-1,1.2345679012344444,0,0.0,-2,1.1358024691355555,1.18518518518,1,2,2,0.8148148148200001,~
632,Chiedozie,Ogbene,MID,IPS,~,"Ogbene (MID, ~)",6,4,3,1.0,0.85714285714,1.5,0.66666666667,0.73469387755,0.5,0.94543342696,-1,0.9259259259255556,0,0.0,-2,0.8518518518511111,0.88888888889,1,0,0,-0.88888888889,~
272,George,Hirst,FWD,IPS,~,"Hirst (FWD, ~)",4,4,3,1.0,0.57142857143,1.0,0.0,0.48979591837,0.0,0.83630028089,-1,1.0,0,0.0,-2,1.0,1.0,1,1,1,0.0,~
270,Jacob,Greaves,DEF,IPS,1↓,"Greaves (DEF, 1↓)",11,7,0,0.6666666666666666,1.57142857143,1.5714285714285714,0.88888888889,1.51020408163,1.51020408163,1.01225496256,-1,0.5679012345677777,-2,0.4691358024688888,0,0.0,0.51851851852,1,0,0,-0.51851851852,~
282,Axel,Tuanzebe,DEF,IPS,1↓,"Tuanzebe (DEF, 1↓)",11,6,1,0.6666666666666666,1.57142857143,1.8333333333333333,0.88888888889,1.51020408163,1.5,1.01225496256,-1,0.5679012345677777,-2,0.4691358024688888,0,0.0,0.51851851852,1,0,0,-0.51851851852,~
630,Dara,O'Shea,DEF,IPS,1↓,"O'Shea (DEF, 1↓)",9,4,3,0.6666666666666666,1.28571428571,2.25,0.44444444444,1.63265306122,2.375,0.90312181649,-1,0.6172839506177777,-2,0.5679012345688889,0,0.0,0.59259259259,1,1,1,0.40740740741000003,~
265,Conor,Chaplin,MID,IPS,~,"Chaplin (MID, ~)",7,6,1,0.6666666666666666,1.0,1.1666666666666667,0.44444444444,0.28571428571,0.27777777778,0.79398867042,-1,0.6172839506177777,0,0.0,-2,0.5679012345688889,0.59259259259,1,1,1,0.40740740741000003,~
281,Jack,Taylor,MID,IPS,~,"Taylor (MID, ~)",4,5,2,0.6666666666666666,0.57142857143,0.8,0.44444444444,0.48979591837,0.32,0.63028895131,-1,0.6172839506177777,0,0.0,-2,0.5679012345688889,0.59259259259,1,0,0,-0.59259259259,~
