team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
MCI,8,"Kovačić (MID, 6↑) ==> (6.497, 11.877)","Haaland (FWD, 3↓) ==> (6.334, 7.099)","Bernardo (MID, 4↑) ==> (3.218, 4.778)","Grealish (MID, ~) ==> (2.824, 5.506)","Doku (MID, 4↑) ==> (2.727, 4.778)"
TOT,6,"Maddison (MID, 4↑) ==> (7.278, 10.704)","Johnson (MID, 3↑) ==> (7.115, 9.519)","Solanke (FWD, 3↑) ==> (4.648, 5.963)","Kulusevski (MID, 2↓) ==> (4.194, 7.481)","Son (MID, 3↓) ==> (3.861, 6.296)"
ARS,5,"Saka (MID, 5↑) ==> (7.685, 10.753)","Martinelli (MID, 1↑) ==> (6.8, 9.852)","Havertz (FWD, 3↑) ==> (5.479, 6.568)","Trossard (MID, 2↓) ==> (3.521, 6.753)","Thomas (MID, ~) ==> (2.285, 1.914)"
LEI,4,"Buonanotte (MID, 5↑) ==> (4.618, 6.778)","Mavididi (MID, ~) ==> (4.454, 6.481)","Ndidi (MID, ~) ==> (2.491, 2.0)","Vardy (FWD, ~) ==> (2.34, 1.864)","J.Ayew (MID, 1↑) ==> (1.521, 1.864)"
LIV,3,"M.Salah (MID, 3↓) ==> (7.297, 7.148)","Luis Díaz (MID, 4↓) ==> (6.861, 8.481)","Diogo J. (MID, 4↑) ==> (5.151, 6.519)","Gravenberch (MID, 1↑) ==> (2.836, 3.0)","Szoboszlai (MID, 1↓) ==> (2.437, 2.222)"
NEW,2,"Barnes (MID, 1↓) ==> (5.164, 5.741)","Gordon (MID, 2↓) ==> (4.055, 4.741)","J.Murphy (MID, 1↑) ==> (2.727, 3.148)","Bruno G. (MID, ~) ==> (2.273, 2.148)","Joelinton (MID, 1↑) ==> (2.273, 2.148)"
EVE,2,"McNeil (MID, 1↓) ==> (6.151, 7.617)","Ndiaye (FWD, ~) ==> (3.66, 4.877)","Calvert-Lewin (FWD, ~) ==> (2.503, 1.765)","Harrison (MID, 2↑) ==> (2.467, 2.914)","A.Doucoure (MID, 2↑) ==> (2.042, 2.432)"
CHE,0,"Palmer (MID, 1↓) ==> (11.69, 13.0)","N.Jackson (FWD, 2↓) ==> (7.03, 7.667)","Madueke (MID, 4↑) ==> (6.055, 6.0)","Sancho (MID, ~) ==> (4.072, 5.0)","Caicedo (MID, 1↓) ==> (2.782, 3.0)"
BHA,0,"Welbeck (FWD, 4↑) ==> (5.533, 5.333)","Georginio (MID, 5↑) ==> (5.484, 6.667)","Baleba (MID, ~) ==> (4.236, 5.0)","Mitoma (MID, 3↑) ==> (4.164, 4.0)","Hinshelwood (MID, ~) ==> (4.139, 4.667)"
AVL,0,"Watkins (FWD, 2↓) ==> (6.151, 6.333)","Rogers (MID, ~) ==> (5.648, 6.667)","Tielemans (MID, 1↑) ==> (3.261, 3.333)","Duran (FWD, 1↓) ==> (2.915, 2.333)","Bailey (MID, 2↑) ==> (2.563, 3.0)"
