avg_rank,avg_tier,team,rank_avg,tier_avg,avg_potential,avgAdv_nxtGWs
5,3,MCI,5.75,3.25,0.7136209126949999,6.25
3,2,ARS,3.75,2.25,1.0358864038325,5.25
4,2,TOT,4.5,2.25,0.8849224393674999,3.75
12,6,LEI,12.5,6.5,-0.23926325611500002,3.5
16,8,EVE,14.75,7.5,-0.6300181434575001,1.5
14,7,NFO,12.75,6.5,-0.2728539538725,1.25
1,1,LIV,2.0,1.5,1.9441976392974998,0.75
6,3,AVL,6.75,3.5,0.42094301693,0.75
8,4,BHA,9.25,4.75,0.16472711717000002,0.0
9,5,NEW,8.75,4.75,0.05731992867749999,0.0
10,5,BRE,10.5,5.5,0.02333384440249999,0.0
11,6,MUN,10.5,5.5,-0.14522614016749996,0.0
2,1,CHE,4.0,2.25,1.0842758146375,-0.75
7,4,FUL,7.75,4.25,0.3895185214,-0.75
17,9,CRY,14.75,7.75,-0.7287851338475,-1.25
18,9,IPS,17.75,9.0,-1.0646212440325,-1.5
20,10,SOU,19.5,10.0,-1.468621075385,-3.5
13,7,WHU,12.0,6.0,-0.2530206593675,-3.75
15,8,BOU,14.25,7.5,-0.5564063111875,-5.25
19,10,WOL,18.25,9.5,-1.3599297209749999,-6.25
