id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,#OfMatches_nxtGWs,tot_xPts,gw33Pts,gw34Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
145,Kai,Havertz,FWD,CHE,94,v,"Havertz (FWD, v)",3.2,1.5,2.633,2,5.266,0,1,1,0.1899,vv
132,Mateo,Kovacic,MID,CHE,45,v,"Kovacic (MID, v)",2.0,1.2,1.733,2,3.466,2,4,6,1.7311,^^
134,N'Golo,Kanté,MID,CHE,9,v,"Kanté (MID, v)",2.2,1.0,1.8,2,3.6,2,2,4,1.11111,~
304,Raheem,Sterling,MID,CHE,71,v,"Sterling (MID, v)",3.2,0.8,2.4,2,4.8,2,2,4,0.83333,~
140,Christian,Pulisic,MID,CHE,36,~,"Pulisic (MID, ~)",1.7,0.8,1.4,2,2.8,0,0,0,0.0,vv
616,Denis,Zakaria,MID,CHE,13,^,"Zakaria (MID, ^)",1.9,0.5,1.433,2,2.866,0,0,0,0.0,vv
689,Benoît,Badiashile,DEF,CHE,32,v,"Badiashile (DEF, v)",3.6,0.2,2.467,2,4.934,0,0,0,0.0,vv
142,Mason,Mount,MID,CHE,82,v,"Mount (MID, v)",3.4,0.2,2.333,2,4.666,0,0,0,0.0,vv
141,Trevoh,Chalobah,DEF,CHE,40,v,"Chalobah (DEF, v)",2.2,0.2,1.533,2,3.066,1,1,2,0.65232,~
136,Ruben,Loftus-Cheek,MID,CHE,37,v,"Loftus-Cheek (MID, v)",1.9,0.2,1.333,2,2.666,0,0,0,0.0,vv
617,Pierre-Emerick,Aubameyang,FWD,CHE,23,v,"Aubameyang (FWD, v)",1.8,0.2,1.267,2,2.534,1,1,2,0.78927,~
135,Hakim,Ziyech,MID,CHE,23,~,"Ziyech (MID, ~)",1.6,0.2,1.133,2,2.266,0,1,1,0.44131,v
708,Noni,Madueke,MID,CHE,7,v,"Madueke (MID, v)",1.4,0.2,1.0,2,2.0,1,8,9,4.5,^^^
128,Thiago,Emiliano da Silva,DEF,CHE,72,v,"Thiago Silva (DEF, v)",3.4,0.0,2.267,2,4.534,1,1,2,0.44111,v
147,Edouard,Mendy,GKP,CHE,23,v,"Mendy (GKP, v)",2.6,0.0,1.733,2,3.466,0,0,0,0.0,vv
127,César,Azpilicueta,DEF,CHE,40,v,"Azpilicueta (DEF, v)",2.1,0.0,1.4,2,2.8,-1,1,0,0.0,vv
150,Armando,Broja,FWD,CHE,21,v,"Broja (FWD, v)",1.8,0.0,1.2,2,2.4,0,0,0,0.0,vv
661,Lewis,Hall,MID,CHE,8,v,"Hall (MID, v)",1.6,0.0,1.067,2,2.134,0,0,0,0.0,vv
48,Carney,Chukwuemeka,MID,CHE,14,v,"Chukwuemeka (MID, v)",1.3,0.0,0.867,2,1.734,0,0,0,0.0,vv
684,David Datro,Fofana,FWD,CHE,2,v,"D.D.Fofana (FWD, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
653,Omari,Hutchinson,MID,CHE,1,v,"Hutchinson (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
129,Marcos,Alonso,DEF,CHE,0,?,"Alonso (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
131,Ross,Barkley,MID,CHE,0,?,"Barkley (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
137,Timo,Werner,FWD,CHE,0,?,"Werner (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
138,Robert Kenedy,Nunes do Nascimento,DEF,CHE,0,?,"Kenedy (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
143,Malang,Sarr,DEF,CHE,0,?,"Sarr (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
144,Callum,Hudson-Odoi,MID,CHE,0,?,"Hudson-Odoi (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
151,Ethan,Ampadu,DEF,CHE,0,?,"Ampadu (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
606,Harvey,Vale,MID,CHE,0,?,"Vale (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
635,Marcus,Bettinelli,GKP,CHE,0,?,"Bettinelli (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
673,Bashir,Humphreys,DEF,CHE,0,?,"Humphreys (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
702,Andrey,Nascimento dos Santos,MID,CHE,0,?,"Andrey Santos (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
169,Eberechi,Eze,MID,CRY,123,^,"Eze (MID, ^)",3.8,7.8,5.133,2,10.266,2,9,11,1.0715,~
159,Jordan,Ayew,MID,CRY,85,~,"J.Ayew (MID, ~)",2.7,6.0,3.8,2,7.6,2,6,8,1.05263,~
175,Sam,Johnstone,GKP,CRY,23,^,"Johnstone (GKP, ^)",7.7,5.8,7.067,2,14.134,0,1,1,0.07075,vv
171,Michael,Olise,MID,CRY,109,~,"Olise (MID, ~)",3.5,5.5,4.167,2,8.334,2,5,7,0.83993,~
167,Marc,Guéhi,DEF,CRY,82,^,"Guéhi (DEF, ^)",2.6,5.5,3.567,2,7.134,1,1,2,0.28035,vv
156,Joel,Ward,DEF,CRY,59,^,"Ward (DEF, ^)",2.7,4.0,3.133,2,6.266,1,1,2,0.31918,vv
165,Joachim,Andersen,DEF,CRY,70,^,"Andersen (DEF, ^)",2.7,3.8,3.067,2,6.134,-1,1,0,0.0,vv
170,Tyrick,Mitchell,DEF,CRY,78,^,"Mitchell (DEF, ^)",2.6,3.8,3.0,2,6.0,1,1,2,0.33333,vv
161,Jeffrey,Schlupp,MID,CRY,80,~,"Schlupp (MID, ~)",2.6,3.2,2.8,2,5.6,0,8,8,1.42857,^
514,Cheick,Doucouré,MID,CRY,63,^,"C.Doucouré (MID, ^)",2.2,3.2,2.533,2,5.066,0,2,2,0.39479,v
166,Odsonne,Edouard,FWD,CRY,68,~,"Edouard (FWD, ~)",2.3,3.0,2.533,2,5.066,1,1,2,0.39479,v
168,Jean-Philippe,Mateta,FWD,CRY,38,v,"Mateta (FWD, v)",1.5,2.5,1.833,2,3.666,1,0,1,0.27278,vv
163,Will,Hughes,MID,CRY,23,~,"Hughes (MID, ~)",1.0,1.8,1.267,2,2.534,2,0,2,0.78927,~
158,Luka,Milivojevic,MID,CRY,21,~,"Milivojevic (MID, ~)",1.3,0.8,1.133,2,2.266,1,1,2,0.88261,~
152,Vicente,Guaita,GKP,CRY,99,v,"Guaita (GKP, v)",3.7,0.5,2.633,2,5.266,0,0,0,0.0,vv
160,Wilfried,Zaha,MID,CRY,86,v,"Zaha (MID, v)",3.6,0.2,2.467,2,4.934,0,7,7,1.41873,^
157,Nathaniel,Clyne,DEF,CRY,44,v,"Clyne (DEF, v)",2.0,0.2,1.4,2,2.8,0,0,0,0.0,vv
18,Albert,Sambi Lokonga,MID,CRY,22,v,"Sambi (MID, v)",1.6,0.2,1.133,2,2.266,1,0,1,0.44131,v
153,James,Tomkins,DEF,CRY,8,v,"Tomkins (DEF, v)",1.3,0.2,0.933,2,1.866,0,0,0,0.0,vv
154,James,McArthur,MID,CRY,2,v,"McArthur (MID, v)",1.0,0.2,0.733,2,1.466,0,0,0,0.0,vv
530,Chris,Richards,DEF,CRY,12,v,"Richards (DEF, v)",1.5,0.0,1.0,2,2.0,1,0,1,0.5,v
590,Joseph,Whitworth,GKP,CRY,3,v,"Whitworth (GKP, v)",1.5,0.0,1.0,2,2.0,0,0,0,0.0,vv
164,Jairo,Riedewald,MID,CRY,4,v,"Riedewald (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
173,Malcolm,Ebiowei,MID,CRY,3,v,"Ebiowei (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
676,David,Ozoh,MID,CRY,1,v,"Ozoh (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
725,Naouirou,Ahamada,MID,CRY,6,v,"Ahamada (MID, v)",0.9,0.0,0.6,2,1.2,0,0,0,0.0,vv
155,Christian,Benteke,FWD,CRY,0,?,"Benteke (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
172,Jesurun,Rak-Sakyi,MID,CRY,0,?,"Rak-Sakyi (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
174,Nathan,Ferguson,DEF,CRY,0,?,"Ferguson (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
495,Remi,Matthews,GKP,CRY,0,?,"Matthews (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
496,Luke,Plange,FWD,CRY,0,?,"Plange (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
601,Kaden,Rodney,MID,CRY,0,?,"Rodney (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
604,Killian,Phillips,MID,CRY,0,?,"Phillips (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
634,John-Kymani,Gordon,FWD,CRY,0,?,"Gordon (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
642,Kofi,Balmer,DEF,CRY,0,?,"Balmer (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
644,Owen,Goodman,GKP,CRY,0,?,"Goodman (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
654,Jack,Wells-Morrison,MID,CRY,0,?,"Wells-Morrison (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
180,Michael,Keane,DEF,EVE,31,~,"Keane (DEF, ~)",3.4,4.5,3.767,2,7.534,0,1,1,0.13273,vv
534,Dwight,McNeil,MID,EVE,88,^,"McNeil (MID, ^)",2.9,4.2,3.333,2,6.666,8,2,10,1.50015,^
182,Jordan,Pickford,GKP,EVE,101,~,"Pickford (GKP, ~)",3.3,3.5,3.367,2,6.734,1,10,11,1.6335,^^
199,James,Tarkowski,DEF,EVE,92,~,"Tarkowski (DEF, ~)",2.9,2.5,2.767,2,5.534,0,1,1,0.1807,vv
194,Vitalii,Mykolenko,DEF,EVE,72,^,"Mykolenko (DEF, ^)",2.3,2.5,2.367,2,4.734,0,1,1,0.21124,vv
570,James,Garner,MID,EVE,15,^,"Garner (MID, ^)",1.5,2.5,1.833,2,3.666,1,2,3,0.81833,~
186,Alex,Iwobi,MID,EVE,102,~,"Iwobi (MID, ~)",3.2,2.2,2.867,2,5.734,2,10,12,2.09278,^^^
189,Demarai,Gray,MID,EVE,86,~,"Gray (MID, ~)",2.9,2.0,2.6,2,5.2,0,0,0,0.0,vv
611,Idrissa,Gueye,MID,EVE,56,~,"Gueye (MID, ~)",2.1,1.8,2.0,2,4.0,2,1,3,0.75,~
193,Ben,Godfrey,DEF,EVE,18,v,"Godfrey (DEF, v)",1.5,1.8,1.6,2,3.2,0,0,0,0.0,vv
110,Neal,Maupay,FWD,EVE,38,~,"Maupay (FWD, ~)",1.7,1.0,1.467,2,2.934,0,0,0,0.0,vv
686,Ellis,Simms,FWD,EVE,15,v,"Simms (FWD, v)",1.7,1.0,1.467,2,2.934,1,0,1,0.34083,vv
178,Seamus,Coleman,DEF,EVE,63,v,"Coleman (DEF, v)",2.9,0.8,2.2,2,4.4,0,0,0,0.0,vv
192,Mason,Holgate,DEF,EVE,15,~,"Holgate (DEF, ~)",2.5,0.8,1.933,2,3.866,0,0,0,0.0,vv
577,Amadou,Onana,MID,EVE,67,v,"Onana (MID, v)",2.4,0.8,1.867,2,3.734,1,0,1,0.26781,vv
190,Tom,Davies,MID,EVE,19,v,"Davies (MID, v)",1.0,0.8,0.933,2,1.866,0,0,0,0.0,vv
197,Nathan,Patterson,DEF,EVE,26,v,"Patterson (DEF, v)",1.7,0.5,1.3,2,2.6,0,1,1,0.38462,v
191,Dominic,Calvert-Lewin,FWD,EVE,26,v,"Calvert-Lewin (FWD, v)",2.2,0.2,1.533,2,3.066,2,6,8,2.60926,^^^
176,Asmir,Begović,GKP,EVE,9,v,"Begović (GKP, v)",9.0,0.0,6.0,2,12.0,0,0,0,0.0,vv
188,Yerry,Mina,DEF,EVE,13,v,"Mina (DEF, v)",4.3,0.0,2.867,2,5.734,0,0,0,0.0,vv
475,Conor,Coady,DEF,EVE,70,v,"Coady (DEF, v)",3.2,0.0,2.133,2,4.266,0,0,0,0.0,vv
177,Salomón,Rondón,FWD,EVE,7,v,"Rondón (FWD, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
181,Dele,Alli,MID,EVE,2,v,"Dele (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
531,Rúben,Nascimento Vinagre,DEF,EVE,2,v,"Vinagre (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
662,Thomas,Cannon,FWD,EVE,2,v,"Cannon (FWD, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
179,Andros,Townsend,MID,EVE,0,?,"Townsend (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
183,Allan,Marques Loureiro,MID,EVE,0,?,"Allan (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
184,André,Tavares Gomes,MID,EVE,0,?,"André Gomes (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
187,Jean-Philippe,Gbamin,MID,EVE,0,?,"Gbamin (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
196,Jarrad,Branthwaite,DEF,EVE,0,?,"Branthwaite (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
198,Niels,Nkounkou,DEF,EVE,0,?,"Nkounkou (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
560,Stanley,Mills,MID,EVE,0,?,"Mills (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
561,Lewis,Warrington,MID,EVE,0,?,"Warrington (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
605,Reece,Welch,DEF,EVE,0,?,"Welch (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
627,Eldin,Jakupovic,GKP,EVE,0,?,"Jakupović (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
637,Kyle,John,DEF,EVE,0,?,"John (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
678,Isaac,Price,MID,EVE,0,?,"Price (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
757,Ishé,Samuels-Smith,DEF,EVE,0,?,"Samuels-Smith (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
760,Andy,Lonergan,GKP,EVE,0,?,"Lonergan (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
185,Abdoulaye,Doucouré,MID,EVE,44,v,"A.Doucouré (MID, v)",2.3,-0.5,1.367,2,2.734,2,2,4,1.46306,^
346,Andreas,Hoelgebaum Pereira,MID,FUL,120,~,"Andreas (MID, ~)",3.9,5.0,4.267,3,12.801,2,1,0,0.0,vv
212,Harry,Wilson,MID,FUL,42,^,"Wilson (MID, ^)",1.9,4.5,2.767,3,8.301,1,5,2,0.24093,vv
211,Harrison,Reed,MID,FUL,88,^,"Reed (MID, ^)",2.9,4.0,3.267,3,9.801,2,2,1,0.10203,vv
231,Daniel,James,MID,FUL,40,^,"James (MID, ^)",2.0,3.5,2.5,3,7.5,2,1,1,0.13333,vv
614,Willian,Borges da Silva,MID,FUL,85,^,"Willian (MID, ^)",3.9,3.0,3.6,3,10.8,0,0,2,0.18519,vv
2,Bernd,Leno,GKP,FUL,113,~,"Leno (GKP, ~)",3.9,2.5,3.433,3,10.299,2,3,2,0.19419,vv
201,Tim,Ream,DEF,FUL,95,~,"Ream (DEF, ~)",3.1,1.8,2.667,3,8.001,2,1,0,0.0,vv
205,Bobby,De Cordova-Reid,MID,FUL,83,v,"De Cordova-Reid (MID, v)",2.8,1.5,2.367,3,7.101,1,2,1,0.14083,vv
217,Antonee,Robinson,DEF,FUL,77,~,"Robinson (DEF, ~)",2.8,1.5,2.367,3,7.101,2,1,2,0.28165,vv
215,Kenny,Tete,DEF,FUL,69,~,"Tete (DEF, ~)",2.8,1.2,2.267,3,6.801,2,0,0,0.0,vv
220,João,Palhinha Gonçalves,MID,FUL,71,v,"Palhinha (MID, v)",2.5,1.2,2.067,3,6.201,1,2,2,0.32253,vv
209,Tosin,Adarabioyo,DEF,FUL,36,~,"Tosin (DEF, ~)",2.0,1.2,1.733,3,5.199,2,1,2,0.38469,v
618,Carlos Vinícius,Alves Morais,FWD,FUL,42,v,"Vinícius (FWD, v)",1.9,1.2,1.667,3,5.001,1,8,2,0.39992,v
562,Manor,Solomon,MID,FUL,36,v,"Solomon (MID, v)",3.0,1.0,2.333,3,6.999,2,1,1,0.14288,vv
1,Cédric,Alves Soares,DEF,FUL,7,v,"Cédric (DEF, v)",1.2,0.8,1.067,3,3.201,1,0,2,0.6248,~
200,Tom,Cairney,MID,FUL,28,~,"Cairney (MID, ~)",1.1,0.8,1.0,3,3.0,1,1,2,0.66667,~
726,Sasa,Lukic,MID,FUL,8,~,"Lukic (MID, ~)",1.1,0.8,1.0,3,3.0,0,1,2,0.66667,~
470,Issa,Diop,DEF,FUL,63,v,"Diop (DEF, v)",3.3,0.2,2.267,3,6.801,0,2,2,0.29407,vv
204,Neeskens,Kebano,MID,FUL,36,v,"Kebano (MID, v)",2.8,0.2,1.933,3,5.799,1,0,1,0.17244,vv
210,Aleksandar,Mitrović,FWD,FUL,90,v,"Mitrović (FWD, v)",4.3,0.0,2.867,3,8.601,0,0,0,0.0,vv
213,Marek,Rodák,GKP,FUL,7,v,"Rodák (GKP, v)",3.5,0.0,2.333,3,6.999,0,0,0,0.0,vv
219,Jay,Stansfield,FWD,FUL,7,v,"Stansfield (FWD, v)",2.3,0.0,1.533,3,4.599,0,0,0,0.0,vv
532,Kevin,Mbabu,DEF,FUL,7,v,"Mbabu (DEF, v)",1.2,0.0,0.8,3,2.4,0,0,0,0.0,vv
105,Shane,Duffy,DEF,FUL,4,v,"Duffy (DEF, v)",1.0,0.0,0.667,3,2.001,0,0,0,0.0,vv
546,Luke,Harris,MID,FUL,3,v,"Harris (MID, v)",1.0,0.0,0.667,3,2.001,0,0,0,0.0,vv
216,Josh,Onomah,MID,FUL,2,v,"Onomah (MID, v)",1.0,0.0,0.667,3,2.001,0,0,0,0.0,vv
521,Tyrese,Francois,MID,FUL,1,v,"Francois (MID, v)",1.0,0.0,0.667,3,2.001,0,0,0,0.0,vv
613,Layvin,Kurzawa,DEF,FUL,2,v,"Kurzawa (DEF, v)",0.7,0.0,0.467,3,1.401,0,0,0,0.0,vv
203,Nathaniel,Chalobah,MID,FUL,1,v,"Chalobah (MID, v)",0.2,0.0,0.133,3,0.399,0,0,0,0.0,vv
202,Anthony,Knockaert,MID,FUL,0,?,"Knockaert (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
206,Joe,Bryan,DEF,FUL,0,?,"Bryan (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
207,Paulo,Gazzaniga Farias,GKP,FUL,0,?,"Gazzaniga (GKP, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
208,Terence,Kongolo,DEF,FUL,0,?,"Kongolo (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
214,Ivan,Neves Abreu Cavaleiro,MID,FUL,0,?,"Cavaleiro (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
218,Rodrigo,Muniz Carvalho,FWD,FUL,0,?,"Muniz (FWD, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
591,Terry,Ablade,FWD,FUL,0,?,"Ablade (FWD, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
636,Stefan,Parkes,DEF,FUL,0,?,"Parkes (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
641,Martial,Godo,MID,FUL,0,?,"Godo (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
667,Kristian,Sekularac,MID,FUL,0,?,"Sekularac (MID, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
747,George,Wickens,GKP,FUL,0,?,"Wickens (GKP, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
750,Charlie,Robinson,DEF,FUL,0,?,"C.Robinson (DEF, ?)",0.0,0.0,0.0,3,0.0,0,0,0,,?
508,Luis,Sinisterra Lucumí,MID,LEE,47,~,"Sinisterra (MID, ~)",2.6,4.2,3.133,2,6.266,6,0,6,0.95755,~
233,Jack,Harrison,MID,LEE,110,v,"Harrison (MID, v)",3.7,3.2,3.533,2,7.066,8,2,10,1.41523,^
245,Marc,Roca Junqué,MID,LEE,62,v,"Roca (MID, v)",2.2,2.8,2.4,2,4.8,1,2,3,0.625,~
246,Brenden,Aaronson,MID,LEE,78,~,"Aaronson (MID, ~)",2.5,2.4,2.467,2,4.934,1,0,1,0.20268,vv
227,Patrick,Bamford,FWD,LEE,57,~,"Bamford (FWD, ~)",2.5,2.4,2.467,2,4.934,2,6,8,1.6214,^^
225,Rodrigo,Moreno,MID,LEE,106,v,"Rodrigo (MID, v)",4.2,1.4,3.267,2,6.534,2,1,3,0.45914,v
244,Rasmus,Kristensen,DEF,LEE,42,v,"Kristensen (DEF, v)",2.0,1.4,1.8,2,3.6,0,0,0,0.0,vv
720,Weston,McKennie,MID,LEE,18,~,"McKennie (MID, ~)",1.4,1.4,1.4,2,2.8,2,2,4,1.42857,^
240,Crysencio,Summerville,MID,LEE,70,v,"Summerville (MID, v)",2.9,1.0,2.267,2,4.534,1,2,3,0.66167,~
238,Illan,Meslier,GKP,LEE,87,v,"Meslier (GKP, v)",2.7,0.8,2.067,2,4.134,2,1,3,0.72569,~
239,Junior,Firpo Adames,DEF,LEE,26,v,"Firpo (DEF, v)",1.7,0.6,1.333,2,2.666,2,0,2,0.75019,~
700,Georginio,Rutter,FWD,LEE,11,v,"Rutter (FWD, v)",1.1,0.6,0.933,2,1.866,0,0,0,0.0,vv
619,Wilfried,Gnonto,FWD,LEE,48,v,"Gnonto (FWD, v)",2.5,0.4,1.8,2,3.6,0,5,5,1.38889,^
222,Luke,Ayling,DEF,LEE,47,v,"Ayling (DEF, v)",2.0,0.4,1.467,2,2.934,1,0,1,0.34083,vv
230,Robin,Koch,DEF,LEE,52,v,"Koch (DEF, v)",1.7,0.4,1.267,2,2.534,2,0,2,0.78927,~
224,Adam,Forshaw,MID,LEE,8,~,"Forshaw (MID, ~)",1.1,0.4,0.867,2,1.734,0,1,1,0.5767,v
235,Pascal,Struijk,DEF,LEE,64,v,"Struijk (DEF, v)",2.6,0.2,1.8,2,3.6,0,0,0,0.0,vv
221,Liam,Cooper,DEF,LEE,31,v,"Cooper (DEF, v)",2.1,0.2,1.467,2,2.934,1,0,1,0.34083,vv
691,Maximilian,Wöber,DEF,LEE,23,v,"Wöber (DEF, v)",2.1,0.0,1.4,2,2.8,0,0,0,0.0,vv
506,Tyler,Adams,MID,LEE,47,v,"Adams (MID, v)",2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
228,Diego,Llorente,DEF,LEE,16,v,"Llorente (DEF, v)",2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
237,Sam,Greenwood,FWD,LEE,27,v,"Greenwood (FWD, v)",1.8,0.0,1.2,2,2.4,0,0,0,0.0,vv
242,Joe,Gelhardt,FWD,LEE,20,v,"Gelhardt (FWD, v)",1.3,0.0,0.867,2,1.734,0,0,0,0.0,vv
659,Mateo Joseph,Fernández,FWD,LEE,3,v,"Mateo Joseph (FWD, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
247,Darko,Gyabi,MID,LEE,1,v,"Gyabi (MID, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
547,Cody,Drameh,DEF,LEE,1,v,"Drameh (DEF, v)",1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
223,Mateusz,Klich,MID,LEE,12,v,"Klich (MID, v)",0.9,0.0,0.6,2,1.2,0,0,0,0.0,vv
226,Stuart,Dallas,DEF,LEE,0,?,"Dallas (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
229,Tyler,Roberts,MID,LEE,0,?,"Roberts (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
232,Raphael,Dias Belloli,MID,LEE,0,?,"Raphinha (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
234,Jamie,Shackleton,MID,LEE,0,?,"Shackleton (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
236,Kristoffer,Klaesson,GKP,LEE,0,?,"Klaesson (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
241,Lewis,Bate,MID,LEE,0,?,"Bate (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
243,Leo Fuhr,Hjelde,DEF,LEE,0,?,"Hjelde (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
565,Archie,Gray,MID,LEE,0,?,"Gray (MID, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
578,Joel,Robles,GKP,LEE,0,?,"Robles (GKP, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
663,Sonny,Perkins,FWD,LEE,0,?,"Perkins (FWD, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
742,Jeremiah,Chilokoa-Mullen,DEF,LEE,0,?,"Chilokoa-Mullen (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
743,Diogo,Pinheiro Monteiro,DEF,LEE,0,?,"Monteiro (DEF, ?)",0.0,0.0,0.0,2,0.0,0,0,0,,?
258,Timothy,Castagne,DEF,LEI,102,^,"Castagne (DEF, ^)",3.3,3.8,3.467,2,6.934,2,1,3,0.43265,v
262,Kelechi,Iheanacho,FWD,LEI,74,^,"Iheanacho (FWD, ^)",3.0,3.2,3.067,2,6.134,2,0,2,0.32605,vv
264,Harvey,Barnes,MID,LEI,113,v,"Barnes (MID, v)",4.0,2.2,3.4,2,6.8,2,2,4,0.58824,v
612,Wout,Faes,DEF,LEI,55,~,"Faes (DEF, ~)",2.2,2.2,2.2,2,4.4,2,4,6,1.36364,~
548,Daniel,Iversen,GKP,LEI,12,~,"Iversen (GKP, ~)",2.0,2.0,2.0,2,4.0,2,3,5,1.25,~
256,Ricardo,Barbosa Pereira,DEF,LEI,19,v,"Ricardo (DEF, v)",2.4,1.8,2.2,2,4.4,0,0,0,0.0,vv
261,James,Maddison,MID,LEI,113,v,"Maddison (MID, v)",4.7,1.6,3.667,2,7.334,6,2,8,1.09081,~
255,Jamie,Vardy,FWD,LEI,64,~,"Vardy (FWD, ~)",2.1,1.6,1.933,2,3.866,7,6,13,3.36265,^^^
709,Victor,Kristiansen,DEF,LEI,14,^,"Kristiansen (DEF, ^)",1.6,1.6,1.6,2,3.2,2,0,2,0.625,~
265,Wilfred,Ndidi,MID,LEI,33,~,"Ndidi (MID, ~)",1.4,1.6,1.467,2,2.934,0,2,2,0.68166,~
271,Patson,Daka,FWD,LEI,62,~,"Daka (FWD, ~)",2.5,1.4,2.133,2,4.266,1,1,2,0.46882,v
259,Youri,Tielemans,MID,LEI,71,~,"Tielemans (MID, ~)",2.8,0.8,2.133,2,4.266,1,2,3,0.70323,~
715,Mateus,Cardoso Lemos Martins,MID,LEI,23,v,"Tetê (MID, v)",2.3,0.8,1.8,2,3.6,2,0,2,0.55556,v
252,Nampalys,Mendy,MID,LEI,28,~,"Mendy (MID, ~)",1.6,0.8,1.333,2,2.666,0,0,0,0.0,vv
266,Kiernan,Dewsbury-Hall,MID,LEI,78,~,"Dewsbury-Hall (MID, ~)",2.7,0.6,2.0,2,4.0,0,0,0,0.0,vv
