id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,fplAdv_nxtGWs,fplAdv*xPts,defAdv_nxtGWs,defAdv*xPts,attAdv_nxtGWs,attAdv*xPts,avgAdv*xPts,#OfMatches_nxtGWs,tot_xPts,gw6Pts,gw7Pts,gw8Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
80,Darren,Randolph,GKP,BOU,0,?,"Randolph (GKP, ?)",0.0,0.0,0.0,-5,-inf,-1,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,,?
84,Adam,Smith,DEF,BOU,0,?,"Smith (DEF, ?)",0.0,0.0,0.0,-5,-inf,-1,-inf,-5,0.0,-inf,3,0.0,0,1,1,2,inf,^^^
88,Mark,Travers,GKP,BOU,0,?,"Travers (GKP, ?)",0.0,0.0,0.0,-5,-inf,-1,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,,?
607,Ionuț,Radu,GKP,BOU,0,?,"Radu (GKP, ?)",0.0,0.0,0.0,-5,-inf,-1,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,,?
619,Ben,Greenwood,DEF,BOU,0,?,"Greenwood (DEF, ?)",0.0,0.0,0.0,-5,-inf,-1,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,,?
644,Alex,Scott,MID,BOU,0,?,"Scott (MID, ?)",0.0,0.0,0.0,-5,-inf,-1,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,,?
673,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,-5,-inf,-1,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,,?
115,Kevin,Schade,MID,BRE,19,?,"Schade (MID, ?)",3.8,5.0,4.2,3,12.6,5,0.0,6,25.200000000000003,18.9,3,12.6,0,0,0,0,0.0,vv
106,Mathias,Jensen,MID,BRE,21,?,"Jensen (MID, ?)",4.2,4.7,4.367,3,13.101,5,0.0,6,26.202,19.6515,3,13.101,9,6,10,25,1.90825,^^
108,Bryan,Mbeumo,MID,BRE,35,?,"Mbeumo (MID, ?)",7.0,4.0,6.0,3,18.0,5,0.0,6,36.0,27.0,3,18.0,1,2,2,5,0.27778,vv
110,Christian,Nørgaard,MID,BRE,13,?,"Nørgaard (MID, ?)",2.6,2.7,2.633,3,7.899,5,0.0,6,15.798,11.8485,3,7.899,2,9,1,12,1.51918,^
101,Mark,Flekken,GKP,BRE,15,?,"Flekken (GKP, ?)",3.0,2.3,2.767,3,8.301,5,13.835,6,0.0,11.068,3,8.301,2,2,0,4,0.48187,v
96,Nathan,Collins,DEF,BRE,14,?,"Collins (DEF, ?)",2.8,2.3,2.633,3,7.899,5,13.165,6,0.0,10.532,3,7.899,1,2,0,3,0.37979,vv
105,Vitaly,Janelt,MID,BRE,11,?,"Janelt (MID, ?)",2.2,2.0,2.133,3,6.399,5,0.0,6,12.798,9.5985,3,6.399,5,2,2,9,1.40647,^
119,Yoane,Wissa,FWD,BRE,25,?,"Wissa (FWD, ?)",5.0,1.7,3.9,3,11.7,5,0.0,6,23.4,17.549999999999997,3,11.7,2,2,5,9,0.76923,~
112,Ethan,Pinnock,DEF,BRE,13,?,"Pinnock (DEF, ?)",2.6,1.7,2.3,3,6.9,5,11.5,6,0.0,9.2,3,6.9,1,2,1,4,0.57971,v
103,Rico,Henry,DEF,BRE,13,?,"Henry (DEF, ?)",2.6,1.3,2.167,3,6.501,5,10.835,6,0.0,8.668,3,6.501,0,0,0,0,0.0,vv
104,Aaron,Hickey,DEF,BRE,9,?,"Hickey (DEF, ?)",1.8,1.3,1.633,3,4.899,5,8.165,6,0.0,6.532,3,4.899,1,1,0,2,0.40825,v
109,Ben,Mee,DEF,BRE,3,?,"Mee (DEF, ?)",1.5,1.0,1.333,3,3.999,5,6.665,6,0.0,5.332,3,3.999,0,0,0,0,0.0,vv
107,Keane,Lewis-Potter,MID,BRE,4,?,"Lewis-Potter (MID, ?)",1.0,1.0,1.0,3,3.0,5,0.0,6,6.0,4.5,3,3.0,2,2,0,4,1.33333,~
111,Frank,Onyeka,MID,BRE,3,?,"Onyeka (MID, ?)",1.0,1.0,1.0,3,3.0,5,0.0,6,6.0,4.5,3,3.0,1,0,1,2,0.66667,~
90,Kristoffer,Ajer,DEF,BRE,6,?,"Ajer (DEF, ?)",2.0,0.3,1.433,3,4.299,5,7.165,6,0.0,5.732,3,4.299,0,2,1,3,0.69784,~
258,Neal,Maupay,FWD,BRE,4,?,"Maupay (FWD, ?)",1.3,0.3,0.967,3,2.901,5,0.0,6,5.802,4.3515,3,2.901,0,1,0,1,0.34471,vv
114,Mads,Roerslev Rasmussen,DEF,BRE,3,?,"Roerslev (DEF, ?)",1.0,0.3,0.767,3,2.301,5,3.835,6,0.0,3.068,3,2.301,2,1,1,4,1.73837,^^
620,Michael,Olakigbe,MID,BRE,1,?,"Olakigbe (MID, ?)",1.0,0.3,0.767,3,2.301,5,0.0,6,4.602,3.4515,3,2.301,1,1,0,2,0.86919,~
98,Mikkel,Damsgaard,MID,BRE,2,?,"Damsgaard (MID, ?)",1.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
92,Shandon,Baptiste,MID,BRE,1,?,"Baptiste (MID, ?)",1.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
99,Josh,Dasilva,MID,BRE,1,?,"Dasilva (MID, ?)",1.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
121,Mathias,Jorgensen,DEF,BRE,1,?,"Zanka (DEF, ?)",1.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
91,Ellery,Balcombe,GKP,BRE,0,?,"Balcombe (GKP, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
93,Mads,Bech Sørensen,DEF,BRE,0,?,"Bech (DEF, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
94,Mads,Bidstrup,MID,BRE,0,?,"Bidstrup (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
95,Sergi,Canós Tenés,MID,BRE,0,?,"Canós (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
97,Matthew,Cox,GKP,BRE,0,?,"Cox (GKP, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
100,Halil,Dervişoğlu,FWD,BRE,0,?,"Dervişoğlu (FWD, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
102,Charlie,Goode,DEF,BRE,0,?,"Goode (DEF, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
116,Thomas,Strakosha,GKP,BRE,0,?,"Strakosha (GKP, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,3,3,inf,^^^
117,Ivan,Toney,FWD,BRE,0,?,"Toney (FWD, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
118,Ryan,Trevitt,MID,BRE,0,?,"Trevitt (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
120,Yegor,Yarmolyuk,MID,BRE,0,?,"Yarmolyuk (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
684,Ethan,Brierley,MID,BRE,0,?,"Brierley (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,0,0,0,,?
701,Saman,Ghoddos,MID,BRE,0,?,"Ghoddos (MID, ?)",0.0,0.0,0.0,3,0.0,5,0.0,6,0.0,0.0,3,0.0,0,1,1,2,inf,^^^
168,Lyle,Foster,FWD,BUR,17,?,"Foster (FWD, ?)",4.2,5.0,4.467,-6,-1.343183344526528,-5,0.0,-8,-1.7909111260353707,-1.5670472352809497,4,17.868,0,9,5,14,0.78352,~
594,Zeki,Amdouni,FWD,BUR,13,?,"Amdouni (FWD, ?)",3.2,3.7,3.367,-6,-1.782001782001782,-5,0.0,-8,-2.376002376002376,-2.079002079002079,4,13.468,2,2,0,4,0.297,vv
605,Luca,Koleosho,MID,BUR,11,?,"Koleosho (MID, ?)",2.8,3.0,2.867,-6,-2.0927799093128705,-5,0.0,-8,-2.790373212417161,-2.441576560865016,4,11.468,2,4,1,7,0.61039,v
161,Josh,Brownhill,MID,BUR,8,?,"Brownhill (MID, ?)",2.7,2.3,2.567,-6,-2.337358784573432,-5,0.0,-8,-3.1164783794312423,-2.7269185820023374,4,10.268,2,4,2,8,0.77912,~
165,Josh,Cullen,MID,BUR,9,?,"Cullen (MID, ?)",2.2,2.3,2.233,-6,-2.6869682042095837,-5,0.0,-8,-3.5826242722794444,-3.1347962382445136,4,8.932,2,4,1,7,0.7837,~
170,Jóhann Berg,Gudmundsson,MID,BUR,6,?,"Gudmundsson (MID, ?)",2.0,2.0,2.0,-6,-3.0,-5,0.0,-8,-4.0,-3.5,4,8.0,1,0,0,1,0.125,vv
596,James,Trafford,GKP,BUR,7,?,"Trafford (GKP, ?)",1.8,1.7,1.767,-6,-3.395585738539898,-5,-2.829654782116582,-8,0.0,-3.11262026032824,4,7.068,3,5,0,8,1.13186,~
475,Sander,Berge,MID,BUR,5,?,"Berge (MID, ?)",1.2,1.0,1.133,-6,-5.29567519858782,-5,0.0,-8,-7.06090026478376,-6.17828773168579,4,4.532,1,9,2,12,2.64784,^^^
157,Ameen,Al-Dakhil,DEF,BUR,4,?,"Al-Dakhil (DEF, ?)",1.0,1.0,1.0,-6,-6.0,-5,-5.0,-8,0.0,-5.5,4,4.0,2,3,-1,4,1.0,~
706,Mike,Trésor,MID,BUR,1,?,"M.Trésor (MID, ?)",1.0,1.0,1.0,-6,-6.0,-5,0.0,-8,-8.0,-7.0,4,4.0,2,0,2,4,1.0,~
178,Charlie,Taylor,DEF,BUR,2,?,"Taylor (DEF, ?)",2.0,0.7,1.567,-6,-3.8289725590299937,-5,-3.1908104658583283,-8,0.0,-3.509891512444161,4,6.268,2,1,0,3,0.47862,v
160,Jordan,Beyer,DEF,BUR,3,?,"Beyer (DEF, ?)",1.0,0.7,0.9,-6,-6.666666666666666,-5,-5.555555555555555,-8,0.0,-6.111111111111111,4,3.6,1,2,0,3,0.83333,~
600,Nathan,Redmond,MID,BUR,3,?,"Redmond (MID, ?)",1.0,0.7,0.9,-6,-6.666666666666666,-5,0.0,-8,-8.88888888888889,-7.777777777777778,4,3.6,0,0,0,0,0.0,vv
608,Jacob,Bruun Larsen,MID,BUR,3,?,"Bruun Larsen (MID, ?)",1.0,0.7,0.9,-6,-6.666666666666666,-5,0.0,-8,-8.88888888888889,-7.777777777777778,4,3.6,1,7,1,9,2.5,^^^
176,Connor,Roberts,DEF,BUR,3,?,"Roberts (DEF, ?)",0.8,0.7,0.767,-6,-7.822685788787483,-5,-6.51890482398957,-8,0.0,-7.170795306388527,4,3.068,2,5,0,7,2.28162,^^^
159,Manuel Benson,Hedilazio,MID,BUR,2,?,"Benson (MID, ?)",1.0,0.3,0.767,-6,-7.822685788787483,-5,0.0,-8,-10.430247718383312,-9.126466753585396,4,3.068,1,0,0,1,0.32595,vv
163,Jack,Cork,MID,BUR,1,?,"Cork (MID, ?)",1.0,0.3,0.767,-6,-7.822685788787483,-5,0.0,-8,-10.430247718383312,-9.126466753585396,4,3.068,0,0,0,0,0.0,vv
177,Jay,Rodriguez,FWD,BUR,1,?,"Rodriguez (FWD, ?)",1.0,0.3,0.767,-6,-7.822685788787483,-5,0.0,-8,-10.430247718383312,-9.126466753585396,4,3.068,1,2,0,3,0.97784,~
675,Aaron,Ramsey,MID,BUR,1,?,"A.Ramsey (MID, ?)",1.0,0.3,0.767,-6,-7.822685788787483,-5,0.0,-8,-10.430247718383312,-9.126466753585396,4,3.068,2,3,1,6,1.95567,^^
173,Dara,O'Shea,DEF,BUR,2,?,"O'Shea (DEF, ?)",0.7,0.3,0.567,-6,-10.582010582010582,-5,-8.818342151675486,-8,0.0,-9.700176366843037,4,2.268,0,0,0,0,0.0,vv
674,Hannes,Delcroix,DEF,BUR,1,?,"Delcroix (DEF, ?)",0.3,0.3,0.3,-6,-20.0,-5,-16.666666666666668,-8,0.0,-18.333333333333336,4,1.2,0,1,0,1,0.83333,~
184,Anass,Zaroury,MID,BUR,-1,?,"Zaroury (MID, ?)",-0.5,0.3,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,1,0,1,inf,^^^
182,Victor,da Silva,DEF,BUR,1,?,"Vitinho (DEF, ?)",1.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,1,1,2,inf,^^^
156,Enock,Agyei,MID,BUR,0,?,"Agyei (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
158,Samuel,Bastien,MID,BUR,0,?,"Bastien (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
162,Darko,Churlinov,MID,BUR,0,?,"Churlinov (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
164,Dara,Costelloe,MID,BUR,0,?,"Costelloe (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
166,CJ,Egan-Riley,DEF,BUR,0,?,"Egan-Riley (DEF, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
167,Hjalmar,Ekdal,DEF,BUR,0,?,"Ekdal (DEF, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
169,Denis,Franchi,GKP,BUR,0,?,"Franchi (GKP, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
171,Luke,McNally,DEF,BUR,0,?,"McNally (DEF, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
172,Arijanet,Muric,GKP,BUR,0,?,"Muric (GKP, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
174,Michael,Obafemi,FWD,BUR,0,?,"Obafemi (FWD, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
175,Bailey,Peacock-Farrell,GKP,BUR,0,?,"Peacock-Farrell (GKP, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
179,Bobby,Thomas,DEF,BUR,0,?,"Thomas (DEF, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
180,Scott,Twine,MID,BUR,0,?,"Twine (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
181,Lawrence,Vigouroux,GKP,BUR,0,?,"Vigouroux (GKP, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
183,Wout,Weghorst,FWD,BUR,0,?,"Weghorst (FWD, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
622,Owen,Dodgson,DEF,BUR,0,?,"Dodgson (DEF, ?)",0.0,0.0,0.0,-6,-inf,-5,-inf,-8,0.0,-inf,4,0.0,0,0,0,0,,?
660,Wilson,Odobert,MID,BUR,0,?,"Odobert (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,1,6,7,inf,^^^
694,Han-Noah,Massengo,MID,BUR,0,?,"Massengo (MID, ?)",0.0,0.0,0.0,-6,-inf,-5,0.0,-8,-inf,-inf,4,0.0,0,0,0,0,,?
216,Raheem,Sterling,MID,CHE,27,?,"Sterling (MID, ?)",5.4,7.7,6.167,4,24.668,8,0.0,-2,-0.324306794227339,12.17184660288633,3,18.501,2,0,16,18,0.97292,~
203,Malo,Gusto,DEF,CHE,24,?,"Gusto (DEF, ?)",4.8,7.3,5.633,4,22.532,8,45.064,-2,0.0,33.798,3,16.899,-2,0,0,-2,-0.11835,vvv
145,Robert,Sánchez,GKP,CHE,22,?,"Sanchez (GKP, ?)",4.4,6.0,4.933,4,19.732,8,39.464,-2,0.0,29.598,3,14.799,4,7,2,13,0.87844,~
197,Levi,Colwill,DEF,CHE,17,?,"Colwill (DEF, ?)",3.4,4.7,3.833,4,15.332,8,30.664,-2,0.0,22.998,3,11.499,2,12,2,16,1.39143,^
217,Thiago,Emiliano da Silva,DEF,CHE,17,?,"T.Silva (DEF, ?)",3.4,4.7,3.833,4,15.332,8,30.664,-2,0.0,22.998,3,11.499,2,8,1,11,0.9566,~
611,Axel,Disasi,DEF,CHE,24,?,"Disasi (DEF, ?)",4.8,4.3,4.633,4,18.532,8,37.064,-2,0.0,27.798,3,13.899,2,6,2,10,0.71948,~
211,Nicolas,Jackson,FWD,CHE,11,?,"N.Jackson (FWD, ?)",2.2,3.0,2.467,4,9.868,8,0.0,-2,-0.8107012565869477,4.528649371706527,3,7.401,1,0,6,7,0.94582,~
195,Ben,Chilwell,DEF,CHE,15,?,"Chilwell (DEF, ?)",3.0,2.3,2.767,4,11.068,8,22.136,-2,0.0,16.602,3,8.301,0,0,0,0,0.0,vv
202,Conor,Gallagher,MID,CHE,11,?,"Gallagher (MID, ?)",2.2,2.3,2.233,4,8.932,8,0.0,-2,-0.8956560680698611,4.018171965965069,3,6.699,2,3,5,10,1.49276,^
199,Enzo,Fernández,MID,CHE,8,?,"Enzo (MID, ?)",1.6,2.3,1.833,4,7.332,8,0.0,-2,-1.0911074740861977,3.120446262956901,3,5.499,3,3,1,7,1.27296,~
126,Moisés,Caicedo Corozo,MID,CHE,6,?,"Caicedo (MID, ?)",2.0,1.7,1.9,4,7.6,8,0.0,-2,-1.0526315789473684,3.273684210526316,3,5.7,2,3,1,6,1.05263,~
613,Lesley,Ugochukwu,MID,CHE,5,?,"Ugochukwu (MID, ?)",1.7,1.3,1.567,4,6.268,8,0.0,-2,-1.2763241863433312,2.495837906828334,3,4.701,1,1,0,2,0.42544,v
210,Mykhailo,Mudryk,MID,CHE,5,?,"Mudryk (MID, ?)",1.2,1.0,1.133,4,4.532,8,0.0,-2,-1.76522506619594,1.38338746690203,3,3.399,3,6,1,10,2.94204,^^^
362,Cole,Palmer,MID,CHE,3,?,"Palmer (MID, ?)",1.0,0.7,0.9,4,3.6,8,0.0,-2,-2.2222222222222223,0.6888888888888889,3,2.7,1,5,12,18,6.66667,^^^
609,Ian,Maatsen,MID,CHE,3,?,"Maatsen (MID, ?)",0.8,0.7,0.767,4,3.068,8,0.0,-2,-2.607561929595828,0.2302190352020861,3,2.301,0,1,1,2,0.86919,~
208,Noni,Madueke,MID,CHE,2,?,"Madueke (MID, ?)",1.0,0.3,0.767,4,3.068,8,0.0,-2,-2.607561929595828,0.2302190352020861,3,2.301,0,1,0,1,0.43459,v
623,Mason,Burstow,FWD,CHE,2,?,"Burstow (FWD, ?)",1.0,0.3,0.767,4,3.068,8,0.0,-2,-2.607561929595828,0.2302190352020861,3,2.301,0,0,0,0,0.0,vv
196,Carney,Chukwuemeka,MID,CHE,6,?,"Chukwuemeka (MID, ?)",3.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
206,Reece,James,DEF,CHE,2,?,"James (DEF, ?)",2.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
185,Ethan,Ampadu,DEF,CHE,0,?,"Ampadu (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
187,Kepa,Arrizabalaga,GKP,CHE,0,?,"Arrizabalaga (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
188,Pierre-Emerick,Aubameyang,FWD,CHE,0,?,"Aubameyang (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
189,César,Azpilicueta,DEF,CHE,0,?,"Azpilicueta (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
190,Abdul Rahman,Baba,DEF,CHE,0,?,"Baba (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
191,Benoît,Badiashile,DEF,CHE,0,?,"B.Badiashile (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
192,Marcus,Bettinelli,GKP,CHE,0,?,"Bettinelli (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
193,Armando,Broja,FWD,CHE,0,?,"Broja (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,1,6,1,8,inf,^^^
194,Trevoh,Chalobah,DEF,CHE,0,?,"Chalobah (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
198,Marc,Cucurella Saseta,DEF,CHE,0,?,"Cucurella (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,5,1,6,inf,^^^
200,David Datro,Fofana,FWD,CHE,0,?,"D.D.Fofana (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
201,Wesley,Fofana,DEF,CHE,0,?,"W.Fofana (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
207,Romelu,Lukaku Bolingoli,FWD,CHE,0,?,"Lukaku (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
212,Christopher,Nkunku,FWD,CHE,0,?,"Nkunku (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
213,Christian,Pulisic,MID,CHE,0,?,"Pulisic (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
214,Malang,Sarr,DEF,CHE,0,?,"M.Sarr (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
215,Gabriel,Słonina,GKP,CHE,0,?,"Slonina (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
218,Hakim,Ziyech,MID,CHE,0,?,"Ziyech (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
589,Ângelo Gabriel,Borges Damaceno,MID,CHE,0,?,"Ângelo (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
659,Lucas,Bergström,GKP,CHE,0,?,"Bergström (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
667,Roméo,Lavia,MID,CHE,0,?,"Lavia (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
671,Bashir,Humphreys,DEF,CHE,0,?,"Humphreys (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
677,Deivid Washington,de Souza Eugênio,FWD,CHE,0,?,"Deivid (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
680,Eddie,Beach,GKP,CHE,0,?,"Beach (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
681,Diego Manuel Jadon,da Silva Moreira,MID,CHE,0,?,"Diego Moreira (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
687,Djordje,Petrovic,GKP,CHE,0,?,"Petrovic (GKP, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
716,Alfie,Gilchrist,DEF,CHE,0,?,"Gilchrist (DEF, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,0.0,0.0,3,0.0,0,0,0,0,,?
717,Ronnie,Stutter,FWD,CHE,0,?,"Stutter (FWD, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,0,0,0,,?
718,Alex,Matos,MID,CHE,0,?,"Matos (MID, ?)",0.0,0.0,0.0,4,0.0,8,0.0,-2,-inf,-inf,3,0.0,0,1,0,1,inf,^^^
225,Odsonne,Edouard,FWD,CRY,32,?,"Edouard (FWD, ?)",6.4,7.7,6.833,-2,-0.2926972047416947,1,0.0,0,0.0,-0.1463486023708473,3,20.499,2,0,2,4,0.19513,vv
220,Joachim,Andersen,DEF,CRY,24,?,"Andersen (DEF, ?)",4.8,4.3,4.633,-2,-0.4316857327865314,1,4.633,0,0.0,2.100657133606734,3,13.899,6,15,6,27,1.94259,^^
232,Jean-Philippe,Mateta,FWD,CRY,13,?,"Mateta (FWD, ?)",4.3,4.3,4.3,-2,-0.4651162790697674,1,0.0,0,0.0,-0.2325581395348837,3,12.9,1,2,2,5,0.3876,v
226,Eberechi,Eze,MID,CRY,16,?,"Eze (MID, ?)",3.2,3.7,3.367,-2,-0.594000594000594,1,0.0,0,0.0,-0.297000297000297,3,10.101,3,6,0,9,0.891,~
221,Jordan,Ayew,MID,CRY,15,?,"J.Ayew (MID, ?)",3.0,2.7,2.9,-2,-0.6896551724137931,1,0.0,0,0.0,-0.3448275862068966,3,8.7,2,3,3,8,0.91954,~
234,Tyrick,Mitchell,DEF,CRY,17,?,"Mitchell (DEF, ?)",3.4,2.3,3.033,-2,-0.6594131223211342,1,3.033,0,0.0,1.1867934388394328,3,9.099,5,6,6,17,1.86834,^^
240,Jeffrey,Schlupp,MID,CRY,11,?,"Schlupp (MID, ?)",2.2,2.0,2.133,-2,-0.9376465072667604,1,0.0,0,0.0,-0.4688232536333802,3,6.399,3,3,1,7,1.09392,~
223,Cheick,Doucouré,MID,CRY,10,?,"C.Doucouré (MID, ?)",2.0,2.0,2.0,-2,-1.0,1,0.0,0,0.0,-0.5,3,6.0,2,3,0,5,0.83333,~
230,Sam,Johnstone,GKP,CRY,12,?,"Johnstone (GKP, ?)",2.4,1.3,2.033,-2,-0.9837678307919332,1,2.033,0,0.0,0.5246160846040333,3,6.099,8,9,9,26,4.26299,^^^
231,Jefferson,Lerma Solís,MID,CRY,9,?,"Lerma (MID, ?)",2.2,1.3,1.9,-2,-1.0526315789473684,1,0.0,0,0.0,-0.5263157894736842,3,5.7,0,0,0,0,0.0,vv
