team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
MCI,5.33,1,2,"Haaland (FWD, ?) ==> (9.333, 46.665)","Aké (DEF, ?) ==> (4.233, 23.2815)","Ederson M. (GKP, ?) ==> (3.3, 18.15)"
TOT,5.0,2,1,"Son (MID, ?) ==> (6.767, 33.835)","Maddison (MID, ?) ==> (6.0, 30.0)","Romero (DEF, ?) ==> (5.633, 28.165)"
BRE,4.67,2,1,"Mbeumo (MID, ?) ==> (6.0, 27.0)","Jensen (MID, ?) ==> (4.367, 19.6515)","Flekken (GKP, ?) ==> (2.767, 11.068)"
NEW,4.33,1,2,"Gordon (MID, ?) ==> (4.433, 17.732)","Botman (DEF, ?) ==> (4.233, 16.932)","Pope (GKP, ?) ==> (3.0, 12.0)"
CHE,3.33,0,3,"Gusto (DEF, ?) ==> (5.633, 33.798)","Sanchez (GKP, ?) ==> (4.933, 29.598)","Disasi (DEF, ?) ==> (4.633, 27.798)"
BHA,2.0,3,0,"Gross (MID, ?) ==> (6.033, 30.165)","Ferguson (FWD, ?) ==> (5.7, 28.5)","Mitoma (MID, ?) ==> (4.233, 21.165)"
ARS,2.0,0,3,"Raya (GKP, ?) ==> (6.233, 21.8155)","Saliba (DEF, ?) ==> (3.933, 13.7655)","White (DEF, ?) ==> (3.5, 12.25)"
FUL,1.33,0,3,"Ream (DEF, ?) ==> (5.0, 17.5)","Leno (GKP, ?) ==> (4.567, 15.9845)","Castagne (DEF, ?) ==> (4.5, 15.75)"
AVL,1.33,3,0,"Diaby (MID, ?) ==> (5.967, 11.934)","Douglas Luiz (MID, ?) ==> (4.5, 9.0)","Watkins (FWD, ?) ==> (4.267, 8.534)"
WHU,1.0,3,0,"Ward-Prowse (MID, ?) ==> (7.033, 24.6155)","Bowen (MID, ?) ==> (6.6, 23.1)","Antonio (FWD, ?) ==> (4.033, 14.1155)"
LIV,0.67,3,0,"Salah (MID, ?) ==> (6.967, 20.75747)","Darwin (FWD, ?) ==> (5.167, 15.30746)","Szoboszlai (MID, ?) ==> (4.367, 12.87201)"
MUN,-0.33,3,0,"Eriksen (MID, ?) ==> (4.667, 2.3335)","Rashford (MID, ?) ==> (4.567, 2.2835)","B.Fernandes (MID, ?) ==> (4.2, 2.1)"
CRY,-0.33,1,2,"Andersen (DEF, ?) ==> (4.633, 2.10066)","Mitchell (DEF, ?) ==> (3.033, 1.18679)","Edouard (FWD, ?) ==> (6.833, -0.14635)"
NFO,-2.33,1,2,"Hudson-Odoi (MID, ?) ==> (7.767, -0.2575)","Boly (DEF, ?) ==> (4.767, -0.41955)","Turner (GKP, ?) ==> (2.967, -0.67408)"
EVE,-3.67,1,2,"A.Doucoure (MID, ?) ==> (3.467, -1.15374)","Patterson (DEF, ?) ==> (2.333, -1.2859)","Pickford (GKP, ?) ==> (1.733, -1.7311)"
WOL,-3.67,2,1,"Neto (MID, ?) ==> (5.767, -0.6069)","Hee Chan (MID, ?) ==> (3.967, -0.88228)","José Sá (GKP, ?) ==> (4.3, -0.93023)"
BOU,-3.67,0,3,"Neto (GKP, ?) ==> (4.767, -0.62933)","Kelly (DEF, ?) ==> (2.9, -1.03448)","Zabarnyi (DEF, ?) ==> (2.367, -1.26743)"
LUT,-5.0,2,1,"Morris (FWD, ?) ==> (3.8, -1.31579)","Andersen (DEF, ?) ==> (3.1, -1.6129)","Adebayo (FWD, ?) ==> (1.767, -2.82965)"
SHU,-5.67,2,1,"Hamer (MID, ?) ==> (4.9, -1.12245)","Bogle (DEF, ?) ==> (5.767, -1.1271)","Archer (FWD, ?) ==> (4.3, -1.27907)"
BUR,-6.33,0,3,"Trafford (GKP, ?) ==> (1.767, -3.11262)","Taylor (DEF, ?) ==> (1.567, -3.50989)","Al-Dakhil (DEF, ?) ==> (1.0, -5.5)"
