id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw16Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
19,Bukayo,Saka,MID,ARS,92,?,"Saka (MID, ?)",6.6,6.5,6.56667,4.012965,0.0,4.37778,4.19537,2,0,3,1,6.56667,0,0,0,?
31,Oleksandr,Zinchenko,DEF,ARS,59,?,"Zinchenko (DEF, ?)",4.2,6.2,4.86667,2.9740761111111116,2.433335,0.0,2.70371,2,0,0,1,4.86667,0,0,0,?
25,Takehiro,Tomiyasu,DEF,ARS,38,?,"Tomiyasu (DEF, ?)",3.2,5.0,3.8,2.3222222222222224,1.9,0.0,2.11111,2,0,0,1,3.8,0,0,0,?
26,Leandro,Trossard,MID,ARS,41,?,"Trossard (MID, ?)",3.7,4.8,4.06667,2.4851872222222227,0.0,2.7111133333333335,2.59815,2,0,3,1,4.06667,0,0,0,?
14,Martin,Ødegaard,MID,ARS,66,?,"Ødegaard (MID, ?)",5.5,4.5,5.16667,3.1574094444444447,0.0,3.4444466666666664,3.30093,2,0,3,1,5.16667,0,0,0,?
20,William,Saliba,DEF,ARS,63,?,"Saliba (DEF, ?)",4.2,4.2,4.2,2.566666666666667,2.1,0.0,2.33333,2,0,0,1,4.2,0,0,0,?
540,Declan,Rice,MID,ARS,60,?,"Rice (MID, ?)",4.0,4.0,4.0,2.4444444444444446,0.0,2.6666666666666665,2.55556,2,0,3,1,4.0,0,0,0,?
8,Gabriel,Fernando de Jesus,FWD,ARS,33,?,"G.Jesus (FWD, ?)",3.3,3.8,3.46667,2.118520555555556,0.0,2.311113333333333,2.21482,2,0,3,1,3.46667,0,0,0,?
6,Kai,Havertz,MID,ARS,39,?,"Havertz (MID, ?)",2.6,3.8,3.0,1.8333333333333335,0.0,2.0,1.91667,2,0,3,1,3.0,0,0,0,?
12,Gabriel,Martinelli Silva,MID,ARS,43,?,"Martinelli (MID, ?)",3.3,3.5,3.36667,2.0574094444444446,0.0,2.2444466666666667,2.15093,2,0,3,1,3.36667,0,0,0,?
5,Gabriel,dos Santos Magalhães,DEF,ARS,38,?,"Gabriel (DEF, ?)",2.9,2.8,2.86667,1.751853888888889,1.433335,0.0,1.59259,2,0,0,1,2.86667,0,0,0,?
29,Benjamin,White,DEF,ARS,59,?,"White (DEF, ?)",4.2,1.5,3.3,2.0166666666666666,1.65,0.0,1.83333,2,0,0,1,3.3,0,0,0,?
113,David,Raya Martin,GKP,ARS,38,?,"Raya (GKP, ?)",3.8,1.5,3.03333,1.8537016666666668,1.516665,0.0,1.68518,2,0,0,1,3.03333,0,0,0,?
17,Aaron,Ramsdale,GKP,ARS,17,?,"Ramsdale (GKP, ?)",3.4,1.5,2.76667,1.690742777777778,1.383335,0.0,1.53704,2,0,0,1,2.76667,0,0,0,?
9,Jorge Luiz,Frello Filho,MID,ARS,15,?,"Jorginho (MID, ?)",1.4,1.0,1.26667,0.7740761111111112,0.0,0.8444466666666666,0.80926,2,0,3,1,1.26667,0,0,0,?
13,Eddie,Nketiah,FWD,ARS,52,?,"Nketiah (FWD, ?)",3.7,0.8,2.73333,1.6703683333333335,0.0,1.82222,1.74629,2,0,3,1,2.73333,0,0,0,?
10,Jakub,Kiwior,DEF,ARS,11,?,"Kiwior (DEF, ?)",1.8,0.8,1.46667,0.8962983333333333,0.733335,0.0,0.81482,2,0,0,1,1.46667,0,0,0,?
578,Reiss,Nelson,MID,ARS,5,?,"Nelson (MID, ?)",1.0,0.2,0.73333,0.4481461111111112,0.0,0.4888866666666667,0.46852,2,0,3,1,0.73333,0,0,0,?
3,Mohamed,Elneny,MID,ARS,4,?,"M.Elneny (MID, ?)",4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
22,Emile,Smith Rowe,MID,ARS,9,?,"Smith Rowe (MID, ?)",2.2,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
15,Thomas,Partey,MID,ARS,7,?,"Thomas (MID, ?)",1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
1,Folarin,Balogun,FWD,ARS,0,?,"Balogun (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
2,Cédric,Alves Soares,DEF,ARS,0,?,"Cédric (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
11,Marcus,Oliveira Alencar,MID,ARS,0,?,"Marquinhos (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
16,Nicolas,Pépé,MID,ARS,0,?,"Pepe (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
18,Rúnar Alex,Rúnarsson,GKP,ARS,0,?,"Rúnarsson (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
24,Kieran,Tierney,DEF,ARS,0,?,"Tierney (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
30,Granit,Xhaka,MID,ARS,0,?,"Xhaka (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
585,Jurriën,Timber,DEF,ARS,0,?,"J.Timber (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
646,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
735,Charles,Sagoe,MID,ARS,0,?,"Sagoe (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
736,Reuell,Walters,DEF,ARS,0,?,"Walters (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,0,?
737,Bradley,Ibrahim,MID,ARS,0,?,"Ibrahim (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
4,Fábio,Ferreira Vieira,MID,ARS,21,?,"Fábio Vieira (MID, ?)",2.6,-0.5,0.0,0.0,0.0,0.0,0.0,2,0,3,1,0.0,0,0,0,?
60,Ollie,Watkins,FWD,AVL,97,?,"Watkins (FWD, ?)",6.5,5.8,6.26667,2.4370383333333336,0.0,3.133335,2.78519,-2,0,0,1,6.26667,0,0,0,?
34,Leon,Bailey,MID,AVL,55,?,"Bailey (MID, ?)",4.2,5.2,4.53333,1.7629616666666668,0.0,2.266665,2.01481,-2,0,0,1,4.53333,0,0,0,?
49,Emiliano,Martínez Romero,GKP,AVL,45,?,"Martinez (GKP, ?)",3.2,4.5,3.63333,1.4129616666666667,1.21111,0.0,1.31204,-2,-3,0,1,3.63333,0,0,0,?
50,John,McGinn,MID,AVL,57,?,"McGinn (MID, ?)",3.8,4.0,3.86667,1.503705,0.0,1.933335,1.71852,-2,0,0,1,3.86667,0,0,0,?
