team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
MCI,7.67,2,1,"Haaland (FWD, ?) ==> (7.66667, 7.45371)","J.Alvarez (FWD, ?) ==> (4.5, 4.375)","Akanji (DEF, ?) ==> (3.2, 2.84444)"
LIV,5.67,0,3,"Alexander-Arnold (DEF, ?) ==> (7.0, 6.61111)","Tsimikas (DEF, ?) ==> (5.06667, 4.78519)","Virgil (DEF, ?) ==> (4.66667, 4.40741)"
BRE,5.0,2,1,"Mbeumo (MID, ?) ==> (5.13333, 3.99259)","Mee (DEF, ?) ==> (3.56667, 2.77408)","Maupay (FWD, ?) ==> (2.86667, 2.22963)"
MUN,3.0,0,3,"Onana (GKP, ?) ==> (4.36667, 3.15371)","Dalot (DEF, ?) ==> (4.26667, 3.08148)","Lindelof (DEF, ?) ==> (4.16667, 3.00926)"
BHA,2.67,3,0,"Gross (MID, ?) ==> (5.2, 3.75556)","João Pedro (FWD, ?) ==> (3.8, 2.74444)","Adingra (MID, ?) ==> (3.23333, 2.33518)"
ARS,1.67,2,1,"Saka (MID, ?) ==> (6.56667, 4.19537)","Ødegaard (MID, ?) ==> (5.16667, 3.30093)","Zinchenko (DEF, ?) ==> (4.86667, 2.70371)"
NEW,1.67,1,2,"Gordon (MID, ?) ==> (6.13333, 3.57778)","Trippier (DEF, ?) ==> (4.93333, 3.01481)","Pope (GKP, ?) ==> (3.73333, 2.28148)"
FUL,1.0,3,0,"Willian (MID, ?) ==> (4.6, 2.93889)","Iwobi (MID, ?) ==> (4.16667, 2.66204)","Andreas (MID, ?) ==> (4.06667, 2.59815)"
WOL,1.0,2,1,"Bentley (GKP, ?) ==> (6.26667, 3.48148)","Hee Chan (MID, ?) ==> (4.93333, 2.74074)","Cunha (FWD, ?) ==> (4.3, 2.38889)"
CHE,0.67,1,2,"Sterling (MID, ?) ==> (4.46667, 2.23333)","Sanchez (GKP, ?) ==> (3.73333, 2.17778)","Colwill (DEF, ?) ==> (2.73333, 1.59444)"
EVE,-0.67,0,3,"Mykolenko (DEF, ?) ==> (5.16667, 2.58334)","Tarkowski (DEF, ?) ==> (3.66667, 1.83334)","Pickford (GKP, ?) ==> (3.46667, 1.73334)"
NFO,-1.0,1,2,"Gibbs-White (MID, ?) ==> (3.8, 1.68889)","Toffolo (DEF, ?) ==> (2.46667, 1.0963)","Aina (DEF, ?) ==> (2.13333, 0.94815)"
WHU,-1.0,3,0,"Bowen (MID, ?) ==> (5.4, 2.55)","Ward-Prowse (MID, ?) ==> (4.9, 2.31389)","Kudus (MID, ?) ==> (4.36667, 2.06204)"
AVL,-1.67,3,0,"Watkins (FWD, ?) ==> (6.26667, 2.78519)","Bailey (MID, ?) ==> (4.53333, 2.01481)","Douglas Luiz (MID, ?) ==> (4.36667, 1.94074)"
TOT,-1.67,1,2,"Son (MID, ?) ==> (5.6, 2.17778)","Pedro Porro (DEF, ?) ==> (3.86667, 1.61111)","Romero (DEF, ?) ==> (3.66667, 1.52778)"
BUR,-2.67,3,0,"Brownhill (MID, ?) ==> (3.36667, 1.4963)","Rodriguez (FWD, ?) ==> (3.33333, 1.48148)","Amdouni (FWD, ?) ==> (3.26667, 1.45185)"
BOU,-3.0,0,3,"Neto (GKP, ?) ==> (4.2, 1.63333)","Senesi (DEF, ?) ==> (3.26667, 1.27037)","Smith (DEF, ?) ==> (2.6, 1.01111)"
SHU,-5.0,1,2,"Archer (FWD, ?) ==> (2.53333, 0.56296)","Foderingham (GKP, ?) ==> (2.33333, 0.51852)","Baldock (DEF, ?) ==> (2.0, 0.44444)"
CRY,-5.67,0,3,"Andersen (DEF, ?) ==> (3.26667, 0.90741)","Johnstone (GKP, ?) ==> (2.8, 0.77778)","Mitchell (DEF, ?) ==> (2.8, 0.77778)"
LUT,-7.67,2,1,"Morris (FWD, ?) ==> (3.16667, 0.35185)","Barkley (MID, ?) ==> (2.76667, 0.30741)","Doughty (DEF, ?) ==> (2.6, 0.07222)"
