team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
TOT,8,"Johnson (MID, ?) ==> (5.935, 9.432)","Kulusevski (MID, ?) ==> (5.902, 10.556)","Maddison (MID, ?) ==> (5.555, 8.235)","Van de Ven (DEF, ?) ==> (3.92, 8.284)","Solanke (FWD, ?) ==> (3.776, 5.716)"
MCI,8,"Gvardiol (DEF, ?) ==> (5.696, 10.025)","Kovačić (MID, ?) ==> (5.523, 11.333)","Doku (MID, ?) ==> (3.475, 5.778)","Bernardo (MID, ?) ==> (3.349, 4.914)","Stones (DEF, ?) ==> (2.967, 6.691)"
BHA,7,"Georginio (MID, ?) ==> (6.424, 9.556)","Welbeck (FWD, ?) ==> (6.302, 8.58)","Baleba (MID, ?) ==> (4.648, 8.951)","Mitoma (MID, ?) ==> (3.176, 3.877)","Verbruggen (GKP, ?) ==> (3.015, 6.79)"
AVL,3,"Watkins (FWD, ?) ==> (6.666, 8.111)","Martinez (GKP, ?) ==> (5.251, 7.296)","Rogers (MID, ?) ==> (4.92, 5.852)","Tielemans (MID, ?) ==> (4.111, 5.148)","Digne (DEF, ?) ==> (3.809, 4.889)"
CHE,3,"Palmer (MID, ?) ==> (10.093, 14.111)","Madueke (MID, ?) ==> (5.651, 6.63)","N.Jackson (FWD, ?) ==> (4.97, 4.852)","Sánchez (GKP, ?) ==> (3.462, 2.963)","Sancho (MID, ?) ==> (3.379, 5.111)"
NFO,3,"Wood (FWD, ?) ==> (5.698, 6.481)","Sels (GKP, ?) ==> (5.063, 6.593)","Milenković (DEF, ?) ==> (4.015, 4.852)","Murillo (DEF, ?) ==> (3.651, 4.63)","Aina (DEF, ?) ==> (3.492, 3.926)"
BRE,3,"Mbeumo (MID, ?) ==> (6.445, 7.296)","Damsgaard (MID, ?) ==> (4.997, 6.889)","Pinnock (DEF, ?) ==> (4.251, 6.074)","Collins (DEF, ?) ==> (3.92, 5.593)","Carvalho (MID, ?) ==> (3.585, 5.074)"
LIV,2,"M.Salah (MID, ?) ==> (8.683, 9.123)","Diogo J. (MID, ?) ==> (5.173, 6.358)","Konaté (DEF, ?) ==> (4.698, 5.21)","Jones (MID, ?) ==> (4.409, 6.753)","Alexander-Arnold (DEF, ?) ==> (4.319, 4.309)"
FUL,1,"Raúl (FWD, ?) ==> (6.188, 7.148)","Andreas (MID, ?) ==> (3.982, 5.012)","Leno (GKP, ?) ==> (3.666, 4.148)","Robinson (DEF, ?) ==> (3.095, 3.296)","Adama (MID, ?) ==> (2.874, 2.383)"
MUN,0,"Garnacho (MID, ?) ==> (4.523, 5.0)","Onana (GKP, ?) ==> (4.224, 3.667)","Rashford (MID, ?) ==> (3.302, 3.333)","Dalot (DEF, ?) ==> (3.161, 2.333)","Højlund (FWD, ?) ==> (2.839, 3.667)"
WHU,0,"Antonio (FWD, ?) ==> (6.678, 8.333)","Bowen (MID, ?) ==> (5.111, 5.333)","Souček (MID, ?) ==> (4.015, 4.333)","Kudus (MID, ?) ==> (3.57, 4.0)","L.Paquetá (MID, ?) ==> (3.46, 3.667)"
EVE,-1,"McNeil (MID, ?) ==> (6.982, 7.123)","Pickford (GKP, ?) ==> (6.218, 7.123)","Keane (DEF, ?) ==> (5.505, 6.123)","Young (DEF, ?) ==> (4.505, 5.617)","Tarkowski (DEF, ?) ==> (4.251, 5.086)"
ARS,-2,"Saka (MID, ?) ==> (6.492, 4.901)","Martinelli (MID, ?) ==> (5.791, 5.728)","Havertz (FWD, ?) ==> (5.302, 4.84)","Trossard (MID, ?) ==> (4.538, 4.346)","Gabriel (DEF, ?) ==> (2.734, 1.235)"
