team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
MCI,7,"Kovačić (MID, ?) ==> (5.523, 10.667)","Doku (MID, ?) ==> (3.475, 5.556)","Bernardo (MID, ?) ==> (3.349, 4.716)","Grealish (MID, ?) ==> (2.776, 5.235)","Foden (MID, ?) ==> (1.872, 3.198)"
BHA,7,"Georginio (MID, ?) ==> (6.424, 9.556)","Welbeck (FWD, ?) ==> (6.302, 8.58)","Baleba (MID, ?) ==> (4.648, 8.951)","Mitoma (MID, ?) ==> (3.176, 3.877)","Minteh (MID, ?) ==> (2.651, 4.914)"
BRE,6,"Mbeumo (MID, ?) ==> (6.445, 8.259)","Damsgaard (MID, ?) ==> (4.997, 7.778)","Carvalho (MID, ?) ==> (3.585, 5.815)","Janelt (MID, ?) ==> (2.555, 3.259)","Lewis-Potter (MID, ?) ==> (2.555, 3.704)"
TOT,4,"Johnson (MID, ?) ==> (5.935, 8.049)","Kulusevski (MID, ?) ==> (5.902, 8.778)","Maddison (MID, ?) ==> (5.555, 6.951)","Solanke (FWD, ?) ==> (3.776, 5.025)","Bissouma (MID, ?) ==> (3.269, 5.543)"
LIV,3,"M.Salah (MID, ?) ==> (8.683, 9.519)","Diogo J. (MID, ?) ==> (5.173, 6.704)","Jones (MID, ?) ==> (4.409, 7.296)","Gravenberch (MID, ?) ==> (2.603, 2.815)","Gakpo (FWD, ?) ==> (1.967, 2.704)"
AVL,2,"Watkins (FWD, ?) ==> (6.666, 7.741)","Rogers (MID, ?) ==> (4.92, 5.679)","Tielemans (MID, ?) ==> (4.111, 4.877)","Bailey (MID, ?) ==> (2.523, 3.296)","Ramsey (MID, ?) ==> (2.302, 2.728)"
CHE,1,"Palmer (MID, ?) ==> (10.093, 12.037)","Madueke (MID, ?) ==> (5.651, 5.988)","N.Jackson (FWD, ?) ==> (4.97, 4.506)","Sancho (MID, ?) ==> (3.379, 4.37)","Caicedo (MID, ?) ==> (2.698, 2.84)"
EVE,0,"McNeil (MID, ?) ==> (6.982, 7.667)","Ndiaye (FWD, ?) ==> (4.173, 4.667)","Harrison (MID, ?) ==> (2.92, 3.333)","Calvert-Lewin (FWD, ?) ==> (2.415, 1.667)","A.Doucoure (MID, ?) ==> (2.317, 2.667)"
NEW,0,"Gordon (MID, ?) ==> (3.952, 4.0)","Barnes (MID, ?) ==> (3.098, 2.0)","J.Murphy (MID, ?) ==> (2.302, 2.333)","Bruno G. (MID, ?) ==> (2.239, 2.0)","Joelinton (MID, ?) ==> (2.239, 2.0)"
MUN,0,"Garnacho (MID, ?) ==> (4.523, 5.0)","Rashford (MID, ?) ==> (3.302, 3.333)","Højlund (FWD, ?) ==> (2.839, 3.667)","B.Fernandes (MID, ?) ==> (2.239, 2.0)","Eriksen (MID, ?) ==> (1.555, 1.667)"
FUL,-1,"Raúl (FWD, ?) ==> (6.188, 6.852)","Andreas (MID, ?) ==> (3.982, 4.321)","Adama (MID, ?) ==> (2.874, 2.284)","Iwobi (MID, ?) ==> (2.827, 2.284)","Muniz (FWD, ?) ==> (2.302, 2.062)"
WOL,-1,"Strand Larsen (FWD, ?) ==> (5.126, 5.395)","Cunha (FWD, ?) ==> (4.206, 3.988)","Mario Jr. (MID, ?) ==> (2.477, 2.0)","Bellegarde (MID, ?) ==> (2.239, 1.852)","J.Gomes (MID, ?) ==> (1.555, 1.617)"
NFO,-1,"Wood (FWD, ?) ==> (5.698, 5.395)","Hudson-Odoi (MID, ?) ==> (2.43, 1.926)","Yates (MID, ?) ==> (2.095, 1.926)","Anderson (MID, ?) ==> (1.937, 1.617)","Elanga (MID, ?) ==> (1.746, 1.568)"
IPS,-1,"Delap (FWD, ?) ==> (5.696, 6.272)","Hutchinson (MID, ?) ==> (2.92, 3.136)","J.Clarke (MID, ?) ==> (2.173, 2.494)","Morsy (MID, ?) ==> (1.985, 1.617)","Phillips (MID, ?) ==> (1.714, 2.0)"
ARS,-2,"Saka (MID, ?) ==> (6.492, 4.901)","Martinelli (MID, ?) ==> (5.791, 5.728)","Havertz (FWD, ?) ==> (5.302, 4.84)","Trossard (MID, ?) ==> (4.538, 4.346)","Thomas (MID, ?) ==> (2.43, 2.0)"
BOU,-2,"Cook (MID, ?) ==> (4.379, 4.259)","Evanilson (FWD, ?) ==> (4.347, 4.79)","Semenyo (MID, ?) ==> (3.842, 3.173)","Kluivert (MID, ?) ==> (3.776, 3.346)","O.Dango (MID, ?) ==> (3.427, 3.407)"
WHU,-4,"Antonio (FWD, ?) ==> (6.678, 5.469)","Bowen (MID, ?) ==> (5.111, 3.358)","Souček (MID, ?) ==> (4.015, 2.654)","Kudus (MID, ?) ==> (3.57, 3.111)","L.Paquetá (MID, ?) ==> (3.46, 2.383)"
LEI,-5,"Buonanotte (MID, ?) ==> (5.95, 5.519)","Vardy (FWD, ?) ==> (3.286, 1.889)","Mavididi (MID, ?) ==> (2.731, 2.086)","J.Ayew (MID, ?) ==> (2.57, 1.889)","Ndidi (MID, ?) ==> (2.43, 2.0)"
CRY,-6,"Eze (MID, ?) ==> (2.43, 2.0)","Mateta (FWD, ?) ==> (1.922, 1.037)","Nketiah (FWD, ?) ==> (1.46, 1.37)","Kamada (MID, ?) ==> (1.397, 1.037)","Lerma (MID, ?) ==> (1.206, 1.037)"
SOU,-7,"Archer (FWD, ?) ==> (4.505, 3.247)","Aribo (MID, ?) ==> (3.379, 1.407)","M.Fernandes (MID, ?) ==> (2.111, 0.951)","Downes (MID, ?) ==> (1.651, 1.321)","Dibling (MID, ?) ==> (1.525, 1.0)"
