avg_rank,avg_tier,team,rank_avg,tier_avg,avg_potential,avgAdv_nxtGWs
3,2,MCI,3.75,2.25,0.8356355686525,7.5
2,1,TOT,3.25,1.75,1.1729079956775,6.5
6,3,BHA,7.0,3.75,0.5693670356025,5.5
12,6,BRE,12.0,6.0,-0.05255189891499999,3.25
4,2,AVL,5.25,2.75,0.6136127482425,2.5
8,4,NFO,8.5,4.25,0.20874093374749997,2.5
1,1,LIV,1.5,1.25,1.7601238636625,2.25
7,4,CHE,7.75,4.25,0.5207590062725,1.75
15,8,MUN,12.5,6.75,-0.1392026327575,1.0
11,6,FUL,11.0,5.5,-0.0345456084825,0.25
10,5,EVE,10.5,5.75,-0.003963110662499991,-0.25
16,8,WHU,15.0,7.75,-0.5598621798025001,-1.0
14,7,NEW,11.75,6.0,-0.11543262230000001,-1.75
5,3,ARS,6.25,3.5,0.5974576735574999,-2.25
9,5,BOU,9.75,5.25,0.1149142302775,-2.5
13,7,LEI,12.75,6.75,-0.103610182705,-2.5
18,9,IPS,18.25,9.25,-1.3359404888525002,-3.25
19,10,WOL,18.0,9.25,-1.4501606853575,-5.5
17,9,CRY,16.0,8.25,-1.0954499665125,-6.5
20,10,SOU,19.25,9.75,-1.5027996793375,-7.5
