id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fixtures_played,fixtures_not_played,std_form,form,MeanAbsDev(form),med_form,MedAbsDev(form),std_pts_dev,avg_pts/fixture,MeanAbsDev(avg_pts/fixture),med_pts,MedAbsDev(pts),std_pts_dev_played,avg_pts/fixture_played,MeanAbsDev(avg_pts/fixture_played),med_pts_played,MedAbsDev(pts_played),xPts,fplAdv_nxtGWs,^fplAdv*xPts,defAdv_nxtGWs,^defAdv*xPts,attAdv_nxtGWs,^attAdv*xPts,^avgAdv*xPts,#OfMatches_nxtGWs,gw9Pts,tot_aPts,(tot_aPts)-(^avgAdv*xPts),nxtGWsPtsTrend
9,Gabriel,Martinelli Silva,MID,ARS,?,"Martinelli (MID, ?)",35,8,0,4.9216076867444665,6.666666666666667,4.222222222222222,6.0,5.0,3.637908052713812,4.375,2.71875,3.0,2.0,3.637908052713812,4.375,2.71875,3.0,2.0,5.79132789089,-2,5.728395061728396,0,0.0,-2,5.728395061728396,5.72839506173,1,0,0,0,?
17,Bukayo,Saka,MID,ARS,?,"Saka (MID, ?)",54,7,1,6.944222218666553,6.333333333333333,6.444444444444444,3.0,3.0,4.763139720814412,6.75,3.6875,6.0,2.5,4.2999762695121175,7.714285714285714,3.5918367346938775,6.0,2.0,6.49248583802,-2,4.901234567901234,0,0.0,-2,4.901234567901234,4.9012345679,1,0,0,0,?
4,Kai,Havertz,FWD,ARS,?,"Havertz (FWD, ?)",42,8,0,2.494438257849294,5.333333333333333,2.2222222222222223,6.0,2.0,3.59687364248454,5.25,3.25,4.0,2.0,3.59687364248454,5.25,3.25,4.0,2.0,5.3015028324,-2,4.839506172839506,0,0.0,-2,4.839506172839506,4.83950617284,1,0,0,0,?
23,Leandro,Trossard,MID,ARS,?,"Trossard (MID, ?)",26,8,0,4.784233364802441,5.333333333333333,4.444444444444444,3.0,2.0,4.085033659592048,3.25,3.125,2.0,1.0,4.085033659592048,3.25,3.125,2.0,1.0,4.5375708099,-2,4.345679012345679,0,0.0,-2,4.345679012345679,4.34567901235,1,0,0,0,?
20,Thomas,Partey,MID,ARS,?,"Thomas (MID, ?)",25,8,0,0.0,2.0,0.0,2.0,0.0,3.059309562630104,3.125,1.96875,2.0,1.0,3.059309562630104,3.125,1.96875,2.0,1.0,2.42971176266,-2,2.0,0,0.0,-2,2.0,2.0,1,0,0,0,?
16,Declan,Rice,MID,ARS,?,"Rice (MID, ?)",10,7,1,0.0,2.0,0.0,2.0,0.0,1.479019945774904,1.25,1.1875,2.0,0.5,1.4982983545287882,1.4285714285714286,1.1020408163265305,2.0,0.0,1.71352549156,-2,2.0,0,0.0,-2,2.0,2.0,1,0,0,0,?
3,Gabriel,dos Santos Magalhães,DEF,ARS,?,"Gabriel (DEF, ?)",40,8,0,0.4714045207910317,1.3333333333333333,0.4444444444444444,1.0,0.0,4.415880433163924,5.0,3.5,4.0,2.5,4.415880433163924,5.0,3.5,4.0,2.5,2.73387537458,-2,1.2345679012345678,-3,1.1851851851851851,0,0.0,1.20987654321,1,0,0,0,?
15,David,Raya Martin,GKP,ARS,?,"Raya (GKP, ?)",37,8,0,0.4714045207910317,1.3333333333333333,0.4444444444444444,1.0,0.0,3.5333235062756425,4.625,3.28125,3.0,2.0,3.5333235062756425,4.625,3.28125,3.0,2.0,2.59063812036,-2,1.2345679012345678,-3,1.1851851851851851,0,0.0,1.20987654321,1,0,0,0,?
6,Jurriën,Timber,DEF,ARS,?,"J.Timber (DEF, ?)",19,6,2,1.8856180831641267,1.3333333333333333,1.7777777777777777,0.0,0.0,2.1758618981911515,2.375,1.96875,1.5,1.5,1.9507833184532706,3.1666666666666665,1.8333333333333333,3.0,2.0,1.73121459505,-2,0.9382716049382716,-3,0.7407407407407407,0,0.0,0.83950617284,1,0,0,0,?
578,Riccardo,Calafiori,DEF,ARS,?,"Calafiori (DEF, ?)",14,6,2,0.816496580927726,1.0,0.6666666666666666,1.0,1.0,2.817356917396161,1.75,1.875,1.0,1.0,3.0368111930480994,2.3333333333333335,2.2222222222222223,1.0,0.5,1.28647450844,-2,0.8518518518518519,-3,0.7777777777777778,0,0.0,0.81481481481,1,0,0,0,?
2,Gabriel,Fernando de Jesus,FWD,ARS,?,"G.Jesus (FWD, ?)",4,6,2,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.80901699437,-2,1.0,0,0.0,-2,1.0,1.0,1,0,0,0,?
186,Raheem,Sterling,MID,ARS,?,"Sterling (MID, ?)",4,4,4,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.80901699437,-2,1.0,0,0.0,-2,1.0,1.0,1,0,0,0,?
633,Mikel,Merino,MID,ARS,?,"Merino (MID, ?)",3,2,6,0.816496580927726,1.0,0.6666666666666666,1.0,1.0,0.6959705453537527,0.375,0.5625,0.0,0.0,0.5,1.5,0.5,1.5,0.5,0.76127124297,-2,0.8518518518518519,0,0.0,-2,0.8518518518518519,0.85185185185,1,0,0,0,?
7,Jorge Luiz,Frello Filho,MID,ARS,?,"Jorginho (MID, ?)",4,2,6,0.9428090415820634,0.6666666666666666,0.8888888888888888,0.0,0.0,0.8660254037844386,0.5,0.75,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.60300566479,-2,0.4691358024691358,0,0.0,-2,0.4691358024691358,0.46913580247,1,0,0,0,?
12,Ethan,Nwaneri,MID,ARS,?,"Nwaneri (MID, ?)",3,3,5,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.4841229182759271,0.375,0.46875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.55525991339,-2,0.5679012345679012,0,0.0,-2,0.5679012345679012,0.56790123457,1,0,0,0,?
8,Jakub,Kiwior,DEF,ARS,?,"Kiwior (DEF, ?)",2,3,5,0.4714045207910317,0.3333333333333333,0.4444444444444444,0.0,0.0,0.4330127018922193,0.25,0.375,0.0,0.0,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.3015028324,-2,0.2345679012345679,-3,0.18518518518518517,0,0.0,0.20987654321,1,0,0,0,?
22,Tomiyasu,Takehiro,DEF,ARS,?,"Tomiyasu (DEF, ?)",1,1,7,0.4714045207910317,0.3333333333333333,0.4444444444444444,0.0,0.0,0.33071891388307384,0.125,0.21875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25375708099,-2,0.2345679012345679,-3,0.18518518518518517,0,0.0,0.20987654321,1,0,0,0,?
24,Benjamin,White,DEF,ARS,?,"White (DEF, ?)",21,6,2,0.0,0.0,0.0,0.0,0.0,2.6896793489187516,2.625,2.53125,1.5,1.5,2.565800719723442,3.5,2.5,4.0,2.0,1.00266077953,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
13,Martin,Ødegaard,MID,ARS,?,"Ødegaard (MID, ?)",7,3,5,0.0,0.0,0.0,0.0,0.0,1.165922381636102,0.875,1.09375,0.0,0.0,0.4714045207910317,2.3333333333333335,0.4444444444444445,2.0,0.0,0.33422025984,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
25,Oleksandr,Zinchenko,DEF,ARS,?,"Zinchenko (DEF, ?)",7,2,6,0.0,0.0,0.0,0.0,0.0,1.964529205687714,0.875,1.3125,0.0,0.0,2.5,3.5,2.5,3.5,2.5,0.33422025984,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
73,Norberto,Murara Neto,GKP,ARS,?,"Neto (GKP, ?)",7,2,6,0.0,0.0,0.0,0.0,0.0,1.5360257159305635,0.875,1.3125,0.0,0.0,0.5,3.5,0.5,3.5,0.5,0.33422025984,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
1,Fábio,Ferreira Vieira,MID,ARS,?,"Fábio Vieira (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
5,Karl,Hein,GKP,ARS,?,"Hein (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
21,Kieran,Tierney,DEF,ARS,?,"Tierney (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
597,Myles,Lewis-Skelly,MID,ARS,?,"Lewis-Skelly (MID, ?)",0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
638,Salah-Eddine,Oulad M'hand,MID,ARS,?,"Oulad M'hand (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
639,Tommy,Setford,GKP,ARS,?,"Setford (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
657,Maldini,Kacurri,DEF,ARS,?,"Kacurri (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
658,Ayden,Heaven,DEF,ARS,?,"Heaven (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
659,Ismeal,Kabia,MID,ARS,?,"Kabia (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
662,Josh,Nichols,DEF,ARS,?,"Nichols (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
665,Nathan,Butler-Oyedeji,FWD,ARS,?,"Butler-Oyedeji (FWD, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0,0.0,-2,0.0,0.0,1,0,0,0,?
18,William,Saliba,DEF,ARS,?,"Saliba (DEF, ?)",19,8,0,2.0548046676563256,-0.3333333333333333,1.777777777777778,0.0,2.0,2.9553976043842223,2.375,2.46875,2.0,2.5,2.9553976043842223,2.375,2.46875,2.0,2.5,0.70115794714,-2,-0.728395061728395,-3,-0.9259259259259258,0,0.0,-0.82716049383,1,0,0,0,?
58,Ollie,Watkins,FWD,AVL,?,"Watkins (FWD, ?)",49,8,0,3.7416573867739413,7.0,3.3333333333333335,8.0,3.0,3.9823830805184977,6.125,3.40625,5.5,3.5,3.9823830805184977,6.125,3.40625,5.5,3.5,6.66577974016,3,8.11111111111111,0,0.0,2,7.7407407407407405,7.92592592593,1,0,0,0,?
47,Emiliano,Martínez Romero,GKP,AVL,?,"Martinez (GKP, ?)",28,8,0,3.0912061651652345,6.333333333333333,2.8888888888888893,8.0,1.0,3.0413812651491097,3.5,2.5,2.5,1.0,3.0413812651491097,3.5,2.5,2.5,1.0,5.25109630146,3,7.296296296296296,2,6.9753086419753085,0,0.0,7.13580246914,1,0,0,0,?
54,Morgan,Rogers,MID,AVL,?,"Rogers (MID, ?)",34,8,0,1.699673171197595,5.333333333333333,1.5555555555555556,6.0,1.0,2.8613807855648994,4.25,2.5625,2.5,0.5,2.8613807855648994,4.25,2.5625,2.5,0.5,4.91953682115,3,5.851851851851851,0,0.0,2,5.679012345679012,5.76543209877,1,0,0,0,?
57,Youri,Tielemans,MID,AVL,?,"Tielemans (MID, ?)",30,8,0,2.6246692913372702,4.333333333333333,2.444444444444444,3.0,1.0,2.436698586202241,3.75,2.1875,2.5,1.0,2.436698586202241,3.75,2.1875,2.5,1.0,4.11051982677,3,5.148148148148148,0,0.0,2,4.876543209876543,5.01234567901,1,0,0,0,?
36,Lucas,Digne,DEF,AVL,?,"Digne (DEF, ?)",28,8,0,3.265986323710904,4.0,2.6666666666666665,4.0,4.0,2.6457513110645907,3.5,2.25,3.0,1.5,2.6457513110645907,3.5,2.25,3.0,1.5,3.80901699437,3,4.888888888888889,2,4.592592592592593,0,0.0,4.74074074074,1,0,0,0,?
52,Pau,Torres,DEF,AVL,?,"Pau (DEF, ?)",16,8,0,2.160246899469287,3.0,2.0,2.0,1.0,1.5811388300841898,2.0,1.0,1.5,0.5,1.5811388300841898,2.0,1.0,1.5,0.5,2.61803398875,3,3.6666666666666665,2,3.4444444444444446,0,0.0,3.55555555556,1,0,0,0,?
28,Leon,Bailey,MID,AVL,?,"Bailey (MID, ?)",14,7,1,1.632993161855452,3.0,1.3333333333333333,3.0,2.0,1.479019945774904,1.75,1.1875,1.0,0.5,1.4142135623730951,2.0,1.1428571428571428,1.0,0.0,2.52254248594,3,3.4444444444444446,0,0.0,2,3.2962962962962963,3.37037037037,1,0,0,0,?
35,Diego Carlos,Santos Silva,DEF,AVL,?,"Diego Carlos (DEF, ?)",11,4,4,2.160246899469287,3.0,2.0,2.0,1.0,1.9324531042175384,1.375,1.46875,0.5,0.5,1.920286436967152,2.75,1.625,2.0,0.5,2.37930523172,3,3.6666666666666665,2,3.4444444444444446,0,0.0,3.55555555556,1,0,0,0,?
32,Matty,Cash,DEF,AVL,?,"Cash (DEF, ?)",11,4,4,2.494438257849294,2.6666666666666665,2.222222222222222,2.0,2.0,1.9324531042175384,1.375,1.46875,0.5,0.5,1.920286436967152,2.75,1.625,2.0,0.5,2.17329390214,3,3.407407407407407,2,3.1604938271604937,0,0.0,3.28395061728,1,0,0,0,?
53,Jacob,Ramsey,MID,AVL,?,"Ramsey (MID, ?)",18,7,1,2.0548046676563256,2.3333333333333335,1.777777777777778,2.0,2.0,1.479019945774904,2.25,1.125,2.0,0.5,1.2936264483053452,2.5714285714285716,1.1020408163265307,2.0,0.0,2.3015028324,3,2.925925925925926,0,0.0,2,2.728395061728395,2.82716049383,1,0,0,0,?
233,Amadou,Onana,MID,AVL,?,"Onana (MID, ?)",27,7,1,0.9428090415820634,1.3333333333333333,0.888888888888889,2.0,0.0,3.6033838263498934,3.375,3.0625,2.0,1.0,3.6027200608338545,3.857142857142857,3.2244897959183674,2.0,1.0,2.1131806063,3,1.6296296296296295,0,0.0,2,1.5308641975308641,1.58024691358,1,0,0,0,?
29,Ross,Barkley,MID,AVL,?,"Barkley (MID, ?)",10,7,1,0.4714045207910317,1.3333333333333333,0.4444444444444444,1.0,0.0,1.1989578808281798,1.25,0.875,1.0,0.5,1.178030178747903,1.4285714285714286,0.8979591836734694,1.0,0.0,1.3015028324,3,1.4814814814814814,0,0.0,2,1.4320987654320987,1.45679012346,1,0,0,0,?
38,Jhon,Durán,FWD,AVL,?,"Duran (FWD, ?)",28,8,0,0.0,1.0,0.0,1.0,0.0,2.5495097567963922,3.5,2.5,3.0,2.0,2.5495097567963922,3.5,2.5,3.0,2.0,1.95491502813,3,1.0,0,0.0,2,1.0,1.0,1,0,0,0,?
44,Ezri,Konsa Ngoyo,DEF,AVL,?,"Konsa (DEF, ?)",17,7,1,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,2.666341125962693,2.125,1.71875,1.0,0.5,2.718042512920064,2.4285714285714284,1.8775510204081631,1.0,0.0,1.22370043307,3,0.8148148148148148,2,0.7654320987654321,0,0.0,0.79012345679,1,0,0,0,?
45,Ian,Maatsen,DEF,AVL,?,"Maatsen (DEF, ?)",7,7,1,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.33071891388307384,0.875,0.21875,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.74624291901,3,0.8148148148148148,2,0.7654320987654321,0,0.0,0.79012345679,1,0,0,0,?
31,Emiliano,Buendía Stati,MID,AVL,?,"Buendia (MID, ?)",4,4,4,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.60300566479,3,0.8148148148148148,0,0.0,2,0.7654320987654321,0.79012345679,1,0,0,0,?
569,Jaden,Philogene,MID,AVL,?,"Jaden (MID, ?)",3,5,3,2.0548046676563256,0.6666666666666666,1.777777777777778,1.0,2.0,1.3169567191065923,0.375,0.96875,0.0,0.5,1.624807680927192,0.6,1.28,1.0,1.0,0.55525991339,3,1.259259259259259,0,0.0,2,1.0617283950617282,1.16049382716,1,0,0,0,?
48,John,McGinn,MID,AVL,?,"McGinn (MID, ?)",10,6,2,0.4714045207910317,0.3333333333333333,0.4444444444444445,0.0,0.0,0.9682458365518543,1.25,0.8125,1.0,1.0,0.74535599249993,1.6666666666666667,0.6666666666666666,1.5,0.5,0.68346884365,3,0.48148148148148145,0,0.0,2,0.43209876543209874,0.45679012346,1,0,0,0,?
50,Kosta,Nedeljković,DEF,AVL,?,"Nedeljkovic (DEF, ?)",3,3,5,0.0,0.0,0.0,0.0,0.0,0.4841229182759271,0.375,0.46875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.14323725422,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
598,Lamare,Bogarde,DEF,AVL,?,"Bogarde (DEF, ?)",2,2,6,0.0,0.0,0.0,0.0,0.0,0.4330127018922193,0.25,0.375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09549150281,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
30,Enzo,Barrenechea,MID,AVL,?,"Barrenechea (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
33,Leander,Dendoncker,MID,AVL,?,"Dendoncker (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
34,Moussa,Diaby,MID,AVL,?,"Diaby (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
37,Lewis,Dobbin,MID,AVL,?,"Dobbin (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
39,Joe,Gauci,GKP,AVL,?,"Gauci (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
40,Kortney,Hause,DEF,AVL,?,"Hause (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
41,Samuel,Iling-Junior,MID,AVL,?,"Iling Jr (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
42,Boubacar,Kamara,MID,AVL,?,"Kamara (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
43,Kaine,Kesler-Hayden,DEF,AVL,?,"Kesler-Hayden (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
46,Filip,Marschall,GKP,AVL,?,"Marschall (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
49,Tyrone,Mings,DEF,AVL,?,"Mings (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
51,Robin,Olsen,GKP,AVL,?,"Olsen (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
55,Viljami,Sinisalo,GKP,AVL,?,"Sinisalo (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
56,Lino,da Cruz Sousa,DEF,AVL,?,"Sousa (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
640,Sil,Swinkels,DEF,AVL,?,"Swinkels (DEF, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
641,Oliwier,Zych,GKP,AVL,?,"Zych (GKP, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
656,Kadan,Young,MID,AVL,?,"Young (MID, ?)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
618,Georginio,Rutter,MID,BHA,?,"Georginio (MID, ?)",31,7,1,2.160246899469287,8.0,2.0,7.0,1.0,3.550968177835448,3.875,3.09375,2.5,2.0,3.4582052676886295,4.428571428571429,3.0612244897959187,3.0,2.0,6.42439020359,7,9.555555555555555,0,0.0,7,9.555555555555555,9.55555555556,1,0,0,0,?
148,Danny,Welbeck,FWD,BHA,?,"Welbeck (FWD, ?)",50,8,0,3.0912061651652345,6.333333333333333,2.8888888888888893,8.0,1.0,3.6314597615834874,6.25,3.25,7.0,3.5,3.6314597615834874,6.25,3.25,7.0,3.5,6.3015028324,7,8.580246913580247,0,0.0,7,8.580246913580247,8.58024691358,1,0,0,0,?
115,Carlos,Baleba,MID,BHA,?,"Baleba (MID, ?)",24,7,1,4.4969125210773475,5.666666666666667,4.222222222222222,3.0,1.0,3.5355339059327378,3.0,2.25,2.0,1.0,3.5799897388976194,3.4285714285714284,2.4489795918367343,2.0,1.0,4.64809063667,7,8.950617283950617,0,0.0,7,8.950617283950617,8.95061728395,1,0,0,0,?
146,Bart,Verbruggen,GKP,BHA,?,"Verbruggen (GKP, ?)",20,6,2,4.714045207910316,3.3333333333333335,4.444444444444444,0.0,0.0,3.391164991562634,2.5,2.875,0.5,0.5,3.5433819375782165,3.3333333333333335,3.0,2.5,2.5,3.01502832396,7,6.790123456790123,1,3.8271604938271606,0,0.0,5.30864197531,1,0,0,0,?
136,Mitoma,Kaoru,MID,BHA,?,"Mitoma (MID, ?)",32,8,0,1.699673171197595,2.6666666666666665,1.5555555555555554,2.0,1.0,2.23606797749979,4.0,2.0,4.0,2.0,2.23606797749979,4.0,2.0,4.0,2.0,3.17595468167,7,3.8765432098765427,0,0.0,7,3.8765432098765427,3.87654320988,1,0,0,0,?
145,Joël,Veltman,DEF,BHA,?,"Veltman (DEF, ?)",28,7,1,3.091206165165235,2.6666666666666665,2.8888888888888893,1.0,1.0,3.0413812651491097,3.5,2.875,2.0,1.5,2.9277002188455996,4.0,2.857142857142857,2.0,1.0,2.98497167604,7,4.913580246913581,1,2.9876543209876543,0,0.0,3.95061728395,1,0,0,0,?
135,Yankuba,Minteh,MID,BHA,?,"Minteh (MID, ?)",21,7,1,3.091206165165235,2.6666666666666665,2.888888888888889,1.0,1.0,2.117634293262177,2.625,1.78125,2.0,1.5,2.0,3.0,1.7142857142857142,2.0,1.0,2.6507514162,7,4.913580246913581,0,0.0,7,4.913580246913581,4.91358024691,1,0,0,0,?
128,Igor Julio,dos Santos de Paulo,DEF,BHA,?,"Igor (DEF, ?)",7,3,5,2.6246692913372702,2.3333333333333335,2.4444444444444446,1.0,1.0,1.964529205687714,0.875,1.3125,0.0,0.0,2.6246692913372702,2.3333333333333335,2.4444444444444446,1.0,1.0,1.77629956693,7,4.234567901234568,1,2.6049382716049383,0,0.0,3.41975308642,1,0,0,0,?
126,Jack,Hinshelwood,MID,BHA,?,"Hinshelwood (MID, ?)",25,8,0,0.0,2.0,0.0,2.0,0.0,2.6190408549696205,3.125,1.71875,2.0,0.0,2.6190408549696205,3.125,1.71875,2.0,0.0,2.42971176266,7,2.0,0,0.0,7,2.0,2.0,1,0,0,0,?
120,Lewis,Dunk,DEF,BHA,?,"Dunk (DEF, ?)",22,8,0,2.943920288775949,2.0,2.6666666666666665,1.0,2.0,2.680951323690902,2.75,2.4375,2.0,2.5,2.680951323690902,2.75,2.4375,2.0,2.5,2.28647450844,7,4.074074074074074,1,2.2962962962962963,0,0.0,3.18518518519,1,0,0,0,?
628,Ferdi,Kadioglu,DEF,BHA,?,"F.Kadıoğlu (DEF, ?)",7,4,4,2.8284271247461903,2.0,2.6666666666666665,0.0,0.0,1.964529205687714,0.875,1.3125,0.0,0.0,2.48746859276655,1.75,2.125,0.5,0.5,1.57028823734,7,4.074074074074074,1,2.2962962962962963,0,0.0,3.18518518519,1,0,0,0,?
149,Mats,Wieffer,MID,BHA,?,"Wieffer (MID, ?)",10,5,3,0.0,1.0,0.0,1.0,0.0,1.8540496217739157,1.25,1.1875,1.0,0.5,2.0,2.0,1.6,1.0,0.0,1.09549150281,7,1.0,0,0.0,7,1.0,1.0,1,0,0,0,?
600,Yasin,Ayari,MID,BHA,?,"Ayari (MID, ?)",10,6,2,0.816496580927726,1.0,0.6666666666666666,1.0,1.0,0.9682458365518543,1.25,0.8125,1.0,1.0,0.7453559924999299,1.6666666666666667,0.6666666666666666,1.5,0.5,1.09549150281,7,1.5185185185185186,0,0.0,7,1.5185185185185186,1.51851851852,1,0,0,0,?
121,Julio,Enciso,MID,BHA,?,"Enciso (MID, ?)",6,6,2,0.0,1.0,0.0,1.0,0.0,0.4330127018922193,0.75,0.375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.90450849719,7,1.0,0,0.0,7,1.0,1.0,1,0,0,0,?
