fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
2,1,NFO,7.666407864998739,5.669696769372846,0.42857142857142855,1.0,0.5346840153878553,0.8931305116680271,8.0
9,5,FUL,-1.67235254830469,3.2082039324993694,0.10714285714285714,0.0,0.05134130266352573,0.0948530842407345,3.0
10,5,BOU,0.6673475519627696,-0.48277907312568313,0.4642857142857143,0.0,0.39257829576007314,-0.0027303003898024873,3.0
13,7,MUN,-9.40403865370546,-2.399186938124422,-0.21428571428571427,0.0,-0.3928457921832955,-0.053396902080233004,3.0
4,2,MCI,6.361772742722812,4.208203932499369,0.5357142857142857,0.5,0.5881665741452949,0.48789125063007877,2.0
3,2,ARS,9.292582473703778,7.652475842498529,1.0,1.0,1.0290750649854183,0.9455518565053156,1.0
12,6,EVE,-1.782562479820573,-0.6180339887498949,-0.14285714285714285,0.0,-0.15030581307600083,-0.006306212937244342,1.0
18,9,WOL,-3.238887038391881,-14.371322893124002,-0.6785714285714286,-1.0,-0.6121354163573499,-1.103119742297729,1.0
6,3,CHE,7.390576474687263,4.8090169943749475,0.6071428571428571,0.5,0.6700791561816366,0.503775737775281,-1.0
14,7,WHU,-1.381342887007206,-0.03444185374863373,-0.5714285714285714,0.0,-0.481607830676362,0.009122981856856902,-1.0
20,10,SOU,-35.073572141118056,-32.44833721937705,-1.7142857142857142,-1.5,-2.212043446006061,-1.9476454540915493,-1.0
8,4,BHA,17.994515158976704,18.60487837125347,0.21428571428571427,0.0,0.6157847716911773,0.5019152683451015,-2.0
15,8,BRE,6.030836386653396,2.521286236252207,0.14285714285714285,0.0,0.26744904631389016,0.07669213534002788,-3.0
16,8,TOT,8.997650782589924,5.358167275627575,0.5,-0.5,0.6239653874830349,-0.2149053477192992,-3.0
19,10,LEI,-34.945988001966974,-32.531929354378306,-1.3214285714285714,-1.5,-1.8962805003365912,-1.9498554895895082,-3.0
17,9,IPS,-20.948183938616165,-18.21884705062547,-1.1428571428571428,-1.0,-1.4131148719660809,-1.204841811775965,-8.0
