team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
NFO,8.0,"Sels (GKP, ?) ==> (3.0, 4.278)","Gibbs-White (MID, ?) ==> (2.5, 3.972)","Aina (DEF, ?) ==> (2.0, 3.278)","Murillo (DEF, ?) ==> (2.0, 3.278)","Hudson-Odoi (MID, ?) ==> (3.0, 3.16)"
FUL,3.0,"Leno (GKP, ?) ==> (2.0, 2.833)","Iwobi (MID, ?) ==> (2.0, 2.167)","Lukić (MID, ?) ==> (2.0, 2.148)","Berge (MID, ?) ==> (1.0, 2.04)","Raúl (FWD, ?) ==> (2.0, 1.938)"
BOU,3.0,"Arrizabalaga (GKP, ?) ==> (2.0, 2.5)","Kluivert (MID, ?) ==> (3.0, 2.291)","Cook (MID, ?) ==> (2.0, 2.167)","Tavernier (MID, ?) ==> (2.0, 2.017)","Kerkez (DEF, ?) ==> (2.0, 1.833)"
MUN,3.0,"B.Fernandes (MID, ?) ==> (3.0, 2.667)","Onana (GKP, ?) ==> (2.0, 2.25)","Mazraoui (DEF, ?) ==> (1.5, 1.584)","Højlund (FWD, ?) ==> (1.0, 1.333)","Garnacho (MID, ?) ==> (2.0, 1.299)"
MCI,2.0,"Ederson M. (GKP, ?) ==> (1.0, 2.472)","Gvardiol (DEF, ?) ==> (2.0, 1.944)","Foden (MID, ?) ==> (2.0, 1.847)","Savinho (MID, ?) ==> (2.0, 1.837)","Doku (MID, ?) ==> (1.0, 0.727)"
ARS,1.0,"Raya (GKP, ?) ==> (3.0, 2.333)","Rice (MID, ?) ==> (2.0, 2.111)","Ødegaard (MID, ?) ==> (2.0, 1.926)","Trossard (MID, ?) ==> (2.0, 1.829)","Saliba (DEF, ?) ==> (2.0, 1.722)"
EVE,1.0,"Pickford (GKP, ?) ==> (2.0, 2.611)","Gana (MID, ?) ==> (2.0, 2.111)","Mykolenko (DEF, ?) ==> (2.0, 1.611)","Harrison (MID, ?) ==> (2.0, 1.502)","Lindstrøm (MID, ?) ==> (1.0, 0.879)"
WOL,1.0,"José Sá (GKP, ?) ==> (2.0, 2.389)","Cunha (FWD, ?) ==> (2.0, 2.222)","J.Gomes (MID, ?) ==> (2.0, 2.075)","André (MID, ?) ==> (2.0, 1.797)","N.Semedo (DEF, ?) ==> (1.0, 1.611)"
CHE,-1.0,"Palmer (MID, ?) ==> (3.0, 1.833)","Cucurella (DEF, ?) ==> (1.5, 1.444)","Colwill (DEF, ?) ==> (1.0, 1.389)","Neto (MID, ?) ==> (1.0, 0.744)","Nkunku (MID, ?) ==> (1.0, 0.452)"
WHU,-1.0,"Areola (GKP, ?) ==> (1.0, 2.556)","Bowen (MID, ?) ==> (2.0, 1.778)","Kilman (DEF, ?) ==> (1.5, 1.444)","Wan-Bissaka (DEF, ?) ==> (2.0, 1.389)","Todibo (DEF, ?) ==> (0.5, 0.713)"
SOU,-1.0,"Ramsdale (GKP, ?) ==> (2.0, 2.306)","M.Fernandes (MID, ?) ==> (2.0, 1.944)","Aribo (MID, ?) ==> (2.0, 1.493)","Dibling (MID, ?) ==> (1.0, 0.782)","Ugochukwu (MID, ?) ==> (1.0, 0.498)"
BHA,-2.0,"Verbruggen (GKP, ?) ==> (2.0, 1.944)","Mitoma (MID, ?) ==> (2.0, 1.754)","Van Hecke (DEF, ?) ==> (1.5, 1.389)","João Pedro (FWD, ?) ==> (2.0, 1.2)","Minteh (MID, ?) ==> (1.0, 0.366)"
BRE,-3.0,"Flekken (GKP, ?) ==> (3.0, 2.0)","Damsgaard (MID, ?) ==> (3.0, 1.584)","Wissa (FWD, ?) ==> (2.0, 1.5)","Mbeumo (MID, ?) ==> (4.0, 1.333)","Schade (MID, ?) ==> (2.0, 1.212)"
TOT,-3.0,"Vicario (GKP, ?) ==> (1.0, 2.0)","Pedro Porro (DEF, ?) ==> (2.0, 1.167)","Bentancur (MID, ?) ==> (1.0, 0.624)","Spence (DEF, ?) ==> (0.0, 0.219)","Bergvall (MID, ?) ==> (1.0, 0.103)"
LEI,-3.0,"Vardy (FWD, ?) ==> (2.0, 1.667)","Ndidi (MID, ?) ==> (2.0, 1.645)","Hermansen (GKP, ?) ==> (1.5, 1.583)","B.Soumaré (MID, ?) ==> (1.0, 1.384)","El Khannouss (MID, ?) ==> (1.5, 1.286)"
IPS,-8.0,"Hutchinson (MID, ?) ==> (2.0, 2.0)","Cajuste (MID, ?) ==> (2.0, 1.443)","Delap (FWD, ?) ==> (2.0, 0.871)","J.Clarke (MID, ?) ==> (1.0, 0.489)","Palmer (GKP, ?) ==> (0.0, 0.0)"
