team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
NFO,6.5,0,3,"Sels (GKP, ?) ==> (3.0, 4.16667)","Aina (DEF, ?) ==> (2.0, 3.16667)","Murillo (DEF, ?) ==> (2.0, 3.16667)"
ARS,2.5,1,2,"Raya (GKP, ?) ==> (3.0, 2.58333)","Rice (MID, ?) ==> (2.0, 2.27778)","Saliba (DEF, ?) ==> (2.0, 2.05556)"
BOU,2.25,3,0,"Kluivert (MID, ?) ==> (3.0, 2.51338)","Cook (MID, ?) ==> (2.0, 2.22222)","Tavernier (MID, ?) ==> (2.0, 2.18383)"
FUL,2.0,3,0,"Lukić (MID, ?) ==> (2.0, 2.20394)","Iwobi (MID, ?) ==> (2.0, 2.19444)","Raúl (FWD, ?) ==> (2.0, 1.99335)"
WOL,1.75,2,1,"José Sá (GKP, ?) ==> (2.0, 2.5)","Cunha (FWD, ?) ==> (2.0, 2.44444)","J.Gomes (MID, ?) ==> (2.0, 2.18643)"
MCI,1.5,2,1,"Haaland (FWD, ?) ==> (5.0, 4.83333)","Ederson M. (GKP, ?) ==> (1.0, 2.30556)","Foden (MID, ?) ==> (2.0, 1.90226)"
MUN,1.5,1,2,"B.Fernandes (MID, ?) ==> (3.0, 2.33333)","Onana (GKP, ?) ==> (2.0, 2.08333)","De Ligt (DEF, ?) ==> (1.0, 1.61906)"
EVE,0.25,0,3,"Pickford (GKP, ?) ==> (2.0, 2.77778)","Branthwaite (DEF, ?) ==> (1.0, 2.27778)","Tarkowski (DEF, ?) ==> (2.0, 1.91667)"
WHU,-0.25,0,3,"Areola (GKP, ?) ==> (1.0, 2.88889)","Wan-Bissaka (DEF, ?) ==> (2.0, 1.72222)","Kilman (DEF, ?) ==> (1.5, 1.61111)"
BHA,-1.5,2,1,"Mitoma (MID, ?) ==> (2.0, 1.92052)","Verbruggen (GKP, ?) ==> (2.0, 1.88889)","Baleba (MID, ?) ==> (2.0, 1.81572)"
LEI,-1.5,1,2,"Vardy (FWD, ?) ==> (2.0, 1.83333)","Hermansen (GKP, ?) ==> (1.5, 1.83333)","Justin (DEF, ?) ==> (1.0, 1.0)"
SOU,-1.75,2,1,"Ramsdale (GKP, ?) ==> (2.0, 2.19444)","M.Fernandes (MID, ?) ==> (2.0, 1.91667)","Aribo (MID, ?) ==> (2.0, 1.43779)"
TOT,-2.0,3,0,"Kulusevski (MID, ?) ==> (2.0, 1.94444)","Son (MID, ?) ==> (2.0, 1.62763)","Bentancur (MID, ?) ==> (1.0, 0.90224)"
BRE,-2.25,3,0,"Lewis-Potter (MID, ?) ==> (2.0, 1.94444)","Wissa (FWD, ?) ==> (2.0, 1.91667)","Mbeumo (MID, ?) ==> (4.0, 1.88889)"
CHE,-2.5,1,2,"Enzo (MID, ?) ==> (2.0, 1.72222)","Cucurella (DEF, ?) ==> (1.5, 1.36111)","Colwill (DEF, ?) ==> (1.0, 1.22222)"
IPS,-6.5,0,3,"Greaves (DEF, ?) ==> (0.5, 1.19444)","O'Shea (DEF, ?) ==> (1.0, 0.88889)","Davis (DEF, ?) ==> (1.0, 0.38889)"
