id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,#OfMatches_nxtGWs,tot_xPts,gw31Pts,gw32Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
730,Felipe Augusto,de Almeida Monteiro,DEF,NFO,11,?,Felipe (DEF),1.2,1.0,1.133,2,2.266,1,1,2,0.88261,~
734,André,Ayew,MID,NFO,8,?,A.Ayew (MID),0.9,1.0,0.933,2,1.866,0,1,1,0.53591,v
388,Joe,Worrall,DEF,NFO,47,?,Worrall (DEF),2.0,0.8,1.6,2,3.2,0,1,1,0.3125,vv
349,Jonjo,Shelvey,MID,NFO,16,?,Shelvey (MID),1.5,0.8,1.267,2,2.534,0,0,0,0.0,vv
397,Taiwo,Awoniyi,FWD,NFO,52,?,Awoniyi (FWD),2.7,0.5,1.967,2,3.934,2,2,4,1.01678,~
583,Cheikhou,Kouyaté,MID,NFO,29,?,Kouyaté (MID),1.9,0.5,1.433,2,2.866,0,0,0,0.0,vv
681,Gustavo Henrique,Furtado Scarpa,MID,NFO,5,?,Scarpa (MID),0.8,0.5,0.7,2,1.4,0,0,0,0.0,vv
628,Serge,Aurier,DEF,NFO,57,?,Aurier (DEF),3.2,0.2,2.2,2,4.4,0,0,0,0.0,vv
387,Ryan,Yates,MID,NFO,44,?,Yates (MID),2.1,0.2,1.467,2,2.934,0,0,0,0.0,vv
602,Renan Augusto,Lodi dos Santos,DEF,NFO,38,?,Renan Lodi (DEF),1.9,0.2,1.333,2,2.666,1,1,2,0.75019,~
391,Sam,Surridge,FWD,NFO,22,?,Surridge (FWD),1.4,0.2,1.0,2,2.0,1,1,2,1.0,~
398,Dean,Henderson,GKP,NFO,82,?,Henderson (GKP),4.6,0.0,3.067,2,6.134,0,0,0,0.0,vv
474,Willy,Boly,DEF,NFO,33,?,Boly (DEF),4.1,0.0,2.733,2,5.466,0,0,0,0.0,vv
354,Chris,Wood,FWD,NFO,53,?,Wood (FWD),2.1,0.0,1.4,2,2.8,0,0,0,0.0,vv
385,Scott,McKenna,DEF,NFO,38,?,McKenna (DEF),2.1,0.0,1.4,2,2.8,1,1,2,0.71429,~
527,Jesse,Lingard,MID,NFO,32,?,Lingard (MID),2.0,0.0,1.333,2,2.666,1,0,1,0.37509,vv
518,Wayne,Hennessey,GKP,NFO,4,?,Hennessey (GKP),2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
524,Lewis,O'Brien,MID,NFO,22,?,O'Brien (MID),1.7,0.0,1.133,2,2.266,0,0,0,0.0,vv
379,Steve,Cook,DEF,NFO,20,?,Cook (DEF),1.7,0.0,1.133,2,2.266,0,0,0,0.0,vv
381,Jack,Colback,MID,NFO,14,?,Colback (MID),1.3,0.0,0.867,2,1.734,0,0,0,0.0,vv
399,Giulian,Biancone,DEF,NFO,2,?,Biancone (DEF),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
383,Carlos,Ribeiro Dias,MID,NFO,1,?,Cafú (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
395,Alex,Mighten,MID,NFO,1,?,Mighten (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
378,Harry,Arter,MID,NFO,0,?,Arter (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
380,Lyle,Taylor,FWD,NFO,0,?,Lyle Taylor (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
382,Brice,Samba,GKP,NFO,0,?,Samba (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
384,Joe,Lolley,MID,NFO,0,?,Lolley (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
386,Mohamed,Dräger,DEF,NFO,0,?,Dräger (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
389,Jonathan,Panzo,DEF,NFO,0,?,Panzo (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
390,Xande,Nascimento da Costa Silva,MID,NFO,0,?,Xande Silva (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
392,Richie,Laryea,DEF,NFO,0,?,Laryea (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
393,Loïc,Mbe Soh,DEF,NFO,0,?,Mbe Soh (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
396,Braian,Ojeda Rodríguez,MID,NFO,0,?,Ojeda (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
511,Omar,Richards,DEF,NFO,0,?,Richards (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
553,Oliver,Hammond,MID,NFO,0,?,Hammond (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
621,Loïc,Badé,DEF,NFO,0,?,Badé (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
666,Dale,Taylor,FWD,NFO,0,?,Dale Taylor (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
675,Jordan,Smith,GKP,NFO,0,?,Smith (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
749,George,Shelvey,GKP,NFO,0,?,G.Shelvey (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
400,Theo,Walcott,MID,SOU,28,?,Walcott (MID),2.3,5.0,3.2,2,6.4,2,7,9,1.40625,^
407,James,Ward-Prowse,MID,SOU,109,?,Ward-Prowse (MID),3.6,4.7,3.967,2,7.934,2,2,4,0.50416,v
528,Sékou,Mara,FWD,SOU,31,?,Mara (FWD),1.5,3.3,2.1,2,4.2,0,0,0,0.0,vv
411,Che,Adams,FWD,SOU,90,?,Adams (FWD),3.6,3.0,3.4,2,6.8,0,0,0,0.0,vv
21,Ainsley,Maitland-Niles,MID,SOU,30,?,Maitland-Niles (MID),1.8,2.3,1.967,2,3.934,2,0,2,0.50839,v
321,Roméo,Lavia,MID,SOU,41,?,Lavia (MID),2.0,2.0,2.0,2,4.0,1,2,3,0.75,~
406,Mohamed,Elyounoussi,MID,SOU,48,?,Elyounoussi (MID),1.8,1.7,1.767,2,3.534,0,2,2,0.56593,v
405,Stuart,Armstrong,MID,SOU,40,?,S.Armstrong (MID),1.6,1.7,1.633,2,3.266,1,0,1,0.30618,vv
422,Gavin,Bazunu,GKP,SOU,82,?,Bazunu (GKP),2.7,1.3,2.233,2,4.466,1,1,2,0.44783,v
417,Romain,Perraud,DEF,SOU,70,?,Perraud (DEF),2.6,1.3,2.167,2,4.334,0,0,0,0.0,vv
693,Carlos,Alcaraz,MID,SOU,25,?,Alcaraz (MID),2.5,1.3,2.1,2,4.2,2,9,11,2.61905,^^^
418,Moussa,Djenepo,MID,SOU,24,?,Djenepo (MID),1.8,1.3,1.633,2,3.266,1,0,1,0.30618,vv
409,Kyle,Walker-Peters,DEF,SOU,51,?,Walker-Peters (DEF),2.2,1.0,1.8,2,3.6,1,0,1,0.27778,vv
731,Kamaldeen,Sulemana,MID,SOU,18,?,Kamaldeen (MID),1.8,1.0,1.533,2,3.066,2,1,3,0.97847,~
410,Jan,Bednarek,DEF,SOU,28,?,Bednarek (DEF),1.9,0.7,1.5,2,3.0,0,1,1,0.33333,vv
423,Armel,Bella-Kotchap,DEF,SOU,44,?,Bella-Kotchap (DEF),2.2,0.3,1.567,2,3.134,0,4,4,1.27632,~
623,Duje,Caleta-Car,DEF,SOU,20,?,Caleta-Car (DEF),1.8,0.3,1.3,2,2.6,0,6,6,2.30769,^^^
420,Mohammed,Salisu,DEF,SOU,33,?,Salisu (DEF),1.5,0.3,1.1,2,2.2,0,0,0,0.0,vv
732,Paul,Onuachu,FWD,SOU,9,?,Onuachu (FWD),1.3,0.3,0.967,2,1.934,1,1,2,1.03413,~
416,Ibrahima,Diallo,MID,SOU,19,?,Diallo (MID),1.1,0.3,0.833,2,1.666,0,0,0,0.0,vv
512,Joe,Ayodele-Aribo,MID,SOU,42,?,Aribo (MID),2.2,0.0,1.467,2,2.934,2,0,2,0.68166,~
402,Oriol,Romeu Vidal,MID,SOU,2,?,Romeu (MID),2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
408,Adam,Armstrong,FWD,SOU,43,?,A.Armstrong (FWD),1.8,0.0,1.2,2,2.4,0,1,1,0.41667,v
624,Samuel,Edozie,MID,SOU,21,?,Edozie (MID),1.4,0.0,0.933,2,1.866,1,0,1,0.53591,v
716,James,Bree,DEF,SOU,4,?,Bree (DEF),1.3,0.0,0.867,2,1.734,0,0,0,0.0,vv
413,Lyanco,Silveira Neves Vojnovic,DEF,SOU,15,?,Lyanco (DEF),1.1,0.0,0.733,2,1.466,0,0,0,0.0,vv
403,Nathan,Redmond,MID,SOU,1,?,Redmond (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
692,Mislav,Orsic,MID,SOU,1,?,Orsic (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
622,Juan,Larios López,DEF,SOU,4,?,Larios (DEF),0.8,0.0,0.533,2,1.066,0,0,0,0.0,vv
401,Alex,McCarthy,GKP,SOU,0,?,McCarthy (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
412,Nathan,Tella,MID,SOU,0,?,Tella (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
414,Yan,Valery,DEF,SOU,0,?,Valery (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
415,Will,Smallbone,MID,SOU,0,?,Smallbone (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
419,Tino,Livramento,DEF,SOU,0,?,Livramento (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
421,Mateusz,Lis,GKP,SOU,0,?,Lis (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
424,Willy,Caballero,GKP,SOU,0,?,Caballero (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
647,Lewis,Payne,MID,SOU,0,?,Payne (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
648,Ryan,Finnigan,MID,SOU,0,?,Finnigan (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
671,Jimmy,Morgan,FWD,SOU,0,?,Morgan (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
427,Harry,Kane,FWD,TOT,198,?,Kane (FWD),6.6,7.3,6.833,2,13.666,2,6,8,0.58539,v
428,Son,Heung-min,MID,TOT,112,?,Son (MID),4.0,5.0,4.333,2,8.666,9,2,11,1.26933,~
448,Ivan,Perišić,DEF,TOT,85,?,Perišić (DEF),3.0,4.0,3.333,2,6.666,3,-1,2,0.30003,vv
733,Pedro,Porro,DEF,TOT,24,?,Pedro Porro (DEF),3.4,3.7,3.5,2,7.0,1,-1,0,0.0,vv
513,Clément,Lenglet,DEF,TOT,52,?,Lenglet (DEF),2.6,3.7,2.967,2,5.934,1,0,1,0.16852,vv
446,Dejan,Kulusevski,MID,TOT,80,?,Kulusevski (MID),3.6,3.0,3.4,2,6.8,2,1,3,0.44118,v
433,Pierre-Emile,Højbjerg,MID,TOT,105,?,Højbjerg (MID),3.6,2.7,3.3,2,6.6,2,5,7,1.06061,~
425,Hugo,Lloris,GKP,TOT,88,?,Lloris (GKP),3.8,2.0,3.2,2,6.4,2,-1,1,0.15625,vv
443,Cristian,Romero,DEF,TOT,56,?,Romero (DEF),2.7,2.0,2.467,2,4.934,1,-2,-1,-0.20268,vvv
430,Eric,Dier,DEF,TOT,94,?,Dier (DEF),3.4,1.7,2.833,2,5.666,1,-1,0,0.0,vv
441,Oliver,Skipp,MID,TOT,28,?,Skipp (MID),1.9,1.7,1.833,2,3.666,2,1,3,0.81833,~
426,Fraser,Forster,GKP,TOT,28,?,Forster (GKP),4.0,0.7,2.9,2,5.8,0,1,1,0.17241,vv
450,Pape Matar,Sarr,MID,TOT,8,?,Sarr (MID),1.0,0.7,0.9,2,1.8,0,1,1,0.55556,v
432,Ben,Davies,DEF,TOT,89,?,Davies (DEF),3.6,0.3,2.5,2,5.0,0,0,0,0.0,vv
445,Emerson,Leite de Souza Junior,DEF,TOT,76,?,Emerson Royal (DEF),3.5,0.3,2.433,2,4.866,0,0,0,0.0,vv
454,Richarlison,de Andrade,FWD,TOT,40,?,Richarlison (FWD),2.1,0.3,1.5,2,3.0,1,1,2,0.66667,~
435,Davinson,Sánchez,DEF,TOT,23,?,Sánchez (DEF),1.6,0.3,1.167,2,2.334,0,2,2,0.8569,~
439,Japhet,Tanganga,DEF,TOT,3,?,Tanganga (DEF),1.0,0.3,0.767,2,1.534,0,0,0,0.0,vv
713,Arnaut,Danjuma,MID,TOT,2,?,Danjuma (MID),1.0,0.3,0.767,2,1.534,6,1,7,4.56323,^^^
440,Rodrigo,Bentancur,MID,TOT,71,?,Bentancur (MID),3.9,0.0,2.6,2,5.2,0,0,0,0.0,vv
429,Matt,Doherty,DEF,TOT,35,?,Doherty (DEF),2.9,0.0,1.933,2,3.866,0,0,0,0.0,vv
554,Bryan,Gil Salvatierra,MID,TOT,9,?,Bryan (MID),2.2,0.0,1.467,2,2.934,0,0,0,0.0,vv
436,Ryan,Sessegnon,DEF,TOT,35,?,R.Sessegnon (DEF),2.1,0.0,1.4,2,2.8,0,0,0,0.0,vv
444,Yves,Bissouma,MID,TOT,23,?,Bissouma (MID),1.1,0.0,0.733,2,1.466,0,0,0,0.0,vv
522,Djed,Spence,DEF,TOT,4,?,Spence (DEF),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
449,Harvey,White,MID,TOT,1,?,White (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
434,Harry,Winks,MID,TOT,0,?,Winks (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
437,Steven,Bergwijn,MID,TOT,0,?,Bergwijn (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
438,Sergio,Reguilón,DEF,TOT,0,?,Reguilón (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
442,Joe,Rodon,DEF,TOT,0,?,Rodon (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
447,Dane,Scarlett,FWD,TOT,0,?,Scarlett (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
451,Brandon,Austin,GKP,TOT,0,?,Austin (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
452,Alfie,Devine,MID,TOT,0,?,Devine (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
453,Troy,Parrott,FWD,TOT,0,?,Parrott (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
748,Romaine,Mundle,MID,TOT,0,?,Mundle (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
431,Lucas,Rodrigues Moura da Silva,MID,TOT,9,?,Lucas Moura (MID),0.8,-0.7,0.3,2,0.6,0,0,0,0.0,vv
461,Kurt,Zouma,DEF,WHU,78,?,Zouma (DEF),3.9,6.0,4.6,2,9.2,1,6,7,0.76087,~
455,Lukasz,Fabianski,GKP,WHU,102,?,Fabianski (GKP),3.8,5.3,4.3,2,8.6,2,6,8,0.93023,~
472,Nayef,Aguerd,DEF,WHU,36,?,Aguerd (DEF),3.0,5.0,3.667,2,7.334,0,5,5,0.68176,~
465,Jarrod,Bowen,MID,WHU,108,?,Bowen (MID),3.7,4.7,4.033,2,8.066,7,6,13,1.6117,^
588,Thilo,Kehrer,DEF,WHU,53,?,Kehrer (DEF),2.5,4.0,3.0,2,6.0,4,1,5,0.83333,~
456,Angelo,Ogbonna,DEF,WHU,33,?,Ogbonna (DEF),3.0,3.0,3.0,2,6.0,0,0,0,0.0,vv
457,Aaron,Cresswell,DEF,WHU,52,?,Cresswell (DEF),2.5,3.0,2.667,2,5.334,0,12,12,2.24972,^^^
468,Tomas,Soucek,MID,WHU,69,?,Soucek (MID),2.4,2.7,2.5,2,5.0,2,6,8,1.6,^
467,Declan,Rice,MID,WHU,86,?,Rice (MID),3.0,2.3,2.767,2,5.534,2,9,11,1.98771,^^
464,Saïd,Benrahma,MID,WHU,78,?,Benrahma (MID),2.9,2.0,2.6,2,5.2,7,3,10,1.92308,^^
463,Vladimir,Coufal,DEF,WHU,41,?,Coufal (DEF),2.0,2.0,2.0,2,4.0,1,11,12,3.0,^^^
603,Lucas,Tolentino Coelho de Lima,MID,WHU,64,?,Paquetá (MID),3.2,1.7,2.7,2,5.4,5,8,13,2.40741,^^^
30,Danny,Ings,FWD,WHU,83,?,Ings (FWD),3.0,1.7,2.567,2,5.134,0,1,1,0.19478,vv
458,Michail,Antonio,FWD,WHU,58,?,Antonio (FWD),2.2,1.7,2.033,2,4.066,2,6,8,1.96754,^^
545,Emerson,Palmieri dos Santos,DEF,WHU,33,?,Emerson (DEF),2.1,1.7,1.967,2,3.934,0,0,0,0.0,vv
469,Pablo,Fornals Malla,MID,WHU,47,?,Fornals (MID),2.0,0.7,1.567,2,3.134,1,6,7,2.23357,^^^
509,Flynn,Downes,MID,WHU,19,?,Downes (MID),1.3,0.7,1.1,2,2.2,1,1,2,0.90909,~
575,Maxwel,Cornet,MID,WHU,8,?,Cornet (MID),1.0,0.7,0.9,2,1.8,1,1,2,1.11111,~
529,Gianluca,Scamacca,FWD,WHU,41,?,Scamacca (FWD),2.6,0.0,1.733,2,3.466,0,0,0,0.0,vv
471,Ben,Johnson,DEF,WHU,26,?,Johnson (DEF),2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
473,Alphonse,Areola,GKP,WHU,7,?,Areola (GKP),1.4,0.0,0.933,2,1.866,0,0,0,0.0,vv
460,Manuel,Lanzini,MID,WHU,7,?,Lanzini (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
556,Conor,Coventry,MID,WHU,1,?,Coventry (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
669,Divin,Mubama,FWD,WHU,1,?,Mubama (FWD),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
462,Arthur,Masuaku,DEF,WHU,0,?,Masuaku (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
466,Nikola,Vlasic,MID,WHU,0,?,Vlasic (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
572,Armstrong,Oko-Flex,MID,WHU,0,?,Oko-Flex (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
739,Joseph,Anang,GKP,WHU,0,?,Anang (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
740,Krisztián,Hegyi,GKP,WHU,0,?,Hegyi (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
746,Kaelan,Casey,DEF,WHU,0,?,Casey (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
483,Daniel,Castelo Podence,MID,WOL,86,?,Podence (MID),3.1,4.3,3.5,2,7.0,0,1,1,0.14286,vv
478,José,Malheiro de Sá,GKP,WOL,123,?,Sá (GKP),4.1,4.0,4.067,2,8.134,7,1,8,0.98353,~
682,Matheus,Santos Carneiro Da Cunha,FWD,WOL,22,?,Cunha (FWD),2.0,4.0,2.667,2,5.334,2,8,10,1.87477,^^
484,Max,Kilman,DEF,WOL,89,?,Kilman (DEF),3.0,3.0,3.0,2,6.0,6,1,7,1.16667,~
589,Matheus Luiz,Nunes,MID,WOL,64,?,Matheus (MID),2.6,3.0,2.733,2,5.466,3,2,5,0.91475,~
482,Nélson,Cabral Semedo,DEF,WOL,56,?,Semedo (DEF),2.0,3.0,2.333,2,4.666,6,1,7,1.50021,^
459,Craig,Dawson,DEF,WOL,53,?,Dawson (DEF),2.9,2.7,2.833,2,5.666,8,1,9,1.58842,^
489,Toti António,Gomes,DEF,WOL,18,?,Toti (DEF),2.0,2.3,2.1,2,4.2,6,0,6,1.42857,^
486,Pedro,Lomba Neto,MID,WOL,25,?,Neto (MID),2.1,1.7,1.967,2,3.934,1,1,2,0.50839,v
698,Mario,Lemina,MID,WOL,15,?,Lemina (MID),1.4,1.7,1.5,2,3.0,3,4,7,2.33333,^^^
491,Adama,Traoré Diarra,MID,WOL,55,?,Adama (MID),2.0,1.3,1.767,2,3.534,1,0,1,0.28297,vv
480,Rúben,da Silva Neves,MID,WOL,91,?,Neves (MID),3.2,1.0,2.467,2,4.934,0,1,1,0.20268,vv
477,Jonathan,Castro Otto,DEF,WOL,45,?,Jonny (DEF),2.5,1.0,2.0,2,4.0,0,0,0,0.0,vv
721,João Victor,Gomes da Silva,MID,WOL,12,?,João Gomes (MID),2.4,1.0,1.933,2,3.866,2,2,4,1.03466,~
625,Diego,Da Silva Costa,FWD,WOL,18,?,Diego Costa (FWD),1.1,1.0,1.067,2,2.134,9,1,10,4.68604,^^^
476,Raúl,Jiménez,FWD,WOL,26,?,Jiménez (FWD),2.0,0.7,1.567,2,3.134,0,0,0,0.0,vv
704,Pablo,Sarabia,MID,WOL,20,?,Sarabia (MID),2.0,0.7,1.567,2,3.134,3,1,4,1.27632,~
503,João Filipe Iria,Santos Moutinho,MID,WOL,53,?,Moutinho (MID),1.9,0.7,1.5,2,3.0,1,1,2,0.66667,~
516,Nathan,Collins,DEF,WOL,45,?,Collins (DEF),2.1,0.3,1.5,2,3.0,0,0,0,0.0,vv
558,Hugo,Bueno López,DEF,WOL,33,?,Bueno (DEF),2.1,0.3,1.5,2,3.0,1,0,1,0.33333,vv
481,Hwang,Hee-chan,MID,WOL,34,?,Hwang (MID),1.8,0.3,1.3,2,2.6,6,1,7,2.69231,^^^
579,Gonçalo Manuel,Ganchinho Guedes,MID,WOL,29,?,Guedes (MID),2.2,0.0,1.467,2,2.934,0,0,0,0.0,vv
487,Rayan,Aït-Nouri,DEF,WOL,41,?,Aït-Nouri (DEF),2.0,0.0,1.333,2,2.666,0,0,0,0.0,vv
629,Boubacar,Traoré,MID,WOL,12,?,Traoré (MID),1.5,0.0,1.0,2,2.0,0,0,0,0.0,vv
568,Chem,Campbell,MID,WOL,5,?,Campbell (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
567,Connor,Ronan,MID,WOL,1,?,Ronan (MID),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
608,Sasa,Kalajdzic,FWD,WOL,1,?,Kalajdžić (FWD),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
664,Dexter,Lembikisa,DEF,WOL,1,?,Lembikisa (DEF),1.0,0.0,0.667,2,1.334,0,0,0,0.0,vv
566,Joseph,Hodge,MID,WOL,4,?,Hodge (MID),0.8,0.0,0.533,2,1.066,0,0,0,0.0,vv
485,Luke,Cundle,MID,WOL,0,?,Cundle (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
488,Fabio,Silva,FWD,WOL,0,?,Fabio Silva (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
490,Francisco Jorge,Tomás Oliveira,MID,WOL,0,?,Chiquinho (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
492,Matija,Šarkić,GKP,WOL,0,?,Šarkić (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
494,Yerson,Mosquera Valdelamar,DEF,WOL,0,?,Mosquera (DEF),0.0,0.0,0.0,2,0.0,0,0,0,,?
557,Jackson,Smith,GKP,WOL,0,?,Smith (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
657,Nathan,Fraser,FWD,WOL,0,?,Fraser (FWD),0.0,0.0,0.0,2,0.0,0,0,0,,?
658,Harvey,Griffiths,MID,WOL,0,?,Griffiths (MID),0.0,0.0,0.0,2,0.0,0,0,0,,?
717,Daniel,Bentley,GKP,WOL,0,?,Bentley (GKP),0.0,0.0,0.0,2,0.0,0,0,0,,?
