team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
IPS,0,"Hutchinson (MID, ~) ==> (2.0, 2.0)","Morsy (MID, ~) ==> (2.0, 2.0)","Greaves (DEF, 3↑) ==> (0.0, 2.0)","Delap (FWD, ~) ==> (2.0, 1.749)","Cajuste (MID, ~) ==> (2.0, 1.399)"
SOU,0,"Ramsdale (GKP, 1↓) ==> (1.0, 2.167)","M.Fernandes (MID, ~) ==> (2.0, 2.0)","Aribo (MID, ~) ==> (1.0, 1.546)","Bednarek (DEF, 4↑) ==> (1.0, 1.5)","Armstrong (FWD, ~) ==> (1.0, 1.399)"
MCI,-1,"Haaland (FWD, 5↑) ==> (5.0, 5.667)","Bernardo (MID, ~) ==> (2.0, 1.889)","Kovačić (MID, ~) ==> (2.0, 1.726)","Foden (MID, 4↑) ==> (2.0, 1.485)","Savinho (MID, 2↓) ==> (1.0, 1.454)"
BOU,-2,"Huijsen (DEF, 4↑) ==> (1.0, 1.778)","Semenyo (MID, 5↑) ==> (3.0, 1.556)","Kerkez (DEF, 4↑) ==> (2.0, 1.278)","Zabarnyi (DEF, 3↑) ==> (2.0, 1.278)","Kluivert (MID, 6↑) ==> (3.0, 1.14)"
LEI,-2,"Winks (MID, ~) ==> (2.0, 1.86)","Vardy (FWD, 5↑) ==> (2.0, 1.556)","Mavididi (MID, 1↓) ==> (1.0, 1.343)","B.Soumaré (MID, 1↑) ==> (1.0, 1.212)","J.Ayew (MID, 1↑) ==> (2.0, 1.177)"
FUL,-3,"Leno (GKP, ~) ==> (3.0, 2.167)","Iwobi (MID, ~) ==> (2.0, 1.667)","Lukić (MID, ~) ==> (2.0, 1.482)","Raúl (FWD, ~) ==> (2.0, 1.271)","Smith Rowe (MID, ~) ==> (2.0, 1.232)"
WHU,-3,"Souček (MID, ~) ==> (2.0, 1.667)","Kudus (MID, ~) ==> (2.0, 1.549)","L.Paquetá (MID, ~) ==> (2.0, 1.353)","Wan-Bissaka (DEF, ~) ==> (2.0, 1.167)","Kilman (DEF, 1↑) ==> (1.0, 1.167)"
BHA,-4,"Verbruggen (GKP, 1↓) ==> (2.0, 1.722)","Mitoma (MID, ~) ==> (2.0, 1.532)","Ayari (MID, ~) ==> (2.0, 1.14)","Van Hecke (DEF, ~) ==> (1.0, 1.056)","Estupiñan (DEF, 2↓) ==> (1.0, 1.056)"
EVE,-4,"Pickford (GKP, 2↑) ==> (2.0, 4.333)","Ndiaye (FWD, 4↑) ==> (2.0, 4.0)","Gana (MID, ~) ==> (2.0, 3.556)","Branthwaite (DEF, 4↑) ==> (1.0, 3.556)","Mangala (MID, 1↑) ==> (1.5, 3.543)"
WOL,-5,"Strand Larsen (FWD, ~) ==> (2.0, 2.0)","José Sá (GKP, 1↑) ==> (1.0, 1.611)","Cunha (FWD, ~) ==> (2.0, 1.444)","J.Gomes (MID, 3↓) ==> (2.0, 1.421)","André (MID, ~) ==> (1.0, 0.971)"
