team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
LIV,8,"M.Salah (MID, 2↓) ==> (10.0, 21.556)","A.Becker (GKP, ~) ==> (1.5, 6.333)","Mac Allister (MID, ~) ==> (3.0, 5.238)","Alexander-Arnold (DEF, 3↑) ==> (3.0, 5.222)","Gravenberch (MID, ~) ==> (2.0, 4.889)"
AVL,5,"Tielemans (MID, ~) ==> (2.0, 2.556)","Martinez (GKP, ~) ==> (2.0, 2.5)","Watkins (FWD, 3↑) ==> (2.0, 2.305)","Cash (DEF, ~) ==> (1.0, 1.849)","Ramsey (MID, 5↑) ==> (1.0, 1.324)"
NFO,4,"Wood (FWD, 4↓) ==> (7.0, 9.037)","Sels (GKP, 2↓) ==> (3.0, 3.389)","Gibbs-White (MID, ~) ==> (2.0, 2.617)","Aina (DEF, ~) ==> (2.0, 2.389)","Murillo (DEF, 2↓) ==> (2.0, 2.389)"
NEW,3,"Isak (FWD, 3↑) ==> (7.0, 8.667)","Gordon (MID, 3↑) ==> (5.0, 2.86)","Bruno G. (MID, ~) ==> (3.0, 2.333)","Tonali (MID, 5↑) ==> (2.0, 1.898)","Hall (DEF, ~) ==> (2.0, 1.833)"
CHE,3,"Palmer (MID, ~) ==> (6.0, 4.333)","Sánchez (GKP, ~) ==> (2.0, 2.833)","N.Jackson (FWD, 3↑) ==> (2.0, 2.395)","Enzo (MID, ~) ==> (2.0, 2.333)","Caicedo (MID, ~) ==> (2.0, 2.333)"
ARS,1,"Raya (GKP, 4↑) ==> (3.0, 2.389)","Havertz (FWD, ~) ==> (2.0, 2.222)","Thomas (MID, ~) ==> (2.0, 2.111)","Rice (MID, ~) ==> (2.0, 2.111)","Saliba (DEF, 5↑) ==> (2.0, 1.722)"
MUN,0,"Onana (GKP, 4↑) ==> (2.0, 2.167)","Amad (MID, 1↑) ==> (3.0, 2.0)","B.Fernandes (MID, ~) ==> (3.0, 2.0)","Martinez (DEF, 6↑) ==> (1.0, 1.5)","Dalot (DEF, 4↑) ==> (1.0, 1.5)"
CRY,0,"Henderson (GKP, 2↓) ==> (2.0, 2.5)","Mateta (FWD, ~) ==> (2.0, 2.0)","Eze (MID, ~) ==> (2.0, 1.906)","Guéhi (DEF, ~) ==> (2.0, 1.5)","Muñoz (DEF, 2↑) ==> (2.0, 1.5)"
BRE,0,"Flekken (GKP, ~) ==> (3.0, 2.667)","Mbeumo (MID, 4↑) ==> (5.0, 2.0)","Lewis-Potter (MID, ~) ==> (2.0, 2.0)","Wissa (FWD, ~) ==> (2.0, 1.837)","Nørgaard (MID, ~) ==> (2.0, 1.815)"
TOT,0,"Kulusevski (MID, ~) ==> (2.0, 2.0)","Son (MID, ~) ==> (2.0, 1.771)","Pedro Porro (DEF, 4↑) ==> (2.0, 1.5)","Gray (MID, 1↑) ==> (1.0, 0.434)","Bergvall (MID, 1↑) ==> (1.0, 0.428)"
