att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
2,1,TOT,26.89052982402091,25.94427190999916,2.0,2.0,0.7207207285519401,0.7067006024194886,7
7,4,AVL,25.396844385095257,26.80901699437495,1.4782608695652173,2.0,-0.08081264934471288,0.767872683476569,5
1,1,LIV,34.94959346906221,33.35410196624969,2.4545454545454546,2.0,1.85816087249161,1.2308720987549007,4
3,2,FUL,26.91938687103262,27.809016994374947,1.4782608695652173,2.0,0.01812580306769581,0.8386126994220581,3
10,5,BRE,31.518757080557613,28.33688103937537,1.826086956521739,1.0,0.7866506305170793,-0.1571279737007812,3
6,3,NEW,31.47412195902217,30.437694101250948,1.7826086956521738,2.0,0.7250442897756634,1.024565359881008,1
12,6,CHE,28.09927690819228,24.618033988749893,1.9565217391304348,1.0,0.7405621614285505,-0.420199273366706,1
18,9,IPS,19.01532822418444,17.47213595499958,0.9130434782608695,1.0,-1.2586748022409542,-0.9257002142203918,1
4,2,MCI,36.83363878566762,32.72949016875158,2.0434782608695654,2.0,1.4255535749752402,1.1866870502425106,0
8,4,ARS,27.549863379265787,26.427050983124843,1.9130434782608696,2.0,0.6461541124247429,0.7408524017483786,0
11,6,NFO,27.187647450584592,27.673762078750734,1.434782608695652,1.0,-0.02314782662079061,-0.20403701955264245,-1
16,8,WHU,21.15256914383124,19.47213595499958,1.2173913043478262,1.0,-0.7088508688556365,-0.7842201823294137,-1
19,10,SOU,15.37619460184776,14.190983005625053,0.6956521739130435,1.0,-1.7886836281701388,-1.15780902618053,-1
5,3,BOU,34.78656780977029,31.201626123751158,1.7826086956521738,2.0,0.9402949439923742,1.0786059233335692,-2
15,8,WOL,19.317580807145752,18.94427190999916,1.391304347826087,1.0,-0.5932694248290806,-0.8215612932890465,-2
9,5,BHA,26.376194601847764,25.76393202250021,1.5217391304347827,2.0,0.04153371397216675,0.6939433559003371,-3
17,9,CRY,21.822995667541512,22.100813061875577,1.1304347826086956,1.0,-0.7826966373627839,-0.5982675218704635,-3
14,7,LEI,22.009106964442807,20.854101966249686,1.0869565217391304,1.0,-0.8293085239226693,-0.6864598846557342,-4
13,7,MUN,23.731289570108743,22.381966011250107,1.2173913043478262,1.0,-0.54127944767272,-0.5783787577506123,-6
20,10,EVE,19.466357577869196,17.809016994374947,0.8636363636363636,0.0,-1.2960770221761175,-1.934951028209236,-9
