id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw1Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
124,Billy,Gilmour,MID,BHA,61,?,"Gilmour (MID, ?)",2.0,0.0,1.0,0.3888888888888889,0.0,0.3888888888888889,0.38889,-2,0,-2,1,1.0,0,0,0,?
134,James,Milner,MID,BHA,28,?,"Milner (MID, ?)",1.9,0.0,0.95,0.3694444444444444,0.0,0.3694444444444444,0.36944,-2,0,-2,1,0.95,0,0,0,?
145,Joël,Veltman,DEF,BHA,49,?,"Veltman (DEF, ?)",1.8,0.0,0.9,0.35000000000000003,0.35000000000000003,0.0,0.35,-2,-2,0,1,0.9,0,0,0,?
147,Adam,Webster,DEF,BHA,26,?,"Webster (DEF, ?)",1.7,0.0,0.85,0.33055555555555555,0.33055555555555555,0.0,0.33056,-2,-2,0,1,0.85,0,0,0,?
121,Julio,Enciso,MID,BHA,20,?,"Enciso (MID, ?)",1.7,0.0,0.85,0.33055555555555555,0.0,0.33055555555555555,0.33056,-2,0,-2,1,0.85,0,0,0,?
131,Tariq,Lamptey,DEF,BHA,31,?,"Lamptey (DEF, ?)",1.6,0.0,0.8,0.3111111111111111,0.3111111111111111,0.0,0.31111,-2,-2,0,1,0.8,0,0,0,?
119,Mahmoud,Dahoud,MID,BHA,14,?,"Dahoud (MID, ?)",1.6,0.0,0.8,0.3111111111111111,0.0,0.3111111111111111,0.31111,-2,0,-2,1,0.8,0,0,0,?
128,Igor Julio,dos Santos de Paulo,DEF,BHA,37,?,"Igor (DEF, ?)",1.5,0.0,0.75,0.2916666666666667,0.2916666666666667,0.0,0.29167,-2,-2,0,1,0.75,0,0,0,?
115,Carlos,Baleba,MID,BHA,34,?,"Baleba (MID, ?)",1.3,0.0,0.65,0.25277777777777777,0.0,0.25277777777777777,0.25278,-2,0,-2,1,0.65,0,0,0,?
137,Jakub,Moder,MID,BHA,21,?,"Moder (MID, ?)",1.2,0.0,0.6,0.23333333333333334,0.0,0.23333333333333334,0.23333,-2,0,-2,1,0.6,0,0,0,?
139,Odeluga,Offiah,DEF,BHA,4,?,"Offiah (DEF, ?)",1.0,0.0,0.5,0.19444444444444445,0.19444444444444445,0.0,0.19444,-2,-2,0,1,0.5,0,0,0,?
116,Valentín,Barco,DEF,BHA,5,?,"Barco (DEF, ?)",0.8,0.0,0.4,0.15555555555555556,0.15555555555555556,0.0,0.15556,-2,-2,0,1,0.4,0,0,0,?
114,Benicio,Baker-Boaitey,MID,BHA,4,?,"Baker-Boaitey (MID, ?)",0.8,0.0,0.4,0.15555555555555556,0.0,0.15555555555555556,0.15556,-2,0,-2,1,0.4,0,0,0,?
138,Mark,O’Mahony,FWD,BHA,2,?,"O’Mahony (FWD, ?)",0.7,0.0,0.35,0.1361111111111111,0.0,0.1361111111111111,0.13611,-2,0,-2,1,0.35,0,0,0,?
118,Amario,Cozier-Duberry,MID,BHA,0,?,"Cozier-Duberry (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
127,Ibrahim,Osman,MID,BHA,0,?,"I.Osman (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
130,Kacper,Kozłowski,MID,BHA,0,?,"Kozlowski (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
133,Adrian,Mazilu,MID,BHA,0,?,"Mazilu (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
135,Yankuba,Minteh,MID,BHA,0,?,"Minteh (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
140,Cameron,Peupion,MID,BHA,0,?,"Peupion (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
141,Jeremy,Sarmiento Morante,MID,BHA,0,?,"Sarmiento (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
143,Deniz,Undav,FWD,BHA,0,?,"Undav (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
149,Mats,Wieffer,MID,BHA,0,?,"Wieffer (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
84,Mark,Travers,GKP,BOU,19,?,"Travers (GKP, ?)",4.8,0.0,2.4,1.5999999999999999,1.5999999999999999,0.0,1.6,3,3,0,1,2.4,0,0,0,?
82,Dominic,Solanke-Mitchell,FWD,BOU,175,?,"Solanke (FWD, ?)",4.6,0.0,2.3,1.5333333333333332,0.0,1.5333333333333332,1.53333,3,0,3,1,2.3,0,0,0,?
73,Norberto,Murara Neto,GKP,BOU,110,?,"Neto (GKP, ?)",3.4,0.0,1.7,1.1333333333333333,1.1333333333333333,0.0,1.13333,3,3,0,1,1.7,0,0,0,?
79,Marcos,Senesi,DEF,BOU,102,?,"Senesi (DEF, ?)",3.3,0.0,1.65,1.0999999999999999,1.0999999999999999,0.0,1.1,3,3,0,1,1.65,0,0,0,?
78,Antoine,Semenyo,MID,BOU,107,?,"Semenyo (MID, ?)",3.2,0.0,1.6,1.0666666666666667,0.0,1.0666666666666667,1.06667,3,0,3,1,1.6,0,0,0,?
71,Justin,Kluivert,MID,BOU,100,?,"Kluivert (MID, ?)",3.1,0.0,1.55,1.0333333333333332,0.0,1.0333333333333332,1.03333,3,0,3,1,1.55,0,0,0,?
83,Marcus,Tavernier,MID,BOU,89,?,"Tavernier (MID, ?)",3.0,0.0,1.5,1.0,0.0,1.0,1.0,3,0,3,1,1.5,0,0,0,?
81,Adam,Smith,DEF,BOU,80,?,"Smith (DEF, ?)",2.9,0.0,1.45,0.9666666666666666,0.9666666666666666,0.0,0.96667,3,3,0,1,1.45,0,0,0,?
65,Enes,Ünal,FWD,BOU,40,?,"Enes Ünal (FWD, ?)",2.5,0.0,1.25,0.8333333333333333,0.0,0.8333333333333333,0.83333,3,0,3,1,1.25,0,0,0,?
63,Ryan,Christie,MID,BOU,90,?,"Christie (MID, ?)",2.4,0.0,1.2,0.7999999999999999,0.0,0.7999999999999999,0.8,3,0,3,1,1.2,0,0,0,?
85,Illia,Zabarnyi,DEF,BOU,84,?,"Zabarnyi (DEF, ?)",2.3,0.0,1.15,0.7666666666666666,0.7666666666666666,0.0,0.76667,3,3,0,1,1.15,0,0,0,?
64,Lewis,Cook,MID,BOU,77,?,"Cook (MID, ?)",2.3,0.0,1.15,0.7666666666666666,0.0,0.7666666666666666,0.76667,3,0,3,1,1.15,0,0,0,?
76,Philip,Billing,MID,BOU,60,?,"Philip (MID, ?)",2.1,0.0,1.05,0.7,0.0,0.7,0.7,3,0,3,1,1.05,0,0,0,?
70,Milos,Kerkez,DEF,BOU,59,?,"Kerkez (DEF, ?)",2.1,0.0,1.05,0.7,0.7,0.0,0.7,3,3,0,1,1.05,0,0,0,?
80,Luis,Sinisterra,MID,BOU,43,?,"Sinisterra (MID, ?)",2.1,0.0,1.05,0.7,0.0,0.7,0.7,3,0,3,1,1.05,0,0,0,?
74,Dango,Ouattara,MID,BOU,56,?,"O.Dango (MID, ?)",1.9,0.0,0.95,0.6333333333333333,0.0,0.6333333333333333,0.63333,3,0,3,1,0.95,0,0,0,?
77,Alex,Scott,MID,BOU,41,?,"Scott (MID, ?)",1.8,0.0,0.9,0.6,0.0,0.6,0.6,3,0,3,1,0.9,0,0,0,?
62,David,Brooks,MID,BOU,23,?,"Brooks (MID, ?)",1.8,0.0,0.9,0.6,0.0,0.6,0.6,3,0,3,1,0.9,0,0,0,?
60,Tyler,Adams,MID,BOU,5,?,"Adams (MID, ?)",1.7,0.0,0.85,0.5666666666666667,0.0,0.5666666666666667,0.56667,3,0,3,1,0.85,0,0,0,?
72,Chris,Mepham,DEF,BOU,16,?,"Mepham (DEF, ?)",1.6,0.0,0.8,0.5333333333333333,0.5333333333333333,0.0,0.53333,3,3,0,1,0.8,0,0,0,?
59,Max,Aarons,DEF,BOU,28,?,"Aarons (DEF, ?)",1.4,0.0,0.7,0.4666666666666666,0.4666666666666666,0.0,0.46667,3,3,0,1,0.7,0,0,0,?
68,James,Hill,DEF,BOU,5,?,"Hill (DEF, ?)",1.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.33333,3,3,0,1,0.5,0,0,0,?
61,Jaidon,Anthony,MID,BOU,3,?,"Anthony (MID, ?)",1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.33333,3,0,3,1,0.5,0,0,0,?
67,Hamed,Traorè,MID,BOU,3,?,"H.Traorè (MID, ?)",1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.33333,3,0,3,1,0.5,0,0,0,?
69,Daniel,Jebbison,FWD,BOU,1,?,"Jebbison (FWD, ?)",1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.33333,3,0,3,1,0.5,0,0,0,?
66,Romain,Faivre,MID,BOU,4,?,"Faivre (MID, ?)",0.8,0.0,0.4,0.26666666666666666,0.0,0.26666666666666666,0.26667,3,0,3,1,0.4,0,0,0,?
75,Alex,Paulsen,GKP,BOU,0,?,"Paulsen (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0.0,0,0,0,?
99,Bryan,Mbeumo,MID,BRE,127,?,"Mbeumo (MID, ?)",5.1,0.0,2.55,0.9916666666666666,0.0,0.9916666666666666,0.99167,-2,0,-2,1,2.55,0,0,0,?
110,Yoane,Wissa,FWD,BRE,131,?,"Wissa (FWD, ?)",3.9,0.0,1.95,0.7583333333333333,0.0,0.7583333333333333,0.75833,-2,0,-2,1,1.95,0,0,0,?
108,Ivan,Toney,FWD,BRE,57,?,"Toney (FWD, ?)",3.4,0.0,1.7,0.6611111111111111,0.0,0.6611111111111111,0.66111,-2,0,-2,1,1.7,0,0,0,?
91,Mark,Flekken,GKP,BRE,119,?,"Flekken (GKP, ?)",3.2,0.0,1.6,0.6222222222222222,0.6222222222222222,0.0,0.62222,-2,-2,0,1,1.6,0,0,0,?
95,Mathias,Jensen,MID,BRE,98,?,"Jensen (MID, ?)",3.1,0.0,1.55,0.6027777777777779,0.0,0.6027777777777779,0.60278,-2,0,-2,1,1.55,0,0,0,?
106,Kevin,Schade,MID,BRE,33,?,"Schade (MID, ?)",3.0,0.0,1.5,0.5833333333333334,0.0,0.5833333333333334,0.58333,-2,0,-2,1,1.5,0,0,0,?
104,Ethan,Pinnock,DEF,BRE,77,?,"Pinnock (DEF, ?)",2.7,0.0,1.35,0.525,0.525,0.0,0.525,-2,-2,0,1,1.35,0,0,0,?
88,Nathan,Collins,DEF,BRE,84,?,"Collins (DEF, ?)",2.6,0.0,1.3,0.5055555555555555,0.5055555555555555,0.0,0.50556,-2,-2,0,1,1.3,0,0,0,?
92,Rico,Henry,DEF,BRE,13,?,"Henry (DEF, ?)",2.6,0.0,1.3,0.5055555555555555,0.5055555555555555,0.0,0.50556,-2,-2,0,1,1.3,0,0,0,?
94,Vitaly,Janelt,MID,BRE,93,?,"Janelt (MID, ?)",2.4,0.0,1.2,0.4666666666666667,0.0,0.4666666666666667,0.46667,-2,0,-2,1,1.2,0,0,0,?
101,Christian,Nørgaard,MID,BRE,74,?,"Nørgaard (MID, ?)",2.4,0.0,1.2,0.4666666666666667,0.0,0.4666666666666667,0.46667,-2,0,-2,1,1.2,0,0,0,?
98,Keane,Lewis-Potter,MID,BRE,73,?,"Lewis-Potter (MID, ?)",2.4,0.0,1.2,0.4666666666666667,0.0,0.4666666666666667,0.46667,-2,0,-2,1,1.2,0,0,0,?
86,Kristoffer,Ajer,DEF,BRE,68,?,"Ajer (DEF, ?)",2.4,0.0,1.2,0.4666666666666667,0.4666666666666667,0.0,0.46667,-2,-2,0,1,1.2,0,0,0,?
100,Ben,Mee,DEF,BRE,39,?,"Mee (DEF, ?)",2.4,0.0,1.2,0.4666666666666667,0.4666666666666667,0.0,0.46667,-2,-2,0,1,1.2,0,0,0,?
105,Mads,Roerslev Rasmussen,DEF,BRE,75,?,"Roerslev (DEF, ?)",2.2,0.0,1.1,0.4277777777777778,0.4277777777777778,0.0,0.42778,-2,-2,0,1,1.1,0,0,0,?
112,Mathias,Jorgensen,DEF,BRE,29,?,"Zanka (DEF, ?)",2.1,0.0,1.05,0.4083333333333334,0.4083333333333334,0.0,0.40833,-2,-2,0,1,1.05,0,0,0,?
89,Mikkel,Damsgaard,MID,BRE,45,?,"Damsgaard (MID, ?)",2.0,0.0,1.0,0.3888888888888889,0.0,0.3888888888888889,0.38889,-2,0,-2,1,1.0,0,0,0,?
93,Aaron,Hickey,DEF,BRE,17,?,"Hickey (DEF, ?)",1.9,0.0,0.95,0.3694444444444444,0.3694444444444444,0.0,0.36944,-2,-2,0,1,0.95,0,0,0,?
102,Frank,Onyeka,MID,BRE,39,?,"Onyeka (MID, ?)",1.5,0.0,0.75,0.2916666666666667,0.0,0.2916666666666667,0.29167,-2,0,-2,1,0.75,0,0,0,?
111,Yehor,Yarmoliuk,MID,BRE,33,?,"Yarmoliuk (MID, ?)",1.2,0.0,0.6,0.23333333333333334,0.0,0.23333333333333334,0.23333,-2,0,-2,1,0.6,0,0,0,?
90,Josh,Dasilva,MID,BRE,3,?,"Dasilva (MID, ?)",1.0,0.0,0.5,0.19444444444444445,0.0,0.19444444444444445,0.19444,-2,0,-2,1,0.5,0,0,0,?
103,Myles,Peart-Harris,MID,BRE,3,?,"Peart-Harris (MID, ?)",1.0,0.0,0.5,0.19444444444444445,0.0,0.19444444444444445,0.19444,-2,0,-2,1,0.5,0,0,0,?
87,Ethan,Brierley,MID,BRE,0,?,"Brierley (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,-2,1,0.0,0,0,0,?
