id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw1Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
17,Bukayo,Saka,MID,ARS,226,?,"Saka (MID, ?)",6.5,0.0,3.25,2.888888888888889,0.0,2.888888888888889,2.88889,7,0,7,1,3.25,0,0,0,?
13,Martin,Ødegaard,MID,ARS,186,?,"Ødegaard (MID, ?)",5.3,0.0,2.65,2.355555555555555,0.0,2.355555555555555,2.35556,7,0,7,1,2.65,0,0,0,?
24,Benjamin,White,DEF,ARS,182,?,"White (DEF, ?)",4.9,0.0,2.45,2.177777777777778,2.177777777777778,0.0,2.17778,7,7,0,1,2.45,0,0,0,?
4,Kai,Havertz,FWD,ARS,180,?,"Havertz (FWD, ?)",4.9,0.0,2.45,2.177777777777778,0.0,2.177777777777778,2.17778,7,0,7,1,2.45,0,0,0,?
16,Declan,Rice,MID,ARS,165,?,"Rice (MID, ?)",4.3,0.0,2.15,1.911111111111111,0.0,1.911111111111111,1.91111,7,0,7,1,2.15,0,0,0,?
18,William,Saliba,DEF,ARS,164,?,"Saliba (DEF, ?)",4.3,0.0,2.15,1.911111111111111,1.911111111111111,0.0,1.91111,7,7,0,1,2.15,0,0,0,?
15,David,Raya Martin,GKP,ARS,135,?,"Raya (GKP, ?)",4.2,0.0,2.1,1.8666666666666667,1.8666666666666667,0.0,1.86667,7,7,0,1,2.1,0,0,0,?
3,Gabriel,dos Santos Magalhães,DEF,ARS,149,?,"Gabriel (DEF, ?)",4.1,0.0,2.05,1.822222222222222,1.822222222222222,0.0,1.82222,7,7,0,1,2.05,0,0,0,?
23,Leandro,Trossard,MID,ARS,138,?,"Trossard (MID, ?)",4.1,0.0,2.05,1.822222222222222,0.0,1.822222222222222,1.82222,7,0,7,1,2.05,0,0,0,?
25,Oleksandr,Zinchenko,DEF,ARS,104,?,"Zinchenko (DEF, ?)",3.9,0.0,1.95,1.7333333333333332,1.7333333333333332,0.0,1.73333,7,7,0,1,1.95,0,0,0,?
9,Gabriel,Martinelli Silva,MID,ARS,118,?,"Martinelli (MID, ?)",3.4,0.0,1.7,1.511111111111111,0.0,1.511111111111111,1.51111,7,0,7,1,1.7,0,0,0,?
8,Jakub,Kiwior,DEF,ARS,67,?,"Kiwior (DEF, ?)",3.4,0.0,1.7,1.511111111111111,1.511111111111111,0.0,1.51111,7,7,0,1,1.7,0,0,0,?
14,Aaron,Ramsdale,GKP,ARS,20,?,"Ramsdale (GKP, ?)",3.3,0.0,1.65,1.4666666666666666,1.4666666666666666,0.0,1.46667,7,7,0,1,1.65,0,0,0,?
22,Tomiyasu,Takehiro,DEF,ARS,70,?,"Tomiyasu (DEF, ?)",3.2,0.0,1.6,1.4222222222222223,1.4222222222222223,0.0,1.42222,7,7,0,1,1.6,0,0,0,?
2,Gabriel,Fernando de Jesus,FWD,ARS,85,?,"G.Jesus (FWD, ?)",3.1,0.0,1.55,1.3777777777777778,0.0,1.3777777777777778,1.37778,7,0,7,1,1.55,0,0,0,?
11,Eddie,Nketiah,FWD,ARS,71,?,"Nketiah (FWD, ?)",2.6,0.0,1.3,1.1555555555555554,0.0,1.1555555555555554,1.15556,7,0,7,1,1.3,0,0,0,?
1,Fábio,Ferreira Vieira,MID,ARS,24,?,"Fábio Vieira (MID, ?)",2.2,0.0,1.1,0.9777777777777779,0.0,0.9777777777777779,0.97778,7,0,7,1,1.1,0,0,0,?
19,Emile,Smith Rowe,MID,ARS,25,?,"Smith Rowe (MID, ?)",1.9,0.0,0.95,0.8444444444444443,0.0,0.8444444444444443,0.84444,7,0,7,1,0.95,0,0,0,?
7,Jorge Luiz,Frello Filho,MID,ARS,44,?,"Jorginho (MID, ?)",1.8,0.0,0.9,0.7999999999999999,0.0,0.7999999999999999,0.8,7,0,7,1,0.9,0,0,0,?
20,Thomas,Partey,MID,ARS,24,?,"Thomas (MID, ?)",1.7,0.0,0.85,0.7555555555555555,0.0,0.7555555555555555,0.75556,7,0,7,1,0.85,0,0,0,?
10,Reiss,Nelson,MID,ARS,16,?,"Nelson (MID, ?)",1.1,0.0,0.55,0.48888888888888893,0.0,0.48888888888888893,0.48889,7,0,7,1,0.55,0,0,0,?
12,Ethan,Nwaneri,MID,ARS,1,?,"Nwaneri (MID, ?)",1.0,0.0,0.5,0.4444444444444444,0.0,0.4444444444444444,0.44444,7,0,7,1,0.5,0,0,0,?
5,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,1,0.0,0,0,0,?
6,Jurriën,Timber,DEF,ARS,0,?,"J.Timber (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,1,0.0,0,0,0,?
21,Kieran,Tierney,DEF,ARS,0,?,"Tierney (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,1,0.0,0,0,0,?
58,Ollie,Watkins,FWD,AVL,228,?,"Watkins (FWD, ?)",6.2,0.0,3.1,1.55,0.0,1.55,1.55,0,0,0,1,3.1,0,0,0,?
28,Leon,Bailey,MID,AVL,148,?,"Bailey (MID, ?)",4.2,0.0,2.1,1.05,0.0,1.05,1.05,0,0,0,1,2.1,0,0,0,?
34,Moussa,Diaby,MID,AVL,142,?,"Diaby (MID, ?)",3.7,0.0,1.85,0.925,0.0,0.925,0.925,0,0,0,1,1.85,0,0,0,?
48,John,McGinn,MID,AVL,119,?,"McGinn (MID, ?)",3.4,0.0,1.7,0.85,0.0,0.85,0.85,0,0,0,1,1.7,0,0,0,?
47,Emiliano,Martínez Romero,GKP,AVL,115,?,"Martinez (GKP, ?)",3.4,0.0,1.7,0.85,0.85,0.0,0.85,0,0,0,1,1.7,0,0,0,?
51,Robin,Olsen,GKP,AVL,17,?,"Olsen (GKP, ?)",3.4,0.0,1.7,0.85,0.85,0.0,0.85,0,0,0,1,1.7,0,0,0,?
29,Ross,Barkley,MID,AVL,101,?,"Barkley (MID, ?)",3.2,0.0,1.6,0.8,0.0,0.8,0.8,0,0,0,1,1.6,0,0,0,?
54,Morgan,Rogers,MID,AVL,35,?,"Rogers (MID, ?)",3.2,0.0,1.6,0.8,0.0,0.8,0.8,0,0,0,1,1.6,0,0,0,?
52,Pau,Torres,DEF,AVL,85,?,"Pau (DEF, ?)",2.9,0.0,1.45,0.725,0.725,0.0,0.725,0,0,0,1,1.45,0,0,0,?
27,Cameron,Archer,FWD,AVL,82,?,"Archer (FWD, ?)",2.7,0.0,1.35,0.675,0.0,0.675,0.675,0,0,0,1,1.35,0,0,0,?
44,Ezri,Konsa Ngoyo,DEF,AVL,91,?,"Konsa (DEF, ?)",2.6,0.0,1.3,0.65,0.65,0.0,0.65,0,0,0,1,1.3,0,0,0,?
36,Lucas,Digne,DEF,AVL,85,?,"Digne (DEF, ?)",2.6,0.0,1.3,0.65,0.65,0.0,0.65,0,0,0,1,1.3,0,0,0,?
33,Leander,Dendoncker,MID,AVL,20,?,"Dendoncker (MID, ?)",2.5,0.0,1.25,0.625,0.0,0.625,0.625,0,0,0,1,1.25,0,0,0,?
57,Youri,Tielemans,MID,AVL,77,?,"Tielemans (MID, ?)",2.4,0.0,1.2,0.6,0.0,0.6,0.6,0,0,0,1,1.2,0,0,0,?
26,Álex,Moreno Lopera,DEF,AVL,49,?,"Alex Moreno (DEF, ?)",2.3,0.0,1.15,0.575,0.575,0.0,0.575,0,0,0,1,1.15,0,0,0,?
32,Matty,Cash,DEF,AVL,64,?,"Cash (DEF, ?)",2.2,0.0,1.1,0.55,0.55,0.0,0.55,0,0,0,1,1.1,0,0,0,?
38,Jhon,Durán,FWD,AVL,50,?,"Duran (FWD, ?)",2.2,0.0,1.1,0.55,0.0,0.55,0.55,0,0,0,1,1.1,0,0,0,?
35,Diego Carlos,Santos Silva,DEF,AVL,55,?,"Diego Carlos (DEF, ?)",2.0,0.0,1.0,0.5,0.5,0.0,0.5,0,0,0,1,1.0,0,0,0,?
42,Boubacar,Kamara,MID,AVL,40,?,"Kamara (MID, ?)",2.0,0.0,1.0,0.5,0.0,0.5,0.5,0,0,0,1,1.0,0,0,0,?
53,Jacob,Ramsey,MID,AVL,29,?,"Ramsey (MID, ?)",1.8,0.0,0.9,0.45,0.0,0.45,0.45,0,0,0,1,0.9,0,0,0,?
37,Lewis,Dobbin,MID,AVL,18,?,"Dobbin (MID, ?)",1.5,0.0,0.75,0.375,0.0,0.375,0.375,0,0,0,1,0.75,0,0,0,?
43,Kaine,Kesler-Hayden,DEF,AVL,3,?,"Kesler-Hayden (DEF, ?)",1.0,0.0,0.5,0.25,0.25,0.0,0.25,0,0,0,1,0.5,0,0,0,?
45,Ian,Maatsen,DEF,AVL,11,?,"Maatsen (DEF, ?)",0.9,0.0,0.45,0.225,0.225,0.0,0.225,0,0,0,1,0.45,0,0,0,?
30,Enzo,Barrenechea,MID,AVL,0,?,"Barrenechea (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
31,Emiliano,Buendía Stati,MID,AVL,0,?,"Buendia (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
39,Joe,Gauci,GKP,AVL,0,?,"Gauci (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
40,Kortney,Hause,DEF,AVL,0,?,"Hause (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
41,Samuel,Iling-Junior,MID,AVL,0,?,"Iling Jr (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
46,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
49,Tyrone,Mings,DEF,AVL,0,?,"Mings (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
50,Kosta,Nedeljković,DEF,AVL,0,?,"Nedeljkovic (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
55,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
56,Lino,da Cruz Sousa,DEF,AVL,0,?,"Sousa (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,?
132,Solly,March,MID,BHA,39,?,"March (MID, ?)",5.6,0.0,2.8,1.0888888888888888,0.0,1.0888888888888888,1.08889,-2,0,-2,1,2.8,0,0,0,?
125,Pascal,Groß,MID,BHA,153,?,"Gross (MID, ?)",4.2,0.0,2.1,0.8166666666666668,0.0,0.8166666666666668,0.81667,-2,0,-2,1,2.1,0,0,0,?
136,Mitoma,Kaoru,MID,BHA,74,?,"Mitoma (MID, ?)",3.9,0.0,1.95,0.7583333333333333,0.0,0.7583333333333333,0.75833,-2,0,-2,1,1.95,0,0,0,?
126,Jack,Hinshelwood,MID,BHA,42,?,"Hinshelwood (MID, ?)",3.5,0.0,1.75,0.6805555555555556,0.0,0.6805555555555556,0.68056,-2,0,-2,1,1.75,0,0,0,?
129,João Pedro,Junqueira de Jesus,FWD,BHA,104,?,"João Pedro (FWD, ?)",3.4,0.0,1.7,0.6611111111111111,0.0,0.6611111111111111,0.66111,-2,0,-2,1,1.7,0,0,0,?
146,Bart,Verbruggen,GKP,BHA,68,?,"Verbruggen (GKP, ?)",3.2,0.0,1.6,0.6222222222222222,0.6222222222222222,0.0,0.62222,-2,-2,0,1,1.6,0,0,0,?
113,Simon,Adingra,MID,BHA,97,?,"Adingra (MID, ?)",3.1,0.0,1.55,0.6027777777777779,0.0,0.6027777777777779,0.60278,-2,0,-2,1,1.55,0,0,0,?
122,Pervis,Estupiñán,DEF,BHA,57,?,"Estupiñan (DEF, ?)",3.0,0.0,1.5,0.5833333333333334,0.5833333333333334,0.0,0.58333,-2,-2,0,1,1.5,0,0,0,?
120,Lewis,Dunk,DEF,BHA,89,?,"Dunk (DEF, ?)",2.7,0.0,1.35,0.525,0.525,0.0,0.525,-2,-2,0,1,1.35,0,0,0,?
148,Danny,Welbeck,FWD,BHA,79,?,"Welbeck (FWD, ?)",2.7,0.0,1.35,0.525,0.0,0.525,0.525,-2,0,-2,1,1.35,0,0,0,?
123,Evan,Ferguson,FWD,BHA,69,?,"Ferguson (FWD, ?)",2.6,0.0,1.3,0.5055555555555555,0.0,0.5055555555555555,0.50556,-2,0,-2,1,1.3,0,0,0,?
142,Jason,Steele,GKP,BHA,42,?,"Steele (GKP, ?)",2.5,0.0,1.25,0.4861111111111111,0.4861111111111111,0.0,0.48611,-2,-2,0,1,1.25,0,0,0,?
144,Jan Paul,van Hecke,DEF,BHA,61,?,"Van Hecke (DEF, ?)",2.2,0.0,1.1,0.4277777777777778,0.4277777777777778,0.0,0.42778,-2,-2,0,1,1.1,0,0,0,?
117,Facundo,Buonanotte,MID,BHA,57,?,"Buonanotte (MID, ?)",2.1,0.0,1.05,0.4083333333333334,0.0,0.4083333333333334,0.40833,-2,0,-2,1,1.05,0,0,0,?
