id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw4Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend,(tot_aPts)-(^avgAdv*xPts)
233,Amadou,Onana,MID,AVL,20,?,"Onana (MID, ?)",6.7,6.7,6.7,4.838888888888889,0.0,5.211111111111111,5.025,4,0,5,1,6.7,1,1,0.14925,3↓,-4.025
38,Jhon,Durán,FWD,AVL,14,?,"Duran (FWD, ?)",4.7,4.7,4.7,3.3944444444444444,0.0,3.655555555555556,3.525,4,0,5,1,4.7,6,6,1.2766,2↑,2.475
36,Lucas,Digne,DEF,AVL,11,?,"Digne (DEF, ?)",3.7,3.7,3.7,2.6722222222222225,2.466666666666667,0.0,2.56944,4,3,0,1,3.7,4,4,1.08108,1↑,1.4305599999999998
57,Youri,Tielemans,MID,AVL,10,?,"Tielemans (MID, ?)",3.3,3.3,3.3,2.3833333333333333,0.0,2.5666666666666664,2.475,4,0,5,1,3.3,2,2,0.60606,~,-0.4750000000000001
58,Ollie,Watkins,FWD,AVL,9,?,"Watkins (FWD, ?)",3.0,3.0,3.0,2.1666666666666665,0.0,2.333333333333333,2.25,4,0,5,1,3.0,13,13,4.33333,5↑,10.75
53,Jacob,Ramsey,MID,AVL,7,?,"Ramsey (MID, ?)",2.3,2.3,2.3,1.661111111111111,0.0,1.7888888888888888,1.725,4,0,5,1,2.3,2,2,0.86957,~,0.2749999999999999
47,Emiliano,Martínez Romero,GKP,AVL,6,?,"Martinez (GKP, ?)",2.0,2.0,2.0,1.4444444444444444,1.3333333333333333,0.0,1.38889,4,3,0,1,2.0,0,0,0.0,1↓,-1.38889
48,John,McGinn,MID,AVL,6,?,"McGinn (MID, ?)",2.0,2.0,2.0,1.4444444444444444,0.0,1.5555555555555556,1.5,4,0,5,1,2.0,2,2,1.0,~,0.5
54,Morgan,Rogers,MID,AVL,6,?,"Rogers (MID, ?)",2.0,2.0,2.0,1.4444444444444444,0.0,1.5555555555555556,1.5,4,0,5,1,2.0,2,2,1.0,~,0.5
44,Ezri,Konsa Ngoyo,DEF,AVL,5,?,"Konsa (DEF, ?)",1.7,1.7,1.7,1.2277777777777776,1.1333333333333333,0.0,1.18056,4,3,0,1,1.7,1,1,0.58824,~,-0.18056000000000005
52,Pau,Torres,DEF,AVL,5,?,"Pau (DEF, ?)",1.7,1.7,1.7,1.2277777777777776,1.1333333333333333,0.0,1.18056,4,3,0,1,1.7,1,1,0.58824,~,-0.18056000000000005
28,Leon,Bailey,MID,AVL,4,?,"Bailey (MID, ?)",1.3,1.3,1.3,0.9388888888888888,0.0,1.011111111111111,0.975,4,0,5,1,1.3,0,0,0.0,~,-0.975
32,Matty,Cash,DEF,AVL,3,?,"Cash (DEF, ?)",1.5,1.0,1.25,0.9027777777777778,0.8333333333333333,0.0,0.86806,4,3,0,1,1.25,0,0,0.0,~,-0.86806
45,Ian,Maatsen,DEF,AVL,3,?,"Maatsen (DEF, ?)",1.0,1.0,1.0,0.7222222222222222,0.6666666666666666,0.0,0.69444,4,3,0,1,1.0,1,1,1.0,~,0.30556000000000005
50,Kosta,Nedeljković,DEF,AVL,3,?,"Nedeljkovic (DEF, ?)",1.0,1.0,1.0,0.7222222222222222,0.6666666666666666,0.0,0.69444,4,3,0,1,1.0,0,0,0.0,~,-0.69444
29,Ross,Barkley,MID,AVL,2,?,"Barkley (MID, ?)",1.0,0.7,0.85,0.6138888888888888,0.0,0.6611111111111111,0.6375,4,0,5,1,0.85,4,4,4.70588,3↑,3.3625
598,Lamare,Bogarde,DEF,AVL,1,?,"Bogarde (DEF, ?)",1.0,0.3,0.65,0.4694444444444444,0.4333333333333333,0.0,0.45139,4,3,0,1,0.65,1,1,1.53846,~,0.54861
30,Enzo,Barrenechea,MID,AVL,0,?,"Barrenechea (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
31,Emiliano,Buendía Stati,MID,AVL,0,?,"Buendia (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,1,1,inf,~,1.0
33,Leander,Dendoncker,MID,AVL,0,?,"Dendoncker (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
34,Moussa,Diaby,MID,AVL,0,?,"Diaby (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
35,Diego Carlos,Santos Silva,DEF,AVL,0,?,"Diego Carlos (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
37,Lewis,Dobbin,MID,AVL,0,?,"Dobbin (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
39,Joe,Gauci,GKP,AVL,0,?,"Gauci (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
40,Kortney,Hause,DEF,AVL,0,?,"Hause (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
41,Samuel,Iling-Junior,MID,AVL,0,?,"Iling Jr (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
42,Boubacar,Kamara,MID,AVL,0,?,"Kamara (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,0,0,,~,0.0
43,Kaine,Kesler-Hayden,DEF,AVL,0,?,"Kesler-Hayden (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
46,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
49,Tyrone,Mings,DEF,AVL,0,?,"Mings (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
51,Robin,Olsen,GKP,AVL,0,?,"Olsen (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
55,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
56,Lino,da Cruz Sousa,DEF,AVL,0,?,"Sousa (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
569,Jaden,Philogene,MID,AVL,0,?,"Jaden (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,1,0.0,1,1,inf,~,1.0
640,Sil,Swinkels,DEF,AVL,0,?,"Swinkels (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
641,Oliwier,Zych,GKP,AVL,0,?,"Zych (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0.0,0,0,,~,0.0
148,Danny,Welbeck,FWD,BHA,23,?,"Welbeck (FWD, ?)",7.7,7.7,7.7,6.416666666666667,0.0,6.844444444444444,6.63056,6,0,7,1,7.7,2,2,0.25974,4↓,-4.63056
129,João Pedro,Junqueira de Jesus,FWD,BHA,18,?,"João Pedro (FWD, ?)",6.0,6.0,6.0,5.0,0.0,5.333333333333333,5.16667,6,0,7,1,6.0,0,0,0.0,4↓,-5.16667
136,Mitoma,Kaoru,MID,BHA,16,?,"Mitoma (MID, ?)",5.3,5.3,5.3,4.416666666666667,0.0,4.71111111111111,4.56389,6,0,7,1,5.3,3,3,0.56604,1↓,-1.5638899999999998
145,Joël,Veltman,DEF,BHA,12,?,"Veltman (DEF, ?)",4.0,4.0,4.0,3.333333333333333,3.333333333333333,0.0,3.33333,6,6,0,1,4.0,7,7,1.75,3↑,3.66667
113,Simon,Adingra,MID,BHA,11,?,"Adingra (MID, ?)",3.7,3.7,3.7,3.083333333333333,0.0,3.2888888888888888,3.18611,6,0,7,1,3.7,1,1,0.27027,2↓,-2.18611
120,Lewis,Dunk,DEF,BHA,10,?,"Dunk (DEF, ?)",3.3,3.3,3.3,2.75,2.75,0.0,2.75,6,6,0,1,3.3,6,6,1.81818,3↑,3.25
135,Yankuba,Minteh,MID,BHA,10,?,"Minteh (MID, ?)",3.3,3.3,3.3,2.75,0.0,2.933333333333333,2.84167,6,0,7,1,3.3,2,2,0.60606,~,-0.8416700000000001
142,Jason,Steele,GKP,BHA,9,?,"Steele (GKP, ?)",4.5,3.0,3.75,3.125,3.125,0.0,3.125,6,6,0,1,3.75,0,0,0.0,3↓,-3.125
144,Jan Paul,van Hecke,DEF,BHA,9,?,"Van Hecke (DEF, ?)",3.0,3.0,3.0,2.5,2.5,0.0,2.5,6,6,0,1,3.0,6,6,2.0,3↑,3.5
126,Jack,Hinshelwood,MID,BHA,7,?,"Hinshelwood (MID, ?)",2.3,2.3,2.3,1.9166666666666663,0.0,2.0444444444444443,1.98056,6,0,7,1,2.3,2,2,0.86957,~,0.019439999999999902
149,Mats,Wieffer,MID,BHA,6,?,"Wieffer (MID, ?)",6.0,2.0,4.0,3.333333333333333,0.0,3.555555555555556,3.44444,6,0,7,1,4.0,0,0,0.0,3↓,-3.44444
134,James,Milner,MID,BHA,5,?,"Milner (MID, ?)",1.7,1.7,1.7,1.4166666666666667,0.0,1.511111111111111,1.46389,6,0,7,1,1.7,0,0,0.0,1↓,-1.46389
146,Bart,Verbruggen,GKP,BHA,4,?,"Verbruggen (GKP, ?)",4.0,1.3,2.65,2.208333333333333,2.208333333333333,0.0,2.20833,6,6,0,1,2.65,5,5,1.88679,3↑,2.79167
600,Yasin,Ayari,MID,BHA,4,?,"Ayari (MID, ?)",1.3,1.3,1.3,1.0833333333333337,0.0,1.1555555555555554,1.11944,6,0,7,1,1.3,3,3,2.30769,2↑,1.88056
115,Carlos,Baleba,MID,BHA,3,?,"Baleba (MID, ?)",1.5,1.0,1.25,1.0416666666666667,0.0,1.1111111111111112,1.07639,6,0,7,1,1.25,3,3,2.4,2↑,1.92361
124,Billy,Gilmour,MID,BHA,3,?,"Gilmour (MID, ?)",1.5,1.0,1.25,1.0416666666666667,0.0,1.1111111111111112,1.07639,6,0,7,1,1.25,0,0,0.0,1↓,-1.07639
618,Georginio,Rutter,MID,BHA,2,?,"Georginio (MID, ?)",1.0,1.0,1.0,0.8333333333333334,0.0,0.8888888888888888,0.86111,6,0,7,1,1.0,3,3,3.0,2↑,2.13889
121,Julio,Enciso,MID,BHA,2,?,"Enciso (MID, ?)",1.0,0.7,0.85,0.7083333333333334,0.0,0.7555555555555555,0.73194,6,0,7,1,0.85,1,1,1.17647,~,0.26805999999999996
122,Pervis,Estupiñán,DEF,BHA,1,?,"Estupiñan (DEF, ?)",1.0,0.3,0.65,0.5416666666666667,0.5416666666666667,0.0,0.54167,6,6,0,1,0.65,0,0,0.0,~,-0.54167
141,Jeremy,Sarmiento Morante,MID,BHA,1,?,"Sarmiento (MID, ?)",1.0,0.3,0.65,0.5416666666666667,0.0,0.5777777777777777,0.55972,6,0,7,1,0.65,0,0,0.0,~,-0.55972
147,Adam,Webster,DEF,BHA,1,?,"Webster (DEF, ?)",1.0,0.3,0.65,0.5416666666666667,0.5416666666666667,0.0,0.54167,6,6,0,1,0.65,0,0,0.0,~,-0.54167
114,Benicio,Baker-Boaitey,MID,BHA,0,?,"Baker-Boaitey (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
116,Valentín,Barco,DEF,BHA,0,?,"Barco (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0,0,,~,0.0
118,Amario,Cozier-Duberry,MID,BHA,0,?,"Cozier-Duberry (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
119,Mahmoud,Dahoud,MID,BHA,0,?,"Dahoud (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
123,Evan,Ferguson,FWD,BHA,0,?,"Ferguson (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,1,1,inf,~,1.0
125,Pascal,Groß,MID,BHA,0,?,"Gross (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
127,Ibrahim,Osman,MID,BHA,0,?,"I.Osman (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
128,Igor Julio,dos Santos de Paulo,DEF,BHA,0,?,"Igor (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0,0,,~,0.0
130,Kacper,Kozłowski,MID,BHA,0,?,"Kozlowski (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
131,Tariq,Lamptey,DEF,BHA,0,?,"Lamptey (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0,0,,~,0.0
132,Solly,March,MID,BHA,0,?,"March (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
133,Adrian,Mazilu,MID,BHA,0,?,"Mazilu (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
137,Jakub,Moder,MID,BHA,0,?,"Moder (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
138,Mark,O’Mahony,FWD,BHA,0,?,"O’Mahony (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
139,Odeluga,Offiah,DEF,BHA,0,?,"Offiah (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0,0,,~,0.0
140,Cameron,Peupion,MID,BHA,0,?,"Peupion (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
143,Deniz,Undav,FWD,BHA,0,?,"Undav (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
595,Brajan,Gruda,MID,BHA,0,?,"Gruda (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
601,Andrew,Moran,MID,BHA,0,?,"Moran (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
615,Carl,Rushworth,GKP,BHA,0,?,"Rushworth (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0,0,,~,0.0
628,Ferdi,Kadioglu,DEF,BHA,0,?,"F.Kadıoğlu (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,1,1,inf,~,1.0
629,Matt,O'Riley,MID,BHA,0,?,"O'Riley (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,1,0.0,0,0,,~,0.0
78,Antoine,Semenyo,MID,BOU,19,?,"Semenyo (MID, ?)",6.3,6.3,6.3,2.8,0.0,4.9,3.85,-1,0,5,1,6.3,1,1,0.15873,3↓,-2.85
80,Luis,Sinisterra,MID,BOU,14,?,"Sinisterra (MID, ?)",4.7,4.7,4.7,2.088888888888889,0.0,3.655555555555556,2.87222,-1,0,5,1,4.7,1,1,0.21277,2↓,-1.87222
83,Marcus,Tavernier,MID,BOU,13,?,"Tavernier (MID, ?)",4.3,4.3,4.3,1.911111111111111,0.0,3.344444444444445,2.62778,-1,0,5,1,4.3,3,3,0.69767,~,0.37222
64,Lewis,Cook,MID,BOU,10,?,"Cook (MID, ?)",3.3,3.3,3.3,1.4666666666666666,0.0,2.5666666666666664,2.01667,-1,0,5,1,3.3,1,1,0.30303,1↓,-1.01667
71,Justin,Kluivert,MID,BOU,8,?,"Kluivert (MID, ?)",2.7,2.7,2.7,1.2,0.0,2.1,1.65,-1,0,5,1,2.7,2,2,0.74074,~,0.3500000000000001
74,Dango,Ouattara,MID,BOU,7,?,"O.Dango (MID, ?)",2.3,2.3,2.3,1.022222222222222,0.0,1.7888888888888888,1.40556,-1,0,5,1,2.3,0,0,0.0,1↓,-1.40556
617,Francisco Evanilson,de Lima Barbosa,FWD,BOU,4,?,"Evanilson (FWD, ?)",2.0,2.0,2.0,0.8888888888888888,0.0,1.5555555555555556,1.22222,-1,0,5,1,2.0,0,0,0.0,1↓,-1.22222
63,Ryan,Christie,MID,BOU,5,?,"Christie (MID, ?)",1.7,1.7,1.7,0.7555555555555555,0.0,1.3222222222222222,1.03889,-1,0,5,1,1.7,2,2,1.17647,~,0.9611099999999999
85,Illia,Zabarnyi,DEF,BOU,5,?,"Zabarnyi (DEF, ?)",1.7,1.7,1.7,0.7555555555555555,0.3777777777777777,0.0,0.56667,-1,-5,0,1,1.7,2,2,1.17647,1↑,1.43333
70,Milos,Kerkez,DEF,BOU,4,?,"Kerkez (DEF, ?)",1.3,1.3,1.3,0.5777777777777777,0.2888888888888888,0.0,0.43333,-1,-5,0,1,1.3,2,2,1.53846,1↑,1.56667
77,Alex,Scott,MID,BOU,4,?,"Scott (MID, ?)",1.3,1.3,1.3,0.5777777777777777,0.0,1.011111111111111,0.79444,-1,0,5,1,1.3,1,1,0.76923,~,0.20555999999999996
81,Adam,Smith,DEF,BOU,4,?,"Smith (DEF, ?)",1.3,1.3,1.3,0.5777777777777777,0.2888888888888888,0.0,0.43333,-1,-5,0,1,1.3,5,5,3.84615,4↑,4.56667
592,Julián,Araujo Zúñiga,DEF,BOU,4,?,"J.Araujo (DEF, ?)",1.3,1.3,1.3,0.5777777777777777,0.2888888888888888,0.0,0.43333,-1,-5,0,1,1.3,1,1,0.76923,~,0.56667
152,Kepa,Arrizabalaga,GKP,BOU,3,?,"Arrizabalaga (GKP, ?)",3.0,1.0,2.0,0.8888888888888888,0.4444444444444444,0.0,0.66667,-1,-5,0,1,2.0,0,0,0.0,~,-0.66667
580,Dean,Huijsen,DEF,BOU,3,?,"Huijsen (DEF, ?)",1.5,1.0,1.25,0.5555555555555556,0.2777777777777778,0.0,0.41667,-1,-5,0,1,1.25,0,0,0.0,~,-0.41667
69,Daniel,Jebbison,FWD,BOU,2,?,"Jebbison (FWD, ?)",1.0,0.7,0.85,0.3777777777777777,0.0,0.6611111111111111,0.51944,-1,0,5,1,0.85,0,0,0.0,~,-0.51944
79,Marcos,Senesi,DEF,BOU,2,?,"Senesi (DEF, ?)",1.0,0.7,0.85,0.3777777777777777,0.1888888888888888,0.0,0.28333,-1,-5,0,1,0.85,1,1,1.17647,~,0.7166699999999999
76,Philip,Billing,MID,BOU,1,?,"Philip (MID, ?)",1.0,0.3,0.65,0.2888888888888888,0.0,0.5055555555555555,0.39722,-1,0,5,1,0.65,1,1,1.53846,~,0.60278
59,Max,Aarons,DEF,BOU,0,?,"Aarons (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,0,0,,~,0.0
60,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,0,0,,~,0.0
61,Jaidon,Anthony,MID,BOU,0,?,"Anthony (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,0,0,,~,0.0
62,David,Brooks,MID,BOU,0,?,"Brooks (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,0,0,,~,0.0
65,Enes,Ünal,FWD,BOU,0,?,"Enes Ünal (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,1,1,inf,~,1.0
66,Romain,Faivre,MID,BOU,0,?,"Faivre (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,0,0,,~,0.0
67,Hamed,Traorè,MID,BOU,0,?,"H.Traorè (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,5,1,0.0,0,0,,~,0.0
68,James,Hill,DEF,BOU,0,?,"Hill (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,0,0,,~,0.0
72,Chris,Mepham,DEF,BOU,0,?,"Mepham (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,0,0,,~,0.0
75,Alex,Paulsen,GKP,BOU,0,?,"Paulsen (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,0,0,,~,0.0
84,Mark,Travers,GKP,BOU,0,?,"Travers (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,2,2,inf,2↑,2.0
599,Will,Dennis,GKP,BOU,0,?,"Dennis (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5,0,1,0.0,0,0,,~,0.0
99,Bryan,Mbeumo,MID,BRE,24,?,"Mbeumo (MID, ?)",8.0,8.0,8.0,3.111111111111111,0.0,3.555555555555556,3.33333,-2,0,-1,1,8.0,2,2,0.25,1↓,-1.3333300000000001
