def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
4,2,MCI,24.618033988749893,20.090169943749473,0.7272727272727273,1.0,1.1425058859237303,0.539815226683859,25
1,1,ARS,28.033985035681305,34.09016994374947,0.45454545454545453,0.0,1.6876206180507887,2.156270049210494,24
2,1,CRY,33.38921369602328,31.257354213751995,0.8181818181818182,1.0,1.5609847282816065,1.1048151163095505,22
3,2,CHE,27.145898033750314,28.87538820250189,1.0,1.0,0.957375253328488,0.9843003561972664,13
6,3,AVL,25.902125553410016,26.54915028125263,0.9090909090909091,1.0,0.9947899525055386,0.8666051398386999,12
9,5,BHA,14.52786404500042,16.58359213500126,1.3636363636363635,1.0,-0.25780203124160395,0.36240111521092644,11
7,4,BOU,18.655642866817786,13.326237921249264,1.6363636363636365,1.0,-0.34603464944272716,0.19759638675282756,10
5,3,SUN,20.940648067612567,16.47213595499958,0.9090909090909091,1.0,0.6943006241047095,0.356762027695852,6
10,5,TOT,23.28817222511404,12.0,0.9090909090909091,1.0,0.8364772155544391,0.1304958302455827,4
8,4,NEW,17.86226328715753,12.090169943749475,1.2727272727272727,1.0,0.05688728021678771,0.13505794788092446,3
13,7,MUN,17.078841598522374,16.0,1.6363636363636365,2.0,-0.4415328060878908,-0.5752551149825397,3
11,6,EVE,17.056184908068172,12.0,1.1818181818181819,1.0,0.12081069719056127,0.1304958302455827,-4
12,6,FUL,13.831445275795483,10.618033988749895,1.4545454545454546,1.0,-0.41272341410265656,0.0605757299846203,-6
15,8,LIV,18.220658971818768,14.437694101250946,1.5454545454545454,2.0,-0.25963608618488415,-0.6542994505103659,-7
18,9,BUR,13.865430311476786,10.0,2.0,2.0,-1.087123960801868,-0.8788230740828307,-15
20,10,WOL,11.21749194749951,12.70820393249937,2.272727272727273,3.0,-1.5857244003707356,-1.6499320019380328,-17
16,8,WHU,13.26959619511376,12.909830056250525,2.090909090909091,2.0,-1.2359534859694323,-0.7316012121642073,-18
14,7,BRE,14.779341028181232,13.0,1.5454545454545454,2.0,-0.4680577349124275,-0.7270390945326852,-19
17,9,LEE,13.670595054431477,9.47213595499958,1.8181818181818181,2.0,-0.8734377801629862,-0.9055301758891701,-23
19,10,NFO,10.198459099431897,9.52786404500042,1.8181818181818181,2.0,-1.0837259058732571,-0.9027106321316327,-24
