team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
MCI,23.75,1,2,"Haaland (FWD, ?) ==> (9.0, 54.77778)","O’Reilly (DEF, ?) ==> (5.0, 20.63289)","Donnarumma (GKP, ?) ==> (2.0, 17.33333)"
ARS,23.5,1,2,"Gabriel (DEF, ?) ==> (9.0, 43.0)","J.Timber (DEF, ?) ==> (6.0, 40.66667)","Rice (MID, ?) ==> (6.0, 22.66667)"
CHE,16.75,1,2,"Caicedo (MID, ?) ==> (4.0, 13.77778)","Chalobah (DEF, ?) ==> (6.0, 13.66667)","Sánchez (GKP, ?) ==> (3.0, 12.83333)"
BHA,14.75,3,0,"Minteh (MID, ?) ==> (4.0, 14.11111)","Wieffer (MID, ?) ==> (3.0, 13.41067)","Ayari (MID, ?) ==> (2.0, 12.05556)"
LIV,14.5,3,0,"M.Salah (MID, ?) ==> (5.0, 16.66667)","Gravenberch (MID, ?) ==> (2.0, 14.44444)","Wirtz (MID, ?) ==> (2.0, 10.96956)"
MUN,14.0,2,1,"B.Fernandes (MID, ?) ==> (4.0, 13.44444)","Amad (MID, ?) ==> (3.0, 13.44444)","Shaw (DEF, ?) ==> (2.0, 8.88889)"
AVL,6.5,0,3,"Digne (DEF, ?) ==> (5.0, 13.58011)","Martinez (GKP, ?) ==> (2.0, 12.22222)","Cash (DEF, ?) ==> (2.0, 10.27778)"
BOU,4.75,2,1,"Petrović (GKP, ?) ==> (3.0, 14.66667)","Semenyo (MID, ?) ==> (5.0, 11.66667)","Adams (MID, ?) ==> (3.0, 10.55556)"
TOT,3.0,3,0,"J.Palhinha (MID, ?) ==> (4.0, 12.16667)","Kudus (MID, ?) ==> (3.0, 10.72222)","P.M.Sarr (MID, ?) ==> (3.0, 9.7706)"
CRY,2.75,0,3,"Henderson (GKP, ?) ==> (3.0, 13.27778)","Mitchell (DEF, ?) ==> (6.0, 11.16667)","Muñoz (DEF, ?) ==> (5.0, 11.16667)"
SUN,1.75,0,3,"Roefs (GKP, ?) ==> (4.0, 16.16667)","Mukiele (DEF, ?) ==> (4.0, 8.83333)","Hume (DEF, ?) ==> (2.0, 8.16667)"
NEW,0.0,1,2,"Pope (GKP, ?) ==> (4.0, 12.94444)","Trippier (DEF, ?) ==> (1.0, 10.22222)","Bruno G. (MID, ?) ==> (3.0, 9.77778)"
BRE,-4.25,3,0,"Thiago (FWD, ?) ==> (5.0, 30.5)","Schade (MID, ?) ==> (3.0, 10.33333)","Henderson (MID, ?) ==> (2.0, 9.02216)"
EVE,-9.25,0,3,"Pickford (GKP, ?) ==> (2.0, 10.05556)","O'Brien (DEF, ?) ==> (2.0, 6.72222)","Mykolenko (DEF, ?) ==> (1.0, 6.72222)"
BUR,-11.5,2,1,"Dúbravka (GKP, ?) ==> (2.0, 13.33333)","Anthony (MID, ?) ==> (2.0, 8.29956)","Cullen (MID, ?) ==> (4.0, 8.0)"
FUL,-12.75,1,2,"Leno (GKP, ?) ==> (2.0, 11.33333)","Berge (MID, ?) ==> (2.0, 10.0)","Andersen (DEF, ?) ==> (3.0, 6.33333)"
NFO,-20.0,2,1,"Sels (GKP, ?) ==> (2.0, 10.0)","Gibbs-White (MID, ?) ==> (2.0, 9.76194)","Ndoye (MID, ?) ==> (2.0, 6.32616)"
WHU,-21.25,2,1,"Bowen (FWD, ?) ==> (2.0, 10.0)","Areola (GKP, ?) ==> (2.0, 10.0)","M.Fernandes (MID, ?) ==> (2.0, 6.31224)"
LEE,-22.75,3,0,"Longstaff (MID, ?) ==> (2.0, 7.88889)","Ampadu (MID, ?) ==> (2.0, 7.88889)","Calvert-Lewin (FWD, ?) ==> (2.0, 7.63316)"
WOL,-24.25,0,3,"Johnstone (GKP, ?) ==> (2.0, 8.44444)","H.Bueno (DEF, ?) ==> (1.0, 6.79956)","S.Bueno (DEF, ?) ==> (1.0, 5.11111)"
