fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
1,1,MCI,17.19529207511264,28.18033988749895,1.3636363636363635,2.0,1.50740817076121,2.096191242589277,26
4,2,LIV,1.2850052007947823,4.506577808748213,0.09090909090909091,1.0,0.10394659908303262,0.8783486008255799,25
2,1,ARS,28.97371946715921,35.236067977499786,1.3636363636363635,1.0,1.8007144911106505,1.4874343563781351,24
6,3,MUN,7.418661253183334,11.29179606750063,0.09090909090909091,0.0,0.25668686118747586,0.26422996978594504,22
3,2,CHE,23.81966011250105,28.87538820250189,0.9090909090909091,1.0,1.312631098708168,1.3613600406212163,20
7,4,AVL,6.669224600229484,19.750776405003784,0.2727272727272727,0.0,0.3819192109483016,0.4318944641111689,13
8,4,BHA,-0.4195748893179971,-6.785218258752417,0.18181818181818182,0.0,0.13344656519974316,-0.09407249044602302,11
5,3,SUN,6.599457958749614,8.562305898749054,0.36363636363636365,0.0,0.45212929065711716,0.2101290532857617,6
9,5,NEW,-0.7222424839783965,-3.201626123751156,-0.2727272727272727,0.0,-0.23382750195749125,-0.023042515293257758,1
11,6,CRY,10.894877868636835,7.403252247502312,0.45454545454545453,0.0,0.6310412167463566,0.18715558171188068,0
10,5,BOU,-1.4408611255702044,-7.785218258752417,-0.09090909090909091,0.0,-0.10782772228222065,-0.1138933775517623,-1
12,6,BRE,-5.793379579660259,1.6737620787507357,0.0,0.0,-0.1442666996505834,0.07359200388302051,-1
13,7,TOT,10.663347369658297,-6.965558146251366,0.8181818181818182,0.0,0.9130652783943387,-0.09764698699580558,-5
14,7,EVE,-7.445398604091457,-3.0,-0.09090909090909091,0.0,-0.2573526745220202,-0.019046106654195004,-10
15,8,BUR,-9.355228660341982,-8.23606797749979,-0.7272727272727273,-1.0,-0.8085431068731119,-0.8714372950863585,-13
16,8,FUL,-4.041689538521813,-12.0,-0.36363636363636365,-1.0,-0.38843575851942946,-0.946041766792726,-15
20,10,NFO,-19.060722386589426,-25.193495504995376,-0.9090909090909091,-1.0,-1.1941240631986152,-1.2075485517703002,-20
19,10,WOL,-38.25781103181933,-45.16718427000252,-1.6363636363636365,-1.0,-2.2477491017682585,-1.6034447819353304,-26
18,9,WHU,-12.076131392270447,-14.013155617496428,-0.9090909090909091,-1.0,-1.0201938248492533,-0.985944297019189,-27
17,9,LEE,-14.906206213863937,-16.145898033750314,-0.9090909090909091,-1.0,-1.0906683291768693,-1.0282171436841192,-30
