id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw24Pts,gw25Pts,gw26Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
452,Richie,Laryea,DEF,NFO,0,?,"Laryea (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
454,Loïc,Mbe Soh,DEF,NFO,0,?,"Mbe Soh (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
456,Alex,Mighten,MID,NFO,0,?,"Mighten (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
458,Lewis,O'Brien,MID,NFO,0,?,"O'Brien (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
459,Braian,Ojeda Rodríguez,MID,NFO,0,?,"Ojeda (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
460,Jonathan,Panzo,DEF,NFO,0,?,"Panzo (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
461,Omar,Richards,DEF,NFO,0,?,"O.Richards (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
462,Gustavo Henrique,Furtado Scarpa,MID,NFO,0,?,"G.Scarpa (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
463,Jonjo,Shelvey,MID,NFO,0,?,"J.Shelvey (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
464,Sam,Surridge,FWD,NFO,0,?,"Surridge (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
466,Hwang,Ui-jo,FWD,NFO,0,?,"Ui-jo (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
636,George,Shelvey,GKP,NFO,0,?,"G.Shelvey (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
637,Josh,Powell,DEF,NFO,0,?,"Powell (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-13,0,3,0.0,0,0,0,0,,?
779,Jamie,McDonnell,MID,NFO,0,?,"McDonnell (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
780,Detlef Esapa,Osong,FWD,NFO,0,?,"Osong (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
781,Joe,Gardner,FWD,NFO,0,?,"Gardner (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0,-12,3,0.0,0,0,0,0,,?
775,Ben,Brereton,MID,SHU,16,vv,"Brereton Díaz (MID, vv)",5.3,5.3,5.3,3.533333333333333,0.0,4.122222222222222,3.82778,-15,0,-13,3,15.9,0,0,0,0,0.0,vv
485,Oliver,McBurnie,FWD,SHU,40,vv,"McBurnie (FWD, vv)",3.1,3.7,3.3292,2.219466666666667,0.0,2.589377777777778,2.40442,-15,0,-13,3,9.9876,0,0,1,1,0.10012,vv
360,James,McAtee,MID,SHU,52,v,"McAtee (MID, v)",2.7,3.7,3.082,2.0546666666666664,0.0,2.3971111111111107,2.22589,-15,0,-13,3,9.246,7,2,2,11,1.1897,~
663,Gustavo,Hamer,MID,SHU,58,vv,"Hamer (MID, vv)",2.8,2.3,2.609,1.7393333333333332,0.0,2.0292222222222223,1.88428,-15,0,-13,3,7.827,0,2,2,4,0.51105,v
638,Vini,de Souza Costa,MID,SHU,40,~,"Vini Souza (MID, ~)",1.8,2.0,1.8764,1.2509333333333332,0.0,1.4594222222222222,1.35518,-15,0,-13,3,5.6292,13,2,2,17,3.01997,^^^
490,William,Osula,FWD,SHU,18,v,"Osula (FWD, v)",1.3,2.0,1.5674,1.0449333333333333,0.0,1.2190888888888889,1.13201,-15,0,-13,3,4.7022,0,1,1,2,0.42533,v
482,Wes,Foderingham,GKP,SHU,53,v,"Foderingham (GKP, v)",2.3,1.3,1.918,1.2786666666666666,1.2786666666666666,0.0,1.27867,-15,-15,0,3,5.754,3,2,0,5,0.86896,~
33,Cameron,Archer,FWD,SHU,59,v,"Archer (FWD, v)",2.8,1.0,2.1124,1.4082666666666666,0.0,1.642977777777778,1.52562,-15,0,-13,3,6.3372,7,0,0,7,1.10459,~
655,Andre,Brooks,MID,SHU,15,~,"Brooks (MID, ~)",1.4,1.0,1.2472,0.8314666666666668,0.0,0.9700444444444444,0.90076,-15,0,-13,3,3.7416,0,1,0,1,0.26727,vv
576,Jack,Robinson,DEF,SHU,20,~,"Robinson (DEF, ~)",0.9,0.7,0.8236,0.5490666666666666,0.5490666666666666,0.0,0.54907,-15,-15,0,3,2.4708,2,-2,2,2,0.80945,~
488,Oliver,Norwood,MID,SHU,35,vv,"Norwood (MID, vv)",1.8,0.3,1.227,0.8180000000000001,0.0,0.9543333333333334,0.88617,-15,0,-13,3,3.681,1,1,2,4,1.08666,~
476,Jayden,Bogle,DEF,SHU,33,vvv,"Bogle (DEF, vvv)",1.7,0.3,1.1652,0.7767999999999999,0.7767999999999999,0.0,0.7768,-15,-15,0,3,3.4956,2,0,2,4,1.1443,~
27,Auston,Trusty,DEF,SHU,19,vv,"Trusty (DEF, vv)",1.1,0.3,0.7944,0.5296,0.5296,0.0,0.5296,-15,-15,0,3,2.3832,0,0,2,2,0.83921,~
489,Ben,Osborn,MID,SHU,10,^^,"Osborn (MID, ^^)",1.0,0.3,0.7326,0.4884,0.0,0.5698,0.5291,-15,0,-13,3,2.1978,5,2,1,8,3.64,^^^
587,Anis,Slimane,MID,SHU,10,vv,"Slimane (MID, vv)",0.9,0.3,0.6708,0.4471999999999999,0.0,0.5217333333333333,0.48447,-15,0,-13,3,2.0124,0,0,0,0,0.0,vv
666,Tom,Davies,MID,SHU,3,^^^,"T.Davies (MID, ^^^)",0.8,0.3,0.609,0.406,0.0,0.4736666666666666,0.43983,-15,0,-13,3,1.827,1,0,1,2,1.09469,~
592,Yasser,Larouci,DEF,SHU,5,vv,"Larouci (DEF, vv)",0.7,0.3,0.5472,0.3648,0.3648,0.0,0.3648,-15,-15,0,3,1.6416,0,1,2,3,1.82749,^^
473,George,Baldock,DEF,SHU,19,vv,"Baldock (DEF, vv)",1.7,0.0,1.0506,0.7003999999999999,0.7003999999999999,0.0,0.7004,-15,-15,0,3,3.1518,0,0,0,0,0.0,vv
593,Bénie,Traoré,FWD,SHU,11,vv,"T.Bénie (FWD, vv)",1.4,0.0,0.8652,0.5768,0.0,0.6729333333333333,0.62487,-15,0,-13,3,2.5956,0,0,0,0,0.0,vv
471,Anel,Ahmedhodžić,DEF,SHU,21,vv,"Ahmedhodžić (DEF, vv)",1.2,0.0,0.7416,0.4944,0.4944,0.0,0.4944,-15,-15,0,3,2.2248,2,0,1,3,1.34844,~
474,Chris,Basham,DEF,SHU,8,vv,"Basham (DEF, vv)",1.0,0.0,0.618,0.412,0.412,0.0,0.412,-15,-15,0,3,1.854,0,0,0,0,0.0,vv
656,Antwoine,Hackford,FWD,SHU,2,vv,"Hackford (FWD, vv)",1.0,0.0,0.618,0.412,0.0,0.4806666666666666,0.44633,-15,0,-13,3,1.854,0,0,0,0,0.0,vv
730,Ryan,Oné,MID,SHU,1,vv,"Oné (MID, vv)",1.0,0.0,0.618,0.412,0.0,0.4806666666666666,0.44633,-15,0,-13,3,1.854,0,0,0,0,0.0,vv
759,Sydie,Peck,MID,SHU,1,vv,"Peck (MID, vv)",1.0,0.0,0.618,0.412,0.0,0.4806666666666666,0.44633,-15,0,-13,3,1.854,0,0,0,0,0.0,vv
484,Max,Lowe,DEF,SHU,6,vv,"Lowe (DEF, vv)",0.9,0.0,0.5562,0.3708,0.3708,0.0,0.3708,-15,-15,0,3,1.6686,5,0,0,5,2.99652,^^^
481,John,Fleck,MID,SHU,3,vv,"Fleck (MID, vv)",0.8,0.0,0.4944,0.3296,0.0,0.3845333333333334,0.35707,-15,0,-13,3,1.4832,0,0,0,0,0.0,vv
693,Luke,Thomas,DEF,SHU,7,vv,"Thomas (DEF, vv)",0.6,0.0,0.3708,0.2472,0.2472,0.0,0.2472,-15,-15,0,3,1.1124,0,0,0,0,0.0,vv
480,John,Egan,DEF,SHU,1,vv,"Egan (DEF, vv)",0.2,0.0,0.1236,0.0824,0.0824,0.0,0.0824,-15,-15,0,3,0.3708,0,0,0,0,0.0,vv
487,Rhys,Norrington-Davies,DEF,SHU,1,vvv,"Norrington-Davies (DEF, vvv)",0.2,0.0,0.1236,0.0824,0.0824,0.0,0.0824,-15,-15,0,3,0.3708,1,0,0,1,2.69687,^^^
255,Mason,Holgate,DEF,SHU,0,?,"Holgate (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,1,-4,0,-3,-inf,vvv
472,Jordan,Amissah,GKP,SHU,0,?,"Amissah (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,0,0,0,0,,?
478,Ismaila,Coulibaly,MID,SHU,0,?,"Coulibaly (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,0,-13,3,0.0,0,0,0,0,,?
479,Adam,Davies,GKP,SHU,0,?,"A.Davies (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,0,0,0,0,,?
483,Daniel,Jebbison,FWD,SHU,0,?,"Jebbison (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,0,-13,3,0.0,0,0,0,0,,?
486,Iliman,Ndiaye,FWD,SHU,0,?,"Ndiaye (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,0,-13,3,0.0,0,0,0,0,,?
653,Femi,Seriki,DEF,SHU,0,?,"Seriki (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,0,0,0,0,,?
654,Louie,Marsh,FWD,SHU,0,?,"Marsh (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,0,-13,3,0.0,0,0,0,0,,?
731,Jili,Buyabu,DEF,SHU,0,?,"Buyabu (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,0,0,0,0,,?
790,Ivo,Grbic,GKP,SHU,0,?,"Grbić (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,3,0.0,0,0,2,2,inf,^^^
477,Rhian,Brewster,FWD,SHU,5,vv,"Brewster (FWD, vv)",0.6,-0.7,0.1034,0.0689333333333333,0.0,0.0804222222222222,0.07468,-15,0,-13,3,0.3102,1,1,2,4,12.89491,^^^
509,Richarlison,de Andrade,MID,TOT,103,^^^,"Richarlison (MID, ^^^)",5.2,10.0,7.0336,8.205866666666667,0.0,8.987377777777777,8.59662,3,0,5,2,14.0672,2,2,0,4,0.28435,vv
519,Destiny,Udogie,DEF,TOT,62,~,"Udogie (DEF, ~)",3.1,5.0,3.8258,4.463433333333335,3.8258,0.0,4.14462,3,0,0,2,7.6516,2,0,0,2,0.26138,vv
504,James,Maddison,MID,TOT,75,~,"Maddison (MID, ~)",5.8,4.0,5.1124,5.964466666666667,0.0,6.532511111111111,6.24849,3,0,5,2,10.2248,1,2,0,3,0.2934,vv
776,Timo,Werner,FWD,TOT,12,v,"Werner (FWD, v)",4.0,4.0,4.0,4.666666666666667,0.0,5.111111111111111,4.88889,3,0,5,2,8.0,2,1,0,3,0.375,vv
450,Brennan,Johnson,MID,TOT,64,v,"Johnson (MID, v)",3.2,3.7,3.391,3.956166666666667,0.0,4.332944444444444,4.14456,3,0,5,2,6.782,7,1,0,8,1.17959,~
492,Rodrigo,Bentancur,MID,TOT,13,~,"Bentancur (MID, ~)",1.6,3.0,2.1348,2.4906,0.0,2.7278,2.6092,3,0,5,2,4.2696,2,1,0,3,0.70264,~
506,Pedro,Porro,DEF,TOT,85,vv,"Pedro Porro (DEF, vv)",3.9,2.7,3.4416,4.0152,3.4416,0.0,3.7284,3,0,0,2,6.8832,2,0,0,2,0.29056,vv
499,Pierre-Emile,Højbjerg,MID,TOT,26,^,"Højbjerg (MID, ^)",1.2,1.7,1.391,1.6228333333333331,0.0,1.777388888888889,1.70011,3,0,5,2,2.782,1,1,0,2,0.71891,~
520,Guglielmo,Vicario,GKP,TOT,74,v,"Vicario (GKP, v)",3.2,1.3,2.4742,2.886566666666667,2.4742,0.0,2.68038,3,0,0,2,4.9484,2,3,0,5,1.01043,~
515,Oliver,Skipp,MID,TOT,18,~,"Skipp (MID, ~)",1.1,1.3,1.1764,1.3724666666666665,0.0,1.5031777777777775,1.43782,3,0,5,2,2.3528,0,0,0,0,0.0,vv
511,Cristian,Romero,DEF,TOT,65,vv,"Romero (DEF, vv)",3.6,1.0,2.6068,3.0412666666666666,2.6068,0.0,2.82403,3,0,0,2,5.2136,2,1,0,3,0.57542,v
639,Micky,van de Ven,DEF,TOT,46,v,"Van de Ven (DEF, v)",3.3,1.0,2.4214,2.824966666666667,2.4214,0.0,2.62318,3,0,0,2,4.8428,2,1,0,3,0.61948,~
777,Radu,Dragusin,DEF,TOT,3,~,"Drăgușin (DEF, ~)",1.0,1.0,1.0,1.1666666666666667,1.0,0.0,1.08333,3,0,0,2,2.0,0,0,0,0,0.0,vv
501,Dejan,Kulusevski,MID,TOT,81,vv,"Kulusevski (MID, vv)",3.9,0.7,2.6776,3.123866666666667,0.0,3.421377777777778,3.27262,3,0,5,2,5.3552,2,9,0,11,2.05408,^^^
494,Bryan,Gil Salvatierra,MID,TOT,11,~,"Bryan (MID, ~)",1.1,0.7,0.9472,1.1050666666666666,0.0,1.2103111111111111,1.15769,3,0,5,2,1.8944,0,0,0,0,0.0,vv
513,Pape Matar,Sarr,MID,TOT,54,v,"Sarr (MID, v)",2.8,0.3,1.845,2.1525000000000003,0.0,2.3575,2.255,3,0,5,2,3.69,8,2,0,10,2.71003,^^^
497,Emerson,Leite de Souza Junior,DEF,TOT,23,vv,"E.Royal (DEF, vv)",1.4,0.3,0.9798,1.1431,0.9798,0.0,1.06145,3,0,0,2,1.9596,0,1,0,1,0.51031,v
516,Son,Heung-min,MID,TOT,136,vv,"Son (MID, vv)",6.8,0.0,4.2024,4.9028,0.0,5.369733333333333,5.13627,3,0,5,2,8.4048,4,2,0,6,0.71388,~
503,Giovani,Lo Celso,MID,TOT,36,vv,"Lo Celso (MID, vv)",3.6,0.0,2.2248,2.5956,0.0,2.8428000000000004,2.7192,3,0,5,2,4.4496,0,1,0,1,0.22474,vv
583,Manor,Solomon,MID,TOT,14,vv,"Solomon (MID, vv)",2.8,0.0,1.7304,2.0188,0.0,2.2110666666666665,2.11493,3,0,5,2,3.4608,0,0,0,0,0.0,vv
495,Ben,Davies,DEF,TOT,29,vv,"Davies (DEF, vv)",2.1,0.0,1.2978,1.5141000000000002,1.2978,0.0,1.40595,3,0,0,2,2.5956,1,1,0,2,0.77053,~
493,Yves,Bissouma,MID,TOT,24,vv,"Bissouma (MID, vv)",1.6,0.0,0.9888,1.1536,0.0,1.2634666666666663,1.20853,3,0,5,2,1.9776,1,2,0,3,1.51699,^
641,Alejo,Véliz,FWD,TOT,11,vv,"Veliz (FWD, vv)",1.4,0.0,0.8652,1.0094,0.0,1.1055333333333333,1.05747,3,0,5,2,1.7304,0,0,0,0,0.0,vv
507,Ivan,Perišić,DEF,TOT,6,vv,"Perišić (DEF, vv)",1.2,0.0,0.7416,0.8652000000000001,0.7416,0.0,0.8034,3,0,0,2,1.4832,0,0,0,0,0.0,vv
722,Jamie,Donley,FWD,TOT,2,vv,"Donley (FWD, vv)",0.7,0.0,0.4326,0.5047,0.0,0.5527666666666666,0.52873,3,0,5,2,0.8652,0,0,0,0,0.0,vv
496,Eric,Dier,DEF,TOT,2,vv,"Dier (DEF, vv)",0.5,0.0,0.309,0.3605,0.309,0.0,0.33475,3,0,0,2,0.618,0,0,0,0,0.0,vv
491,Brandon,Austin,GKP,TOT,0,?,"Austin (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
498,Fraser,Forster,GKP,TOT,0,?,"Forster (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
500,Harry,Kane,FWD,TOT,0,?,"Kane (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,2,0.0,0,0,0,0,,?
502,Hugo,Lloris,GKP,TOT,0,?,"Lloris (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
505,Tanguy,Ndombélé Alvaro,MID,TOT,0,?,"Ndombele (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,2,0.0,0,0,0,0,,?
510,Joe,Rodon,DEF,TOT,0,?,"Rodon (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
512,Davinson,Sánchez,DEF,TOT,0,?,"Sánchez (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
514,Ryan,Sessegnon,DEF,TOT,0,?,"Sessegnon (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
517,Djed,Spence,DEF,TOT,0,?,"Spence (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
518,Japhet,Tanganga,DEF,TOT,0,?,"Tanganga (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
521,Alfie,Whiteman,GKP,TOT,0,?,"Whiteman (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
640,Dane,Scarlett,FWD,TOT,0,?,"Scarlett (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,2,0.0,0,0,0,0,,?
702,Ashley,Phillips,DEF,TOT,0,?,"Phillips (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
740,Alfie,Dorrington,DEF,TOT,0,?,"Dorrington (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0.0,0,0,0,0,,?
754,Yago,de Santiago Alonso,MID,TOT,0,?,"Yago Santiago (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,2,0.0,0,0,0,0,,?
664,James,Ward-Prowse,MID,WHU,103,vv,"Ward-Prowse (MID, vv)",4.7,7.0,5.5786,5.888522222222222,0.0,8.05797777777778,6.97325,-8,0,-1,3,16.7358,2,2,2,6,0.35851,vv
535,Danny,Ings,FWD,WHU,21,vv,"Ings (FWD, vv)",1.8,3.7,2.5258,2.666122222222222,0.0,3.648377777777777,3.15725,-8,0,-1,3,7.5774,0,1,0,1,0.13197,vv
527,Maxwel,Cornet,MID,WHU,10,vv,"Cornet (MID, vv)",2.5,3.0,2.691,2.8405,0.0,3.887000000000001,3.36375,-8,0,-1,3,8.073,0,1,0,1,0.12387,vv
689,Mohammed,Kudus,MID,WHU,83,v,"Kudus (MID, v)",4.6,2.3,3.7214,3.928144444444445,0.0,5.375355555555556,4.65175,-8,0,-1,3,11.1642,1,1,5,7,0.627,~
524,Alphonse,Areola,GKP,WHU,81,vv,"Areola (GKP, vv)",4.0,2.3,3.3506,3.5367444444444445,4.281322222222222,0.0,3.90903,-8,-4,0,3,10.0518,0,3,2,5,0.49742,v
526,Jarrod,Bowen,MID,WHU,116,v,"Bowen (MID, v)",5.3,1.7,3.9248,4.142844444444444,0.0,5.669155555555556,4.906,-8,0,-1,3,11.7744,2,2,20,24,2.03832,^^^
542,Tomáš,Souček,MID,WHU,77,vv,"Souček (MID, vv)",3.5,1.7,2.8124,2.968644444444444,0.0,4.062355555555556,3.5155,-8,0,-1,3,8.4372,2,1,2,5,0.59261,v
642,Edson,Álvarez Velázquez,MID,WHU,39,~,"Álvarez (MID, ~)",2.1,1.7,1.9472,2.0553777777777777,0.0,2.812622222222222,2.434,-8,0,-1,3,5.8416,0,2,1,3,0.51356,v
532,Emerson,Palmieri dos Santos,DEF,WHU,58,v,"Emerson (DEF, v)",2.6,1.3,2.1034,2.220255555555556,2.687677777777778,0.0,2.45397,-8,-4,0,3,6.3102,-1,2,12,13,2.06016,^^^
544,Kurt,Zouma,DEF,WHU,48,v,"Zouma (DEF, v)",2.5,1.3,2.0416,2.1550222222222217,2.608711111111111,0.0,2.38187,-8,-4,0,3,6.1248,-1,1,1,1,0.16327,vv
536,Ben,Johnson,DEF,WHU,10,v,"Johnson (DEF, v)",2.0,1.3,1.7326,1.828855555555556,2.213877777777778,0.0,2.02137,-8,-4,0,3,5.1978,-1,1,1,1,0.19239,vv
676,Konstantinos,Mavropanos,DEF,WHU,31,vv,"Mavropanos (DEF, vv)",3.4,1.0,2.4832,2.621155555555556,3.1729777777777777,0.0,2.89707,-8,-4,0,3,7.4496,0,0,1,1,0.13424,vv
364,Kalvin,Phillips,MID,WHU,7,~,"Phillips (MID, ~)",1.2,1.0,1.1236,1.186022222222222,0.0,1.622977777777778,1.4045,-8,0,-1,3,3.3708,0,-1,0,-1,-0.29667,vvv
534,Pablo,Fornals Malla,MID,WHU,19,vv,"P.Fornals (MID, vv)",1.3,0.7,1.0708,1.130288888888889,0.0,1.5467111111111111,1.3385,-8,0,-1,3,3.2124,0,0,0,0,0.0,vv
533,Lukasz,Fabianski,GKP,WHU,13,vv,"Fabianski (GKP, vv)",2.6,0.3,1.7214,1.8170333333333333,2.1995666666666667,0.0,2.0083,-8,-4,0,3,5.1642,0,0,0,0,0.0,vv
522,Nayef,Aguerd,DEF,WHU,34,~,"N.Aguerd (DEF, ~)",2.0,0.3,1.3506,1.4256333333333333,1.725766666666667,0.0,1.5757,-8,-4,0,3,4.0518,-1,1,0,0,0.0,vv
538,Divin,Mubama,FWD,WHU,5,vv,"Mubama (FWD, vv)",1.0,0.3,0.7326,0.7733,0.0,1.0582,0.91575,-8,0,-1,3,2.1978,0,0,0,0,0.0,vv
539,Lucas,Tolentino Coelho de Lima,MID,WHU,63,vv,"L.Paquetá (MID, vv)",3.5,0.0,2.163,2.2831666666666663,0.0,3.1243333333333334,2.70375,-8,0,-1,3,6.489,0,0,2,2,0.30821,vv
523,Michail,Antonio,FWD,WHU,38,vv,"Antonio (FWD, vv)",3.2,0.0,1.9776,2.087466666666667,0.0,2.8565333333333336,2.472,-8,0,-1,3,5.9328,0,1,1,2,0.33711,vv
577,Angelo,Ogbonna,DEF,WHU,17,vv,"Ogbonna (DEF, vv)",2.8,0.0,1.7304,1.826533333333333,2.2110666666666665,0.0,2.0188,-8,-4,0,3,5.1912,0,0,0,0,0.0,vv
525,Saïd,Benrahma,MID,WHU,20,vv,"Benrahma (MID, vv)",1.5,0.0,0.927,0.9785,0.0,1.3390000000000002,1.15875,-8,0,-1,3,2.781,0,0,0,0,0.0,vv
530,Aaron,Cresswell,DEF,WHU,2,vv,"Cresswell (DEF, vv)",0.7,0.0,0.4326,0.4566333333333333,0.5527666666666666,0.0,0.5047,-8,-4,0,3,1.2978,1,0,0,1,0.77053,~
537,Thilo,Kehrer,DEF,WHU,2,vv,"Kehrer (DEF, vv)",0.5,0.0,0.309,0.3261666666666666,0.3948333333333333,0.0,0.3605,-8,-4,0,3,0.927,0,0,0,0,0.0,vv
529,Conor,Coventry,MID,WHU,0,?,"Coventry (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
531,Flynn,Downes,MID,WHU,0,?,"Downes (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
541,Gianluca,Scamacca,FWD,WHU,0,?,"Scamacca (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
543,Nikola,Vlašić,MID,WHU,0,?,"Vlašić (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
647,Joseph,Anang,GKP,WHU,0,?,"Anang (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,-4,0,3,0.0,0,0,0,0,,?
773,Lewis,Orford,MID,WHU,0,?,"Orford (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
774,Kaelan,Casey,DEF,WHU,0,?,"Casey (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,-4,0,3,0.0,0,0,0,0,,?
784,Oliver,Scarles,DEF,WHU,0,?,"Scarles (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,-4,0,3,0.0,0,0,0,0,,?
785,Callum,Marshall,FWD,WHU,0,?,"Marshall (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,-1,3,0.0,0,0,0,0,,?
528,Vladimír,Coufal,DEF,WHU,61,~,"Coufal (DEF, ~)",2.9,-0.3,1.6776,1.7708,2.1436,0.0,1.9572,-8,-4,0,3,5.0328,-1,1,5,5,0.99348,~
590,Matheus,Santos Carneiro Da Cunha,FWD,WOL,107,^^^,"Cunha (FWD, ^^^)",4.7,7.3,5.6932,9.488666666666669,0.0,10.121244444444445,9.80496,3,0,5,3,17.0796,1,0,0,1,0.05855,vv
567,Pedro,Lomba Neto,MID,WOL,73,~,"Neto (MID, ~)",5.2,6.7,5.773,9.621666666666666,0.0,10.263111111111112,9.94239,3,0,5,3,17.319,2,5,3,10,0.5774,v
563,Max,Kilman,DEF,WOL,60,vv,"Kilman (DEF, vv)",2.6,4.0,3.1348,5.224666666666666,6.095444444444444,0.0,5.66006,3,8,0,3,9.4044,1,2,6,9,0.957,~
570,Pablo,Sarabia,MID,WOL,58,v,"Sarabia (MID, v)",3.6,3.7,3.6382,6.063666666666666,0.0,6.467911111111111,6.26579,3,0,5,3,10.9146,2,5,10,17,1.55755,^
569,José,Malheiro de Sá,GKP,WOL,62,vv,"José Sá (GKP, vv)",3.0,3.3,3.1146,5.191,6.056166666666666,0.0,5.62358,3,8,0,3,9.3438,2,3,7,12,1.28427,~
551,Craig,Dawson,DEF,WOL,58,vv,"Dawson (DEF, vv)",2.8,2.7,2.7618,4.603,5.370166666666667,0.0,4.98658,3,8,0,3,8.2854,1,2,7,10,1.20694,~
565,Mario,Lemina,MID,WOL,63,~,"Mario Jr. (MID, ~)",3.1,2.3,2.7944,4.657333333333334,0.0,4.967822222222223,4.81258,3,0,5,3,8.3832,1,2,3,6,0.71572,~
573,Toti António,Gomes,DEF,WOL,50,vv,"Toti (DEF, vv)",2.5,2.3,2.4236,4.039333333333333,4.712555555555555,0.0,4.37594,3,8,0,3,7.2708,1,2,5,8,1.10029,~
