id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,pts/match,form,xPts,avgPtsDev,fplAdv_nxtGWs,^fplAdv*xPts,defAdv_nxtGWs,^defAdv*xPts,attAdv_nxtGWs,^attAdv*xPts,^avgAdv*xPts,#OfMatches_nxtGWs,gw7Pts,tot_aPts,(tot_aPts)-(^avgAdv*xPts),nxtGWsPtsTrend
280,Cieran,Slicker,GKP,IPS,~,"Slicker (GKP, ~)",0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
583,Conor,Townsend,DEF,IPS,~,"Townsend (DEF, ~)",0,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0,0.0,0.0,1,0,0,0.0,~
298,Stephy,Mavididi,MID,LEI,~,"Mavididi (MID, ~)",22,3.66666666667,6.3,4.67251049629,3.22222222222,-2,1.817087415223889,0,0.0,1,2.595839164605556,2.20646328991,1,3,3,0.7935367100900002,~
295,James,Justin,DEF,LEI,6↑,"Justin (DEF, 6↑)",19,3.16666666667,5.0,3.86693768729,2.94444444444,-2,1.5038091006127778,-4,1.0741493575805556,0,0.0,1.2889792291,1,10,10,8.7110207709,5↑
300,Wilfred,Ndidi,MID,LEI,1↑,"Ndidi (MID, 1↑)",21,3.5,4.0,3.69098300563,2.0,-2,1.4353822799672222,0,0.0,1,2.050546114238889,1.7429641971,1,2,2,0.25703580289999994,~
306,Jamie,Vardy,FWD,LEI,~,"Vardy (FWD, ~)",22,3.66666666667,3.7,3.67939886704,2.88888888889,-2,1.4308773371822223,0,0.0,1,2.044110481688889,1.73749390944,1,2,2,0.26250609056000007,~
293,Mads,Hermansen,GKP,LEI,3↑,"Hermansen (GKP, 3↑)",15,2.5,2.7,2.57639320225,0.83333333333,-2,1.0019306897638889,-4,0.7156647784027778,0,0.0,0.85879773408,1,6,6,5.14120226592,4↑
309,Harry,Winks,MID,LEI,1↑,"Winks (MID, 1↑)",11,1.83333333333,2.0,1.89699433521,0.27777777778,-2,0.7377200192483334,0,0.0,1,1.0538857417833334,0.89580288052,1,0,0,-0.89580288052,~
117,Facundo,Buonanotte,MID,LEI,3↑,"Buonanotte (MID, 3↑)",17,2.83333333333,1.3,2.24765211608,2.16666666667,-2,0.874086934031111,0,0.0,1,1.2486956200444443,1.06139127704,1,11,11,9.93860872296,5↑
192,Jordan,Ayew,MID,LEI,~,"J.Ayew (MID, ~)",7,1.16666666667,1.3,1.21759546817,0.55555555556,-2,0.4735093487327778,0,0.0,1,0.6764419267611111,0.57497563775,1,2,2,1.4250243622499998,1↑
