def_rank,def_tier,team,def_xPts,avg_GA/match,def_potential,defAdv_nxtGWs
1,1,LIV,24.89918693812,0.33333333333,1.80656683845,9
2,1,ARS,25.22448383892,0.83333333333,1.51433632546,9
6,3,CHE,18.46430656379,1.16666666667,0.56897313289,4
11,6,IPS,14.10425724725,1.66666666667,-0.22727515275,2
13,7,AVL,10.97683172283,1.5,-0.45462779967,2
14,7,WHU,10.88415861417,1.66666666667,-0.57367152678,2
4,2,TOT,17.71289970033,0.83333333333,0.70629104322,1
10,5,NEW,14.13650649808,1.16666666667,0.10341775056,1
3,2,MUN,25.99436321171,1.33333333333,1.2699309799,0
8,4,MCI,15.7360679775,1.0,0.38456230971,0
16,8,BRE,8.77426457862,1.66666666667,-0.80063961899,0
7,4,FUL,16.01972409179,0.83333333333,0.52415069342,-1
15,8,BOU,9.52316827717,1.5,-0.61100305521,-1
5,3,NFO,17.45021926029,0.83333333333,0.67803366283,-2
9,5,CRY,17.18879040271,1.5,0.21361258906,-4
12,6,BHA,11.64809063667,1.33333333333,-0.27334373528,-4
17,9,LEI,10.17595468167,2.0,-0.86800446825,-4
19,10,EVE,8.17251049629,2.5,-1.41074515507,-4
18,9,SOU,9.56825324904,2.0,-0.93337686728,-5
20,10,WOL,7.26737620788,2.66666666667,-1.61718794623,-5
