fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
2,1,NFO,25.882900364241145,31.60487837125347,0.47619047619047616,1.0,0.9693047268525172,1.6571669143247745,9
1,1,LIV,26.616311896062463,22.454915028125264,1.4,1.0,1.7402560874671003,1.4557985197258443,7
6,3,MCI,9.855352215215229,5.23606797749979,0.42857142857142855,0.0,0.5697072418194257,0.17636625414014628,6
8,4,FUL,2.7764558480476227,5.0,0.09523809523809523,0.0,0.13817027638591572,0.17117097325439484,6
7,4,CHE,1.949283573807322,4.0901699437494745,0.7142857142857143,0.0,0.6251106131739538,0.15114783098608875,5
4,2,NEW,28.115836051860832,29.098300562505255,0.7142857142857143,1.0,1.2140028655721653,1.602003245315664,3
3,2,ARS,18.9092035982745,16.437694101250948,1.0476190476190477,1.0,1.279025298500243,1.323374151173034,1
9,5,BHA,8.686285904298149,3.4721359549995796,0.14285714285714285,0.0,0.3100631067194498,0.1375464090515312,1
12,6,WHU,-11.567938686560243,-1.618033988749895,-0.6666666666666666,0.0,-0.8068811186764879,0.025524173400557272,1
14,7,EVE,-19.16039186818907,-18.913895365628417,-0.55,0.0,-0.8824754201387041,-0.3551155852512545,1
5,3,AVL,-0.04320693143992438,9.29179606750063,-0.047619047619047616,0.0,-0.04195457827490105,0.2656229455368765,-1
11,6,MUN,-14.338129954847664,-18.334368540005045,-0.14285714285714285,0.0,-0.4414473540369338,-0.3423616121349834,-1
13,7,CRY,-3.514716428463484,-2.0,-0.23809523809523808,0.0,-0.27563853725909815,0.017118032351751196,-1
16,8,TOT,-5.230427188729109,-8.05572809000084,0.5238095238095238,-1.0,0.3079716022695455,-1.016641189585985,-1
10,5,BOU,11.759546816668069,3.9098300562505255,0.3333333333333333,0.0,0.5347842683981756,0.14717898955215403,-3
18,9,WOL,-5.827804066189315,-9.596747752497688,-0.8095238095238095,-1.0,-0.7943631567095405,-1.050555276871153,-5
17,9,IPS,-18.574827057309967,-20.11145618000168,-0.8095238095238095,-1.0,-1.0812417237974445,-1.2819583848725422,-6
19,10,LEI,-27.79711562632381,-29.84094634875326,-1.0952380952380953,-1.0,-1.5221279311528506,-1.4960807525877433,-6
15,8,BRE,-1.1809636784884725,-11.201626123751156,0.14285714285714285,0.0,0.08799537973489377,-0.18538733414394998,-7
20,10,SOU,-26.924233255726,-25.562305898749052,-1.619047619047619,-1.0,-1.9302616468512448,-1.401918303387566,-9
