def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
1,1,NFO,27.148401198667898,22.639320225002102,0.9523809523809523,1.0,1.7933670594960898,1.254696970313432,9
2,1,CRY,19.01627990641704,13.854101966249685,1.3333333333333333,1.0,0.5414915709787785,0.48425168443571226,6
7,4,FUL,13.8879146950358,11.23606797749979,1.4285714285714286,1.0,-0.03512740848282474,0.25465557361630337,4
10,5,MCI,14.1120853049642,11.0,1.380952380952381,1.0,0.053867811194869816,0.2339529052197481,4
3,2,LIV,17.891892036436907,12.399186938124421,1.0,1.0,0.9350279352987448,0.3566586762985243,3
6,3,NEW,22.21414994929857,19.639320225002102,1.0476190476190477,1.0,1.2332820476896085,0.9916032383718942,2
9,5,BHA,17.268001332357844,11.76393202250021,1.380952380952381,1.0,0.3226780140929769,0.30094814746782567,2
12,6,CHE,13.693800733023895,9.381966011250105,1.2380952380952381,1.0,0.22794313942338326,0.09205470504879171,2
14,7,WHU,12.61239853395221,9.0,1.9523809523809523,1.0,-0.9126839584546151,0.05855708392284312,2
15,8,TOT,9.803382873070511,7.47213595499958,1.5238095238095237,1.0,-0.5228362069497392,-0.07543340057713166,2
4,2,ARS,16.701942019725664,12.090169943749475,0.9047619047619048,1.0,0.9734742943022798,0.3295585315353625,-1
5,3,EVE,16.70131556174964,12.309016994374947,1.3,1.0,0.3932415649539902,0.34875096062754274,-1
8,4,BOU,19.673135620774715,19.785218258752415,1.1904761904761905,1.0,0.8071436952979574,1.004398191097468,-1
11,6,MUN,12.532249250832564,8.47213595499958,1.380952380952381,1.0,-0.08069725535272701,0.012264510071320844,-2
13,7,AVL,13.93487770734535,9.0,1.5238095238095237,1.0,-0.1709295164602395,0.05855708392284312,-3
18,9,SOU,13.010644451619353,9.618033988749895,2.238095238095238,2.0,-1.2981694978361507,-1.3932051731650688,-3
19,10,WOL,15.64934088563193,12.201626123751156,2.2857142857142856,2.0,-1.1433154312007834,-1.1666295409582297,-4
16,8,IPS,10.78209130284531,7.47213595499958,1.7619047619047619,1.0,-0.7889787931629474,-0.07543340057713166,-5
17,9,BRE,12.616781072797854,10.0,1.7619047619047619,2.0,-0.6327061531330305,-1.35970755203912,-8
20,10,LEI,7.51847250933311,6.0,2.1904761904761907,2.0,-1.6960729116894417,-1.7104991946329302,-8
