team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
LIV,8,"M.Salah (MID, ?) ==> (10.0, 12.722)","Mac Allister (MID, ?) ==> (2.5, 2.0)","Gravenberch (MID, ?) ==> (2.0, 2.0)","Luis Díaz (MID, ?) ==> (2.5, 1.983)","Gakpo (FWD, ?) ==> (1.5, 1.931)"
FUL,8,"Lukić (MID, ?) ==> (1.0, 2.186)","Iwobi (MID, ?) ==> (3.0, 2.0)","Raúl (FWD, ?) ==> (2.0, 1.986)","Andreas (MID, ?) ==> (2.0, 1.893)","Wilson (MID, ?) ==> (1.0, 0.932)"
MCI,5,"Kovačić (MID, ?) ==> (2.0, 2.066)","Haaland (FWD, ?) ==> (5.0, 2.0)","Bernardo (MID, ?) ==> (2.0, 2.0)","Foden (MID, ?) ==> (2.0, 1.955)","Savinho (MID, ?) ==> (1.0, 1.872)"
CHE,4,"Palmer (MID, ?) ==> (6.0, 3.444)","Enzo (MID, ?) ==> (2.0, 2.0)","Caicedo (MID, ?) ==> (2.0, 2.0)","N.Jackson (FWD, ?) ==> (2.0, 1.916)","Sancho (MID, ?) ==> (2.0, 1.11)"
ARS,3,"Thomas (MID, ?) ==> (2.0, 2.0)","Rice (MID, ?) ==> (2.0, 2.0)","Ødegaard (MID, ?) ==> (2.0, 1.782)","Martinelli (MID, ?) ==> (3.0, 1.731)","G.Jesus (FWD, ?) ==> (1.0, 0.57)"
NFO,3,"Wood (FWD, ?) ==> (7.0, 7.265)","Hudson-Odoi (MID, ?) ==> (3.0, 1.975)","Gibbs-White (MID, ?) ==> (2.0, 1.856)","Anderson (MID, ?) ==> (2.0, 1.675)","Elanga (MID, ?) ==> (3.0, 1.597)"
BHA,2,"Mitoma (MID, ?) ==> (2.0, 2.062)","Baleba (MID, ?) ==> (2.0, 1.846)","João Pedro (FWD, ?) ==> (2.0, 1.693)","Ayari (MID, ?) ==> (2.0, 1.675)","Adingra (MID, ?) ==> (1.0, 0.588)"
AVL,1,"Rogers (MID, ?) ==> (2.0, 2.0)","Tielemans (MID, ?) ==> (2.0, 2.0)","Watkins (FWD, ?) ==> (2.0, 1.84)","Onana (MID, ?) ==> (1.0, 1.463)","Kamara (MID, ?) ==> (1.0, 0.469)"
TOT,1,"Solanke (FWD, ?) ==> (2.0, 2.0)","Kulusevski (MID, ?) ==> (2.0, 2.0)","Johnson (MID, ?) ==> (3.0, 1.756)","Son (MID, ?) ==> (2.0, 1.756)","Gray (MID, ?) ==> (1.0, 0.475)"
NEW,1,"Isak (FWD, ?) ==> (7.0, 7.556)","Bruno G. (MID, ?) ==> (3.0, 2.0)","Joelinton (MID, ?) ==> (2.0, 2.0)","Gordon (MID, ?) ==> (5.0, 1.86)","J.Murphy (MID, ?) ==> (2.0, 1.491)"
BOU,-2,"Semenyo (MID, ?) ==> (3.0, 2.0)","Cook (MID, ?) ==> (2.0, 2.0)","Christie (MID, ?) ==> (2.0, 1.585)","Kluivert (MID, ?) ==> (3.0, 1.454)","O.Dango (MID, ?) ==> (2.0, 0.652)"
MUN,-2,"B.Fernandes (MID, ?) ==> (3.0, 2.0)","Amad (MID, ?) ==> (3.0, 1.89)","Mainoo (MID, ?) ==> (1.0, 1.476)","Højlund (FWD, ?) ==> (1.0, 1.31)","Ugarte (MID, ?) ==> (1.0, 0.491)"
WOL,-2,"Strand Larsen (FWD, ?) ==> (2.0, 2.0)","J.Gomes (MID, ?) ==> (2.0, 1.89)","André (MID, ?) ==> (1.0, 1.271)","Guedes (MID, ?) ==> (1.0, 0.427)","R.Gomes (MID, ?) ==> (1.0, 0.309)"
