def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
1,1,ARS,23.124109297624045,24.124611797498112,0.6,0.0,1.2171314630384713,1.7639350169561596,9
5,3,MCI,22.266124625416282,18.281152949374526,1.0666666666666667,1.0,0.6945305738738636,0.4442405735166588,6
4,2,EVE,23.602503164917586,22.92047317437663,1.1333333333333333,1.0,0.7955111106339192,0.9611185002938039,5
3,2,CHE,27.230243918562678,27.57294901687516,1.0,1.0,1.3520457396249892,1.479462126343331,4
6,3,AVL,21.290357214395655,17.76393202250021,1.0,1.0,0.636962795666606,0.38661573466389954,4
8,4,NEW,21.19680706456217,15.190983005625053,1.2666666666666666,1.0,0.38609431938993716,0.09995723966012444,4
12,6,TOT,18.22686371247866,12.954915028125264,1.2,1.0,0.08845441965690401,-0.1491685210733898,4
7,4,BHA,18.194363211709067,15.76393202250021,1.4,1.0,-0.09516292284851899,0.16379088028704278,1
13,7,FUL,15.516718427000251,12.909830056250525,1.6,1.0,-0.5972202720364244,-0.15419154721901446,1
2,1,CRY,33.07852182587524,28.392609129376208,0.8,1.0,2.235804925970943,1.5707824489430806,0
9,5,MUN,16.79787137637478,15.045084971874736,1.4666666666666666,1.0,-0.323183441223965,0.08370238559471616,-1
20,10,LEE,13.455166278062295,9.045084971874736,1.9333333333333333,2.0,-1.1449114494240147,-1.2534326875263666,-1
10,5,BOU,18.947652116083173,14.854101966249685,1.6,1.0,-0.1841817268471841,0.06242450538986363,-3
11,6,SUN,17.262744419332268,13.281152949374526,1.1333333333333333,1.0,0.03228891911239984,-0.11282156242548308,-3
14,7,WHU,16.061552148937956,14.819660112501051,1.9333333333333333,2.0,-0.831137437487312,-0.6100732551239192,-3
15,8,BRE,14.908391203145552,12.809016994374947,1.6,2.0,-0.670454736561827,-0.8340838851293104,-3
19,10,BUR,12.007765411916155,9.427050983124843,2.0,2.0,-1.3790607344625525,-1.210876927110481,-4
16,8,NFO,18.57050516402205,12.774575140626315,1.6666666666666667,2.0,-0.2894867497358963,-0.8379211356464005,-5
17,9,LIV,17.271446184479334,12.145898033750315,1.6,2.0,-0.3859745104352855,-0.907963578047478,-7
18,9,WOL,12.179837387624884,11.809016994374947,2.2,2.0,-1.5380502858974139,-0.9454963123177388,-8
