team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
ARS,8.75,1,2,"Merino (MID, ?) ==> (4.09554, 6.77245)","Calafiori (DEF, ?) ==> (5.2642, 6.28463)","Raya (GKP, ?) ==> (4.74181, 5.17063)"
AVL,4.75,1,2,"Kamara (MID, ?) ==> (3.74568, 4.57692)","Pau (DEF, ?) ==> (2.61459, 3.10899)","Martinez (GKP, ?) ==> (2.45314, 2.93379)"
TOT,3.75,2,1,"Richarlison (FWD, ?) ==> (3.24061, 3.89523)","Kudus (MID, ?) ==> (3.40379, 3.76814)","Romero (DEF, ?) ==> (3.2024, 3.67721)"
NEW,3.25,1,2,"Bruno G. (MID, ?) ==> (4.79296, 5.41977)","Burn (DEF, ?) ==> (3.6957, 4.51706)","Thiaw (DEF, ?) ==> (2.77639, 3.14826)"
FUL,2.75,2,1,"Wilson (MID, ?) ==> (3.8708, 4.62348)","Sessegnon (MID, ?) ==> (3.57118, 3.82751)","Andersen (DEF, ?) ==> (3.5191, 3.77203)"
MCI,2.0,0,3,"Rúben (DEF, ?) ==> (3.77852, 4.52608)","Gvardiol (DEF, ?) ==> (3.44934, 4.16936)","O’Reilly (DEF, ?) ==> (2.97082, 3.14123)"
MUN,2.0,3,0,"B.Fernandes (MID, ?) ==> (4.97923, 5.49603)","Casemiro (MID, ?) ==> (3.08274, 3.47538)","Amad (MID, ?) ==> (3.0, 3.08989)"
BHA,2.0,3,0,"Wieffer (MID, ?) ==> (4.15915, 4.52036)","Minteh (MID, ?) ==> (3.18239, 3.36783)","Gomez (MID, ?) ==> (2.68766, 3.0315)"
LEE,1.0,3,0,"Calvert-Lewin (FWD, ?) ==> (3.78025, 4.00943)","Ampadu (MID, ?) ==> (3.82582, 3.96522)","Stach (MID, ?) ==> (3.67474, 3.86063)"
EVE,0.75,0,3,"Tarkowski (DEF, ?) ==> (5.87721, 6.32027)","Keane (DEF, ?) ==> (4.8459, 5.47021)","Mykolenko (DEF, ?) ==> (4.58065, 4.90912)"
CHE,-0.75,0,3,"Chalobah (DEF, ?) ==> (4.29762, 4.52662)","Cucurella (DEF, ?) ==> (3.43582, 3.68299)","Sánchez (GKP, ?) ==> (3.08975, 3.32944)"
BRE,-1.0,2,1,"Thiago (FWD, ?) ==> (6.0694, 6.0694)","O.Dango (MID, ?) ==> (3.57519, 3.57519)","Collins (DEF, ?) ==> (3.1809, 2.92373)"
CRY,-2.0,0,3,"Muñoz (DEF, ?) ==> (5.6918, 5.53963)","Lacroix (DEF, ?) ==> (4.43582, 4.3307)","Richards (DEF, ?) ==> (4.35942, 4.27653)"
BOU,-2.0,3,0,"Adams (MID, ?) ==> (3.34389, 3.29224)","Semenyo (MID, ?) ==> (3.03934, 2.99877)","Tavernier (MID, ?) ==> (3.0, 2.95943)"
LIV,-2.0,3,0,"Szoboszlai (MID, ?) ==> (3.40451, 3.38953)","Gravenberch (MID, ?) ==> (3.39699, 3.38201)","Gakpo (MID, ?) ==> (2.59881, 2.57716)"
BUR,-2.75,2,1,"Cullen (MID, ?) ==> (3.23238, 3.11544)","Florentino (MID, ?) ==> (3.31206, 3.07867)","Estève (DEF, ?) ==> (3.2382, 2.90697)"
SUN,-3.25,0,3,"Alderete (DEF, ?) ==> (3.35172, 3.10079)","Mukiele (DEF, ?) ==> (3.20451, 2.94607)","Ballard (DEF, ?) ==> (2.9191, 2.59699)"
NFO,-3.75,2,1,"Anderson (MID, ?) ==> (4.80328, 4.53748)","N.Williams (DEF, ?) ==> (3.57508, 2.7377)","Gibbs-White (MID, ?) ==> (2.88948, 2.71034)"
WHU,-4.75,1,2,"Bowen (FWD, ?) ==> (3.10301, 2.95319)","Mavropanos (DEF, ?) ==> (3.04377, 2.3943)","Todibo (DEF, ?) ==> (2.87188, 2.32693)"
WOL,-8.75,1,2,"André (MID, ?) ==> (3.81831, 3.08046)","Agbadou (DEF, ?) ==> (3.03369, 1.93217)","Johnstone (GKP, ?) ==> (2.1985, 1.30708)"
