att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
2,1,ARS,32.87445184927098,32.045084971874736,1.8666666666666667,2.0,1.3516006525866644,1.168339190672185,8
3,2,BHA,29.015028323958244,29.045084971874736,1.6666666666666667,2.0,0.6065646867847612,0.7939142581353409,7
5,3,TOT,28.55259913385386,28.326237921249266,1.6666666666666667,2.0,0.5415164198003839,0.7041961719892291,5
12,6,FUL,29.54095101597963,27.718847050625474,1.3333333333333333,1.0,0.34363668205475784,0.09517760599796929,4
4,2,MUN,27.9568563811043,28.572949016875157,1.7333333333333334,2.0,0.5250969441173927,0.7349877671018217,3
6,3,NEW,30.522039986063305,31.291796067500627,1.4,1.0,0.5490245081005037,0.541111337530682,3
7,4,AVL,30.28597200856352,30.29179606750063,1.4666666666666666,1.0,0.5831992018844023,0.4163030266830073,3
10,5,LEE,28.37614195231299,28.718847050625474,1.2666666666666666,1.0,0.11240560486550114,0.21998591684564406,3
8,4,BOU,26.077082972770267,25.899186938124423,1.4,2.0,-0.07623176188776531,0.4012800384482538,1
18,9,BRE,24.238009330478828,18.854101966249686,1.4,1.0,-0.33492770031078767,-1.011216254061243,1
1,1,MCI,33.2695048315003,33.76393202250021,2.3333333333333335,3.0,1.8788420954573308,1.9160767250623922,0
9,5,LIV,28.784784405395573,29.0,1.6,1.0,0.5067955596033294,0.25507614154102665,-1
15,8,BUR,22.66700166658271,21.94427190999916,1.0666666666666667,1.0,-0.8928234288800914,-0.6255373631547922,-1
11,6,EVE,28.63838387177119,27.909830056250527,1.2,1.0,0.08191270626725414,0.11901387232992555,-4
13,7,WHU,22.587977340833405,23.100813061875577,1.1333333333333333,1.0,-0.8365579640070044,-0.4811914155641315,-4
16,8,SUN,23.125548150729017,21.663118960624633,1.2,1.0,-0.6935582577261662,-0.6606275878563552,-4
19,10,NFO,23.627238253771026,21.909830056250527,0.9333333333333333,0.0,-0.8925134391403504,-1.1630471301463636,-4
14,7,CHE,23.66894301956175,21.94427190999916,1.6666666666666667,1.0,-0.14545009006804005,-0.6255373631547922,-5
17,9,CRY,22.16092635770856,20.954915028125264,1.3333333333333333,1.0,-0.6944850987539146,-0.7490173244035438,-6
20,10,WOL,14.973826058041588,14.809016994374947,0.5333333333333333,0.0,-2.5140473207505227,-2.049287614023896,-9
