team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
ARS,9,"Merino (MID, ?) ==> (4.096, 6.93)","Calafiori (DEF, ?) ==> (5.264, 6.285)","Saka (MID, ?) ==> (3.217, 4.55)","Rice (MID, ?) ==> (3.723, 4.389)","Zubimendi (MID, ?) ==> (3.983, 4.356)"
AVL,6,"Kamara (MID, ?) ==> (3.746, 4.854)","Rogers (MID, ?) ==> (3.389, 3.607)","Pau (DEF, ?) ==> (2.615, 3.208)","Martinez (GKP, ?) ==> (2.453, 3.03)","Cash (DEF, ?) ==> (2.538, 2.916)"
NEW,3,"Bruno G. (MID, ?) ==> (4.793, 5.42)","Burn (DEF, ?) ==> (3.696, 4.4)","Joelinton (MID, ?) ==> (3.346, 3.633)","Thiaw (DEF, ?) ==> (2.776, 3.095)","Livramento (DEF, ?) ==> (2.829, 2.978)"
MUN,3,"B.Fernandes (MID, ?) ==> (4.979, 5.496)","Casemiro (MID, ?) ==> (3.083, 3.475)","Amad (MID, ?) ==> (3.0, 3.09)","Mount (MID, ?) ==> (2.516, 3.071)","Mbeumo (MID, ?) ==> (2.373, 2.473)"
TOT,3,"Richarlison (FWD, ?) ==> (3.241, 3.732)","Kudus (MID, ?) ==> (3.404, 3.677)","Romero (DEF, ?) ==> (3.202, 3.609)","Bentancur (MID, ?) ==> (2.932, 3.385)","Van de Ven (DEF, ?) ==> (2.776, 2.984)"
FUL,3,"Wilson (MID, ?) ==> (3.871, 4.516)","Andersen (DEF, ?) ==> (3.519, 3.898)","Sessegnon (MID, ?) ==> (3.571, 3.791)","Berge (MID, ?) ==> (3.532, 3.611)","Bassey (DEF, ?) ==> (3.034, 3.362)"
MCI,1,"Foden (MID, ?) ==> (6.245, 6.44)","Rúben (DEF, ?) ==> (3.779, 3.992)","Gvardiol (DEF, ?) ==> (3.449, 3.655)","N.Gonzalez (MID, ?) ==> (3.261, 3.315)","O’Reilly (DEF, ?) ==> (2.971, 3.02)"
EVE,1,"Dewsbury-Hall (MID, ?) ==> (6.215, 6.331)","Tarkowski (DEF, ?) ==> (5.877, 6.025)","Keane (DEF, ?) ==> (4.846, 5.054)","Mykolenko (DEF, ?) ==> (4.581, 4.69)","O'Brien (DEF, ?) ==> (4.381, 4.451)"
LEE,1,"Ampadu (MID, ?) ==> (3.826, 3.896)","Calvert-Lewin (FWD, ?) ==> (3.78, 3.895)","Stach (MID, ?) ==> (3.675, 3.768)","Rodon (DEF, ?) ==> (2.705, 2.785)","Tanaka (MID, ?) ==> (2.363, 2.574)"
BHA,0,"Wieffer (MID, ?) ==> (4.159, 4.159)","Minteh (MID, ?) ==> (3.182, 3.182)","Dunk (DEF, ?) ==> (2.843, 2.843)","De Cuyper (DEF, ?) ==> (2.793, 2.793)","Van Hecke (DEF, ?) ==> (2.785, 2.785)"
LIV,0,"Szoboszlai (MID, ?) ==> (3.405, 3.405)","Gravenberch (MID, ?) ==> (3.397, 3.397)","Virgil (DEF, ?) ==> (3.2, 3.2)","Konaté (DEF, ?) ==> (3.119, 3.119)","Mac Allister (MID, ?) ==> (2.516, 2.516)"
CRY,-1,"Muñoz (DEF, ?) ==> (5.692, 5.387)","Lacroix (DEF, ?) ==> (4.436, 4.226)","Richards (DEF, ?) ==> (4.359, 4.194)","Wharton (MID, ?) ==> (4.113, 3.935)","Mitchell (DEF, ?) ==> (3.721, 3.555)"
CHE,-1,"Chalobah (DEF, ?) ==> (4.298, 4.145)","Cucurella (DEF, ?) ==> (3.436, 3.271)","Enzo (MID, ?) ==> (3.255, 3.2)","Neto (MID, ?) ==> (3.337, 3.142)","Sánchez (GKP, ?) ==> (3.09, 2.93)"
BRE,-1,"Thiago (FWD, ?) ==> (6.069, 5.688)","O.Dango (MID, ?) ==> (3.575, 3.415)","Henderson (MID, ?) ==> (3.42, 3.337)","Collins (DEF, ?) ==> (3.181, 3.052)","Schade (MID, ?) ==> (2.993, 2.953)"
SUN,-3,"Xhaka (MID, ?) ==> (3.706, 3.606)","E.Le Fée (MID, ?) ==> (3.738, 3.308)","Alderete (DEF, ?) ==> (3.352, 3.101)","Sadiki (MID, ?) ==> (3.103, 3.013)","Mukiele (DEF, ?) ==> (3.205, 2.946)"
BOU,-3,"Adams (MID, ?) ==> (3.344, 3.189)","Semenyo (MID, ?) ==> (3.039, 2.918)","Tavernier (MID, ?) ==> (3.0, 2.878)","Evanilson (FWD, ?) ==> (2.916, 2.502)","Scott (MID, ?) ==> (2.819, 2.476)"
NFO,-3,"Anderson (MID, ?) ==> (4.803, 4.575)","N.Williams (DEF, ?) ==> (3.575, 2.947)","Milenković (DEF, ?) ==> (3.517, 2.857)","Sangaré (MID, ?) ==> (2.968, 2.604)","Sels (GKP, ?) ==> (2.955, 2.465)"
BUR,-3,"Cullen (MID, ?) ==> (3.232, 3.057)","Florentino (MID, ?) ==> (3.312, 2.962)","Estève (DEF, ?) ==> (3.238, 2.954)","Hartman (DEF, ?) ==> (2.257, 1.919)","Walker (DEF, ?) ==> (2.247, 1.903)"
WHU,-6,"Bowen (FWD, ?) ==> (3.103, 2.923)","M.Fernandes (MID, ?) ==> (3.277, 2.488)","Mavropanos (DEF, ?) ==> (3.044, 2.178)","Todibo (DEF, ?) ==> (2.872, 2.145)","Diouf (DEF, ?) ==> (2.448, 1.912)"
WOL,-9,"André (MID, ?) ==> (3.818, 3.08)","Gomes (MID, ?) ==> (3.544, 2.766)","J.Arias (MID, ?) ==> (2.749, 2.022)","Agbadou (DEF, ?) ==> (3.034, 1.867)","Strand Larsen (FWD, ?) ==> (2.237, 1.841)"
