fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
1,1,ARS,22.642769077603333,29.50657780874821,1.2666666666666666,1.0,1.608918575482056,1.7092066138412192,9
3,2,AVL,11.137630121960095,13.52786404500042,0.4666666666666667,1.0,0.7089170926415915,1.164444610225331,6
5,3,NEW,13.553535487084769,14.729490168751576,0.13333333333333333,0.0,0.6334857642950092,0.6564934588839617,3
7,4,MUN,1.9587977340833405,9.381966011250105,0.26666666666666666,0.0,0.22204088134429945,0.47418041306969516,3
12,6,TOT,2.995180940811013,-6.0106431181261035,0.4666666666666667,0.0,0.370591887895465,-0.050599535691474073,3
14,7,FUL,1.7202859037304472,-0.5065778087482133,-0.26666666666666666,-1.0,-0.06917204576989834,-0.41186770454285937,3
2,1,MCI,19.003882705958077,18.562305898749052,1.2666666666666666,1.0,1.4577199681159563,1.3360837466346762,1
6,3,EVE,10.377078305543897,14.278640450004204,0.06666666666666667,0.0,0.46633863410819765,0.6411226474591566,1
16,8,LEE,-6.262744419332268,-12.517220926874316,-0.6666666666666666,-1.0,-0.6118501997708492,-0.8213463463493219,1
9,5,BHA,4.4265484832507775,3.1458980337503153,0.26666666666666666,0.0,0.32457787714509967,0.2615742586366971,0
10,5,LIV,-0.3611136283547429,0.6180339887498949,0.0,0.0,-0.015004556924516323,0.1753918347942059,0
4,2,CRY,16.873949349396916,20.87538820250189,0.5333333333333333,0.0,0.982428515875774,0.8660254510344709,-1
8,4,CHE,10.568129957686171,3.663118960624632,0.6666666666666666,0.0,0.790742374757627,0.2792078624783839,-1
17,9,BRE,-12.456102631293202,-25.39260912937621,-0.2,-1.0,-0.6230493824741417,-1.2603067269089088,-1
11,6,SUN,-7.856477172585568,-4.257354213751997,0.06666666666666667,0.0,-0.29128002008157194,0.009175311680381729,-3
13,7,BOU,-4.976703764251535,-6.965558146251366,-0.2,0.0,-0.3122744427965757,-0.08315543673326756,-3
18,9,NFO,-10.126553150477147,-25.485291572496006,-0.7333333333333333,-1.0,-0.8075573305888608,-1.2634665477875482,-3
19,10,BUR,-22.15603865200235,-26.729490168751575,-0.9333333333333333,-1.0,-1.412880433831897,-1.3058849883624755,-3
15,8,WHU,-13.193426858478157,-6.551662780622951,-0.8,-1.0,-0.9701511807634942,-0.6179626787699709,-6
20,10,WOL,-37.86862779033386,-40.0,-1.6666666666666667,-1.0,-2.4525419786778113,-1.7583162435708943,-9
