team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
LIV,31,"M.Salah (MID, ?) ==> (13.7, 57.844)","Luis Díaz (MID, ?) ==> (10.7, 45.178)","Diogo J. (MID, ?) ==> (5.7, 24.067)","Szoboszlai (MID, ?) ==> (5.0, 21.111)","Mac Allister (MID, ?) ==> (3.0, 12.667)"
MCI,19,"Haaland (FWD, ?) ==> (13.7, 48.711)","De Bruyne (MID, ?) ==> (5.3, 18.844)","Bernardo (MID, ?) ==> (5.0, 17.778)","Kovačić (MID, ?) ==> (4.7, 16.711)","Sávio (MID, ?) ==> (4.15, 14.756)"
BHA,17,"Welbeck (FWD, ?) ==> (7.7, 26.522)","João Pedro (FWD, ?) ==> (6.0, 20.667)","Mitoma (MID, ?) ==> (5.3, 18.256)","Adingra (MID, ?) ==> (3.7, 12.744)","Minteh (MID, ?) ==> (3.3, 11.367)"
AVL,13,"Onana (MID, ?) ==> (6.7, 21.589)","Duran (FWD, ?) ==> (4.7, 15.144)","Tielemans (MID, ?) ==> (3.3, 10.633)","Watkins (FWD, ?) ==> (3.0, 9.667)","Ramsey (MID, ?) ==> (2.3, 7.411)"
BRE,11,"Mbeumo (MID, ?) ==> (8.0, 24.889)","Wissa (FWD, ?) ==> (7.0, 21.778)","Jensen (MID, ?) ==> (3.0, 9.333)","Schade (MID, ?) ==> (3.0, 9.333)","Janelt (MID, ?) ==> (2.3, 7.156)"
CHE,8,"Madueke (MID, ?) ==> (9.15, 26.942)","Palmer (MID, ?) ==> (8.3, 24.439)","N.Jackson (FWD, ?) ==> (6.0, 17.667)","João Félix (MID, ?) ==> (3.5, 10.306)","Enzo (MID, ?) ==> (2.0, 5.889)"
ARS,8,"Saka (MID, ?) ==> (8.0, 23.556)","Havertz (FWD, ?) ==> (7.3, 21.494)","Thomas (MID, ?) ==> (5.0, 14.722)","Trossard (MID, ?) ==> (3.0, 8.833)","Martinelli (MID, ?) ==> (2.3, 6.772)"
BOU,6,"Semenyo (MID, ?) ==> (6.3, 17.85)","Sinisterra (MID, ?) ==> (4.7, 13.317)","Tavernier (MID, ?) ==> (4.3, 12.183)","Cook (MID, ?) ==> (3.3, 9.35)","Kluivert (MID, ?) ==> (2.7, 7.65)"
TOT,5,"Son (MID, ?) ==> (7.0, 19.444)","Bissouma (MID, ?) ==> (4.15, 11.528)","Maddison (MID, ?) ==> (4.0, 11.111)","Johnson (MID, ?) ==> (3.0, 8.333)","Kulusevski (MID, ?) ==> (3.0, 8.333)"
NEW,4,"Isak (FWD, ?) ==> (5.3, 14.428)","Barnes (MID, ?) ==> (5.0, 13.611)","Gordon (MID, ?) ==> (5.0, 13.611)","Joelinton (MID, ?) ==> (4.3, 11.706)","Bruno G. (MID, ?) ==> (2.0, 5.444)"
WHU,2,"Bowen (MID, ?) ==> (5.0, 13.056)","Souček (MID, ?) ==> (4.7, 12.272)","L.Paquetá (MID, ?) ==> (3.7, 9.661)","Kudus (MID, ?) ==> (2.3, 6.006)","Antonio (FWD, ?) ==> (2.0, 5.222)"
LEI,-2,"Buonanotte (MID, ?) ==> (4.3, 10.272)","A.Fatawu (MID, ?) ==> (4.0, 9.556)","Vardy (FWD, ?) ==> (3.7, 8.839)","Ndidi (MID, ?) ==> (3.0, 7.167)","De Cordova-Reid (MID, ?) ==> (1.7, 4.061)"
NFO,-5,"Wood (FWD, ?) ==> (6.3, 14.0)","Gibbs-White (MID, ?) ==> (4.3, 9.556)","Anderson (MID, ?) ==> (3.3, 7.333)","Yates (MID, ?) ==> (3.0, 6.667)","Hudson-Odoi (MID, ?) ==> (2.7, 6.0)"
MUN,-9,"Amad (MID, ?) ==> (3.3, 6.6)","Zirkzee (FWD, ?) ==> (3.3, 6.6)","B.Fernandes (MID, ?) ==> (2.3, 4.6)","Garnacho (MID, ?) ==> (2.3, 4.6)","Rashford (MID, ?) ==> (2.3, 4.6)"
EVE,-11,"Calvert-Lewin (FWD, ?) ==> (5.3, 10.011)","McNeil (MID, ?) ==> (3.3, 6.233)","Gana (MID, ?) ==> (2.0, 3.778)","Harrison (MID, ?) ==> (1.7, 3.211)","Iroegbunam (MID, ?) ==> (1.7, 3.211)"
IPS,-14,"Delap (FWD, ?) ==> (3.7, 6.372)","Szmodics (MID, ?) ==> (3.0, 5.167)","Ogbene (MID, ?) ==> (2.0, 3.444)","Hutchinson (MID, ?) ==> (1.7, 2.928)","Luongo (MID, ?) ==> (1.65, 2.842)"
FUL,-17,"Adama (MID, ?) ==> (5.7, 8.867)","Smith Rowe (MID, ?) ==> (5.0, 7.778)","Iwobi (MID, ?) ==> (4.0, 6.222)","Muniz (FWD, ?) ==> (2.0, 3.111)","Andreas (MID, ?) ==> (1.7, 2.644)"
SOU,-20,"Lallana (MID, ?) ==> (2.65, 3.681)","Aribo (MID, ?) ==> (2.0, 2.778)","Smallbone (MID, ?) ==> (1.7, 2.361)","Downes (MID, ?) ==> (1.7, 2.361)","Brereton Díaz (MID, ?) ==> (1.7, 2.361)"
WOL,-22,"Strand Larsen (FWD, ?) ==> (3.3, 4.217)","Bellegarde (MID, ?) ==> (3.0, 3.833)","Cunha (FWD, ?) ==> (3.0, 3.833)","Mario Jr. (MID, ?) ==> (3.0, 3.833)","Hee Chan (MID, ?) ==> (1.3, 1.661)"
CRY,-24,"Eze (MID, ?) ==> (4.7, 5.483)","C.Doucouré (MID, ?) ==> (2.1, 2.45)","Wharton (MID, ?) ==> (2.0, 2.333)","Mateta (FWD, ?) ==> (1.7, 1.983)","Kamada (MID, ?) ==> (1.3, 1.517)"
