id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,fplAdv_nxtGWs,fplAdv*xPts,defAdv_nxtGWs,defAdv*xPts,attAdv_nxtGWs,attAdv*xPts,avgAdv*xPts,#OfMatches_nxtGWs,tot_xPts,gw12Pts,gw13Pts,gw14Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
646,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,8,0.0,7,0.0,5,0.0,0.0,3,0.0,0,0,0,0,0,?
43,Douglas Luiz,Soares de Paulo,MID,AVL,58,~,"Douglas Luiz (MID, ~)",5.3,8.0,6.2,5,31.0,0,0.0,7,43.4,37.2,3,18.6,0,0,0,0,0,?
599,Moussa,Diaby,MID,AVL,59,^^,"Diaby (MID, ^^)",5.4,5.7,5.5,5,27.5,0,0.0,7,38.5,33.0,3,16.5,0,0,0,0,0,?
60,Ollie,Watkins,FWD,AVL,74,vv,"Watkins (FWD, vv)",6.7,5.0,6.133,5,30.665,0,0.0,7,42.931,36.798,3,18.399,0,0,0,0,0,?
50,John,McGinn,MID,AVL,41,^,"McGinn (MID, ^)",3.7,5.0,4.133,5,20.665,0,0.0,7,28.931,24.798000000000002,3,12.399,0,0,0,0,0,?
34,Leon,Bailey,MID,AVL,34,~,"Bailey (MID, ~)",3.8,3.7,3.767,5,18.835,0,0.0,7,26.369,22.602,3,11.301,0,0,0,0,0,?
48,Ezri,Konsa Ngoyo,DEF,AVL,30,v,"Konsa (DEF, v)",2.7,3.0,2.8,5,14.0,0,0.0,7,0.0,7.0,3,8.4,0,0,0,0,0,?
36,Matty,Cash,DEF,AVL,43,~,"Cash (DEF, ~)",3.9,2.3,3.367,5,16.835,0,0.0,7,0.0,8.4175,3,10.101,0,0,0,0,0,?
58,Youri,Tielemans,MID,AVL,14,~,"Tielemans (MID, ~)",1.3,2.0,1.533,5,7.664999999999999,0,0.0,7,10.731,9.198,3,4.599,0,0,0,0,0,?
584,Pau,Torres,DEF,AVL,36,vv,"Pau (DEF, vv)",3.3,1.7,2.767,5,13.834999999999999,0,0.0,7,0.0,6.9174999999999995,3,8.301,0,0,0,0,0,?
42,Lucas,Digne,DEF,AVL,33,v,"Digne (DEF, v)",3.0,1.7,2.567,5,12.835,0,0.0,7,0.0,6.4175,3,7.701,0,0,0,0,0,?
47,Boubacar,Kamara,MID,AVL,21,~,"Kamara (MID, ~)",1.9,1.7,1.833,5,9.165,0,0.0,7,12.831,10.998,3,5.499,0,0,0,0,0,?
49,Emiliano,Martínez Romero,GKP,AVL,27,vv,"Martinez (GKP, vv)",2.7,1.3,2.233,5,11.165000000000001,0,0.0,7,0.0,5.5825000000000005,3,6.699,0,0,0,0,0,?
672,Nicolò,Zaniolo,MID,AVL,10,v,"Zaniolo (MID, v)",1.1,1.0,1.067,5,5.335,0,0.0,7,7.468999999999999,6.401999999999999,3,3.201,0,0,0,0,0,?
41,Diego Carlos,Santos Silva,DEF,AVL,8,~,"Diego Carlos (DEF, ~)",1.1,0.7,0.967,5,4.835,0,0.0,7,0.0,2.4175,3,2.901,0,0,0,0,0,?
40,Leander,Dendoncker,MID,AVL,4,^^^,"Dendoncker (MID, ^^^)",1.0,0.7,0.9,5,4.5,0,0.0,7,6.3,5.4,3,2.7,0,0,0,0,0,?
59,Bertrand,Traoré,MID,AVL,2,^^^,"Bertrand Traoré (MID, ^^^)",1.0,0.3,0.767,5,3.835,0,0.0,7,5.369,4.602,3,2.301,0,0,0,0,0,?
55,Jacob,Ramsey,MID,AVL,7,vv,"J.Ramsey (MID, vv)",3.5,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
44,Jhon,Durán,FWD,AVL,15,?,"Duran (FWD, ?)",2.5,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
53,Robin,Olsen,GKP,AVL,2,?,"Olsen (GKP, ?)",2.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
38,Philippe,Coutinho Correia,MID,AVL,2,?,"Coutinho (MID, ?)",1.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
54,Jaden,Philogene-Bidace,MID,AVL,1,?,"Philogene (MID, ?)",1.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
32,Alexandre,Moreno Lopera,DEF,AVL,0,?,"Alex Moreno (DEF, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
35,Emiliano,Buendía Stati,MID,AVL,0,?,"Buendia (MID, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
37,Calum,Chambers,DEF,AVL,0,?,"Chambers (DEF, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
39,Keinan,Davis,FWD,AVL,0,?,"Davis (FWD, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
45,Kortney,Hause,DEF,AVL,0,?,"Hause (DEF, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
46,Tim,Iroegbunam,MID,AVL,0,?,"Iroegbunam (MID, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
51,Tyrone,Mings,DEF,AVL,0,?,"Mings (DEF, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
56,Morgan,Sanson,MID,AVL,0,?,"Sanson (MID, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
57,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
61,Wesley,Moraes Ferreira da Silva,FWD,AVL,0,?,"Wesley (FWD, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
618,Omari,Kellyman,MID,AVL,0,?,"Kellyman (MID, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
670,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
686,Oliwier,Zych,GKP,AVL,0,?,"Zych (GKP, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
699,Clément,Lenglet,DEF,AVL,0,?,"Lenglet (DEF, ?)",0.0,0.0,0.0,5,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
132,Evan,Ferguson,FWD,BHA,41,^^,"Ferguson (FWD, ^^)",3.7,4.0,3.8,1,3.8,0,0.0,7,26.599999999999998,15.2,3,11.4,0,0,0,0,0,?
143,Kaoru,Mitoma,MID,BHA,52,~,"Mitoma (MID, ~)",4.7,3.3,4.233,1,4.233,0,0.0,7,29.630999999999997,16.932,3,12.699,0,0,0,0,0,?
134,Pascal,Groß,MID,BHA,38,~,"Gross (MID, ~)",4.2,3.3,3.9,1,3.9,0,0.0,7,27.3,15.6,3,11.7,0,0,0,0,0,?
700,Anssumane,Fati Vieira,MID,BHA,17,vv,"Ansu Fati (MID, vv)",2.4,3.0,2.6,1,2.6,0,0.0,7,18.2,10.4,3,7.8,0,0,0,0,0,?
122,Simon,Adingra,MID,BHA,29,~,"Adingra (MID, ~)",2.9,2.0,2.6,1,2.6,0,0.0,7,18.2,10.4,3,7.8,0,0,0,0,0,?
152,Bart,Verbruggen,GKP,BHA,12,^^,"Verbruggen (GKP, ^^)",2.4,1.7,2.167,1,2.167,0,0.0,7,0.0,1.0835,3,6.501,0,0,0,0,0,?
148,Jason,Steele,GKP,BHA,13,~,"Steele (GKP, ~)",2.2,1.7,2.033,1,2.033,0,0.0,7,0.0,1.0165,3,6.099,0,0,0,0,0,?
135,João Pedro,Junqueira de Jesus,FWD,BHA,28,vv,"João Pedro (FWD, vv)",2.5,1.3,2.1,1,2.1,0,0.0,7,14.700000000000001,8.4,3,6.3,0,0,0,0,0,?
129,Lewis,Dunk,DEF,BHA,20,~,"Dunk (DEF, ~)",1.8,1.3,1.633,1,1.633,0,0.0,7,0.0,0.8165,3,4.899,0,0,0,0,0,?
150,Jan Paul,van Hecke,DEF,BHA,10,~,"Van Hecke (DEF, ~)",1.7,1.3,1.567,1,1.567,0,0.0,7,0.0,0.7835,3,4.701,0,0,0,0,0,?
151,Joël,Veltman,DEF,BHA,15,^,"Veltman (DEF, ^)",1.4,1.3,1.367,1,1.367,0,0.0,7,0.0,0.6835,3,4.101,0,0,0,0,0,?
690,Carlos,Baleba,MID,BHA,7,~,"Baleba (MID, ~)",1.4,1.3,1.367,1,1.367,0,0.0,7,9.568999999999999,5.468,3,4.101,0,0,0,0,0,?
133,Billy,Gilmour,MID,BHA,27,v,"Gilmour (MID, v)",2.7,1.0,2.133,1,2.133,0,0.0,7,14.931000000000001,8.532,3,6.399,0,0,0,0,0,?
128,Mahmoud,Dahoud,MID,BHA,14,^^^,"Dahoud (MID, ^^^)",2.0,1.0,1.667,1,1.667,0,0.0,7,11.669,6.668,3,5.001,0,0,0,0,0,?
142,James,Milner,MID,BHA,9,~,"Milner (MID, ~)",1.3,1.0,1.2,1,1.2,0,0.0,7,8.4,4.8,3,3.6,0,0,0,0,0,?
606,Igor Julio,dos Santos de Paulo,DEF,BHA,4,^^^,"Igor (DEF, ^^^)",1.0,1.0,1.0,1,1.0,0,0.0,7,0.0,0.5,3,3.0,0,0,0,0,0,?
138,Adam,Lallana,MID,BHA,7,^^^,"Lallana (MID, ^^^)",1.2,0.7,1.033,1,1.033,0,0.0,7,7.231,4.132,3,3.099,0,0,0,0,0,?
153,Adam,Webster,DEF,BHA,5,^^^,"Webster (DEF, ^^^)",1.0,0.7,0.9,1,0.9,0,0.0,7,0.0,0.45,3,2.7,0,0,0,0,0,?
125,Facundo,Buonanotte,MID,BHA,3,^^^,"Buonanotte (MID, ^^^)",1.0,0.7,0.9,1,0.9,0,0.0,7,6.3,3.6,3,2.7,0,0,0,0,0,?
140,Solly,March,MID,BHA,39,vv,"March (MID, vv)",5.6,0.3,3.833,1,3.833,0,0.0,7,26.831000000000003,15.332,3,11.499,0,0,0,0,0,?
154,Danny,Welbeck,FWD,BHA,15,vv,"Welbeck (FWD, vv)",1.9,0.3,1.367,1,1.367,0,0.0,7,9.568999999999999,5.468,3,4.101,0,0,0,0,0,?
131,Pervis,Estupiñán,DEF,BHA,25,?,"Estupiñan (DEF, ?)",4.2,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
130,Julio,Enciso,MID,BHA,8,?,"Enciso (MID, ?)",4.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
139,Tariq,Lamptey,DEF,BHA,8,?,"Lamptey (DEF, ?)",2.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
621,Jack,Hinshelwood,MID,BHA,2,vv,"Hinshelwood (MID, vv)",2.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
123,Steven,Alzate,MID,BHA,0,?,"Alzate (MID, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
124,Yasin,Ayari,MID,BHA,0,?,"Ayari (MID, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
127,Aaron,Connolly,FWD,BHA,0,?,"Connolly (FWD, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
136,Michał,Karbownik,DEF,BHA,0,?,"Karbownik (DEF, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
137,Kacper,Kozłowski,MID,BHA,0,?,"Kozłowski (MID, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
141,Tom,McGill,GKP,BHA,0,?,"McGill (GKP, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
144,Jakub,Moder,MID,BHA,0,?,"Moder (MID, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
146,Jeremy,Sarmiento Morante,MID,BHA,0,?,"Sarmiento (MID, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
147,Kjell,Scherpen,GKP,BHA,0,?,"Scherpen (GKP, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
149,Deniz,Undav,FWD,BHA,0,?,"Undav (FWD, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
155,Andi,Zeqiri,FWD,BHA,0,?,"Zeqiri (FWD, ?)",0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0,3,0.0,0,0,0,0,0,?
63,Philip,Billing,MID,BOU,32,^,"Billing (MID, ^)",2.9,5.0,3.6,-7,-1.9444444444444444,-8,0.0,-5,-1.3888888888888888,-1.6666666666666665,3,10.8,0,0,0,0,0,?
85,Dominic,Solanke,FWD,BOU,43,v,"Solanke (FWD, v)",3.9,3.7,3.833,-7,-1.826245760500913,-8,0.0,-5,-1.3044612575006522,-1.5653535090007826,3,11.499,0,0,0,0,0,?
82,Antoine,Semenyo,FWD,BOU,25,^^^,"Semenyo (FWD, ^^^)",3.1,3.3,3.167,-7,-2.2102936532996527,-8,0.0,-5,-1.5787811809283234,-1.894537417113988,3,9.501,0,0,0,0,0,?
86,Marcus,Tavernier,MID,BOU,18,~,"Tavernier (MID, ~)",2.2,2.0,2.133,-7,-3.2817627754336613,-8,0.0,-5,-2.344116268166901,-2.8129395218002813,3,6.399,0,0,0,0,0,?
705,Luis,Sinisterra,MID,BOU,9,^^^,"Sinisterra (MID, ^^^)",2.2,2.0,2.133,-7,-3.2817627754336613,-8,0.0,-5,-2.344116268166901,-2.8129395218002813,3,6.399,0,0,0,0,0,?
65,Ryan,Christie,MID,BOU,23,~,"Christie (MID, ~)",2.1,1.7,1.967,-7,-3.558718861209964,-8,0.0,-5,-2.541942043721403,-3.0503304524656834,3,5.901,0,0,0,0,0,?
643,Max,Aarons,DEF,BOU,17,^^,"Aarons (DEF, ^^)",1.5,1.7,1.567,-7,-4.4671346522016595,-8,-5.105296745373325,-5,0.0,-4.786215698787492,3,4.701,0,0,0,0,0,?
81,Joe,Rothwell,MID,BOU,10,~,"Rothwell (MID, ~)",1.2,1.0,1.133,-7,-6.17828773168579,-8,0.0,-5,-4.41306266548985,-5.29567519858782,3,3.399,0,0,0,0,0,?
644,Alex,Scott,MID,BOU,3,^^^,"Scott (MID, ^^^)",1.0,1.0,1.0,-7,-7.0,-8,0.0,-5,-5.0,-6.0,3,3.0,0,0,0,0,0,?
77,Norberto,Murara Neto,GKP,BOU,30,vv,"Neto (GKP, vv)",3.3,0.7,2.433,-7,-2.877106452938759,-8,-3.2881216605014387,-5,0.0,-3.082614056720099,3,7.299,0,0,0,0,0,?
70,Lloyd,Kelly,DEF,BOU,12,vv,"Kelly (DEF, vv)",1.7,0.7,1.367,-7,-5.120702267739576,-8,-5.852231163130944,-5,0.0,-5.4864667154352595,3,4.101,0,0,0,0,0,?
595,Milos,Kerkez,DEF,BOU,13,vv,"Kerkez (DEF, vv)",1.2,0.7,1.033,-7,-6.776379477250726,-8,-7.744433688286545,-5,0.0,-7.260406582768636,3,3.099,0,0,0,0,0,?
607,Ionuț,Radu,GKP,BOU,2,^^^,"Radu (GKP, ^^^)",1.0,0.7,0.9,-7,-7.777777777777778,-8,-8.88888888888889,-5,0.0,-8.333333333333334,3,2.7,0,0,0,0,0,?
75,Chris,Mepham,DEF,BOU,3,^^^,"Mepham (DEF, ^^^)",0.8,0.7,0.767,-7,-9.126466753585397,-8,-10.430247718383312,-5,0.0,-9.778357235984355,3,2.301,0,0,0,0,0,?
64,David,Brooks,MID,BOU,15,vv,"Brooks (MID, vv)",1.9,0.3,1.367,-7,-5.120702267739576,-8,0.0,-5,-3.6576444769568397,-4.389173372348208,3,4.101,0,0,0,0,0,?
89,Illia,Zabarnyi,DEF,BOU,13,v,"Zabarnyi (DEF, v)",1.2,0.3,0.9,-7,-7.777777777777778,-8,-8.88888888888889,-5,0.0,-8.333333333333334,3,2.7,0,0,0,0,0,?
72,Justin,Kluivert,MID,BOU,10,v,"Kluivert (MID, v)",1.2,0.3,0.9,-7,-7.777777777777778,-8,0.0,-5,-5.555555555555555,-6.666666666666666,3,2.7,0,0,0,0,0,?
78,Dango,Ouattara,MID,BOU,7,vv,"O.Dango (MID, vv)",1.2,0.3,0.9,-7,-7.777777777777778,-8,0.0,-5,-5.555555555555555,-6.666666666666666,3,2.7,0,0,0,0,0,?
83,Marcos,Senesi,DEF,BOU,9,vv,"Senesi (DEF, vv)",1.0,0.3,0.767,-7,-9.126466753585397,-8,-10.430247718383312,-5,0.0,-9.778357235984355,3,2.301,0,0,0,0,0,?
76,Kieffer,Moore,FWD,BOU,5,vv,"Moore (FWD, vv)",1.0,0.3,0.767,-7,-9.126466753585397,-8,0.0,-5,-6.51890482398957,-7.822685788787483,3,2.301,0,0,0,0,0,?
84,Adam,Smith,DEF,BOU,3,v,"Smith (DEF, v)",1.0,0.3,0.767,-7,-9.126466753585397,-8,-10.430247718383312,-5,0.0,-9.778357235984355,3,2.301,0,0,0,0,0,?
62,Jaidon,Anthony,MID,BOU,3,?,"Anthony (MID, ?)",1.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
87,Hamed,Traorè,MID,BOU,3,?,"Hamed Traorè (MID, ?)",1.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
69,James,Hill,DEF,BOU,1,?,"Hill (DEF, ?)",1.0,0.0,0.0,-7,-inf,-8,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,0,?
67,Siriki,Dembélé,MID,BOU,0,?,"Siriki (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
68,Ryan,Fredericks,DEF,BOU,0,?,"Fredericks (DEF, ?)",0.0,0.0,0.0,-7,-inf,-8,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,0,?
71,Gavin,Kilkenny,MID,BOU,0,?,"Kilkenny (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
73,Jamal,Lowe,MID,BOU,0,?,"Lowe (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
74,Emiliano,Marcondes,MID,BOU,0,?,"Marcondes (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
79,Ben,Pearson,MID,BOU,0,?,"Pearson (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
80,Darren,Randolph,GKP,BOU,0,?,"Randolph (GKP, ?)",0.0,0.0,0.0,-7,-inf,-8,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,0,?
88,Mark,Travers,GKP,BOU,0,?,"Travers (GKP, ?)",0.0,0.0,0.0,-7,-inf,-8,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,0,?
619,Ben,Greenwood,DEF,BOU,0,?,"Greenwood (DEF, ?)",0.0,0.0,0.0,-7,-inf,-8,-inf,-5,0.0,-inf,3,0.0,0,0,0,0,0,?
673,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
66,Lewis,Cook,MID,BOU,10,vv,"L.Cook (MID, vv)",1.4,-0.7,0.0,-7,-inf,-8,0.0,-5,-inf,-inf,3,0.0,0,0,0,0,0,?
108,Bryan,Mbeumo,MID,BRE,72,^,"Mbeumo (MID, ^)",6.5,10.7,7.9,1,7.9,2,0.0,2,15.8,11.850000000000001,3,23.7,0,0,0,0,0,?
112,Ethan,Pinnock,DEF,BRE,40,^^^,"Pinnock (DEF, ^^^)",3.6,7.7,4.967,1,4.967,2,9.934,2,0.0,7.4505,3,14.901,0,0,0,0,0,?
96,Nathan,Collins,DEF,BRE,39,^^^,"Collins (DEF, ^^^)",3.5,7.3,4.767,1,4.767,2,9.534,2,0.0,7.150500000000001,3,14.301,0,0,0,0,0,?
258,Neal,Maupay,FWD,BRE,21,^^^,"Maupay (FWD, ^^^)",2.6,5.3,3.5,1,3.5,2,0.0,2,7.0,5.25,3,10.5,0,0,0,0,0,?
119,Yoane,Wissa,FWD,BRE,46,v,"Wissa (FWD, v)",4.2,4.0,4.133,1,4.133,2,0.0,2,8.266,6.1995000000000005,3,12.399,0,0,0,0,0,?
101,Mark,Flekken,GKP,BRE,31,~,"Flekken (GKP, ~)",3.1,4.0,3.4,1,3.4,2,6.8,2,0.0,5.1,3,10.2,0,0,0,0,0,?
