team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
FUL,0,"Raúl (FWD, ?) ==> (5.837, 2.918)","Smith Rowe (MID, ?) ==> (5.691, 2.845)","Iwobi (MID, ?) ==> (4.218, 2.109)","Robinson (DEF, ?) ==> (3.885, 1.943)","Andreas (MID, ?) ==> (2.806, 1.403)"
MUN,-1,"Onana (GKP, ?) ==> (6.57, 2.92)","Dalot (DEF, ?) ==> (5.546, 2.465)","De Ligt (DEF, ?) ==> (5.26, 2.338)","Mazraoui (DEF, ?) ==> (4.103, 1.824)","Martinez (DEF, ?) ==> (3.37, 1.498)"
WHU,-1,"Souček (MID, ?) ==> (3.988, 1.773)","Bowen (MID, ?) ==> (3.618, 1.608)","L.Paquetá (MID, ?) ==> (2.297, 1.021)","Areola (GKP, ?) ==> (2.206, 0.98)","Ings (FWD, ?) ==> (2.176, 0.967)"
BHA,-2,"Welbeck (FWD, ?) ==> (4.66, 1.812)","Baleba (MID, ?) ==> (3.982, 1.548)","Hinshelwood (MID, ?) ==> (3.958, 1.539)","Mitoma (MID, ?) ==> (3.939, 1.532)","Van Hecke (DEF, ?) ==> (3.218, 1.251)"
LEI,-2,"Mavididi (MID, ?) ==> (4.673, 1.817)","Justin (DEF, ?) ==> (3.867, 1.504)","Ndidi (MID, ?) ==> (3.691, 1.435)","Vardy (FWD, ?) ==> (3.679, 1.431)","Hermansen (GKP, ?) ==> (2.576, 1.002)"
EVE,-3,"McNeil (MID, ?) ==> (7.722, 2.574)","Calvert-Lewin (FWD, ?) ==> (3.721, 1.24)","Ndiaye (FWD, ?) ==> (3.176, 1.059)","Young (DEF, ?) ==> (2.34, 0.78)","Harrison (MID, ?) ==> (2.115, 0.705)"
WOL,-3,"Mario Jr. (MID, ?) ==> (3.909, 1.303)","Cunha (FWD, ?) ==> (3.691, 1.23)","Strand Larsen (FWD, ?) ==> (3.103, 1.034)","Bellegarde (MID, ?) ==> (2.527, 0.842)","Aït-Nouri (DEF, ?) ==> (2.485, 0.828)"
NFO,-4,"Wood (FWD, ?) ==> (4.721, 1.311)","Sels (GKP, ?) ==> (3.897, 1.082)","Hudson-Odoi (MID, ?) ==> (3.588, 0.997)","Aina (DEF, ?) ==> (3.527, 0.98)","Murillo (DEF, ?) ==> (2.988, 0.83)"
CRY,-6,"Mateta (FWD, ?) ==> (4.188, 0.698)","Guéhi (DEF, ?) ==> (3.982, 0.664)","Henderson (GKP, ?) ==> (3.267, 0.545)","Eze (MID, ?) ==> (3.042, 0.507)","Mitchell (DEF, ?) ==> (2.958, 0.493)"
SOU,-8,"Dibling (MID, ?) ==> (3.546, 0.197)","Harwood-Bellis (DEF, ?) ==> (2.6, 0.144)","Ramsdale (GKP, ?) ==> (2.061, 0.115)","M.Fernandes (MID, ?) ==> (1.588, 0.088)","Lallana (MID, ?) ==> (1.576, 0.088)"
