team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
AVL,7,"Watkins (FWD, ?) ==> (9.533, 66.731)","Douglas Luiz (MID, ?) ==> (6.367, 44.569)","Diaby (MID, ?) ==> (4.6, 32.2)","Pau (DEF, ?) ==> (4.033, 28.231)","Cash (DEF, ?) ==> (3.9, 27.3)"
LIV,5,"Salah (MID, ?) ==> (9.1, 45.5)","A.Becker (GKP, ?) ==> (4.1, 20.5)","Darwin (FWD, ?) ==> (4.067, 20.335)","Luis Díaz (MID, ?) ==> (3.5, 17.5)","Szoboszlai (MID, ?) ==> (3.4, 17.0)"
ARS,4,"Saka (MID, ?) ==> (6.367, 25.468)","Ødegaard (MID, ?) ==> (5.967, 23.868)","White (DEF, ?) ==> (5.9, 23.6)","Raya (GKP, ?) ==> (4.767, 19.068)","Rice (MID, ?) ==> (4.333, 17.332)"
MCI,4,"J.Alvarez (FWD, ?) ==> (6.3, 25.2)","Haaland (FWD, ?) ==> (6.0, 24.0)","Foden (MID, ?) ==> (3.6, 14.4)","Doku (MID, ?) ==> (3.1, 12.4)","R.Lewis (DEF, ?) ==> (3.0, 12.0)"
NEW,3,"Trippier (DEF, ?) ==> (7.5, 22.5)","J.Murphy (MID, ?) ==> (5.967, 17.901)","Isak (FWD, ?) ==> (5.9, 17.7)","Gordon (MID, ?) ==> (5.167, 15.501)","Pope (GKP, ?) ==> (4.167, 12.501)"
TOT,3,"Son (MID, ?) ==> (7.733, 23.199)","Maddison (MID, ?) ==> (6.033, 18.099)","Van de Ven (DEF, ?) ==> (5.5, 16.5)","Pedro Porro (DEF, ?) ==> (5.3, 15.9)","Romero (DEF, ?) ==> (5.167, 15.501)"
BHA,2,"March (MID, ?) ==> (4.833, 9.666)","Mitoma (MID, ?) ==> (3.833, 7.666)","Ansu Fati (MID, ?) ==> (3.433, 6.866)","Gross (MID, ?) ==> (3.3, 6.6)","Adingra (MID, ?) ==> (3.167, 6.334)"
BRE,1,"Mbeumo (MID, ?) ==> (6.0, 6.0)","Jensen (MID, ?) ==> (5.533, 5.533)","Wissa (FWD, ?) ==> (4.8, 4.8)","Nørgaard (MID, ?) ==> (3.5, 3.5)","Flekken (GKP, ?) ==> (2.967, 2.967)"
WHU,0,"Bowen (MID, ?) ==> (6.367, 0.0)","Souček (MID, ?) ==> (4.6, 0.0)","Coufal (DEF, ?) ==> (4.367, 0.0)","Ward-Prowse (MID, ?) ==> (4.167, 0.0)","Emerson (DEF, ?) ==> (2.567, 0.0)"
CRY,0,"Andersen (DEF, ?) ==> (6.133, 0.0)","Johnstone (GKP, ?) ==> (4.967, 0.0)","Guéhi (DEF, ?) ==> (4.7, 0.0)","Clyne (DEF, ?) ==> (4.667, 0.0)","Mitchell (DEF, ?) ==> (3.7, 0.0)"
MUN,0,"McTominay (MID, ?) ==> (5.467, 0.0)","B.Fernandes (MID, ?) ==> (4.167, 0.0)","Dalot (DEF, ?) ==> (3.733, 0.0)","Rashford (MID, ?) ==> (2.867, 0.0)","Onana (GKP, ?) ==> (2.767, 0.0)"
CHE,-1,"Sterling (MID, ?) ==> (5.467, -0.183)","Palmer (MID, ?) ==> (5.167, -0.194)","Mudryk (MID, ?) ==> (4.733, -0.211)","Colwill (DEF, ?) ==> (4.2, -0.238)","Sanchez (GKP, ?) ==> (3.767, -0.265)"
FUL,-2,"De Cordova-Reid (MID, ?) ==> (3.633, -0.551)","Willian (MID, ?) ==> (3.633, -0.551)","Leno (GKP, ?) ==> (3.5, -0.571)","Ream (DEF, ?) ==> (2.833, -0.706)","Andreas (MID, ?) ==> (2.833, -0.706)"
WOL,-2,"Hee Chan (MID, ?) ==> (5.567, -0.359)","Neto (MID, ?) ==> (4.9, -0.408)","Cunha (FWD, ?) ==> (3.767, -0.531)","José Sá (GKP, ?) ==> (3.5, -0.571)","Kalajdžić (FWD, ?) ==> (3.267, -0.612)"
EVE,-2,"Harrison (MID, ?) ==> (5.3, -0.377)","A.Doucoure (MID, ?) ==> (4.3, -0.465)","Garner (MID, ?) ==> (3.333, -0.6)","Tarkowski (DEF, ?) ==> (3.033, -0.659)","Calvert-Lewin (FWD, ?) ==> (2.967, -0.674)"
BUR,-2,"Foster (FWD, ?) ==> (4.467, -0.448)","Odobert (MID, ?) ==> (2.467, -0.811)","Berge (MID, ?) ==> (2.333, -0.857)","Trafford (GKP, ?) ==> (2.0, -1.0)","Brownhill (MID, ?) ==> (2.0, -1.0)"
BOU,-3,"Solanke (FWD, ?) ==> (3.967, -0.756)","Billing (MID, ?) ==> (2.833, -1.059)","Neto (GKP, ?) ==> (2.633, -1.139)","Tavernier (MID, ?) ==> (2.1, -1.429)","Christie (MID, ?) ==> (1.833, -1.637)"
NFO,-5,"Dominguez (MID, ?) ==> (4.767, -1.049)","Boly (DEF, ?) ==> (4.3, -1.163)","Wood (FWD, ?) ==> (3.833, -1.304)","Toffolo (DEF, ?) ==> (3.7, -1.351)","Elanga (MID, ?) ==> (3.4, -1.471)"
SHU,-5,"Hamer (MID, ?) ==> (3.0, -1.667)","Bogle (DEF, ?) ==> (2.8, -1.786)","Archer (FWD, ?) ==> (2.667, -1.875)","McBurnie (FWD, ?) ==> (2.533, -1.974)","McAtee (MID, ?) ==> (2.233, -2.239)"
LUT,-7,"Townsend (MID, ?) ==> (4.0, -1.75)","Morris (FWD, ?) ==> (3.933, -1.78)","Adebayo (FWD, ?) ==> (3.0, -2.333)","Ogbene (FWD, ?) ==> (2.633, -2.659)","Lockyer (DEF, ?) ==> (2.533, -2.764)"
