id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,fplAdv_nxtGWs,fplAdv*xPts,defAdv_nxtGWs,defAdv*xPts,attAdv_nxtGWs,attAdv*xPts,avgAdv*xPts,#OfMatches_nxtGWs,tot_xPts,gw10Pts,gw11Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
1,Folarin,Balogun,FWD,ARS,0,?,"Balogun (FWD, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
2,Cédric,Alves Soares,DEF,ARS,0,?,"Cédric (DEF, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
3,Mohamed,Elneny,MID,ARS,0,?,"M.Elneny (MID, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,4,0,4,inf,^^^
11,Marcus,Oliveira Alencar,MID,ARS,0,?,"Marquinhos (MID, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
16,Nicolas,Pépé,MID,ARS,0,?,"Pepe (MID, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
18,Rúnar Alex,Rúnarsson,GKP,ARS,0,?,"Rúnarsson (GKP, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
24,Kieran,Tierney,DEF,ARS,0,?,"Tierney (DEF, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
30,Granit,Xhaka,MID,ARS,0,?,"Xhaka (MID, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
585,Jurriën,Timber,DEF,ARS,0,?,"J.Timber (DEF, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
646,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,4,0.0,4,0.0,2,0.0,0.0,2,0.0,0,0,0,,?
60,Ollie,Watkins,FWD,AVL,70,?,"Watkins (FWD, ?)",7.8,13.0,9.533,7,66.731,2,0.0,6,57.19799999999999,61.9645,2,19.066,2,2,4,0.2098,vv
43,Douglas Luiz,Soares de Paulo,MID,AVL,49,?,"Douglas Luiz (MID, ?)",5.4,8.3,6.367,7,44.569,2,0.0,6,38.202,41.3855,2,12.734,7,2,9,0.70677,~
584,Pau,Torres,DEF,AVL,33,?,"Pau (DEF, ?)",3.7,4.7,4.033,7,28.231,2,8.066,6,0.0,18.1485,2,8.066,2,1,3,0.37193,vv
599,Moussa,Diaby,MID,AVL,44,?,"Diaby (MID, ?)",4.9,4.0,4.6,7,32.2,2,0.0,6,27.6,29.9,2,9.2,13,2,15,1.63043,^^
50,John,McGinn,MID,AVL,31,?,"McGinn (MID, ?)",3.4,3.7,3.5,7,24.5,2,0.0,6,21.0,22.75,2,7.0,8,2,10,1.42857,^
36,Matty,Cash,DEF,AVL,38,?,"Cash (DEF, ?)",4.2,3.3,3.9,7,27.3,2,7.8,6,0.0,17.55,2,7.8,5,0,5,0.64103,~
48,Ezri,Konsa Ngoyo,DEF,AVL,27,?,"Konsa (DEF, ?)",3.0,3.0,3.0,7,21.0,2,6.0,6,0.0,13.5,2,6.0,2,1,3,0.5,v
49,Emiliano,Martínez Romero,GKP,AVL,26,?,"Martinez (GKP, ?)",3.2,2.7,3.033,7,21.231,2,6.066,6,0.0,13.6485,2,6.066,0,1,1,0.16485,vv
34,Leon,Bailey,MID,AVL,29,?,"Bailey (MID, ?)",4.1,2.3,3.5,7,24.5,2,0.0,6,21.0,22.75,2,7.0,4,1,5,0.71429,~
55,Jacob,Ramsey,MID,AVL,7,?,"J.Ramsey (MID, ?)",3.5,2.0,3.0,7,21.0,2,0.0,6,18.0,19.5,2,6.0,0,0,0,0.0,vv
58,Youri,Tielemans,MID,AVL,12,?,"Tielemans (MID, ?)",1.3,2.0,1.533,7,10.731,2,0.0,6,9.198,9.9645,2,3.066,1,1,2,0.65232,~
42,Lucas,Digne,DEF,AVL,30,?,"Digne (DEF, ?)",3.3,1.7,2.767,7,19.369,2,5.534,6,0.0,12.4515,2,5.534,2,1,3,0.5421,v
47,Boubacar,Kamara,MID,AVL,18,?,"Kamara (MID, ?)",2.0,1.7,1.9,7,13.3,2,0.0,6,11.4,12.349999999999998,2,3.8,2,1,3,0.78947,~
672,Nicolò,Zaniolo,MID,AVL,9,?,"Zaniolo (MID, ?)",1.3,1.3,1.3,7,9.1,2,0.0,6,7.800000000000001,8.45,2,2.6,0,1,1,0.38462,v
41,Diego Carlos,Santos Silva,DEF,AVL,6,?,"Diego Carlos (DEF, ?)",1.2,0.7,1.033,7,7.231,2,2.066,6,0.0,4.6485,2,2.066,1,1,2,0.96805,~
44,Jhon,Durán,FWD,AVL,15,?,"Duran (FWD, ?)",2.5,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
53,Robin,Olsen,GKP,AVL,2,?,"Olsen (GKP, ?)",2.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
38,Philippe,Coutinho Correia,MID,AVL,2,?,"Coutinho (MID, ?)",1.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
40,Leander,Dendoncker,MID,AVL,2,?,"Dendoncker (MID, ?)",1.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,1,1,2,inf,^^^
54,Jaden,Philogene-Bidace,MID,AVL,1,?,"Philogene (MID, ?)",1.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
59,Bertrand,Traoré,MID,AVL,1,?,"Bertrand Traoré (MID, ?)",1.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,1,0,1,inf,^^^
32,Alexandre,Moreno Lopera,DEF,AVL,0,?,"Alex Moreno (DEF, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
35,Emiliano,Buendía Stati,MID,AVL,0,?,"Buendia (MID, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
37,Calum,Chambers,DEF,AVL,0,?,"Chambers (DEF, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
39,Keinan,Davis,FWD,AVL,0,?,"Davis (FWD, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
45,Kortney,Hause,DEF,AVL,0,?,"Hause (DEF, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
46,Tim,Iroegbunam,MID,AVL,0,?,"Iroegbunam (MID, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
51,Tyrone,Mings,DEF,AVL,0,?,"Mings (DEF, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
56,Morgan,Sanson,MID,AVL,0,?,"Sanson (MID, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
57,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
61,Wesley,Moraes Ferreira da Silva,FWD,AVL,0,?,"Wesley (FWD, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
618,Omari,Kellyman,MID,AVL,0,?,"Kellyman (MID, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
670,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
686,Oliwier,Zych,GKP,AVL,0,?,"Zych (GKP, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
699,Clément,Lenglet,DEF,AVL,0,?,"Lenglet (DEF, ?)",0.0,0.0,0.0,7,0.0,2,0.0,6,0.0,0.0,2,0.0,0,0,0,,?
700,Anssumane,Fati Vieira,MID,BHA,15,?,"Ansu Fati (MID, ?)",3.0,4.3,3.433,2,6.866,-2,0.0,4,13.732,10.299,2,6.866,1,1,2,0.29129,vv
140,Solly,March,MID,BHA,39,?,"March (MID, ?)",5.6,3.3,4.833,2,9.666,-2,0.0,4,19.332,14.499,2,9.666,0,0,0,0.0,vv
122,Simon,Adingra,MID,BHA,25,?,"Adingra (MID, ?)",3.1,3.3,3.167,2,6.334,-2,0.0,4,12.668,9.501,2,6.334,2,2,4,0.63151,~
135,João Pedro,Junqueira de Jesus,FWD,BHA,26,?,"João Pedro (FWD, ?)",2.9,2.7,2.833,2,5.666,-2,0.0,4,11.332,8.499,2,5.666,1,1,2,0.35298,vv
129,Lewis,Dunk,DEF,BHA,17,?,"Dunk (DEF, ?)",1.9,2.3,2.033,2,4.066,-2,-0.9837678307919332,4,0.0,1.5411160846040333,2,4.066,2,1,3,0.73783,~
143,Kaoru,Mitoma,MID,BHA,44,?,"Mitoma (MID, ?)",4.9,1.7,3.833,2,7.666,-2,0.0,4,15.332,11.499,2,7.666,2,6,8,1.04357,~
134,Pascal,Groß,MID,BHA,30,?,"Gross (MID, ?)",4.3,1.3,3.3,2,6.6,-2,0.0,4,13.2,9.9,2,6.6,6,2,8,1.21212,~
132,Evan,Ferguson,FWD,BHA,31,?,"Ferguson (FWD, ?)",3.4,1.3,2.7,2,5.4,-2,0.0,4,10.8,8.100000000000001,2,5.4,8,2,10,1.85185,^^
690,Carlos,Baleba,MID,BHA,5,?,"Baleba (MID, ?)",1.2,1.3,1.233,2,2.466,-2,0.0,4,4.932,3.699,2,2.466,2,0,2,0.81103,~
133,Billy,Gilmour,MID,BHA,25,?,"Gilmour (MID, ?)",3.1,1.0,2.4,2,4.8,-2,0.0,4,9.6,7.199999999999999,2,4.8,1,1,2,0.41667,v
148,Jason,Steele,GKP,BHA,10,?,"Steele (GKP, ?)",2.0,0.7,1.567,2,3.134,-2,-1.2763241863433312,4,0.0,0.9288379068283344,2,3.134,3,0,3,0.95724,~
621,Jack,Hinshelwood,MID,BHA,2,?,"Hinshelwood (MID, ?)",2.0,0.7,1.567,2,3.134,-2,0.0,4,6.268,4.701,2,3.134,0,0,0,0.0,vv
154,Danny,Welbeck,FWD,BHA,15,?,"Welbeck (FWD, ?)",1.9,0.7,1.5,2,3.0,-2,0.0,4,6.0,4.5,2,3.0,0,0,0,0.0,vv
150,Jan Paul,van Hecke,DEF,BHA,7,?,"Van Hecke (DEF, ?)",1.4,0.7,1.167,2,2.334,-2,-1.713796058269066,4,0.0,0.3101019708654671,2,2.334,0,3,3,1.28535,~
152,Bart,Verbruggen,GKP,BHA,7,?,"Verbruggen (GKP, ?)",1.8,0.3,1.3,2,2.6,-2,-1.5384615384615383,4,0.0,0.5307692307692309,2,2.6,0,5,5,1.92308,^^
151,Joël,Veltman,DEF,BHA,12,?,"Veltman (DEF, ?)",1.3,0.3,0.967,2,1.934,-2,-2.068252326783868,4,0.0,-0.0671261633919338,2,1.934,1,2,3,1.55119,^
142,James,Milner,MID,BHA,7,?,"Milner (MID, ?)",1.2,0.3,0.9,2,1.8,-2,0.0,4,3.6,2.7,2,1.8,0,2,2,1.11111,~
606,Igor Julio,dos Santos de Paulo,DEF,BHA,1,?,"Igor (DEF, ?)",0.5,0.3,0.433,2,0.866,-2,-4.618937644341801,4,0.0,-1.8764688221709005,2,0.866,2,1,3,3.4642,^^^
130,Julio,Enciso,MID,BHA,8,?,"Enciso (MID, ?)",4.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
128,Mahmoud,Dahoud,MID,BHA,11,?,"Dahoud (MID, ?)",2.2,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,2,1,3,inf,^^^
139,Tariq,Lamptey,DEF,BHA,8,?,"Lamptey (DEF, ?)",2.0,0.0,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,0,0,0,,?
138,Adam,Lallana,MID,BHA,5,?,"Lallana (MID, ?)",1.2,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,1,1,2,inf,^^^
125,Facundo,Buonanotte,MID,BHA,1,?,"Buonanotte (MID, ?)",1.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,1,1,2,inf,^^^
123,Steven,Alzate,MID,BHA,0,?,"Alzate (MID, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
124,Yasin,Ayari,MID,BHA,0,?,"Ayari (MID, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
127,Aaron,Connolly,FWD,BHA,0,?,"Connolly (FWD, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
136,Michał,Karbownik,DEF,BHA,0,?,"Karbownik (DEF, ?)",0.0,0.0,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,0,0,0,,?
137,Kacper,Kozłowski,MID,BHA,0,?,"Kozłowski (MID, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
141,Tom,McGill,GKP,BHA,0,?,"McGill (GKP, ?)",0.0,0.0,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,0,0,0,,?
144,Jakub,Moder,MID,BHA,0,?,"Moder (MID, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
146,Jeremy,Sarmiento Morante,MID,BHA,0,?,"Sarmiento (MID, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
147,Kjell,Scherpen,GKP,BHA,0,?,"Scherpen (GKP, ?)",0.0,0.0,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,0,0,0,,?
149,Deniz,Undav,FWD,BHA,0,?,"Undav (FWD, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
155,Andi,Zeqiri,FWD,BHA,0,?,"Zeqiri (FWD, ?)",0.0,0.0,0.0,2,0.0,-2,0.0,4,0.0,0.0,2,0.0,0,0,0,,?
153,Adam,Webster,DEF,BHA,3,?,"Webster (DEF, ?)",0.8,-0.3,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,2,0,2,inf,^^^
131,Pervis,Estupiñán,DEF,BHA,25,?,"Estupiñan (DEF, ?)",4.2,-0.7,0.0,2,0.0,-2,-inf,4,0.0,-inf,2,0.0,0,0,0,,?
85,Dominic,Solanke,FWD,BOU,39,?,"Solanke (FWD, ?)",4.3,3.3,3.967,-3,-0.7562389715149987,-1,0.0,-4,-1.008318628686665,-0.8822788001008319,2,7.934,2,2,4,0.50416,v
63,Philip,Billing,MID,BOU,23,?,"Billing (MID, ?)",2.6,3.3,2.833,-3,-1.0589481115425343,-1,0.0,-4,-1.4119308153900458,-1.2354394634662902,2,5.666,8,1,9,1.58842,^
86,Marcus,Tavernier,MID,BOU,14,?,"Tavernier (MID, ?)",2.3,1.7,2.1,-3,-1.4285714285714286,-1,0.0,-4,-1.9047619047619049,-1.6666666666666663,2,4.2,2,2,4,0.95238,~
77,Norberto,Murara Neto,GKP,BOU,30,?,"Neto (GKP, ?)",3.3,1.3,2.633,-3,-1.139384732244588,-1,-0.379794910748196,-4,0.0,-0.759589821496392,2,5.266,0,0,0,0.0,vv
65,Ryan,Christie,MID,BOU,19,?,"Christie (MID, ?)",2.1,1.3,1.833,-3,-1.6366612111292962,-1,0.0,-4,-2.182214948172395,-1.9094380796508457,2,3.666,2,2,4,1.09111,~
595,Milos,Kerkez,DEF,BOU,13,?,"Kerkez (DEF, ?)",1.4,1.3,1.367,-3,-2.194586686174104,-1,-0.731528895391368,-4,0.0,-1.463057790782736,2,2.734,1,-1,0,0.0,vv
78,Dango,Ouattara,MID,BOU,7,?,"O.Dango (MID, ?)",1.4,1.0,1.267,-3,-2.367797947908445,-1,0.0,-4,-3.1570639305445938,-2.76243093922652,2,2.534,0,0,0,0.0,vv
81,Joe,Rothwell,MID,BOU,8,?,"Rothwell (MID, ?)",1.3,1.0,1.2,-3,-2.5,-1,0.0,-4,-3.333333333333333,-2.916666666666667,2,2.4,1,1,2,0.83333,~
64,David,Brooks,MID,BOU,15,?,"Brooks (MID, ?)",1.9,0.7,1.5,-3,-2.0,-1,0.0,-4,-2.6666666666666665,-2.333333333333333,2,3.0,0,0,0,0.0,vv
643,Max,Aarons,DEF,BOU,13,?,"Aarons (DEF, ?)",1.4,0.7,1.167,-3,-2.570694087403599,-1,-0.856898029134533,-4,0.0,-1.713796058269066,2,2.334,2,2,4,1.7138,^^
66,Lewis,Cook,MID,BOU,10,?,"L.Cook (MID, ?)",1.4,0.7,1.167,-3,-2.570694087403599,-1,0.0,-4,-3.427592116538132,-2.9991431019708656,2,2.334,0,0,0,0.0,vv
83,Marcos,Senesi,DEF,BOU,9,?,"Senesi (DEF, ?)",1.1,0.7,0.967,-3,-3.1023784901758016,-1,-1.034126163391934,-4,0.0,-2.068252326783868,2,1.934,0,0,0,0.0,vv
76,Kieffer,Moore,FWD,BOU,5,?,"Moore (FWD, ?)",1.0,0.7,0.9,-3,-3.333333333333333,-1,0.0,-4,-4.444444444444445,-3.888888888888889,2,1.8,0,0,0,0.0,vv
705,Luis,Sinisterra,MID,BOU,3,?,"Sinisterra (MID, ?)",1.0,0.7,0.9,-3,-3.333333333333333,-1,0.0,-4,-4.444444444444445,-3.888888888888889,2,1.8,0,6,6,3.33333,^^^
84,Adam,Smith,DEF,BOU,2,?,"Smith (DEF, ?)",1.0,0.7,0.9,-3,-3.333333333333333,-1,-1.1111111111111112,-4,0.0,-2.2222222222222223,2,1.8,1,0,1,0.55556,v
82,Antoine,Semenyo,FWD,BOU,15,?,"Semenyo (FWD, ?)",2.5,0.3,1.767,-3,-1.697792869269949,-1,0.0,-4,-2.263723825693265,-1.9807583474816075,2,3.534,9,1,10,2.82965,^^^
70,Lloyd,Kelly,DEF,BOU,11,?,"Kelly (DEF, ?)",2.2,0.3,1.567,-3,-1.9144862795149968,-1,-0.6381620931716656,-4,0.0,-1.2763241863433312,2,3.134,2,-1,1,0.31908,vv
89,Illia,Zabarnyi,DEF,BOU,12,?,"Zabarnyi (DEF, ?)",1.3,0.3,0.967,-3,-3.1023784901758016,-1,-1.034126163391934,-4,0.0,-2.068252326783868,2,1.934,2,-1,1,0.51706,v
72,Justin,Kluivert,MID,BOU,9,?,"Kluivert (MID, ?)",1.3,0.3,0.967,-3,-3.1023784901758016,-1,0.0,-4,-4.136504653567736,-3.6194415718717687,2,1.934,0,1,1,0.51706,v
62,Jaidon,Anthony,MID,BOU,3,?,"Anthony (MID, ?)",1.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
87,Hamed,Traorè,MID,BOU,3,?,"Hamed Traorè (MID, ?)",1.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
69,James,Hill,DEF,BOU,1,?,"Hill (DEF, ?)",1.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,0,0,0,,?
75,Chris,Mepham,DEF,BOU,1,?,"Mepham (DEF, ?)",0.5,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,2,0,2,inf,^^^
67,Siriki,Dembélé,MID,BOU,0,?,"Siriki (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
68,Ryan,Fredericks,DEF,BOU,0,?,"Fredericks (DEF, ?)",0.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,0,0,0,,?
71,Gavin,Kilkenny,MID,BOU,0,?,"Kilkenny (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
73,Jamal,Lowe,MID,BOU,0,?,"Lowe (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
74,Emiliano,Marcondes,MID,BOU,0,?,"Marcondes (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
79,Ben,Pearson,MID,BOU,0,?,"Pearson (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
80,Darren,Randolph,GKP,BOU,0,?,"Randolph (GKP, ?)",0.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,0,0,0,,?
88,Mark,Travers,GKP,BOU,0,?,"Travers (GKP, ?)",0.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,0,0,0,,?
607,Ionuț,Radu,GKP,BOU,0,?,"Radu (GKP, ?)",0.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,3,-1,2,inf,^^^
619,Ben,Greenwood,DEF,BOU,0,?,"Greenwood (DEF, ?)",0.0,0.0,0.0,-3,-inf,-1,-inf,-4,0.0,-inf,2,0.0,0,0,0,,?
644,Alex,Scott,MID,BOU,0,?,"Scott (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,2,1,3,inf,^^^
673,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,-3,-inf,-1,0.0,-4,-inf,-inf,2,0.0,0,0,0,,?
108,Bryan,Mbeumo,MID,BRE,54,?,"Mbeumo (MID, ?)",6.0,6.0,6.0,1,6.0,-1,0.0,0,0.0,3.0,2,12.0,13,5,18,1.5,^
106,Mathias,Jensen,MID,BRE,48,?,"Jensen (MID, ?)",5.3,6.0,5.533,1,5.533,-1,0.0,0,0.0,2.7665,2,11.066,3,5,8,0.72294,~
119,Yoane,Wissa,FWD,BRE,42,?,"Wissa (FWD, ?)",4.7,5.0,4.8,1,4.8,-1,0.0,0,0.0,2.4,2,9.6,2,2,4,0.41667,v
110,Christian,Nørgaard,MID,BRE,28,?,"Nørgaard (MID, ?)",3.1,4.3,3.5,1,3.5,-1,0.0,0,0.0,1.75,2,7.0,2,2,4,0.57143,v
112,Ethan,Pinnock,DEF,BRE,24,?,"Pinnock (DEF, ?)",2.7,3.3,2.9,1,2.9,-1,-0.3448275862068966,0,0.0,1.2775862068965518,2,5.8,15,1,16,2.75862,^^^
101,Mark,Flekken,GKP,BRE,25,?,"Flekken (GKP, ?)",3.1,2.7,2.967,1,2.967,-1,-0.337040781934614,0,0.0,1.314979609032693,2,5.934,6,0,6,1.01112,~
96,Nathan,Collins,DEF,BRE,23,?,"Collins (DEF, ?)",2.6,2.7,2.633,1,2.633,-1,-0.379794910748196,0,0.0,1.126602544625902,2,5.266,6,10,16,3.03836,^^^
