team,avgAdv_nxtGWs,#atts,#defs,Player1,Player2,Player3
BRE,9.33,2,1,"Mbeumo (MID, ?) ==> (11.5, 109.25)","Wissa (FWD, ?) ==> (10.0, 95.0)","Henry (DEF, ?) ==> (4.5, 42.75)"
AVL,8.67,2,1,"Bailey (MID, ?) ==> (7.5, 75.0)","McGinn (MID, ?) ==> (6.0, 60.0)","Digne (DEF, ?) ==> (4.5, 38.25)"
MCI,8.33,0,3,"Akanji (DEF, ?) ==> (6.5, 65.0)","Ederson M. (GKP, ?) ==> (6.0, 60.0)","Walker (DEF, ?) ==> (6.0, 60.0)"
TOT,7.33,1,2,"Romero (DEF, ?) ==> (6.5, 52.0)","Vicario (GKP, ?) ==> (6.0, 48.0)","Maddison (MID, ?) ==> (6.0, 42.0)"
ARS,5.0,0,3,"Saliba (DEF, ?) ==> (6.5, 52.0)","Ramsdale (GKP, ?) ==> (4.0, 32.0)","White (DEF, ?) ==> (4.0, 32.0)"
BHA,4.33,3,0,"March (MID, ?) ==> (12.0, 90.0)","Mitoma (MID, ?) ==> (8.5, 63.75)","Adingra (MID, ?) ==> (5.0, 37.5)"
NEW,2.0,3,0,"Isak (FWD, ?) ==> (7.5, 33.75)","Barnes (MID, ?) ==> (5.5, 24.75)","Tonali (MID, ?) ==> (3.5, 15.75)"
WHU,0.67,3,0,"Ward-Prowse (MID, ?) ==> (9.0, 22.5)","Bowen (MID, ?) ==> (5.5, 13.75)","Antonio (FWD, ?) ==> (5.0, 12.5)"
MUN,0.33,0,3,"R.Varane (DEF, ?) ==> (7.5, 15.0)","Wan-Bissaka (DEF, ?) ==> (6.5, 13.0)","Onana (GKP, ?) ==> (5.5, 11.0)"
LIV,0.0,3,0,"Luis Díaz (MID, ?) ==> (7.5, 18.61667)","Diogo J. (MID, ?) ==> (6.5, 16.09615)","Salah (MID, ?) ==> (5.0, 12.3)"
CRY,-0.33,0,3,"Andersen (DEF, ?) ==> (5.5, 19.06818)","Mitchell (DEF, ?) ==> (5.0, 17.3)","Guéhi (DEF, ?) ==> (4.0, 13.75)"
FUL,-1.67,0,3,"Leno (GKP, ?) ==> (7.0, 17.35714)","Diop (DEF, ?) ==> (4.5, 11.02778)","Robinson (DEF, ?) ==> (3.5, 8.46429)"
NFO,-1.67,2,1,"Awoniyi (FWD, ?) ==> (7.0, -0.21429)","Wood (FWD, ?) ==> (4.0, -0.375)","Aurier (DEF, ?) ==> (5.5, -0.45455)"
CHE,-1.67,3,0,"Chukwuemeka (MID, ?) ==> (3.0, 4.0)","Gallagher (MID, ?) ==> (2.0, 2.25)","Sterling (MID, ?) ==> (2.0, 2.25)"
LUT,-3.33,2,1,"Morris (FWD, ?) ==> (8.0, -0.25)","Brown (FWD, ?) ==> (4.0, -0.5)","Kaminski (GKP, ?) ==> (3.0, -1.33333)"
WOL,-5.33,1,2,"Sarabia (MID, ?) ==> (3.5, -1.57143)","José Sá (GKP, ?) ==> (1.5, -3.33333)","Bueno (DEF, ?) ==> (1.0, -5.0)"
BOU,-6.33,2,1,"Solanke (FWD, ?) ==> (6.0, -0.83333)","Semenyo (FWD, ?) ==> (5.0, -1.0)","Neto (GKP, ?) ==> (6.0, -1.41667)"
EVE,-7.33,1,2,"A.Doucoure (MID, ?) ==> (2.0, -4.0)","Pickford (GKP, ?) ==> (1.0, -6.5)","Tarkowski (DEF, ?) ==> (1.0, -6.5)"
SHU,-8.33,1,2,"Hamer (MID, ?) ==> (6.0, -1.58333)","Foderingham (GKP, ?) ==> (2.5, -3.2)","Basham (DEF, ?) ==> (1.5, -5.33333)"
BUR,-10.0,1,2,"Cullen (MID, ?) ==> (2.0, -5.0)","Trafford (GKP, ?) ==> (2.0, -5.0)","Al-Dakhil (DEF, ?) ==> (1.0, -10.0)"
