team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
ARS,-1,"Nketiah (FWD, ?) ==> (6.5, -0.154)","Ødegaard (MID, ?) ==> (6.5, -0.154)","Saka (MID, ?) ==> (6.5, -0.154)","Martinelli (MID, ?) ==> (4.0, -0.25)","Thomas (MID, ?) ==> (2.5, -0.4)"
BOU,-2,"Solanke (FWD, ?) ==> (6.0, -0.333)","Semenyo (FWD, ?) ==> (5.0, -0.4)","Billing (MID, ?) ==> (2.0, -1.0)","Christie (MID, ?) ==> (2.0, -1.0)","Rothwell (MID, ?) ==> (2.0, -1.0)"
LUT,-2,"Morris (FWD, ?) ==> (8.0, -0.25)","Brown (FWD, ?) ==> (4.0, -0.5)","Nakamba (MID, ?) ==> (2.0, -1.0)","Adebayo (FWD, ?) ==> (2.0, -1.0)","Mpanzu (MID, ?) ==> (2.0, -1.0)"
MUN,-3,"Mount (MID, ?) ==> (2.5, -1.2)","Casemiro (MID, ?) ==> (2.5, -1.2)","Garnacho (MID, ?) ==> (2.5, -1.2)","Rashford (MID, ?) ==> (2.5, -1.2)","Antony (MID, ?) ==> (2.0, -1.5)"
CRY,-6,"Edouard (FWD, ?) ==> (4.5, -1.333)","J.Ayew (MID, ?) ==> (3.5, -1.714)","Eze (MID, ?) ==> (2.5, -2.4)","Lerma (MID, ?) ==> (2.5, -2.4)","Schlupp (MID, ?) ==> (2.5, -2.4)"
WOL,-6,"Sarabia (MID, ?) ==> (3.5, -1.714)","Hee Chan (MID, ?) ==> (3.0, -2.0)","Cunha (FWD, ?) ==> (2.0, -3.0)","João Gomes (MID, ?) ==> (1.5, -4.0)","Lemina (MID, ?) ==> (1.5, -4.0)"
FUL,-8,"De Cordova-Reid (MID, ?) ==> (4.0, -2.0)","Andreas (MID, ?) ==> (3.0, -2.667)","Lukić (MID, ?) ==> (2.5, -3.2)","Wilson (MID, ?) ==> (2.5, -3.2)","Reed (MID, ?) ==> (2.0, -4.0)"
SHU,-9,"Hamer (MID, ?) ==> (6.0, -1.5)","T.Bénie (FWD, ?) ==> (2.0, -4.5)","Norwood (MID, ?) ==> (1.5, -6.0)","Osborn (MID, ?) ==> (1.5, -6.0)","Osula (FWD, ?) ==> (1.5, -6.0)"
EVE,-9,"A.Doucoure (MID, ?) ==> (2.0, -4.5)","Garner (MID, ?) ==> (2.0, -4.5)","Onana (MID, ?) ==> (2.0, -4.5)","Iwobi (MID, ?) ==> (1.5, -6.0)","Maupay (FWD, ?) ==> (1.5, -6.0)"
BUR,-10,"Cullen (MID, ?) ==> (2.0, -5.0)","Foster (FWD, ?) ==> (2.0, -5.0)","Berge (MID, ?) ==> (2.0, -5.0)","Amdouni (FWD, ?) ==> (2.0, -5.0)","Koleosho (MID, ?) ==> (2.0, -5.0)"
