id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,fplAdv_nxtGWs,fplAdv*xPts,defAdv_nxtGWs,defAdv*xPts,attAdv_nxtGWs,attAdv*xPts,avgAdv*xPts,#OfMatches_nxtGWs,tot_xPts,gw3Pts,gw4Pts,gw5Pts,gw6Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend
619,Ben,Greenwood,DEF,BOU,0,?,"Greenwood (DEF, ?)",0.0,0.0,0.0,-8,-inf,-9,-inf,-2,0.0,-inf,4,0.0,0,0,0,0,0,0,?
644,Alex,Scott,MID,BOU,0,?,"Scott (MID, ?)",0.0,0.0,0.0,-8,-inf,-9,0.0,-2,-inf,-inf,4,0.0,0,0,0,0,0,0,?
673,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,-8,-inf,-9,0.0,-2,-inf,-inf,4,0.0,0,0,0,0,0,0,?
108,Bryan,Mbeumo,MID,BRE,23,?,"Mbeumo (MID, ?)",11.5,11.5,11.5,10,115.0,9,0.0,9,103.5,109.25,4,46.0,0,0,0,0,0,0,?
119,Yoane,Wissa,FWD,BRE,20,?,"Wissa (FWD, ?)",10.0,10.0,10.0,10,100.0,9,0.0,9,90.0,95.0,4,40.0,0,0,0,0,0,0,?
103,Rico,Henry,DEF,BRE,9,?,"Henry (DEF, ?)",4.5,4.5,4.5,10,45.0,9,40.5,9,0.0,42.75,4,18.0,0,0,0,0,0,0,?
101,Mark,Flekken,GKP,BRE,8,?,"Flekken (GKP, ?)",4.0,4.0,4.0,10,40.0,9,36.0,9,0.0,38.0,4,16.0,0,0,0,0,0,0,?
112,Ethan,Pinnock,DEF,BRE,8,?,"Pinnock (DEF, ?)",4.0,4.0,4.0,10,40.0,9,36.0,9,0.0,38.0,4,16.0,0,0,0,0,0,0,?
96,Nathan,Collins,DEF,BRE,7,?,"Collins (DEF, ?)",3.5,3.5,3.5,10,35.0,9,31.5,9,0.0,33.25,4,14.0,0,0,0,0,0,0,?
106,Mathias,Jensen,MID,BRE,7,?,"Jensen (MID, ?)",3.5,3.5,3.5,10,35.0,9,0.0,9,31.5,33.25,4,14.0,0,0,0,0,0,0,?
90,Kristoffer,Ajer,DEF,BRE,5,?,"Ajer (DEF, ?)",2.5,2.5,2.5,10,25.0,9,22.5,9,0.0,23.75,4,10.0,0,0,0,0,0,0,?
104,Aaron,Hickey,DEF,BRE,5,?,"Hickey (DEF, ?)",2.5,2.5,2.5,10,25.0,9,22.5,9,0.0,23.75,4,10.0,0,0,0,0,0,0,?
105,Vitaly,Janelt,MID,BRE,5,?,"Janelt (MID, ?)",2.5,2.5,2.5,10,25.0,9,0.0,9,22.5,23.75,4,10.0,0,0,0,0,0,0,?
110,Christian,Nørgaard,MID,BRE,5,?,"Nørgaard (MID, ?)",2.5,2.5,2.5,10,25.0,9,0.0,9,22.5,23.75,4,10.0,0,0,0,0,0,0,?
115,Kevin,Schade,MID,BRE,4,?,"Schade (MID, ?)",2.0,2.0,2.0,10,20.0,9,0.0,9,18.0,19.0,4,8.0,0,0,0,0,0,0,?
98,Mikkel,Damsgaard,MID,BRE,2,?,"Damsgaard (MID, ?)",1.0,1.0,1.0,10,10.0,9,0.0,9,9.0,9.5,4,4.0,0,0,0,0,0,0,?
114,Mads,Roerslev Rasmussen,DEF,BRE,2,?,"Roerslev (DEF, ?)",1.0,1.0,1.0,10,10.0,9,9.0,9,0.0,9.5,4,4.0,0,0,0,0,0,0,?
92,Shandon,Baptiste,MID,BRE,1,?,"Baptiste (MID, ?)",1.0,0.5,0.833,10,8.33,9,0.0,9,7.497,7.9135,4,3.332,0,0,0,0,0,0,?
99,Josh,Dasilva,MID,BRE,1,?,"Dasilva (MID, ?)",1.0,0.5,0.833,10,8.33,9,0.0,9,7.497,7.9135,4,3.332,0,0,0,0,0,0,?
107,Keane,Lewis-Potter,MID,BRE,1,?,"Lewis-Potter (MID, ?)",1.0,0.5,0.833,10,8.33,9,0.0,9,7.497,7.9135,4,3.332,0,0,0,0,0,0,?
121,Mathias,Jorgensen,DEF,BRE,1,?,"Zanka (DEF, ?)",1.0,0.5,0.833,10,8.33,9,7.497,9,0.0,7.9135,4,3.332,0,0,0,0,0,0,?
91,Ellery,Balcombe,GKP,BRE,0,?,"Balcombe (GKP, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
93,Mads,Bech Sørensen,DEF,BRE,0,?,"Bech (DEF, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
94,Mads,Bidstrup,MID,BRE,0,?,"Bidstrup (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
95,Sergi,Canós Tenés,MID,BRE,0,?,"Canós (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
97,Matthew,Cox,GKP,BRE,0,?,"Cox (GKP, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
100,Halil,Dervişoğlu,FWD,BRE,0,?,"Dervişoğlu (FWD, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
102,Charlie,Goode,DEF,BRE,0,?,"Goode (DEF, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
109,Ben,Mee,DEF,BRE,0,?,"Mee (DEF, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
111,Frank,Onyeka,MID,BRE,0,?,"Onyeka (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
116,Thomas,Strakosha,GKP,BRE,0,?,"Strakosha (GKP, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
117,Ivan,Toney,FWD,BRE,0,?,"Toney (FWD, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
118,Ryan,Trevitt,MID,BRE,0,?,"Trevitt (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
120,Yegor,Yarmolyuk,MID,BRE,0,?,"Yarmolyuk (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
620,Michale,Olakigbe,MID,BRE,0,?,"Olakigbe (MID, ?)",0.0,0.0,0.0,10,0.0,9,0.0,9,0.0,0.0,4,0.0,0,0,0,0,0,0,?
165,Josh,Cullen,MID,BUR,2,?,"Cullen (MID, ?)",2.0,2.0,2.0,-10,-5.0,-10,0.0,-10,-5.0,-5.0,4,8.0,0,0,0,0,0,0,?
168,Lyle,Foster,FWD,BUR,2,?,"Foster (FWD, ?)",2.0,2.0,2.0,-10,-5.0,-10,0.0,-10,-5.0,-5.0,4,8.0,0,0,0,0,0,0,?
475,Sander,Berge,MID,BUR,2,?,"Berge (MID, ?)",2.0,2.0,2.0,-10,-5.0,-10,0.0,-10,-5.0,-5.0,4,8.0,0,0,0,0,0,0,?
594,Zeki,Amdouni,FWD,BUR,2,?,"Amdouni (FWD, ?)",2.0,2.0,2.0,-10,-5.0,-10,0.0,-10,-5.0,-5.0,4,8.0,0,0,0,0,0,0,?
596,James,Trafford,GKP,BUR,2,?,"Trafford (GKP, ?)",2.0,2.0,2.0,-10,-5.0,-10,-5.0,-10,0.0,-5.0,4,8.0,0,0,0,0,0,0,?
605,Luca,Koleosho,MID,BUR,2,?,"Koleosho (MID, ?)",2.0,2.0,2.0,-10,-5.0,-10,0.0,-10,-5.0,-5.0,4,8.0,0,0,0,0,0,0,?
157,Ameen,Al-Dakhil,DEF,BUR,1,?,"Al-Dakhil (DEF, ?)",1.0,1.0,1.0,-10,-10.0,-10,-10.0,-10,0.0,-10.0,4,4.0,0,0,0,0,0,0,?
159,Manuel Benson,Hedilazio,MID,BUR,1,?,"Benson (MID, ?)",1.0,1.0,1.0,-10,-10.0,-10,0.0,-10,-10.0,-10.0,4,4.0,0,0,0,0,0,0,?
160,Jordan,Beyer,DEF,BUR,1,?,"Beyer (DEF, ?)",1.0,1.0,1.0,-10,-10.0,-10,-10.0,-10,0.0,-10.0,4,4.0,0,0,0,0,0,0,?
161,Josh,Brownhill,MID,BUR,1,?,"Brownhill (MID, ?)",1.0,1.0,1.0,-10,-10.0,-10,0.0,-10,-10.0,-10.0,4,4.0,0,0,0,0,0,0,?
173,Dara,O'Shea,DEF,BUR,1,?,"O'Shea (DEF, ?)",1.0,1.0,1.0,-10,-10.0,-10,-10.0,-10,0.0,-10.0,4,4.0,0,0,0,0,0,0,?
176,Connor,Roberts,DEF,BUR,1,?,"Roberts (DEF, ?)",1.0,1.0,1.0,-10,-10.0,-10,-10.0,-10,0.0,-10.0,4,4.0,0,0,0,0,0,0,?
182,Victor,da Silva,DEF,BUR,1,?,"Vitinho (DEF, ?)",1.0,1.0,1.0,-10,-10.0,-10,-10.0,-10,0.0,-10.0,4,4.0,0,0,0,0,0,0,?
600,Nathan,Redmond,MID,BUR,1,?,"Redmond (MID, ?)",1.0,1.0,1.0,-10,-10.0,-10,0.0,-10,-10.0,-10.0,4,4.0,0,0,0,0,0,0,?
608,Jacob,Bruun Larsen,MID,BUR,1,?,"Bruun Larsen (MID, ?)",1.0,1.0,1.0,-10,-10.0,-10,0.0,-10,-10.0,-10.0,4,4.0,0,0,0,0,0,0,?
156,Enock,Agyei,MID,BUR,0,?,"Agyei (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
158,Samuel,Bastien,MID,BUR,0,?,"Bastien (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
162,Darko,Churlinov,MID,BUR,0,?,"Churlinov (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
163,Jack,Cork,MID,BUR,0,?,"Cork (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
164,Dara,Costelloe,MID,BUR,0,?,"Costelloe (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
166,CJ,Egan-Riley,DEF,BUR,0,?,"Egan-Riley (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
167,Hjalmar,Ekdal,DEF,BUR,0,?,"Ekdal (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
169,Denis,Franchi,GKP,BUR,0,?,"Franchi (GKP, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
170,Jóhann Berg,Gudmundsson,MID,BUR,0,?,"Gudmundsson (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
171,Luke,McNally,DEF,BUR,0,?,"McNally (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
172,Arijanet,Muric,GKP,BUR,0,?,"Muric (GKP, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
174,Michael,Obafemi,FWD,BUR,0,?,"Obafemi (FWD, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
175,Bailey,Peacock-Farrell,GKP,BUR,0,?,"Peacock-Farrell (GKP, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
177,Jay,Rodriguez,FWD,BUR,0,?,"Rodriguez (FWD, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
178,Charlie,Taylor,DEF,BUR,0,?,"Taylor (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
179,Bobby,Thomas,DEF,BUR,0,?,"Thomas (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
180,Scott,Twine,MID,BUR,0,?,"Twine (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
181,Lawrence,Vigouroux,GKP,BUR,0,?,"Vigouroux (GKP, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
183,Wout,Weghorst,FWD,BUR,0,?,"Weghorst (FWD, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
622,Owen,Dodgson,DEF,BUR,0,?,"Dodgson (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
660,Wilson,Odobert,MID,BUR,0,?,"Odobert (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
674,Hannes,Delcroix,DEF,BUR,0,?,"Delcroix (DEF, ?)",0.0,0.0,0.0,-10,-inf,-10,-inf,-10,0.0,-inf,4,0.0,0,0,0,0,0,0,?
675,Aaron,Ramsey,MID,BUR,0,?,"A.Ramsey (MID, ?)",0.0,0.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
184,Anass,Zaroury,MID,BUR,-2,?,"Zaroury (MID, ?)",-2.0,-2.0,0.0,-10,-inf,-10,0.0,-10,-inf,-inf,4,0.0,0,0,0,0,0,0,?
611,Axel,Disasi,DEF,CHE,11,?,"Disasi (DEF, ?)",5.5,5.5,5.5,-3,-0.5454545454545454,-5,-0.9090909090909091,3,0.0,-0.7272727272727273,4,22.0,0,0,0,0,0,0,?
195,Ben,Chilwell,DEF,CHE,8,?,"Chilwell (DEF, ?)",4.0,4.0,4.0,-3,-0.75,-5,-1.25,3,0.0,-1.0,4,16.0,0,0,0,0,0,0,?
196,Carney,Chukwuemeka,MID,CHE,6,?,"Chukwuemeka (MID, ?)",3.0,3.0,3.0,-3,-1.0,-5,0.0,3,9.0,4.0,4,12.0,0,0,0,0,0,0,?
145,Robert,Sánchez,GKP,CHE,4,?,"Sanchez (GKP, ?)",2.0,2.0,2.0,-3,-1.5,-5,-2.5,3,0.0,-2.0,4,8.0,0,0,0,0,0,0,?
202,Conor,Gallagher,MID,CHE,4,?,"Gallagher (MID, ?)",2.0,2.0,2.0,-3,-1.5,-5,0.0,3,6.0,2.25,4,8.0,0,0,0,0,0,0,?
216,Raheem,Sterling,MID,CHE,4,?,"Sterling (MID, ?)",2.0,2.0,2.0,-3,-1.5,-5,0.0,3,6.0,2.25,4,8.0,0,0,0,0,0,0,?
197,Levi,Colwill,DEF,CHE,3,?,"Colwill (DEF, ?)",1.5,1.5,1.5,-3,-2.0,-5,-3.3333333333333335,3,0.0,-2.666666666666667,4,6.0,0,0,0,0,0,0,?
217,Thiago,Emiliano da Silva,DEF,CHE,3,?,"T.Silva (DEF, ?)",1.5,1.5,1.5,-3,-2.0,-5,-3.3333333333333335,3,0.0,-2.666666666666667,4,6.0,0,0,0,0,0,0,?
206,Reece,James,DEF,CHE,2,?,"James (DEF, ?)",2.0,1.0,1.667,-3,-1.799640071985603,-5,-2.9994001199760048,3,0.0,-2.3995200959808036,4,6.668,0,0,0,0,0,0,?
203,Malo,Gusto,DEF,CHE,2,?,"Gusto (DEF, ?)",1.0,1.0,1.0,-3,-3.0,-5,-5.0,3,0.0,-4.0,4,4.0,0,0,0,0,0,0,?
210,Mykhailo,Mudryk,MID,CHE,2,?,"Mudryk (MID, ?)",1.0,1.0,1.0,-3,-3.0,-5,0.0,3,3.0,0.0,4,4.0,0,0,0,0,0,0,?
211,Nicolas,Jackson,FWD,CHE,2,?,"N.Jackson (FWD, ?)",1.0,1.0,1.0,-3,-3.0,-5,0.0,3,3.0,0.0,4,4.0,0,0,0,0,0,0,?
126,Moisés,Caicedo Corozo,MID,CHE,1,?,"Caicedo (MID, ?)",1.0,0.5,0.833,-3,-3.6014405762304924,-5,0.0,3,2.4989999999999997,-0.5512202881152464,4,3.332,0,0,0,0,0,0,?
208,Noni,Madueke,MID,CHE,1,?,"Madueke (MID, ?)",1.0,0.5,0.833,-3,-3.6014405762304924,-5,0.0,3,2.4989999999999997,-0.5512202881152464,4,3.332,0,0,0,0,0,0,?
609,Ian,Maatsen,MID,CHE,1,?,"Maatsen (MID, ?)",1.0,0.5,0.833,-3,-3.6014405762304924,-5,0.0,3,2.4989999999999997,-0.5512202881152464,4,3.332,0,0,0,0,0,0,?
613,Lesley,Ugochukwu,MID,CHE,1,?,"Ugochukwu (MID, ?)",1.0,0.5,0.833,-3,-3.6014405762304924,-5,0.0,3,2.4989999999999997,-0.5512202881152464,4,3.332,0,0,0,0,0,0,?
623,Mason,Burstow,FWD,CHE,1,?,"Burstow (FWD, ?)",1.0,0.5,0.833,-3,-3.6014405762304924,-5,0.0,3,2.4989999999999997,-0.5512202881152464,4,3.332,0,0,0,0,0,0,?
199,Enzo,Fernández,MID,CHE,1,?,"Enzo (MID, ?)",0.5,0.5,0.5,-3,-6.0,-5,0.0,3,1.5,-2.25,4,2.0,0,0,0,0,0,0,?
185,Ethan,Ampadu,DEF,CHE,0,?,"Ampadu (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
186,Andrey,Nascimento dos Santos,MID,CHE,0,?,"Andrey (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
187,Kepa,Arrizabalaga,GKP,CHE,0,?,"Arrizabalaga (GKP, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
188,Pierre-Emerick,Aubameyang,FWD,CHE,0,?,"Aubameyang (FWD, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
189,César,Azpilicueta,DEF,CHE,0,?,"Azpilicueta (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
190,Abdul Rahman,Baba,DEF,CHE,0,?,"Baba (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
191,Benoît,Badiashile,DEF,CHE,0,?,"B.Badiashile (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
192,Marcus,Bettinelli,GKP,CHE,0,?,"Bettinelli (GKP, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
193,Armando,Broja,FWD,CHE,0,?,"Broja (FWD, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
194,Trevoh,Chalobah,DEF,CHE,0,?,"Chalobah (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
198,Marc,Cucurella Saseta,DEF,CHE,0,?,"Cucurella (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
200,David Datro,Fofana,FWD,CHE,0,?,"D.D.Fofana (FWD, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
201,Wesley,Fofana,DEF,CHE,0,?,"W.Fofana (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
205,Callum,Hudson-Odoi,MID,CHE,0,?,"Hudson-Odoi (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
207,Romelu,Lukaku Bolingoli,FWD,CHE,0,?,"Lukaku (FWD, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
212,Christopher,Nkunku,FWD,CHE,0,?,"Nkunku (FWD, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
213,Christian,Pulisic,MID,CHE,0,?,"Pulisic (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
214,Malang,Sarr,DEF,CHE,0,?,"M.Sarr (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
215,Gabriel,Słonina,GKP,CHE,0,?,"Slonina (GKP, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
218,Hakim,Ziyech,MID,CHE,0,?,"Ziyech (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
589,Ângelo Gabriel,Borges Damaceno,MID,CHE,0,?,"Ângelo (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
659,Lucas,Bergström,GKP,CHE,0,?,"Bergström (GKP, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
667,Roméo,Lavia,MID,CHE,0,?,"Lavia (MID, ?)",0.0,0.0,0.0,-3,-inf,-5,0.0,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
671,Bashir,Humphreys,DEF,CHE,0,?,"Humphreys (DEF, ?)",0.0,0.0,0.0,-3,-inf,-5,-inf,3,0.0,-inf,4,0.0,0,0,0,0,0,0,?
220,Joachim,Andersen,DEF,CRY,11,?,"Andersen (DEF, ?)",5.5,5.5,5.5,-2,-0.36363636363636365,7,38.5,-6,0.0,19.068181818181817,4,22.0,0,0,0,0,0,0,?
234,Tyrick,Mitchell,DEF,CRY,10,?,"Mitchell (DEF, ?)",5.0,5.0,5.0,-2,-0.4,7,35.0,-6,0.0,17.3,4,20.0,0,0,0,0,0,0,?
225,Odsonne,Edouard,FWD,CRY,9,?,"Edouard (FWD, ?)",4.5,4.5,4.5,-2,-0.4444444444444444,7,0.0,-6,-1.3333333333333333,-0.8888888888888888,4,18.0,0,0,0,0,0,0,?
228,Marc,Guéhi,DEF,CRY,8,?,"Guéhi (DEF, ?)",4.0,4.0,4.0,-2,-0.5,7,28.0,-6,0.0,13.75,4,16.0,0,0,0,0,0,0,?
230,Sam,Johnstone,GKP,CRY,8,?,"Johnstone (GKP, ?)",4.0,4.0,4.0,-2,-0.5,7,28.0,-6,0.0,13.75,4,16.0,0,0,0,0,0,0,?
242,Joel,Ward,DEF,CRY,8,?,"Ward (DEF, ?)",4.0,4.0,4.0,-2,-0.5,7,28.0,-6,0.0,13.75,4,16.0,0,0,0,0,0,0,?
221,Jordan,Ayew,MID,CRY,7,?,"J.Ayew (MID, ?)",3.5,3.5,3.5,-2,-0.5714285714285714,7,0.0,-6,-1.7142857142857142,-1.1428571428571428,4,14.0,0,0,0,0,0,0,?
226,Eberechi,Eze,MID,CRY,5,?,"Eze (MID, ?)",2.5,2.5,2.5,-2,-0.8,7,0.0,-6,-2.4,-1.6,4,10.0,0,0,0,0,0,0,?
231,Jefferson,Lerma Solís,MID,CRY,5,?,"Lerma (MID, ?)",2.5,2.5,2.5,-2,-0.8,7,0.0,-6,-2.4,-1.6,4,10.0,0,0,0,0,0,0,?
240,Jeffrey,Schlupp,MID,CRY,5,?,"Schlupp (MID, ?)",2.5,2.5,2.5,-2,-0.8,7,0.0,-6,-2.4,-1.6,4,10.0,0,0,0,0,0,0,?
223,Cheick,Doucouré,MID,CRY,4,?,"C.Doucouré (MID, ?)",2.0,2.0,2.0,-2,-1.0,7,0.0,-6,-3.0,-2.0,4,8.0,0,0,0,0,0,0,?
219,Naouirou,Ahamada,MID,CRY,1,?,"Ahamada (MID, ?)",1.0,0.5,0.833,-2,-2.4009603841536618,7,0.0,-6,-7.202881152460985,-4.8019207683073235,4,3.332,0,0,0,0,0,0,?
241,James,Tomkins,DEF,CRY,1,?,"Tomkins (DEF, ?)",1.0,0.5,0.833,-2,-2.4009603841536618,7,5.8309999999999995,-6,0.0,1.7150198079231689,4,3.332,0,0,0,0,0,0,?
657,Jesurun,Rak-Sakyi,MID,CRY,1,?,"Rak-Sakyi (MID, ?)",1.0,0.5,0.833,-2,-2.4009603841536618,7,0.0,-6,-7.202881152460985,-4.8019207683073235,4,3.332,0,0,0,0,0,0,?
222,Nathaniel,Clyne,DEF,CRY,0,?,"Clyne (DEF, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
224,Malcolm,Ebiowei,MID,CRY,0,?,"Ebiowei (MID, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
227,Vicente,Guaita,GKP,CRY,0,?,"Guaita (GKP, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
229,Will,Hughes,MID,CRY,0,?,"Hughes (MID, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
232,Jean-Philippe,Mateta,FWD,CRY,0,?,"Mateta (FWD, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
233,Remi,Matthews,GKP,CRY,0,?,"Matthews (GKP, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
235,Jake,O'Brien,DEF,CRY,0,?,"O'Brien (DEF, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
236,Michael,Olise,MID,CRY,0,?,"Olise (MID, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
237,Luke,Plange,FWD,CRY,0,?,"Plange (FWD, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
238,Chris,Richards,DEF,CRY,0,?,"C.Richards (DEF, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
239,Jairo,Riedewald,MID,CRY,0,?,"Riedewald (MID, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,-inf,-inf,4,0.0,0,0,0,0,0,0,?
243,Joe,Whitworth,GKP,CRY,0,?,"Whitworth (GKP, ?)",0.0,0.0,0.0,-2,-inf,7,0.0,-6,0.0,-inf,4,0.0,0,0,0,0,0,0,?
