team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
LIV,28,"M.Salah (MID, ?) ==> (10.0, 66.444)","Mac Allister (MID, ?) ==> (3.0, 16.381)","Gravenberch (MID, ?) ==> (2.0, 15.111)","Szoboszlai (MID, ?) ==> (2.0, 13.103)","Gakpo (FWD, ?) ==> (2.0, 11.99)"
TOT,25,"Son (MID, ?) ==> (2.0, 14.411)","Kulusevski (MID, ?) ==> (2.0, 12.778)","Gray (MID, ?) ==> (1.0, 4.946)","Bergvall (MID, ?) ==> (1.0, 4.917)","Richarlison (FWD, ?) ==> (0.0, 0.0)"
BOU,18,"Semenyo (MID, ?) ==> (3.0, 14.0)","Cook (MID, ?) ==> (2.0, 12.0)","Kluivert (MID, ?) ==> (3.0, 11.923)","O.Dango (MID, ?) ==> (2.0, 5.841)","Adams (MID, ?) ==> (0.0, 2.482)"
AVL,14,"Rogers (MID, ?) ==> (2.0, 11.556)","Tielemans (MID, ?) ==> (2.0, 11.556)","Watkins (FWD, ?) ==> (2.0, 10.303)","Ramsey (MID, ?) ==> (1.0, 5.397)","Kamara (MID, ?) ==> (1.0, 3.887)"
FUL,12,"Iwobi (MID, ?) ==> (2.0, 11.333)","Lukić (MID, ?) ==> (2.0, 10.409)","Raúl (FWD, ?) ==> (2.0, 9.356)","Smith Rowe (MID, ?) ==> (2.0, 9.159)","Wilson (MID, ?) ==> (1.0, 3.941)"
ARS,9,"Havertz (FWD, ?) ==> (2.0, 12.0)","Thomas (MID, ?) ==> (2.0, 11.0)","Rice (MID, ?) ==> (2.0, 11.0)","Trossard (MID, ?) ==> (2.0, 8.445)","Lewis-Skelly (MID, ?) ==> (0.0, 0.0)"
BRE,9,"Mbeumo (MID, ?) ==> (5.0, 13.0)","Wissa (FWD, ?) ==> (2.0, 11.187)","Lewis-Potter (MID, ?) ==> (2.0, 11.0)","Damsgaard (MID, ?) ==> (3.0, 10.965)","Schade (MID, ?) ==> (2.0, 4.841)"
MCI,8,"Haaland (FWD, ?) ==> (5.0, 32.667)","Foden (MID, ?) ==> (2.0, 10.312)","Kovačić (MID, ?) ==> (2.0, 10.076)","Savinho (MID, ?) ==> (1.0, 8.714)","De Bruyne (MID, ?) ==> (1.0, 3.22)"
CHE,8,"Palmer (MID, ?) ==> (6.0, 18.556)","Enzo (MID, ?) ==> (2.0, 10.889)","N.Jackson (FWD, ?) ==> (2.0, 10.418)","Madueke (MID, ?) ==> (2.0, 8.812)","Sancho (MID, ?) ==> (2.0, 4.73)"
NEW,3,"Isak (FWD, ?) ==> (7.0, 36.667)","Bruno G. (MID, ?) ==> (3.0, 10.333)","Gordon (MID, ?) ==> (5.0, 10.3)","Tonali (MID, ?) ==> (2.0, 8.159)","J.Murphy (MID, ?) ==> (2.0, 7.506)"
