team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
LIV,28,"M.Salah (MID, ?) ==> (10.0, 66.444)","A.Becker (GKP, ?) ==> (1.5, 19.667)","Alexander-Arnold (DEF, ?) ==> (3.0, 16.778)","Mac Allister (MID, ?) ==> (3.0, 16.381)","Gravenberch (MID, ?) ==> (2.0, 15.111)"
BOU,18,"Semenyo (MID, ?) ==> (3.0, 14.0)","Huijsen (DEF, ?) ==> (1.0, 12.0)","Kluivert (MID, ?) ==> (3.0, 11.923)","Kerkez (DEF, ?) ==> (2.0, 9.5)","Zabarnyi (DEF, ?) ==> (2.0, 9.5)"
AVL,17,"Martinez (GKP, ?) ==> (2.0, 12.5)","Tielemans (MID, ?) ==> (2.0, 11.889)","Watkins (FWD, ?) ==> (2.0, 10.636)","Cash (DEF, ?) ==> (1.0, 8.354)","Ramsey (MID, ?) ==> (1.0, 5.73)"
ARS,16,"Raya (GKP, ?) ==> (3.0, 14.389)","Havertz (FWD, ?) ==> (2.0, 13.556)","Thomas (MID, ?) ==> (2.0, 11.778)","Rice (MID, ?) ==> (2.0, 11.778)","Saliba (DEF, ?) ==> (2.0, 11.056)"
CHE,15,"Palmer (MID, ?) ==> (6.0, 21.667)","Sánchez (GKP, ?) ==> (2.0, 14.167)","N.Jackson (FWD, ?) ==> (2.0, 11.974)","Enzo (MID, ?) ==> (2.0, 11.667)","Caicedo (MID, ?) ==> (2.0, 11.667)"
NFO,12,"Wood (FWD, ?) ==> (7.0, 40.742)","Sels (GKP, ?) ==> (3.0, 15.167)","Gibbs-White (MID, ?) ==> (2.0, 11.307)","Aina (DEF, ?) ==> (2.0, 10.167)","Murillo (DEF, ?) ==> (2.0, 10.167)"
NEW,7,"Isak (FWD, ?) ==> (7.0, 38.889)","Gordon (MID, ?) ==> (5.0, 11.633)","Bruno G. (MID, ?) ==> (3.0, 10.778)","Tonali (MID, ?) ==> (2.0, 8.603)","Hall (DEF, ?) ==> (2.0, 8.278)"
MUN,3,"Onana (GKP, ?) ==> (2.0, 11.167)","Amad (MID, ?) ==> (3.0, 10.667)","B.Fernandes (MID, ?) ==> (3.0, 10.667)","Martinez (DEF, ?) ==> (1.0, 7.833)","Mazraoui (DEF, ?) ==> (1.0, 7.833)"
CRY,2,"Henderson (GKP, ?) ==> (2.0, 12.722)","Mateta (FWD, ?) ==> (2.0, 10.222)","Eze (MID, ?) ==> (2.0, 9.751)","Guéhi (DEF, ?) ==> (2.0, 7.944)","Lacroix (DEF, ?) ==> (2.0, 7.944)"
MCI,-1,"Haaland (FWD, ?) ==> (5.0, 29.667)","Bernardo (MID, ?) ==> (2.0, 9.889)","Kovačić (MID, ?) ==> (2.0, 9.076)","Foden (MID, ?) ==> (2.0, 8.312)","Savinho (MID, ?) ==> (1.0, 7.714)"
FUL,-2,"Leno (GKP, ?) ==> (3.0, 12.278)","Iwobi (MID, ?) ==> (2.0, 9.778)","Lukić (MID, ?) ==> (2.0, 8.853)","Raúl (FWD, ?) ==> (2.0, 7.8)","Smith Rowe (MID, ?) ==> (2.0, 7.603)"
BHA,-2,"Verbruggen (GKP, ?) ==> (2.0, 10.611)","Mitoma (MID, ?) ==> (2.0, 9.658)","João Pedro (FWD, ?) ==> (2.0, 8.09)","Ayari (MID, ?) ==> (2.0, 7.701)","Van Hecke (DEF, ?) ==> (1.0, 7.278)"
EVE,-3,"Pickford (GKP, ?) ==> (2.0, 14.5)","Ndiaye (FWD, ?) ==> (2.0, 12.0)","Gana (MID, ?) ==> (2.0, 11.667)","Branthwaite (DEF, ?) ==> (1.0, 11.667)","Mangala (MID, ?) ==> (1.5, 11.129)"
