team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
BOU,-1,"Solanke (FWD, ?) ==> (2.3, 2.172)","Semenyo (MID, ?) ==> (1.6, 1.511)","Kluivert (MID, ?) ==> (1.55, 1.464)","Tavernier (MID, ?) ==> (1.5, 1.417)","Enes Ünal (FWD, ?) ==> (1.25, 1.181)"
FUL,-1,"Muniz (FWD, ?) ==> (1.85, 1.747)","Andreas (MID, ?) ==> (1.7, 1.606)","Iwobi (MID, ?) ==> (1.6, 1.511)","Raúl (FWD, ?) ==> (1.5, 1.417)","Wilson (MID, ?) ==> (1.35, 1.275)"
NFO,-2,"Wood (FWD, ?) ==> (2.1, 1.867)","Gibbs-White (MID, ?) ==> (1.9, 1.689)","Hudson-Odoi (MID, ?) ==> (1.9, 1.689)","Awoniyi (FWD, ?) ==> (1.7, 1.511)","Elanga (MID, ?) ==> (1.65, 1.467)"
AVL,-3,"Watkins (FWD, ?) ==> (3.1, 2.583)","Bailey (MID, ?) ==> (2.1, 1.75)","Diaby (MID, ?) ==> (1.85, 1.542)","McGinn (MID, ?) ==> (1.7, 1.417)","Barkley (MID, ?) ==> (1.6, 1.333)"
BHA,-3,"March (MID, ?) ==> (2.8, 2.333)","Gross (MID, ?) ==> (2.1, 1.75)","Mitoma (MID, ?) ==> (1.95, 1.625)","Hinshelwood (MID, ?) ==> (1.75, 1.458)","João Pedro (FWD, ?) ==> (1.7, 1.417)"
BRE,-7,"Mbeumo (MID, ?) ==> (2.55, 1.558)","Wissa (FWD, ?) ==> (1.95, 1.192)","Toney (FWD, ?) ==> (1.7, 1.039)","Jensen (MID, ?) ==> (1.55, 0.947)","Schade (MID, ?) ==> (1.5, 0.917)"
LEI,-7,"De Cordova-Reid (MID, ?) ==> (1.4, 0.856)","B.Soumaré (MID, ?) ==> (0.0, 0.0)","Cannon (FWD, ?) ==> (0.0, 0.0)","Choudhury (MID, ?) ==> (0.0, 0.0)","Daka (FWD, ?) ==> (0.0, 0.0)"
SOU,-9,"Lallana (MID, ?) ==> (0.6, 0.3)","Alcaraz (MID, ?) ==> (0.0, 0.0)","Amo-Ameyaw (MID, ?) ==> (0.0, 0.0)","Aribo (MID, ?) ==> (0.0, 0.0)","Armstrong (FWD, ?) ==> (0.0, 0.0)"
WOL,-12,"Hee Chan (MID, ?) ==> (2.15, 0.717)","Neto (MID, ?) ==> (2.15, 0.717)","Cunha (FWD, ?) ==> (2.1, 0.7)","Sarabia (MID, ?) ==> (1.65, 0.55)","Mario Jr. (MID, ?) ==> (1.35, 0.45)"
IPS,-17,"Al-Hamadi (FWD, ?) ==> (0.0, 0.0)","Broadhead (MID, ?) ==> (0.0, 0.0)","Burns (MID, ?) ==> (0.0, 0.0)","Chaplin (MID, ?) ==> (0.0, 0.0)","Delap (FWD, ?) ==> (0.0, 0.0)"
