id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw6Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend,(tot_aPts)-(^avgAdv*xPts)
85,Illia,Zabarnyi,DEF,BOU,8,?,"Zabarnyi (DEF, ?)",1.6,1.3,1.45,0.8861111111111112,0.8861111111111112,0.0,0.88611111,2,2,0,1,1.45,2,2,1.37931034,1↑,1.1138888900000001
617,Francisco Evanilson,de Lima Barbosa,FWD,BOU,6,?,"Evanilson (FWD, ?)",1.5,1.3,1.4,0.8555555555555556,0.0,0.7,0.77777778,2,0,0,1,1.4,9,9,6.42857143,5↑,8.22222222
70,Milos,Kerkez,DEF,BOU,7,?,"Kerkez (DEF, ?)",1.4,1.3,1.35,0.8250000000000001,0.8250000000000001,0.0,0.825,2,2,0,1,1.35,1,1,0.74074074,~,0.17500000000000004
77,Alex,Scott,MID,BOU,6,?,"Scott (MID, ?)",1.2,1.0,1.1,0.6722222222222223,0.0,0.55,0.61111111,2,0,0,1,1.1,1,1,0.90909091,~,0.38888889000000004
592,Julián,Araujo Zúñiga,DEF,BOU,6,?,"J.Araujo (DEF, ?)",1.2,1.0,1.1,0.6722222222222223,0.6722222222222223,0.0,0.67222222,2,2,0,1,1.1,0,0,0.0,~,-0.67222222
84,Mark,Travers,GKP,BOU,2,?,"Travers (GKP, ?)",2.0,0.7,1.35,0.8250000000000001,0.8250000000000001,0.0,0.825,2,2,0,1,1.35,0,0,0.0,~,-0.825
79,Marcos,Senesi,DEF,BOU,3,?,"Senesi (DEF, ?)",1.0,0.7,0.85,0.5194444444444445,0.5194444444444445,0.0,0.51944444,2,2,0,1,0.85,2,2,2.35294118,1↑,1.48055556
65,Enes,Ünal,FWD,BOU,2,?,"Enes Ünal (FWD, ?)",1.0,0.7,0.85,0.5194444444444445,0.0,0.425,0.47222222,2,0,0,1,0.85,1,1,1.17647059,~,0.52777778
580,Dean,Huijsen,DEF,BOU,3,?,"Huijsen (DEF, ?)",1.0,0.3,0.65,0.3972222222222222,0.3972222222222222,0.0,0.39722222,2,2,0,1,0.65,0,0,0.0,~,-0.39722222
76,Philip,Billing,MID,BOU,2,?,"Philip (MID, ?)",1.0,0.3,0.65,0.3972222222222222,0.0,0.325,0.36111111,2,0,0,1,0.65,0,0,0.0,~,-0.36111111
69,Daniel,Jebbison,FWD,BOU,2,?,"Jebbison (FWD, ?)",1.0,0.0,0.5,0.3055555555555556,0.0,0.25,0.27777778,2,0,0,1,0.5,0,0,0.0,~,-0.27777778
59,Max,Aarons,DEF,BOU,0,?,"Aarons (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0.0,0,0,,~,0.0
60,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,,~,0.0
61,Jaidon,Anthony,MID,BOU,0,?,"Anthony (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,,~,0.0
62,David,Brooks,MID,BOU,0,?,"Brooks (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,,~,0.0
66,Romain,Faivre,MID,BOU,0,?,"Faivre (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,,~,0.0
67,Hamed,Traorè,MID,BOU,0,?,"H.Traorè (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0,0,,~,0.0
68,James,Hill,DEF,BOU,0,?,"Hill (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0.0,0,0,,~,0.0
72,Chris,Mepham,DEF,BOU,0,?,"Mepham (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0.0,0,0,,~,0.0
75,Alex,Paulsen,GKP,BOU,0,?,"Paulsen (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0.0,0,0,,~,0.0
599,Will,Dennis,GKP,BOU,0,?,"Dennis (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0.0,0,0,,~,0.0
99,Bryan,Mbeumo,MID,BRE,34,?,"Mbeumo (MID, ?)",6.8,8.0,7.4,4.933333333333334,0.0,4.933333333333334,4.93333333,3,0,3,1,7.4,9,9,1.21621622,3↑,4.06666667
110,Yoane,Wissa,FWD,BRE,28,?,"Wissa (FWD, ?)",7.0,5.0,6.0,4.0,0.0,4.0,4.0,3,0,3,1,6.0,0,0,0.0,3↓,-4.0
91,Mark,Flekken,GKP,BRE,15,?,"Flekken (GKP, ?)",3.0,2.7,2.85,1.9,1.425,0.0,1.6625,3,0,0,1,2.85,2,2,0.70175439,~,0.3374999999999999
98,Keane,Lewis-Potter,MID,BRE,11,?,"Lewis-Potter (MID, ?)",2.2,2.7,2.45,1.6333333333333333,0.0,1.6333333333333333,1.63333333,3,0,3,1,2.45,1,1,0.40816327,~,-0.6333333299999999
106,Kevin,Schade,MID,BRE,11,?,"Schade (MID, ?)",2.2,2.7,2.45,1.6333333333333333,0.0,1.6333333333333333,1.63333333,3,0,3,1,2.45,1,1,0.40816327,~,-0.6333333299999999
94,Vitaly,Janelt,MID,BRE,11,?,"Janelt (MID, ?)",2.2,2.3,2.25,1.5,0.0,1.5,1.5,3,0,3,1,2.25,2,2,0.88888889,~,0.5
89,Mikkel,Damsgaard,MID,BRE,9,?,"Damsgaard (MID, ?)",1.8,2.3,2.05,1.3666666666666665,0.0,1.3666666666666665,1.36666667,3,0,3,1,2.05,3,3,1.46341463,2↑,1.63333333
95,Mathias,Jensen,MID,BRE,9,?,"Jensen (MID, ?)",3.0,2.0,2.5,1.6666666666666663,0.0,1.6666666666666663,1.66666667,3,0,3,1,2.5,0,0,0.0,2↓,-1.66666667
88,Nathan,Collins,DEF,BRE,13,?,"Collins (DEF, ?)",2.6,2.0,2.3,1.5333333333333332,1.15,0.0,1.34166667,3,0,0,1,2.3,2,2,0.86956522,~,0.65833333
