team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
MCI,8,"Haaland (FWD, ~) ==> (9.133, 73.064)","De Bruyne (MID, ~) ==> (6.467, 51.736)","Grealish (MID, v) ==> (4.733, 37.864)","Stones (DEF, ^) ==> (4.533, 36.264)","Mahrez (MID, ~) ==> (3.733, 29.864)"
NEW,5,"Wilson (FWD, ^^^) ==> (5.6, 28.0)","Isak (FWD, ~) ==> (5.333, 26.665)","Joelinton (MID, ~) ==> (4.6, 23.0)","Pope (GKP, v) ==> (4.133, 20.665)","Schär (DEF, v) ==> (3.733, 18.665)"
LIV,4,"Salah (MID, ~) ==> (6.633, 26.532)","Gakpo (MID, ^^) ==> (4.767, 19.068)","Alexander-Arnold (DEF, ^) ==> (4.6, 18.4)","Diogo Jota (FWD, v) ==> (4.4, 17.6)","Alisson (GKP, ~) ==> (3.967, 15.868)"
MUN,3,"Rashford (MID, ~) ==> (5.8, 17.4)","Fernandes (MID, ^) ==> (4.667, 14.001)","Dalot (DEF, ~) ==> (4.4, 13.2)","De Gea (GKP, ~) ==> (4.267, 12.801)","Sancho (MID, ~) ==> (3.933, 11.799)"
AVL,3,"Watkins (FWD, vv) ==> (5.2, 15.6)","Mings (DEF, ^^^) ==> (4.733, 14.199)","Álex Moreno (DEF, ~) ==> (4.533, 13.599)","Martínez (GKP, ~) ==> (4.2, 12.6)","Ramsey (MID, v) ==> (4.067, 12.201)"
ARS,1,"Ødegaard (MID, ^) ==> (6.333, 6.333)","Martinelli (MID, vv) ==> (5.667, 5.667)","Saka (MID, v) ==> (4.933, 4.933)","Jesus (FWD, ~) ==> (4.933, 4.933)","Xhaka (MID, ^^) ==> (3.8, 3.8)"
BHA,1,"Steele (GKP, ^^^) ==> (5.667, 5.667)","March (MID, v) ==> (4.333, 4.333)","Groß (MID, ~) ==> (4.267, 4.267)","Welbeck (FWD, ^^) ==> (3.867, 3.867)","Estupiñán (DEF, ^^) ==> (3.8, 3.8)"
BOU,1,"Solanke (FWD, ~) ==> (4.933, 4.933)","Billing (MID, ~) ==> (4.0, 4.0)","Neto (GKP, ^) ==> (3.933, 3.933)","Tavernier (MID, ^) ==> (3.8, 3.8)","Lerma (MID, ^^^) ==> (3.467, 3.467)"
FUL,1,"Andreas (MID, vv) ==> (3.4, 3.4)","Leno (GKP, ~) ==> (3.367, 3.367)","Willian (MID, vv) ==> (3.3, 3.3)","Wilson (MID, ~) ==> (2.733, 2.733)","Reed (MID, v) ==> (2.633, 2.633)"
BRE,0,"Toney (FWD, ~) ==> (5.333, 0.0)","Raya (GKP, ^) ==> (4.067, 0.0)","Mbeumo (FWD, ~) ==> (3.533, 0.0)","Mee (DEF, ~) ==> (3.267, 0.0)","Henry (DEF, ~) ==> (2.8, 0.0)"
CRY,0,"Eze (MID, ~) ==> (5.133, 0.0)","Johnstone (GKP, vv) ==> (4.8, 0.0)","Olise (MID, ~) ==> (4.133, 0.0)","J.Ayew (MID, ~) ==> (3.667, 0.0)","Guéhi (DEF, vv) ==> (3.2, 0.0)"
CHE,0,"Arrizabalaga (GKP, v) ==> (4.0, 0.0)","Sterling (MID, ~) ==> (2.567, 0.0)","Enzo (MID, ~) ==> (2.333, 0.0)","Madueke (MID, ^^^) ==> (2.267, 0.0)","Kovacic (MID, ^^) ==> (2.0, 0.0)"
TOT,-1,"Kane (FWD, ^) ==> (6.8, -0.147)","Son (MID, ^^) ==> (5.267, -0.19)","Højbjerg (MID, v) ==> (3.267, -0.306)","Perišić (DEF, ~) ==> (2.667, -0.375)","Pedro Porro (DEF, ^^) ==> (2.6, -0.385)"
NFO,-1,"Gibbs-White (MID, ^) ==> (4.333, -0.231)","Danilo (MID, ^^^) ==> (3.867, -0.259)","Johnson (FWD, vv) ==> (2.6, -0.385)","Awoniyi (FWD, ~) ==> (2.467, -0.405)","Navas (GKP, ^) ==> (2.133, -0.469)"
SOU,-1,"Alcaraz (MID, ~) ==> (3.067, -0.326)","Ward-Prowse (MID, v) ==> (2.867, -0.349)","Walcott (MID, vv) ==> (2.4, -0.417)","Kamaldeen (MID, ^^^) ==> (2.133, -0.469)","Caleta-Car (DEF, v) ==> (2.0, -0.5)"
WHU,-2,"Bowen (MID, v) ==> (3.867, -0.517)","Paquetá (MID, ~) ==> (3.8, -0.526)","Soucek (MID, ^^^) ==> (3.433, -0.583)","Fabianski (GKP, vv) ==> (3.4, -0.588)","Antonio (FWD, ^^) ==> (3.067, -0.652)"
LEI,-3,"Maddison (MID, ~) ==> (3.933, -0.763)","Castagne (DEF, v) ==> (3.2, -0.938)","Iheanacho (FWD, vv) ==> (3.067, -0.978)","Vardy (FWD, ^^^) ==> (2.8, -1.071)","Söyüncü (DEF, ^^^) ==> (2.733, -1.098)"
