team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
NEW,7,"Wilson (FWD, ^) ==> (6.633, 46.431)","Isak (FWD, v) ==> (4.867, 34.069)","Joelinton (MID, v) ==> (3.967, 27.769)","Pope (GKP, ~) ==> (3.867, 27.069)","Willock (MID, ~) ==> (3.5, 24.5)"
ARS,6,"Ødegaard (MID, ~) ==> (6.333, 37.998)","Saka (MID, v) ==> (5.067, 30.402)","Martinelli (MID, v) ==> (4.867, 29.202)","Jesus (FWD, v) ==> (4.133, 24.798)","Xhaka (MID, v) ==> (3.8, 22.8)"
LIV,6,"Salah (MID, ^^) ==> (7.0, 42.0)","Alexander-Arnold (DEF, ^^^) ==> (5.133, 30.798)","Alisson (GKP, ^^) ==> (4.6, 27.6)","Gakpo (MID, ~) ==> (4.3, 25.8)","Van Dijk (DEF, ^^^) ==> (4.167, 25.002)"
MCI,5,"Haaland (FWD, v) ==> (8.0, 40.0)","De Bruyne (MID, vv) ==> (5.467, 27.335)","Gündogan (MID, ^^^) ==> (5.333, 26.665)","Mahrez (MID, ^^^) ==> (4.8, 24.0)","Foden (MID, ~) ==> (4.2, 21.0)"
MUN,5,"Rashford (MID, vv) ==> (5.4, 27.0)","Fernandes (MID, ~) ==> (4.8, 24.0)","De Gea (GKP, ~) ==> (4.067, 20.335)","Shaw (DEF, ^) ==> (3.867, 19.335)","Sancho (MID, v) ==> (3.467, 17.335)"
WHU,4,"Paquetá (MID, v) ==> (3.6, 14.4)","Fabianski (GKP, ^) ==> (3.5, 14.0)","Aguerd (DEF, ^) ==> (3.433, 13.732)","Soucek (MID, v) ==> (3.367, 13.468)","Benrahma (MID, ^^^) ==> (3.133, 12.532)"
BHA,3,"Steele (GKP, vv) ==> (4.867, 14.601)","Estupiñán (DEF, ^) ==> (4.433, 13.299)","Mac Allister (MID, ~) ==> (4.133, 12.399)","Groß (MID, ~) ==> (4.033, 12.099)","Welbeck (FWD, vv) ==> (3.167, 9.501)"
TOT,3,"Kane (FWD, ~) ==> (7.133, 21.399)","Son (MID, v) ==> (4.467, 13.401)","Pedro Porro (DEF, ^^^) ==> (3.667, 11.001)","Højbjerg (MID, ~) ==> (3.133, 9.399)","Forster (GKP, ~) ==> (2.667, 8.001)"
CRY,1,"Eze (MID, ^^) ==> (4.933, 4.933)","Johnstone (GKP, ~) ==> (4.333, 4.333)","Olise (MID, ~) ==> (3.533, 3.533)","J.Ayew (MID, ~) ==> (3.067, 3.067)","Ward (DEF, ^) ==> (2.933, 2.933)"
BRE,-1,"Toney (FWD, vv) ==> (5.0, -0.2)","Raya (GKP, ~) ==> (4.4, -0.227)","Mee (DEF, ^^) ==> (4.133, -0.242)","Mbeumo (FWD, ^) ==> (4.067, -0.246)","Pinnock (DEF, ^) ==> (3.533, -0.283)"
