id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw4Pts,gw5Pts,gw6Pts,gw7Pts,gw8Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend,(tot_aPts)-(^avgAdv*xPts)
17,Bukayo,Saka,MID,ARS,24,?,"Saka (MID, ?)",8.0,8.0,8.0,30.22222222222222,0.0,23.555555555555557,26.88889,23,0,8,5,40.0,7,4,3,16,0,30,0,3↑,3.11111
4,Kai,Havertz,FWD,ARS,22,?,"Havertz (FWD, ?)",7.3,7.3,7.3,27.577777777777776,0.0,21.494444444444444,24.53611,23,0,8,5,36.5,2,2,6,8,2,20,0,4↓,-4.536110000000001
15,David,Raya Martin,GKP,ARS,20,?,"Raya (GKP, ?)",6.7,6.7,6.7,25.311111111111117,24.194444444444443,0.0,24.75278,23,20,0,5,33.5,9,4,1,2,1,17,0,5↓,-7.752780000000001
20,Thomas,Partey,MID,ARS,15,?,"Thomas (MID, ?)",5.0,5.0,5.0,18.88888888888889,0.0,14.72222222222222,16.80556,23,0,8,5,25.0,3,1,2,2,2,10,0,4↓,-6.80556
3,Gabriel,dos Santos Magalhães,DEF,ARS,14,?,"Gabriel (DEF, ?)",4.7,4.7,4.7,17.755555555555556,16.97222222222222,0.0,17.36389,23,20,0,5,23.5,15,7,1,2,1,26,0,5↑,8.636109999999999
18,William,Saliba,DEF,ARS,14,?,"Saliba (DEF, ?)",4.7,4.7,4.7,17.755555555555556,16.97222222222222,0.0,17.36389,23,20,0,5,23.5,5,1,0,2,-3,5,0,6↓,-12.363890000000001
24,Benjamin,White,DEF,ARS,14,?,"White (DEF, ?)",4.7,4.7,4.7,17.755555555555556,16.97222222222222,0.0,17.36389,23,20,0,5,23.5,6,1,0,0,0,7,0,5↓,-10.363890000000001
23,Leandro,Trossard,MID,ARS,9,?,"Trossard (MID, ?)",3.0,3.0,3.0,11.333333333333334,0.0,8.833333333333334,10.08333,23,0,8,5,15.0,3,-2,12,1,3,17,0,5↑,6.91667
6,Jurriën,Timber,DEF,ARS,8,?,"J.Timber (DEF, ?)",2.7,2.7,2.7,10.2,9.75,0.0,9.975,23,20,0,5,13.5,5,2,4,0,0,11,0,1↑,1.0250000000000004
25,Oleksandr,Zinchenko,DEF,ARS,7,?,"Zinchenko (DEF, ?)",3.5,2.3,2.9,10.955555555555556,10.472222222222223,0.0,10.71389,23,20,0,5,14.5,0,0,0,0,0,0,0,5↓,-10.71389
73,Norberto,Murara Neto,GKP,ARS,7,?,"Neto (GKP, ?)",3.5,2.3,2.9,10.955555555555556,10.472222222222223,0.0,10.71389,23,20,0,5,14.5,0,0,0,0,0,0,0,5↓,-10.71389
9,Gabriel,Martinelli Silva,MID,ARS,7,?,"Martinelli (MID, ?)",2.3,2.3,2.3,8.68888888888889,0.0,6.772222222222222,7.73056,23,0,8,5,11.5,3,5,13,6,1,28,0,7↑,20.26944
13,Martin,Ødegaard,MID,ARS,7,?,"Ødegaard (MID, ?)",2.3,2.3,2.3,8.68888888888889,0.0,6.772222222222222,7.73056,23,0,8,5,11.5,0,0,0,0,0,0,0,5↓,-7.73056
16,Declan,Rice,MID,ARS,3,?,"Rice (MID, ?)",1.0,1.0,1.0,3.7777777777777777,0.0,2.944444444444444,3.36111,23,0,8,5,5.0,0,1,2,2,2,7,0,3↑,3.63889
578,Riccardo,Calafiori,DEF,ARS,2,?,"Calafiori (DEF, ?)",1.0,0.7,0.85,3.211111111111111,3.0694444444444446,0.0,3.14028,23,20,0,5,4.25,0,9,0,2,1,12,0,5↑,8.85972
1,Fábio,Ferreira Vieira,MID,ARS,0,?,"Fábio Vieira (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,0,0,0,0,0,0,0,~,0.0
2,Gabriel,Fernando de Jesus,FWD,ARS,0,?,"G.Jesus (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,1,0,1,1,1,4,0,3↑,4.0
5,Karl,Hein,GKP,ARS,0,?,"Hein (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,0,5,0.0,0,0,0,0,0,0,0,~,0.0
7,Jorge Luiz,Frello Filho,MID,ARS,0,?,"Jorginho (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,2,0,0,2,0,4,0,3↑,4.0
8,Jakub,Kiwior,DEF,ARS,0,?,"Kiwior (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,0,5,0.0,0,1,0,1,0,2,0,2↑,2.0
12,Ethan,Nwaneri,MID,ARS,0,?,"Nwaneri (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,1,0,1,0,1,3,0,3↑,3.0
21,Kieran,Tierney,DEF,ARS,0,?,"Tierney (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,0,5,0.0,0,0,0,0,0,0,0,~,0.0
22,Tomiyasu,Takehiro,DEF,ARS,0,?,"Tomiyasu (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,0,5,0.0,0,0,0,1,0,1,0,~,1.0
186,Raheem,Sterling,MID,ARS,0,?,"Sterling (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,1,0,1,1,1,4,0,3↑,4.0
597,Myles,Lewis-Skelly,MID,ARS,0,?,"Lewis-Skelly (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,0,0,0,0,0,0,0,~,0.0
633,Mikel,Merino,MID,ARS,0,?,"Merino (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,0,0,0,1,2,3,0,3↑,3.0
638,Salah-Eddine,Oulad M'hand,MID,ARS,0,?,"Oulad M'hand (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,8,5,0.0,0,0,0,0,0,0,0,~,0.0
639,Tommy,Setford,GKP,ARS,0,?,"Setford (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,0,5,0.0,0,0,0,0,0,0,0,~,0.0
233,Amadou,Onana,MID,AVL,20,?,"Onana (MID, ?)",6.7,6.7,6.7,20.844444444444445,0.0,21.58888888888889,21.21667,11,0,13,5,33.5,1,2,2,0,2,7,0,6↓,-14.21667
38,Jhon,Durán,FWD,AVL,14,?,"Duran (FWD, ?)",4.7,4.7,4.7,14.622222222222222,0.0,15.144444444444444,14.88333,11,0,13,5,23.5,6,5,1,1,1,14,0,~,-0.8833300000000008
36,Lucas,Digne,DEF,AVL,11,?,"Digne (DEF, ?)",3.7,3.7,3.7,11.511111111111113,11.511111111111113,0.0,11.51111,11,11,0,5,18.5,4,1,0,8,4,17,0,4↑,5.48889
57,Youri,Tielemans,MID,AVL,10,?,"Tielemans (MID, ?)",3.3,3.3,3.3,10.266666666666667,0.0,10.633333333333333,10.45,11,0,13,5,16.5,2,5,2,3,8,20,0,5↑,9.55
58,Ollie,Watkins,FWD,AVL,9,?,"Watkins (FWD, ?)",3.0,3.0,3.0,9.333333333333334,0.0,9.666666666666668,9.5,11,0,13,5,15.0,13,6,11,2,8,40,0,7↑,30.5
53,Jacob,Ramsey,MID,AVL,7,?,"Ramsey (MID, ?)",2.3,2.3,2.3,7.155555555555555,0.0,7.411111111111111,7.28333,11,0,13,5,11.5,2,2,2,0,5,11,0,3↑,3.7166699999999997
47,Emiliano,Martínez Romero,GKP,AVL,6,?,"Martinez (GKP, ?)",2.0,2.0,2.0,6.222222222222221,6.222222222222221,0.0,6.22222,11,11,0,5,10.0,0,3,2,9,8,22,0,6↑,15.77778
48,John,McGinn,MID,AVL,6,?,"McGinn (MID, ?)",2.0,2.0,2.0,6.222222222222221,0.0,6.444444444444445,6.33333,11,0,13,5,10.0,2,1,0,0,1,4,0,2↓,-2.33333
54,Morgan,Rogers,MID,AVL,6,?,"Rogers (MID, ?)",2.0,2.0,2.0,6.222222222222221,0.0,6.444444444444445,6.33333,11,0,13,5,10.0,2,10,7,3,6,28,0,7↑,21.66667
44,Ezri,Konsa Ngoyo,DEF,AVL,5,?,"Konsa (DEF, ?)",1.7,1.7,1.7,5.288888888888889,5.28888888888889,0.0,5.28889,11,11,0,5,8.5,1,9,1,1,0,12,0,4↑,6.71111
52,Pau,Torres,DEF,AVL,5,?,"Pau (DEF, ?)",1.7,1.7,1.7,5.288888888888889,5.28888888888889,0.0,5.28889,11,11,0,5,8.5,1,1,1,6,2,11,0,4↑,5.71111
28,Leon,Bailey,MID,AVL,4,?,"Bailey (MID, ?)",1.3,1.3,1.3,4.044444444444444,0.0,4.188888888888889,4.11667,11,0,13,5,6.5,0,1,5,3,1,10,0,4↑,5.88333
32,Matty,Cash,DEF,AVL,3,?,"Cash (DEF, ?)",1.5,1.0,1.25,3.888888888888889,3.888888888888888,0.0,3.88889,11,11,0,5,6.25,0,0,0,6,2,8,0,3↑,4.11111
45,Ian,Maatsen,DEF,AVL,3,?,"Maatsen (DEF, ?)",1.0,1.0,1.0,3.1111111111111107,3.1111111111111107,0.0,3.11111,11,11,0,5,5.0,1,1,1,1,0,4,0,~,0.88889
50,Kosta,Nedeljković,DEF,AVL,3,?,"Nedeljkovic (DEF, ?)",1.0,1.0,1.0,3.1111111111111107,3.1111111111111107,0.0,3.11111,11,11,0,5,5.0,0,0,0,0,0,0,0,3↓,-3.11111
29,Ross,Barkley,MID,AVL,2,?,"Barkley (MID, ?)",1.0,0.7,0.85,2.6444444444444444,0.0,2.7388888888888885,2.69167,11,0,13,5,4.25,4,0,1,2,1,8,0,4↑,5.30833
598,Lamare,Bogarde,DEF,AVL,1,?,"Bogarde (DEF, ?)",1.0,0.3,0.65,2.022222222222222,2.022222222222222,0.0,2.02222,11,11,0,5,3.25,1,0,0,0,0,1,0,1↓,-1.02222
30,Enzo,Barrenechea,MID,AVL,0,?,"Barrenechea (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
31,Emiliano,Buendía Stati,MID,AVL,0,?,"Buendia (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,1,1,1,0,1,4,0,3↑,4.0
33,Leander,Dendoncker,MID,AVL,0,?,"Dendoncker (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
34,Moussa,Diaby,MID,AVL,0,?,"Diaby (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
35,Diego Carlos,Santos Silva,DEF,AVL,0,?,"Diego Carlos (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,2,1,6,2,11,0,5↑,11.0
37,Lewis,Dobbin,MID,AVL,0,?,"Dobbin (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
39,Joe,Gauci,GKP,AVL,0,?,"Gauci (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
40,Kortney,Hause,DEF,AVL,0,?,"Hause (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
41,Samuel,Iling-Junior,MID,AVL,0,?,"Iling Jr (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
42,Boubacar,Kamara,MID,AVL,0,?,"Kamara (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,0,0,0,0,0,0,0,~,0.0
43,Kaine,Kesler-Hayden,DEF,AVL,0,?,"Kesler-Hayden (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
46,Filip,Marschall,GKP,AVL,0,?,"Marschall (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
49,Tyrone,Mings,DEF,AVL,0,?,"Mings (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
51,Robin,Olsen,GKP,AVL,0,?,"Olsen (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
55,Viljami,Sinisalo,GKP,AVL,0,?,"Sinisalo (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
56,Lino,da Cruz Sousa,DEF,AVL,0,?,"Sousa (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
569,Jaden,Philogene,MID,AVL,0,?,"Jaden (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,13,5,0.0,1,0,1,3,-2,3,0,3↑,3.0
640,Sil,Swinkels,DEF,AVL,0,?,"Swinkels (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
641,Oliwier,Zych,GKP,AVL,0,?,"Zych (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
148,Danny,Welbeck,FWD,BHA,23,?,"Welbeck (FWD, ?)",7.7,7.7,7.7,24.811111111111117,0.0,26.522222222222226,25.66667,13,0,17,5,38.5,2,6,2,8,9,27,0,1↑,1.3333300000000001
129,João Pedro,Junqueira de Jesus,FWD,BHA,18,?,"João Pedro (FWD, ?)",6.0,6.0,6.0,19.33333333333333,0.0,20.666666666666664,20.0,13,0,17,5,30.0,0,1,0,0,0,1,0,7↓,-19.0
136,Mitoma,Kaoru,MID,BHA,16,?,"Mitoma (MID, ?)",5.3,5.3,5.3,17.07777777777778,0.0,18.255555555555556,17.66667,13,0,17,5,26.5,3,5,2,5,1,16,0,2↓,-1.6666699999999999
145,Joël,Veltman,DEF,BHA,12,?,"Veltman (DEF, ?)",4.0,4.0,4.0,12.88888888888889,12.222222222222223,0.0,12.55556,13,10,0,5,20.0,7,1,0,1,7,16,0,3↑,3.44444
113,Simon,Adingra,MID,BHA,11,?,"Adingra (MID, ?)",3.7,3.7,3.7,11.922222222222222,0.0,12.744444444444444,12.33333,13,0,17,5,18.5,1,2,0,0,0,3,0,5↓,-9.33333
120,Lewis,Dunk,DEF,BHA,10,?,"Dunk (DEF, ?)",3.3,3.3,3.3,10.633333333333336,10.083333333333332,0.0,10.35833,13,10,0,5,16.5,6,0,-1,1,6,12,0,2↑,1.6416699999999995
135,Yankuba,Minteh,MID,BHA,10,?,"Minteh (MID, ?)",3.3,3.3,3.3,10.633333333333336,0.0,11.366666666666664,11.0,13,0,17,5,16.5,2,1,1,7,0,11,0,~,0.0
142,Jason,Steele,GKP,BHA,9,?,"Steele (GKP, ?)",4.5,3.0,3.75,12.083333333333334,11.458333333333332,0.0,11.77083,13,10,0,5,18.75,0,0,0,0,0,0,0,6↓,-11.77083
144,Jan Paul,van Hecke,DEF,BHA,9,?,"Van Hecke (DEF, ?)",3.0,3.0,3.0,9.666666666666666,9.166666666666666,0.0,9.41667,13,10,0,5,15.0,6,4,0,0,1,11,0,1↑,1.5833300000000001
126,Jack,Hinshelwood,MID,BHA,7,?,"Hinshelwood (MID, ?)",2.3,2.3,2.3,7.4111111111111105,0.0,7.9222222222222225,7.66667,13,0,17,5,11.5,2,10,2,2,2,18,0,5↑,10.33333
149,Mats,Wieffer,MID,BHA,6,?,"Wieffer (MID, ?)",6.0,2.0,4.0,12.88888888888889,0.0,13.77777777777778,13.33333,13,0,17,5,20.0,0,1,1,1,1,4,0,5↓,-9.33333
134,James,Milner,MID,BHA,5,?,"Milner (MID, ?)",1.7,1.7,1.7,5.477777777777778,0.0,5.855555555555556,5.66667,13,0,17,5,8.5,0,0,0,0,0,0,0,4↓,-5.66667
146,Bart,Verbruggen,GKP,BHA,4,?,"Verbruggen (GKP, ?)",4.0,1.3,2.65,8.53888888888889,8.097222222222221,0.0,8.31806,13,10,0,5,13.25,5,1,0,0,10,16,0,5↑,7.681940000000001
600,Yasin,Ayari,MID,BHA,4,?,"Ayari (MID, ?)",1.3,1.3,1.3,4.188888888888889,0.0,4.477777777777778,4.33333,13,0,17,5,6.5,3,0,1,0,2,6,0,2↑,1.6666699999999999
115,Carlos,Baleba,MID,BHA,3,?,"Baleba (MID, ?)",1.5,1.0,1.25,4.027777777777779,0.0,4.305555555555555,4.16667,13,0,17,5,6.25,3,1,12,2,3,21,0,6↑,16.83333
124,Billy,Gilmour,MID,BHA,3,?,"Gilmour (MID, ?)",1.5,1.0,1.25,4.027777777777779,0.0,4.305555555555555,4.16667,13,0,17,5,6.25,0,0,0,0,0,0,0,3↓,-4.16667
618,Georginio,Rutter,MID,BHA,2,?,"Georginio (MID, ?)",1.0,1.0,1.0,3.2222222222222223,0.0,3.4444444444444446,3.33333,13,0,17,5,5.0,3,2,7,11,6,29,0,7↑,25.66667
121,Julio,Enciso,MID,BHA,2,?,"Enciso (MID, ?)",1.0,0.7,0.85,2.738888888888889,0.0,2.927777777777778,2.83333,13,0,17,5,4.25,1,0,1,1,1,4,0,1↑,1.1666699999999999
122,Pervis,Estupiñán,DEF,BHA,1,?,"Estupiñan (DEF, ?)",1.0,0.3,0.65,2.094444444444445,1.9861111111111112,0.0,2.04028,13,10,0,5,3.25,0,1,-1,1,1,2,0,~,-0.040280000000000094
141,Jeremy,Sarmiento Morante,MID,BHA,1,?,"Sarmiento (MID, ?)",1.0,0.3,0.65,2.094444444444445,0.0,2.238888888888889,2.16667,13,0,17,5,3.25,0,0,0,0,0,0,0,2↓,-2.16667
147,Adam,Webster,DEF,BHA,1,?,"Webster (DEF, ?)",1.0,0.3,0.65,2.094444444444445,1.9861111111111112,0.0,2.04028,13,10,0,5,3.25,0,0,-1,1,0,0,0,2↓,-2.04028
114,Benicio,Baker-Boaitey,MID,BHA,0,?,"Baker-Boaitey (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
116,Valentín,Barco,DEF,BHA,0,?,"Barco (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,0,0,0,0,0,0,0,~,0.0
118,Amario,Cozier-Duberry,MID,BHA,0,?,"Cozier-Duberry (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
119,Mahmoud,Dahoud,MID,BHA,0,?,"Dahoud (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
123,Evan,Ferguson,FWD,BHA,0,?,"Ferguson (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,1,1,1,0,1,4,0,3↑,4.0
125,Pascal,Groß,MID,BHA,0,?,"Gross (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
127,Ibrahim,Osman,MID,BHA,0,?,"I.Osman (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
128,Igor Julio,dos Santos de Paulo,DEF,BHA,0,?,"Igor (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,0,0,1,0,6,7,0,5↑,7.0
130,Kacper,Kozłowski,MID,BHA,0,?,"Kozlowski (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
131,Tariq,Lamptey,DEF,BHA,0,?,"Lamptey (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,0,0,0,0,0,0,0,~,0.0
132,Solly,March,MID,BHA,0,?,"March (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
133,Adrian,Mazilu,MID,BHA,0,?,"Mazilu (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
137,Jakub,Moder,MID,BHA,0,?,"Moder (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
138,Mark,O’Mahony,FWD,BHA,0,?,"O’Mahony (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
139,Odeluga,Offiah,DEF,BHA,0,?,"Offiah (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,0,0,0,0,0,0,0,~,0.0
140,Cameron,Peupion,MID,BHA,0,?,"Peupion (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
143,Deniz,Undav,FWD,BHA,0,?,"Undav (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
595,Brajan,Gruda,MID,BHA,0,?,"Gruda (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,1,0,1,0,~,1.0
601,Andrew,Moran,MID,BHA,0,?,"Moran (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
615,Carl,Rushworth,GKP,BHA,0,?,"Rushworth (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,0,0,0,0,0,0,0,~,0.0
628,Ferdi,Kadioglu,DEF,BHA,0,?,"F.Kadıoğlu (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10,0,5,0.0,1,0,0,0,6,7,0,5↑,7.0
629,Matt,O'Riley,MID,BHA,0,?,"O'Riley (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,17,5,0.0,0,0,0,0,0,0,0,~,0.0
78,Antoine,Semenyo,MID,BOU,19,?,"Semenyo (MID, ?)",6.3,6.3,6.3,13.65,0.0,17.85,15.75,-6,0,6,5,31.5,1,2,7,2,2,14,0,2↓,-1.75
80,Luis,Sinisterra,MID,BOU,14,?,"Sinisterra (MID, ?)",4.7,4.7,4.7,10.183333333333334,0.0,13.316666666666666,11.75,-6,0,6,5,23.5,1,1,1,1,1,5,0,4↓,-6.75
83,Marcus,Tavernier,MID,BOU,13,?,"Tavernier (MID, ?)",4.3,4.3,4.3,9.316666666666666,0.0,12.183333333333334,10.75,-6,0,6,5,21.5,3,2,4,2,3,14,0,3↑,3.25
64,Lewis,Cook,MID,BOU,10,?,"Cook (MID, ?)",3.3,3.3,3.3,7.15,0.0,9.349999999999998,8.25,-6,0,6,5,16.5,1,1,10,2,3,17,0,5↑,8.75
71,Justin,Kluivert,MID,BOU,8,?,"Kluivert (MID, ?)",2.7,2.7,2.7,5.85,0.0,7.65,6.75,-6,0,6,5,13.5,2,0,1,1,11,15,0,5↑,8.25
74,Dango,Ouattara,MID,BOU,7,?,"O.Dango (MID, ?)",2.3,2.3,2.3,4.983333333333333,0.0,6.516666666666667,5.75,-6,0,6,5,11.5,0,1,8,1,3,13,0,5↑,7.25
617,Francisco Evanilson,de Lima Barbosa,FWD,BOU,4,?,"Evanilson (FWD, ?)",2.0,2.0,2.0,4.333333333333333,0.0,5.666666666666667,5.0,-6,0,6,5,10.0,0,2,9,2,5,18,0,6↑,13.0
63,Ryan,Christie,MID,BOU,5,?,"Christie (MID, ?)",1.7,1.7,1.7,3.683333333333333,0.0,4.816666666666666,4.25,-6,0,6,5,8.5,2,1,2,2,6,13,0,5↑,8.75
85,Illia,Zabarnyi,DEF,BOU,5,?,"Zabarnyi (DEF, ?)",1.7,1.7,1.7,3.683333333333333,3.2111111111111112,0.0,3.44722,-6,-11,0,5,8.5,2,1,2,2,6,13,0,5↑,9.55278
70,Milos,Kerkez,DEF,BOU,4,?,"Kerkez (DEF, ?)",1.3,1.3,1.3,2.8166666666666664,2.455555555555556,0.0,2.63611,-6,-11,0,5,6.5,2,1,1,2,7,13,0,5↑,10.36389
77,Alex,Scott,MID,BOU,4,?,"Scott (MID, ?)",1.3,1.3,1.3,2.8166666666666664,0.0,3.6833333333333336,3.25,-6,0,6,5,6.5,1,1,1,1,3,7,0,3↑,3.75
81,Adam,Smith,DEF,BOU,4,?,"Smith (DEF, ?)",1.3,1.3,1.3,2.8166666666666664,2.455555555555556,0.0,2.63611,-6,-11,0,5,6.5,5,1,2,2,1,11,0,5↑,8.36389
592,Julián,Araujo Zúñiga,DEF,BOU,4,?,"J.Araujo (DEF, ?)",1.3,1.3,1.3,2.8166666666666664,2.455555555555556,0.0,2.63611,-6,-11,0,5,6.5,1,1,0,0,1,3,0,~,0.36389000000000005
152,Kepa,Arrizabalaga,GKP,BOU,3,?,"Arrizabalaga (GKP, ?)",3.0,1.0,2.0,4.333333333333333,3.777777777777777,0.0,4.05556,-6,-11,0,5,10.0,0,4,2,2,6,14,0,5↑,9.94444
580,Dean,Huijsen,DEF,BOU,3,?,"Huijsen (DEF, ?)",1.5,1.0,1.25,2.708333333333333,2.361111111111111,0.0,2.53472,-6,-11,0,5,6.25,0,0,0,0,0,0,0,2↓,-2.53472
69,Daniel,Jebbison,FWD,BOU,2,?,"Jebbison (FWD, ?)",1.0,0.7,0.85,1.8416666666666663,0.0,2.408333333333333,2.125,-6,0,6,5,4.25,0,0,0,0,0,0,0,2↓,-2.125
79,Marcos,Senesi,DEF,BOU,2,?,"Senesi (DEF, ?)",1.0,0.7,0.85,1.8416666666666663,1.6055555555555556,0.0,1.72361,-6,-11,0,5,4.25,1,0,2,1,9,13,0,6↑,11.27639
76,Philip,Billing,MID,BOU,1,?,"Philip (MID, ?)",1.0,0.3,0.65,1.4083333333333332,0.0,1.8416666666666668,1.625,-6,0,6,5,3.25,1,0,0,0,0,1,0,~,-0.625
59,Max,Aarons,DEF,BOU,0,?,"Aarons (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-11,0,5,0.0,0,0,0,0,0,0,0,~,0.0
60,Tyler,Adams,MID,BOU,0,?,"Adams (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,0,6,5,0.0,0,0,0,0,0,0,0,~,0.0
61,Jaidon,Anthony,MID,BOU,0,?,"Anthony (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,0,6,5,0.0,0,0,0,0,0,0,0,~,0.0
62,David,Brooks,MID,BOU,0,?,"Brooks (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,0,6,5,0.0,0,0,0,1,0,1,0,~,1.0
