id,1st_name,2nd_name,position,team,tot_pts,prvGWsPtsTrend,web_name,pts/game,form,xPts,^fplAdv*xPts,^defAdv*xPts,^attAdv*xPts,^avgAdv*xPts,fplAdv_nxtGWs,defAdv_nxtGWs,attAdv_nxtGWs,#OfMatches_nxtGWs,tot_xPts,gw4Pts,gw5Pts,gw6Pts,gw7Pts,gw8Pts,tot_aPts,tot_aPts/tot_xPts,nxtGWsPtsTrend,(tot_aPts)-(^avgAdv*xPts)
515,Maxwel,Cornet,MID,SOU,0,?,"Cornet (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,0,-20,5,0.0,0,0,1,0,0,1,0,~,1.0
503,Son,Heung-min,MID,TOT,21,?,"Son (MID, ?)",7.0,7.0,7.0,19.05555555555556,0.0,19.444444444444446,19.25,4,0,5,5,35.0,2,10,0,0,8,20,0,~,0.75
498,Cristian,Romero,DEF,TOT,17,?,"Romero (DEF, ?)",5.7,5.7,5.7,15.516666666666667,15.2,0.0,15.35833,4,3,0,5,28.5,2,2,6,1,2,13,0,2↓,-2.3583300000000005
495,Pedro,Porro,DEF,TOT,16,?,"Pedro Porro (DEF, ?)",5.3,5.3,5.3,14.427777777777775,14.133333333333333,0.0,14.28056,4,3,0,5,26.5,2,2,5,1,2,12,0,2↓,-2.2805599999999995
494,James,Maddison,MID,TOT,12,?,"Maddison (MID, ?)",4.0,4.0,4.0,10.888888888888888,0.0,11.111111111111112,11.0,4,0,5,5,20.0,2,12,3,10,4,31,0,7↑,20.0
506,Micky,van de Ven,DEF,TOT,11,?,"Van de Ven (DEF, ?)",5.5,3.7,4.6,12.522222222222222,12.266666666666667,0.0,12.39444,4,3,0,5,23.0,1,1,11,1,1,15,0,2↑,2.6055600000000005
482,Yves,Bissouma,MID,TOT,10,?,"Bissouma (MID, ?)",5.0,3.3,4.15,11.297222222222224,0.0,11.52777777777778,11.4125,4,0,5,5,20.75,0,0,0,1,10,11,0,~,-0.41249999999999964
491,Brennan,Johnson,MID,TOT,9,?,"Johnson (MID, ?)",3.0,3.0,3.0,8.166666666666666,0.0,8.333333333333334,8.25,4,0,5,5,15.0,2,7,11,7,2,29,0,7↑,20.75
492,Dejan,Kulusevski,MID,TOT,9,?,"Kulusevski (MID, ?)",3.0,3.0,3.0,8.166666666666666,0.0,8.333333333333334,8.25,4,0,5,5,15.0,1,2,11,1,9,24,0,6↑,15.75
505,Destiny,Udogie,DEF,TOT,9,?,"Udogie (DEF, ?)",3.0,3.0,3.0,8.166666666666666,8.0,0.0,8.08333,4,3,0,5,15.0,1,2,1,0,5,9,0,~,0.9166699999999999
508,Guglielmo,Vicario,GKP,TOT,9,?,"Vicario (GKP, ?)",3.0,3.0,3.0,8.166666666666666,8.0,0.0,8.08333,4,3,0,5,15.0,2,3,6,1,2,14,0,4↑,5.91667
612,Wilson,Odobert,MID,TOT,5,?,"Odobert (MID, ?)",2.5,1.7,2.1,5.716666666666667,0.0,5.833333333333333,5.775,4,0,5,5,10.5,1,0,0,0,0,1,0,4↓,-4.775
481,Lucas,Bergvall,MID,TOT,3,?,"Bergvall (MID, ?)",1.0,1.0,1.0,2.722222222222222,0.0,2.777777777777778,2.75,4,0,5,5,5.0,0,1,1,0,0,2,0,~,-0.75
499,Pape Matar,Sarr,MID,TOT,3,?,"P.M.Sarr (MID, ?)",1.0,1.0,1.0,2.722222222222222,0.0,2.777777777777778,2.75,4,0,5,5,5.0,1,1,4,1,4,11,0,5↑,8.25
82,Dominic,Solanke-Mitchell,FWD,TOT,2,?,"Solanke (FWD, ?)",2.0,0.7,1.35,3.675,0.0,3.75,3.7125,4,0,5,5,6.75,2,6,6,5,2,21,0,6↑,17.2875
489,Archie,Gray,MID,TOT,2,?,"Gray (MID, ?)",1.0,0.7,0.85,2.3138888888888887,0.0,2.361111111111111,2.3375,4,0,5,5,4.25,0,1,0,0,1,2,0,~,-0.3374999999999999
497,Richarlison,de Andrade,FWD,TOT,2,?,"Richarlison (FWD, ?)",1.0,0.7,0.85,2.3138888888888887,0.0,2.361111111111111,2.3375,4,0,5,5,4.25,0,0,0,0,1,1,0,1↓,-1.3375
504,Djed,Spence,DEF,TOT,2,?,"Spence (DEF, ?)",1.0,0.7,0.85,2.3138888888888887,2.2666666666666666,0.0,2.29028,4,3,0,5,4.25,0,0,0,0,0,0,0,2↓,-2.29028
509,Timo,Werner,MID,TOT,2,?,"Werner (MID, ?)",1.0,0.7,0.85,2.3138888888888887,0.0,2.361111111111111,2.3375,4,0,5,5,4.25,1,0,3,5,1,10,0,5↑,7.6625
486,Radu,Drăgușin,DEF,TOT,1,?,"Dragusin (DEF, ?)",1.0,0.3,0.65,1.7694444444444444,1.7333333333333334,0.0,1.75139,4,3,0,5,3.25,0,0,1,0,0,1,0,~,-0.75139
480,Rodrigo,Bentancur,MID,TOT,1,?,"Bentancur (MID, ?)",0.5,0.3,0.4,1.088888888888889,0.0,1.1111111111111112,1.1,4,0,5,5,2.0,1,2,3,2,1,9,0,5↑,7.9
478,Ashley,Phillips,DEF,TOT,0,?,"A.Phillips (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
479,Brandon,Austin,GKP,TOT,0,?,"Austin (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
483,Bryan,Gil Salvatierra,MID,TOT,0,?,"Bryan (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
484,Ben,Davies,DEF,TOT,0,?,"Davies (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
485,Alfie,Devine,MID,TOT,0,?,"Devine (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
487,Emerson,Leite de Souza Junior,DEF,TOT,0,?,"E.Royal (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
488,Fraser,Forster,GKP,TOT,0,?,"Forster (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
490,Pierre-Emile,Højbjerg,MID,TOT,0,?,"Højbjerg (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
493,Giovani,Lo Celso,MID,TOT,0,?,"Lo Celso (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
496,Sergio,Reguilón,DEF,TOT,0,?,"Reguilón (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
500,Dane,Scarlett,FWD,TOT,0,?,"Scarlett (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
502,Manor,Solomon,MID,TOT,0,?,"Solomon (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
507,Alejo,Véliz,FWD,TOT,0,?,"Veliz (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
510,Alfie,Whiteman,GKP,TOT,0,?,"Whiteman (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,5,0.0,0,0,0,0,0,0,0,~,0.0
609,Will,Lankshear,FWD,TOT,0,?,"Lankshear (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,0,0,0,0,0,0,~,0.0
610,Mikey,Moore,MID,TOT,0,?,"Moore (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5,5,0.0,0,1,1,1,0,3,0,3↑,3.0
514,Jarrod,Bowen,MID,WHU,15,?,"Bowen (MID, ?)",5.0,5.0,5.0,13.055555555555555,0.0,13.055555555555555,13.05556,2,0,2,5,25.0,5,2,2,12,2,23,0,5↑,9.94444
530,Tomáš,Souček,MID,WHU,14,?,"Souček (MID, ?)",4.7,4.7,4.7,12.272222222222222,0.0,12.272222222222222,12.27222,2,0,2,5,23.5,1,0,10,2,1,14,0,2↑,1.7277799999999992
524,Max,Kilman,DEF,WHU,13,?,"Kilman (DEF, ?)",4.3,4.3,4.3,11.227777777777776,10.511111111111113,0.0,10.86944,2,-1,0,5,21.5,2,0,1,2,0,5,0,4↓,-5.869440000000001
527,Lucas,Tolentino Coelho de Lima,MID,WHU,11,?,"L.Paquetá (MID, ?)",3.7,3.7,3.7,9.661111111111111,0.0,9.661111111111111,9.66111,2,0,2,5,18.5,1,2,2,8,1,14,0,4↑,4.338889999999999
528,Konstantinos,Mavropanos,DEF,WHU,10,?,"Mavropanos (DEF, ?)",3.3,3.3,3.3,8.616666666666665,8.066666666666666,0.0,8.34167,2,-1,0,5,16.5,2,1,1,0,1,5,0,3↓,-3.3416700000000006
513,Alphonse,Areola,GKP,WHU,8,?,"Areola (GKP, ?)",2.7,2.7,2.7,7.05,6.6000000000000005,0.0,6.825,2,-1,0,5,13.5,3,1,2,2,-1,7,0,~,0.17499999999999982
516,Vladimír,Coufal,DEF,WHU,8,?,"Coufal (DEF, ?)",2.7,2.7,2.7,7.05,6.6000000000000005,0.0,6.825,2,-1,0,5,13.5,1,0,0,0,0,1,0,4↓,-5.825
520,Emerson,Palmieri dos Santos,DEF,WHU,7,?,"Emerson (DEF, ?)",2.3,2.3,2.3,6.005555555555555,5.622222222222222,0.0,5.81389,2,-1,0,5,11.5,1,1,0,2,0,4,0,2↓,-1.8138899999999998
525,Mohammed,Kudus,MID,WHU,7,?,"Kudus (MID, ?)",2.3,2.3,2.3,6.005555555555555,0.0,6.005555555555555,6.00556,2,0,2,5,11.5,2,2,1,7,4,16,0,5↑,9.99444
512,Michail,Antonio,FWD,WHU,6,?,"Antonio (FWD, ?)",2.0,2.0,2.0,5.222222222222222,0.0,5.222222222222222,5.22222,2,0,2,5,10.0,1,0,5,18,2,26,0,7↑,20.77778
588,Guido,Rodríguez,MID,WHU,6,?,"G.Rodríguez (MID, ?)",2.0,2.0,2.0,5.222222222222222,0.0,5.222222222222222,5.22222,2,0,2,5,10.0,1,1,2,2,2,8,0,3↑,2.77778
511,Edson,Álvarez Velázquez,MID,WHU,3,?,"Álvarez (MID, ?)",1.5,1.0,1.25,3.263888888888889,0.0,3.263888888888889,3.26389,2,0,2,5,6.25,1,0,0,1,1,3,0,~,-0.26388999999999996
589,Niclas,Füllkrug,FWD,WHU,3,?,"Füllkrug (FWD, ?)",1.0,1.0,1.0,2.611111111111111,0.0,2.611111111111111,2.61111,2,0,2,5,5.0,0,0,0,0,0,0,0,2↓,-2.61111
388,Aaron,Wan-Bissaka,DEF,WHU,2,?,"Wan-Bissaka (DEF, ?)",1.0,0.7,0.85,2.219444444444445,2.077777777777778,0.0,2.14861,2,-1,0,5,4.25,2,1,2,2,0,7,0,4↑,4.85139
587,Crysencio,Summerville,MID,WHU,2,?,"Summerville (MID, ?)",1.0,0.7,0.85,2.219444444444445,0.0,2.219444444444445,2.21944,2,0,2,5,4.25,1,1,1,1,1,5,0,3↑,2.78056
591,Jean-Clair,Todibo,DEF,WHU,2,?,"Todibo (DEF, ?)",1.0,0.7,0.85,2.219444444444445,2.077777777777778,0.0,2.14861,2,-1,0,5,4.25,0,0,2,2,0,4,0,2↑,1.8513899999999999
517,Aaron,Cresswell,DEF,WHU,1,?,"Cresswell (DEF, ?)",1.0,0.3,0.65,1.6972222222222222,1.588888888888889,0.0,1.64306,2,-1,0,5,3.25,0,1,0,1,0,2,0,~,0.35694000000000004
521,Łukasz,Fabiański,GKP,WHU,1,?,"Fabianski (GKP, ?)",1.0,0.3,0.65,1.6972222222222222,1.588888888888889,0.0,1.64306,2,-1,0,5,3.25,0,0,0,0,0,0,0,2↓,-1.64306
523,Danny,Ings,FWD,WHU,1,?,"Ings (FWD, ?)",1.0,0.3,0.65,1.6972222222222222,0.0,1.6972222222222222,1.69722,2,0,2,5,3.25,8,0,1,0,0,9,0,5↑,7.30278
519,George,Earthy,MID,WHU,0,?,"Earthy (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,5,0.0,0,0,0,0,0,0,0,~,0.0
522,Wes,Foderingham,GKP,WHU,0,?,"Foderingham (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1,0,5,0.0,0,0,0,0,0,0,0,~,0.0
526,Luis Guilherme,Lira dos Santos,MID,WHU,0,?,"L.Guilherme (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,5,0.0,0,0,0,1,0,1,0,~,1.0
529,Nayef,Aguerd,DEF,WHU,0,?,"N.Aguerd (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1,0,5,0.0,0,0,0,0,0,0,0,~,0.0
532,Kurt,Zouma,DEF,WHU,0,?,"Zouma (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1,0,5,0.0,0,0,0,0,0,0,0,~,0.0
576,Andy,Irving,MID,WHU,0,?,"Irving (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,5,0.0,0,1,0,0,0,1,0,~,1.0
643,Kaelan,Casey,DEF,WHU,0,?,"Casey (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1,0,5,0.0,0,0,0,0,0,0,0,~,0.0
654,Carlos,Soler,MID,WHU,0,?,"C.Soler (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,5,0.0,0,0,1,1,0,2,0,2↑,2.0
566,Jørgen,Strand Larsen,FWD,WOL,10,?,"Strand Larsen (FWD, ?)",3.3,3.3,3.3,2.933333333333333,0.0,4.216666666666667,3.575,-29,0,-22,5,16.5,5,2,2,6,9,24,0,7↑,20.425
535,Jean-Ricner,Bellegarde,MID,WOL,9,?,"Bellegarde (MID, ?)",3.0,3.0,3.0,2.666666666666667,0.0,3.833333333333334,3.25,-29,0,-22,5,15.0,3,3,1,4,1,12,0,5↑,8.75
541,Matheus,Santos Carneiro Da Cunha,FWD,WOL,9,?,"Cunha (FWD, ?)",3.0,3.0,3.0,2.666666666666667,0.0,3.833333333333334,3.25,-29,0,-22,5,15.0,2,8,2,9,2,23,0,7↑,19.75
557,Mario,Lemina,MID,WOL,9,?,"Mario Jr. (MID, ?)",3.0,3.0,3.0,2.666666666666667,0.0,3.833333333333334,3.25,-29,0,-22,5,15.0,10,1,2,2,2,17,0,6↑,13.75
533,Rayan,Aït-Nouri,DEF,WOL,4,?,"Aït-Nouri (DEF, ?)",1.3,1.3,1.3,1.1555555555555554,0.7222222222222221,0.0,0.93889,-29,-35,0,5,6.5,0,0,9,9,1,19,0,7↑,18.06111
542,Craig,Dawson,DEF,WOL,4,?,"Dawson (DEF, ?)",1.3,1.3,1.3,1.1555555555555554,0.7222222222222221,0.0,0.93889,-29,-35,0,5,6.5,1,1,0,-1,1,2,0,1↑,1.06111
550,Hwang,Hee-chan,MID,WOL,4,?,"Hee Chan (MID, ?)",1.3,1.3,1.3,1.1555555555555554,0.0,1.661111111111111,1.40833,-29,0,-22,5,6.5,1,0,1,1,0,3,0,1↑,1.59167
204,Sam,Johnstone,GKP,WOL,3,?,"Johnstone (GKP, ?)",3.0,1.0,2.0,1.7777777777777777,1.1111111111111112,0.0,1.44444,-29,-35,0,5,10.0,2,1,2,2,0,7,0,4↑,5.55556
563,Rodrigo,Martins Gomes,MID,WOL,3,?,"R.Gomes (MID, ?)",1.5,1.0,1.25,1.1111111111111112,0.0,1.597222222222222,1.35417,-29,0,-22,5,6.25,0,1,0,0,0,1,0,~,-0.3541700000000001
553,João Victor,Gomes da Silva,MID,WOL,3,?,"J.Gomes (MID, ?)",1.0,1.0,1.0,0.8888888888888888,0.0,1.277777777777778,1.08333,-29,0,-22,5,5.0,2,1,2,2,1,8,0,5↑,6.91667
567,Toti António,Gomes,DEF,WOL,3,?,"Toti (DEF, ?)",1.0,1.0,1.0,0.8888888888888888,0.5555555555555556,0.0,0.72222,-29,-35,0,5,5.0,0,0,1,0,0,1,0,~,0.27778
642,André,Trindade da Costa Neto,MID,WOL,1,?,"André (MID, ?)",1.0,1.0,1.0,0.8888888888888888,0.0,1.277777777777778,1.08333,-29,0,-22,5,5.0,1,2,1,1,1,6,0,4↑,4.91667
559,Nélson,Cabral Semedo,DEF,WOL,2,?,"N.Semedo (DEF, ?)",2.0,0.7,1.35,1.2,0.75,0.0,0.975,-29,-35,0,5,6.75,1,0,1,2,3,7,0,4↑,6.025
544,Tommy,Doyle,MID,WOL,2,?,"Doyle (MID, ?)",1.0,0.7,0.85,0.7555555555555555,0.0,1.086111111111111,0.92083,-29,0,-22,5,4.25,1,1,1,0,1,4,0,3↑,3.07917
562,Daniel,Castelo Podence,MID,WOL,2,?,"Podence (MID, ?)",1.0,0.7,0.85,0.7555555555555555,0.0,1.086111111111111,0.92083,-29,0,-22,5,4.25,0,0,0,0,0,0,0,~,-0.92083
565,Pablo,Sarabia,MID,WOL,2,?,"Sarabia (MID, ?)",1.0,0.7,0.85,0.7555555555555555,0.0,1.086111111111111,0.92083,-29,0,-22,5,4.25,0,0,0,0,-1,-1,0,2↓,-1.92083
537,Francisco Jorge,Tomás Oliveira,MID,WOL,1,?,"Chiquinho (MID, ?)",1.0,0.3,0.65,0.5777777777777777,0.0,0.8305555555555555,0.70417,-29,0,-22,5,3.25,0,0,0,0,0,0,0,~,-0.70417
548,Gonçalo Manuel,Ganchinho Guedes,MID,WOL,1,?,"Guedes (MID, ?)",1.0,0.3,0.65,0.5777777777777777,0.0,0.8305555555555555,0.70417,-29,0,-22,5,3.25,1,1,0,1,1,4,0,3↑,3.29583
554,José,Malheiro de Sá,GKP,WOL,1,?,"José Sá (GKP, ?)",0.5,0.3,0.4,0.3555555555555555,0.2222222222222222,0.0,0.28889,-29,-35,0,5,2.0,0,0,0,0,2,2,0,2↑,1.7111100000000001
543,Matt,Doherty,DEF,WOL,1,?,"Doherty (DEF, ?)",0.3,0.3,0.3,0.2666666666666666,0.1666666666666666,0.0,0.21667,-29,-35,0,5,1.5,1,0,0,0,0,1,0,~,0.78333
558,Yerson,Mosquera,DEF,WOL,1,?,"Mosquera (DEF, ?)",0.3,0.3,0.3,0.2666666666666666,0.1666666666666666,0.0,0.21667,-29,-35,0,5,1.5,1,1,0,0,0,2,0,2↑,1.78333
534,Boubacar,Traoré,MID,WOL,0,?,"B.Traore (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
536,Daniel,Bentley,GKP,WOL,0,?,"Bentley (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
538,Tawanda,Chirewa,MID,WOL,0,?,"Chirewa (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
539,Leon,Chiwome,FWD,WOL,0,?,"Chiwome (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
540,Luke,Cundle,MID,WOL,0,?,"Cundle (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
545,Fábio,Silva,FWD,WOL,0,?,"Fábio Silva (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
546,Nathan,Fraser,FWD,WOL,0,?,"Fraser (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
547,Enso,González,MID,WOL,0,?,"Gonzalez (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
549,Hugo,Bueno López,DEF,WOL,0,?,"H.Bueno (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
551,Joe,Hodge,MID,WOL,0,?,"Hodge (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
552,Ki-Jana,Hoever,DEF,WOL,0,?,"Hoever (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
555,Saša,Kalajdžić,FWD,WOL,0,?,"Kalajdžić (FWD, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,0,0,0,0,0,0,0,~,0.0
556,Tom,King,GKP,WOL,0,?,"King (GKP, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
561,Pedro,Cardoso de Lima,DEF,WOL,0,?,"Pedro Lima (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
564,Santiago,Bueno,DEF,WOL,0,?,"S.Bueno (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,1,0,1,2,0,2↑,2.0
637,Bastien,Meupiyou,DEF,WOL,0,?,"Meupiyou (DEF, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,-35,0,5,0.0,0,0,0,0,0,0,0,~,0.0
655,Carlos Roberto,Forbs Borges,MID,WOL,0,?,"Forbs (MID, ?)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29,0,-22,5,0.0,1,0,0,1,1,3,0,3↑,3.0
