team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
LIV,29,"M.Salah (MID, ?) ==> (13.7, 56.322)","Luis Díaz (MID, ?) ==> (10.7, 43.989)","A.Becker (GKP, ?) ==> (7.0, 28.778)","Alexander-Arnold (DEF, ?) ==> (6.7, 27.544)","Robertson (DEF, ?) ==> (6.0, 24.667)"
ARS,23,"Saka (MID, ?) ==> (8.0, 30.222)","Havertz (FWD, ?) ==> (7.3, 27.578)","Raya (GKP, ?) ==> (6.7, 25.311)","Thomas (MID, ?) ==> (5.0, 18.889)","Gabriel (DEF, ?) ==> (4.7, 17.756)"
NEW,15,"Isak (FWD, ?) ==> (5.3, 17.667)","Pope (GKP, ?) ==> (5.3, 17.667)","Barnes (MID, ?) ==> (5.0, 16.667)","Gordon (MID, ?) ==> (5.0, 16.667)","Joelinton (MID, ?) ==> (4.3, 14.333)"
MCI,14,"Haaland (FWD, ?) ==> (13.7, 44.906)","De Bruyne (MID, ?) ==> (5.3, 17.372)","Bernardo (MID, ?) ==> (5.0, 16.389)","Kovačić (MID, ?) ==> (4.7, 15.406)","Lewis (DEF, ?) ==> (4.7, 15.406)"
BHA,13,"Welbeck (FWD, ?) ==> (7.7, 24.811)","João Pedro (FWD, ?) ==> (6.0, 19.333)","Mitoma (MID, ?) ==> (5.3, 17.078)","Veltman (DEF, ?) ==> (4.0, 12.889)","Adingra (MID, ?) ==> (3.7, 11.922)"
AVL,11,"Onana (MID, ?) ==> (6.7, 20.844)","Duran (FWD, ?) ==> (4.7, 14.622)","Digne (DEF, ?) ==> (3.7, 11.511)","Tielemans (MID, ?) ==> (3.3, 10.267)","Watkins (FWD, ?) ==> (3.0, 9.333)"
BRE,6,"Mbeumo (MID, ?) ==> (8.0, 22.667)","Wissa (FWD, ?) ==> (7.0, 19.833)","Collins (DEF, ?) ==> (4.0, 11.333)","Flekken (GKP, ?) ==> (3.3, 9.35)","Jensen (MID, ?) ==> (3.0, 8.5)"
NFO,5,"Wood (FWD, ?) ==> (6.3, 17.5)","Gibbs-White (MID, ?) ==> (4.3, 11.944)","Aina (DEF, ?) ==> (4.0, 11.111)","Murillo (DEF, ?) ==> (3.7, 10.278)","Sels (GKP, ?) ==> (3.7, 10.278)"
TOT,4,"Son (MID, ?) ==> (7.0, 19.056)","Romero (DEF, ?) ==> (5.7, 15.517)","Pedro Porro (DEF, ?) ==> (5.3, 14.428)","Van de Ven (DEF, ?) ==> (4.6, 12.522)","Bissouma (MID, ?) ==> (4.15, 11.297)"
WHU,2,"Bowen (MID, ?) ==> (5.0, 13.056)","Souček (MID, ?) ==> (4.7, 12.272)","Kilman (DEF, ?) ==> (4.3, 11.228)","L.Paquetá (MID, ?) ==> (3.7, 9.661)","Mavropanos (DEF, ?) ==> (3.3, 8.617)"
