fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
7,4,NEW,9.615214927857803,7.291796067500631,0.07142857142857142,0.0,0.4279929411129879,0.3101779688985983,6
8,4,MUN,-2.1089536818307213,6.145898033750315,0.07142857142857142,0.0,-0.04710204974311814,0.26829148562863775,6
4,2,CHE,17.168440519687685,17.31966011250105,0.7142857142857143,0.5,1.0792961176607052,0.9685579892412512,5
6,3,EVE,6.57983338714514,12.132742416253889,-0.14285714285714285,0.0,0.18991572390004083,0.4871310766396847,5
2,1,MCI,15.545084971874736,17.63525491562421,1.1428571428571428,1.0,1.2436640756666781,1.271921427744367,4
10,5,BHA,4.167500832723654,4.3090169943749475,0.2857142857142857,0.0,0.3223122017804403,0.20114721567795676,4
5,3,CRY,17.216027989733384,17.195048315002943,0.5,0.0,0.9661491349603197,0.6721756312793096,3
11,6,LIV,-5.580773074109169,-7.413895365628415,0.0,0.5,-0.22614800425342663,0.06446213853528743,3
1,1,ARS,26.201002999508255,31.697560814373265,1.4285714285714286,1.0,1.8289044739423526,1.7859466929630448,1
13,7,TOT,-4.070753080225966,-10.493422191251787,0.35714285714285715,0.0,0.026834345259310083,-0.339932446725431,1
3,2,AVL,15.701309561030024,16.257354213751995,0.42857142857142855,1.0,0.8664101995993074,1.2215544552971662,-1
16,8,BRE,-5.799936687455774,-9.090169943749475,-0.07142857142857142,-0.5,-0.2733875579014319,-0.580466160329786,-1
12,6,FUL,-0.37664445218705334,-0.5065778087482133,-0.21428571428571427,-0.5,-0.13033800645960225,-0.2667065781146853,-3
18,9,LEE,-8.28929356932967,-16.072949016875157,-0.7142857142857143,-1.0,-0.7194890917095405,-1.1275379342397869,-3
9,5,SUN,1.4596134629454154,4.444271909999159,0.2857142857142857,0.0,0.21258128882404737,0.20609124437304036,-4
17,9,WHU,-14.94521159696319,-11.52379873562253,-0.8571428571428571,-1.0,-1.0659217782409096,-0.9612509684586316,-4
14,7,BOU,-11.539130287369424,-11.420473174376628,-0.21428571428571427,0.0,-0.5826720936226694,-0.3738193235223531,-5
15,8,NFO,-1.0798433883445018,-3.592682443119797,-0.5714285714285714,-0.5,-0.35062578667539135,-0.3795142331757644,-5
19,10,BUR,-20.073572141118056,-23.94833721937705,-0.9285714285714286,-1.0,-1.3120952562119066,-1.4154102461248237,-6
20,10,WOL,-39.78991669357257,-40.29179606750063,-1.5714285714285714,-1.0,-2.4562808778743737,-2.0128194355923608,-6
